지점,지점명,일시,기온(°C),강수량(mm),습도(%)
119,수원,2019-09-26 18:00,24.6,,64
119,수원,2019-09-27 18:00,24.7,,65
119,수원,2019-09-28 18:00,24.9,,69
119,수원,2019-09-29 18:00,23.4,,66
119,수원,2019-09-30 18:00,24.1,,65
119,수원,2019-10-01 18:00,25.7,,76
119,수원,2019-10-02 18:00,21.1,1.4,99
119,수원,2019-10-03 18:00,25,,72
119,수원,2019-10-04 18:00,23.8,,81
119,수원,2019-10-05 18:00,19.6,,77
119,수원,2019-10-06 18:00,20.4,,64
119,수원,2019-10-07 18:00,15.1,3.2,100
119,수원,2019-10-08 18:00,16.4,,42
119,수원,2019-10-09 18:00,16.7,,57
119,수원,2019-10-10 18:00,18.2,,69
119,수원,2019-10-11 18:00,22.2,,61
119,수원,2019-10-12 18:00,18.5,,61
119,수원,2019-10-13 18:00,20.6,,57
119,수원,2019-10-14 18:00,15.4,,54
119,수원,2019-10-15 18:00,16.8,,66
119,수원,2019-10-16 18:00,16.1,,66
119,수원,2019-10-17 18:00,17.7,,64
119,수원,2019-10-18 18:00,20.2,,64
119,수원,2019-10-19 18:00,18.1,,84
119,수원,2019-10-20 18:00,17.7,,75
119,수원,2019-10-21 18:00,19.2,,72
119,수원,2019-10-22 18:00,19.6,,60
119,수원,2019-10-23 18:00,18.6,,67
119,수원,2019-10-24 18:00,21.1,,53
119,수원,2019-10-25 18:00,17.6,,75
119,수원,2019-10-26 18:00,10.2,,74
119,수원,2019-10-27 18:00,13.4,,68
119,수원,2019-10-28 18:00,16.1,,64
119,수원,2019-10-29 18:00,13.6,,61
119,수원,2019-10-30 18:00,13,,71
133,대전,2019-04-01 18:00,9.1,,31
133,대전,2019-04-02 18:00,11.3,,18
133,대전,2019-04-03 18:00,11.9,,28
133,대전,2019-04-04 18:00,14,,24
133,대전,2019-04-05 18:00,15.8,,38
133,대전,2019-04-06 18:00,18.6,,25
133,대전,2019-04-07 18:00,18.5,,23
133,대전,2019-04-08 18:00,17.2,,19
133,대전,2019-04-09 18:00,9.9,0.4,74
133,대전,2019-04-10 18:00,9.9,,68
133,대전,2019-04-11 18:00,14.2,,39
133,대전,2019-04-12 18:00,17,,28
133,대전,2019-04-13 18:00,17.1,,24
133,대전,2019-04-14 18:00,14.3,,46
133,대전,2019-04-15 18:00,17.2,,26
133,대전,2019-04-16 18:00,21.8,,17
133,대전,2019-04-17 18:00,22.9,,31
133,대전,2019-04-18 18:00,18.9,,54
133,대전,2019-04-19 18:00,15.4,,60
133,대전,2019-04-20 18:00,21.9,,48
133,대전,2019-04-21 18:00,20.4,,66
133,대전,2019-04-22 18:00,28.3,,33
133,대전,2019-04-23 18:00,18.2,1.4,87
133,대전,2019-04-24 18:00,20.4,,78
133,대전,2019-04-25 18:00,14.7,0,91
133,대전,2019-04-26 18:00,10.8,0.3,93
133,대전,2019-04-27 18:00,16.8,,43
133,대전,2019-04-28 18:00,16,,54
133,대전,2019-04-29 18:00,12.1,0.8,95
133,대전,2019-04-30 18:00,21.5,,65
133,대전,2019-05-01 18:00,21.9,,41
133,대전,2019-05-02 18:00,21.3,,43
133,대전,2019-05-03 18:00,26.1,,29
133,대전,2019-05-04 18:00,26,,29
133,대전,2019-05-05 18:00,25.8,,26
133,대전,2019-05-06 18:00,17.9,,25
133,대전,2019-05-07 18:00,21.6,,25
133,대전,2019-05-08 18:00,19.8,,31
133,대전,2019-05-09 18:00,23.4,,25
133,대전,2019-05-10 18:00,26.4,,26
133,대전,2019-05-11 18:00,26.6,,33
133,대전,2019-05-12 18:00,28,,32
133,대전,2019-05-13 18:00,22.7,,40
133,대전,2019-05-14 18:00,26.9,,44
133,대전,2019-05-15 18:00,27.6,,43
133,대전,2019-05-16 18:00,28.8,,41
133,대전,2019-05-17 18:00,26.5,,43
133,대전,2019-05-18 18:00,19.8,0,82
133,대전,2019-05-19 18:00,22.8,0,79
133,대전,2019-05-20 18:00,18.3,,41
133,대전,2019-05-21 18:00,22.7,,29
133,대전,2019-05-22 18:00,26,,19
133,대전,2019-05-23 18:00,28.7,,33
133,대전,2019-05-24 18:00,30.4,,46
133,대전,2019-05-25 18:00,27.3,,34
133,대전,2019-05-26 18:00,28.4,,18
133,대전,2019-05-27 18:00,17.5,0.1,98
133,대전,2019-05-28 18:00,23.5,,39
133,대전,2019-05-29 18:00,26.7,,24
133,대전,2019-05-30 18:00,22.4,,35
133,대전,2019-05-31 18:00,23.1,,51
133,대전,2019-06-01 18:00,23.8,,53
133,대전,2019-06-02 18:00,27.1,,36
133,대전,2019-06-03 18:00,30,,33
133,대전,2019-06-04 18:00,29.8,,42
133,대전,2019-06-05 18:00,28.6,,52
133,대전,2019-06-06 18:00,25,0,66
133,대전,2019-06-07 18:00,20.5,0,93
133,대전,2019-06-08 18:00,25.7,,60
133,대전,2019-06-09 18:00,25.4,0,55
133,대전,2019-06-10 18:00,21.6,,60
133,대전,2019-06-11 18:00,24.8,,48
133,대전,2019-06-12 18:00,26.5,,48
133,대전,2019-06-13 18:00,28.3,,43
133,대전,2019-06-14 18:00,24.3,,61
133,대전,2019-06-15 18:00,25.5,,50
133,대전,2019-06-16 18:00,26.3,,58
133,대전,2019-06-17 18:00,25.7,,52
133,대전,2019-06-18 18:00,23.1,,76
133,대전,2019-06-19 18:00,26.2,,63
133,대전,2019-06-20 18:00,28.3,,58
133,대전,2019-06-21 18:00,27.7,,53
133,대전,2019-06-22 18:00,26.9,0,61
133,대전,2019-06-23 18:00,29,,40
133,대전,2019-06-24 18:00,29.6,,51
133,대전,2019-06-25 18:00,31.7,,39
133,대전,2019-06-26 18:00,23.4,,84
133,대전,2019-06-27 18:00,28.5,,70
133,대전,2019-06-28 18:00,28.2,,63
133,대전,2019-06-29 18:00,22.1,1.4,97
133,대전,2019-06-30 18:00,27.3,,73
133,대전,2019-07-01 18:00,25.9,,65
133,대전,2019-07-02 18:00,28.5,,57
133,대전,2019-07-03 18:00,28.2,,60
133,대전,2019-07-04 18:00,30.5,,45
133,대전,2019-07-05 18:00,33.1,,40
133,대전,2019-07-06 18:00,32,,40
133,대전,2019-07-07 18:00,27.5,,46
133,대전,2019-07-08 18:00,28.3,,51
133,대전,2019-07-09 18:00,26.8,,57
133,대전,2019-07-10 18:00,20.8,1.7,96
133,대전,2019-07-11 18:00,22.7,0,93
133,대전,2019-07-12 18:00,26,,71
133,대전,2019-07-13 18:00,27.1,,71
133,대전,2019-07-14 18:00,29.8,,63
133,대전,2019-07-15 18:00,25.3,,76
133,대전,2019-07-16 18:00,28.4,1.1,73
133,대전,2019-07-17 18:00,28.1,,70
133,대전,2019-07-18 18:00,28.3,,72
133,대전,2019-07-19 18:00,27.9,,80
133,대전,2019-07-20 18:00,25.5,1.8,95
133,대전,2019-07-21 18:00,26.4,,85
133,대전,2019-07-22 18:00,30.8,,69
133,대전,2019-07-23 18:00,31.3,,66
133,대전,2019-07-24 18:00,29,,78
133,대전,2019-07-25 18:00,26.7,13.2,97
133,대전,2019-07-26 18:00,27.2,0.3,97
133,대전,2019-07-27 18:00,29.4,,82
133,대전,2019-07-28 18:00,27.6,,89
133,대전,2019-07-29 18:00,31.2,,67
133,대전,2019-07-30 18:00,31.8,,75
133,대전,2019-07-31 18:00,31.8,,68
133,대전,2019-08-01 18:00,33.3,,59
133,대전,2019-08-02 18:00,33.3,,60
133,대전,2019-08-03 18:00,31.1,,71
133,대전,2019-08-04 18:00,31.6,0,78
133,대전,2019-08-05 18:00,33.7,,65
133,대전,2019-08-06 18:00,30.6,,68
133,대전,2019-08-07 18:00,32.2,,68
133,대전,2019-08-08 18:00,27.3,,85
133,대전,2019-08-09 18:00,32.8,,69
133,대전,2019-08-10 18:00,32.8,,60
133,대전,2019-08-11 18:00,31.7,0,57
133,대전,2019-08-12 18:00,30.3,,81
133,대전,2019-08-13 18:00,31.8,,75
133,대전,2019-08-14 18:00,32.5,,63
133,대전,2019-08-15 18:00,25.8,0,95
133,대전,2019-08-16 18:00,29.4,,67
133,대전,2019-08-17 18:00,27.1,2.1,87
133,대전,2019-08-18 18:00,29.8,,53
133,대전,2019-08-19 18:00,30,,60
133,대전,2019-08-20 18:00,30.3,,62
133,대전,2019-08-21 18:00,30.7,,63
133,대전,2019-08-22 18:00,28.7,,62
133,대전,2019-08-23 18:00,28.5,,56
133,대전,2019-08-24 18:00,26.2,,68
133,대전,2019-08-25 18:00,28.1,,59
133,대전,2019-08-26 18:00,29.4,,57
133,대전,2019-08-27 18:00,23.8,,85
133,대전,2019-08-28 18:00,26.3,,79
133,대전,2019-08-29 18:00,22.1,,88
133,대전,2019-08-30 18:00,25.4,,58
133,대전,2019-08-31 18:00,26.9,,58
133,대전,2019-09-01 18:00,26,,71
133,대전,2019-09-02 18:00,22.8,0,80
133,대전,2019-09-03 18:00,23.5,,94
133,대전,2019-09-04 18:00,26.4,,88
133,대전,2019-09-05 18:00,23.8,0.8,97
133,대전,2019-09-06 18:00,27.3,,86
133,대전,2019-09-07 18:00,25.1,0,84
133,대전,2019-09-08 18:00,26.5,0,84
133,대전,2019-09-09 18:00,25.2,0.1,97
133,대전,2019-09-10 18:00,29.4,,65
133,대전,2019-09-11 18:00,26,,81
133,대전,2019-09-12 18:00,20.5,,83
133,대전,2019-09-13 18:00,26.1,,57
133,대전,2019-09-14 18:00,25.3,,80
133,대전,2019-09-15 18:00,27.9,,65
133,대전,2019-09-16 18:00,26.9,,59
133,대전,2019-09-17 18:00,26,,51
133,대전,2019-09-18 18:00,22.8,,41
133,대전,2019-09-19 18:00,23.9,,53
133,대전,2019-09-20 18:00,21,,68
133,대전,2019-09-21 18:00,16.3,4.5,96
133,대전,2019-09-22 18:00,16.7,1.5,96
133,대전,2019-09-23 18:00,19.7,,73
133,대전,2019-09-24 18:00,22.2,,62
133,대전,2019-09-25 18:00,21.9,,73
133,대전,2019-09-26 18:00,23.5,,72
133,대전,2019-09-27 18:00,26,,66
133,대전,2019-09-28 18:00,26.4,,72
133,대전,2019-09-29 18:00,24.7,,62
133,대전,2019-09-30 18:00,25.8,,65
133,대전,2019-10-01 18:00,24.2,,79
133,대전,2019-10-02 18:00,21,4.1,96
133,대전,2019-10-03 18:00,24.6,,77
133,대전,2019-10-04 18:00,25.1,,73
133,대전,2019-10-05 18:00,19.9,0,78
133,대전,2019-10-06 18:00,19.2,,68
133,대전,2019-10-07 18:00,15.8,0.2,96
133,대전,2019-10-08 18:00,16.2,,56
133,대전,2019-10-09 18:00,17.1,,57
133,대전,2019-10-10 18:00,17.2,,68
133,대전,2019-10-11 18:00,21.1,,63
133,대전,2019-10-12 18:00,20.6,,48
133,대전,2019-10-13 18:00,19.6,,58
133,대전,2019-10-14 18:00,15.9,,65
133,대전,2019-10-15 18:00,16.8,,63
133,대전,2019-10-16 18:00,17,,61
133,대전,2019-10-17 18:00,17.1,,66
133,대전,2019-10-18 18:00,18.2,,71
133,대전,2019-10-19 18:00,18.8,,63
133,대전,2019-10-20 18:00,18,,54
133,대전,2019-10-21 18:00,19.9,,57
133,대전,2019-10-22 18:00,19.9,,60
133,대전,2019-10-23 18:00,17.9,,69
133,대전,2019-10-24 18:00,21,,57
133,대전,2019-10-25 18:00,18.8,,62
133,대전,2019-10-26 18:00,13.3,,61
133,대전,2019-10-27 18:00,13.2,,54
133,대전,2019-10-28 18:00,15.4,,54
133,대전,2019-10-29 18:00,14.8,,58
133,대전,2019-10-30 18:00,14.8,,61
143,대구,2019-04-01 18:00,9.8,,27
143,대구,2019-04-02 18:00,13.2,,21
143,대구,2019-04-03 18:00,14.9,,17
143,대구,2019-04-04 18:00,18.4,,17
143,대구,2019-04-05 18:00,20.9,,19
143,대구,2019-04-06 18:00,22.2,,17
143,대구,2019-04-07 18:00,15.6,,48
143,대구,2019-04-08 18:00,15.1,,34
143,대구,2019-04-09 18:00,8.5,0.5,77
143,대구,2019-04-10 18:00,9.3,,70
143,대구,2019-04-11 18:00,14.1,,37
143,대구,2019-04-12 18:00,16.8,,29
143,대구,2019-04-13 18:00,18,,22
143,대구,2019-04-14 18:00,15.4,,34
143,대구,2019-04-15 18:00,20.7,,15
143,대구,2019-04-16 18:00,23.1,,12
143,대구,2019-04-17 18:00,23,,25
143,대구,2019-04-18 18:00,24.1,,27
143,대구,2019-04-19 18:00,11.8,,51
143,대구,2019-04-20 18:00,23.5,,34
143,대구,2019-04-21 18:00,23.5,,42
143,대구,2019-04-22 18:00,20.5,,48
143,대구,2019-04-23 18:00,16.5,0.2,85
143,대구,2019-04-24 18:00,21.1,,71
143,대구,2019-04-25 18:00,12.9,,77
143,대구,2019-04-26 18:00,9.5,0.5,92
143,대구,2019-04-27 18:00,16.7,,32
143,대구,2019-04-28 18:00,17.6,,34
143,대구,2019-04-29 18:00,11.4,6,98
143,대구,2019-04-30 18:00,18.3,,61
143,대구,2019-05-01 18:00,22.2,,30
143,대구,2019-05-02 18:00,24.1,,17
143,대구,2019-05-03 18:00,27.4,,13
143,대구,2019-05-04 18:00,27.9,,14
143,대구,2019-05-05 18:00,27.2,,17
143,대구,2019-05-06 18:00,14.2,,56
143,대구,2019-05-07 18:00,21.9,,15
143,대구,2019-05-08 18:00,22.2,,17
143,대구,2019-05-09 18:00,24.1,,19
143,대구,2019-05-10 18:00,27.5,,14
143,대구,2019-05-11 18:00,28.5,,14
143,대구,2019-05-12 18:00,22,,33
143,대구,2019-05-13 18:00,24.5,,40
143,대구,2019-05-14 18:00,27.5,,38
143,대구,2019-05-15 18:00,26.8,,38
143,대구,2019-05-16 18:00,28.2,,31
143,대구,2019-05-17 18:00,24.9,,35
143,대구,2019-05-18 18:00,18.8,,77
143,대구,2019-05-19 18:00,19.1,0.5,93
143,대구,2019-05-20 18:00,20.3,,28
143,대구,2019-05-21 18:00,24.7,,19
143,대구,2019-05-22 18:00,28.6,,15
143,대구,2019-05-23 18:00,29.9,,17
143,대구,2019-05-24 18:00,33.5,,26
143,대구,2019-05-25 18:00,29.7,,22
143,대구,2019-05-26 18:00,27.7,,18
143,대구,2019-05-27 18:00,22.7,,79
143,대구,2019-05-28 18:00,22.3,,33
143,대구,2019-05-29 18:00,28.7,,18
143,대구,2019-05-30 18:00,27.3,,26
143,대구,2019-05-31 18:00,24.8,,37
143,대구,2019-06-01 18:00,25.5,,33
143,대구,2019-06-02 18:00,28.9,,26
143,대구,2019-06-03 18:00,31.3,,23
143,대구,2019-06-04 18:00,32.8,,25
143,대구,2019-06-05 18:00,34.1,,17
143,대구,2019-06-06 18:00,27.2,,55
143,대구,2019-06-07 18:00,18.6,,96
143,대구,2019-06-08 18:00,25.4,,40
143,대구,2019-06-09 18:00,19.1,,67
143,대구,2019-06-10 18:00,21.3,,53
143,대구,2019-06-11 18:00,22.5,,54
143,대구,2019-06-12 18:00,25,,47
143,대구,2019-06-13 18:00,28.7,,33
143,대구,2019-06-14 18:00,21.4,0,69
143,대구,2019-06-15 18:00,27.7,,39
143,대구,2019-06-16 18:00,22.3,,61
143,대구,2019-06-17 18:00,29.3,,38
143,대구,2019-06-18 18:00,26.7,,49
143,대구,2019-06-19 18:00,27.9,,47
143,대구,2019-06-20 18:00,32,,35
143,대구,2019-06-21 18:00,25.3,,65
143,대구,2019-06-22 18:00,24.2,,52
143,대구,2019-06-23 18:00,24.8,,47
143,대구,2019-06-24 18:00,26.9,,51
143,대구,2019-06-25 18:00,29.6,,40
143,대구,2019-06-26 18:00,19.3,2,99
143,대구,2019-06-27 18:00,29,,65
143,대구,2019-06-28 18:00,25.5,,73
143,대구,2019-06-29 18:00,20.7,11,99
143,대구,2019-06-30 18:00,29.8,,56
143,대구,2019-07-01 18:00,27.3,,58
143,대구,2019-07-02 18:00,28.7,,43
143,대구,2019-07-03 18:00,28.1,,53
143,대구,2019-07-04 18:00,31.1,,38
143,대구,2019-07-05 18:00,30.1,,45
143,대구,2019-07-06 18:00,25.7,,57
143,대구,2019-07-07 18:00,24.2,,55
143,대구,2019-07-08 18:00,22.9,,68
143,대구,2019-07-09 18:00,22.6,,66
143,대구,2019-07-10 18:00,20.4,4.5,99
143,대구,2019-07-11 18:00,27,,69
143,대구,2019-07-12 18:00,28.1,,48
143,대구,2019-07-13 18:00,27.5,,56
143,대구,2019-07-14 18:00,27.1,,60
143,대구,2019-07-15 18:00,25.4,,74
143,대구,2019-07-16 18:00,27.6,,65
143,대구,2019-07-17 18:00,28.3,,62
143,대구,2019-07-18 18:00,27,,70
143,대구,2019-07-19 18:00,24.4,1,99
143,대구,2019-07-20 18:00,25.3,0,97
143,대구,2019-07-21 18:00,28.9,,70
143,대구,2019-07-22 18:00,33.5,,52
143,대구,2019-07-23 18:00,30.5,,70
143,대구,2019-07-24 18:00,29,,68
143,대구,2019-07-25 18:00,29.6,,77
143,대구,2019-07-26 18:00,29.9,,70
143,대구,2019-07-27 18:00,30,,73
143,대구,2019-07-28 18:00,30.5,,64
143,대구,2019-07-29 18:00,33.2,,56
143,대구,2019-07-30 18:00,33.2,,57
143,대구,2019-07-31 18:00,34.7,,49
143,대구,2019-08-01 18:00,34.3,,52
143,대구,2019-08-02 18:00,34.8,,51
143,대구,2019-08-03 18:00,28.7,,70
143,대구,2019-08-04 18:00,34,,51
143,대구,2019-08-05 18:00,32.7,,47
143,대구,2019-08-06 18:00,25.9,1.5,95
143,대구,2019-08-07 18:00,31.7,,66
143,대구,2019-08-08 18:00,29.1,,66
143,대구,2019-08-09 18:00,34.1,,49
143,대구,2019-08-10 18:00,30.4,,62
143,대구,2019-08-11 18:00,31,,58
143,대구,2019-08-12 18:00,31.3,,61
143,대구,2019-08-13 18:00,32.4,,56
143,대구,2019-08-14 18:00,30,,67
143,대구,2019-08-15 18:00,26.8,1.5,98
143,대구,2019-08-16 18:00,31.8,,55
143,대구,2019-08-17 18:00,33.5,,42
143,대구,2019-08-18 18:00,31.4,,38
143,대구,2019-08-19 18:00,27.6,,74
143,대구,2019-08-20 18:00,28.1,,54
143,대구,2019-08-21 18:00,27,0.1,88
143,대구,2019-08-22 18:00,29.3,,70
143,대구,2019-08-23 18:00,29.1,,51
143,대구,2019-08-24 18:00,25.6,,64
143,대구,2019-08-25 18:00,29.3,,50
143,대구,2019-08-26 18:00,29.1,,57
143,대구,2019-08-27 18:00,22.3,,99
143,대구,2019-08-28 18:00,25.8,,84
143,대구,2019-08-29 18:00,24.5,,82
143,대구,2019-08-30 18:00,28.8,,50
143,대구,2019-08-31 18:00,28.1,,50
143,대구,2019-09-01 18:00,22.2,0,88
143,대구,2019-09-02 18:00,20.5,0,97
143,대구,2019-09-03 18:00,23,1,95
143,대구,2019-09-04 18:00,26.4,,84
143,대구,2019-09-05 18:00,26.4,0.5,89
143,대구,2019-09-06 18:00,28.3,,70
143,대구,2019-09-07 18:00,28.2,,63
143,대구,2019-09-08 18:00,28.1,,63
143,대구,2019-09-09 18:00,27.2,,86
143,대구,2019-09-10 18:00,29,,57
143,대구,2019-09-11 18:00,24.5,,72
143,대구,2019-09-12 18:00,19.4,0,94
143,대구,2019-09-13 18:00,23.9,,58
143,대구,2019-09-14 18:00,26.9,,60
143,대구,2019-09-15 18:00,24.3,,70
143,대구,2019-09-16 18:00,24.7,,50
143,대구,2019-09-17 18:00,23.6,,51
143,대구,2019-09-18 18:00,28,,31
143,대구,2019-09-19 18:00,23.1,,49
143,대구,2019-09-20 18:00,22,,59
143,대구,2019-09-21 18:00,16.7,5,99
143,대구,2019-09-22 18:00,18.5,2,87
143,대구,2019-09-23 18:00,19.5,0,76
143,대구,2019-09-24 18:00,23.6,,38
143,대구,2019-09-25 18:00,21.9,,63
143,대구,2019-09-26 18:00,23.5,,65
143,대구,2019-09-27 18:00,24,,74
143,대구,2019-09-28 18:00,25.7,,75
143,대구,2019-09-29 18:00,27,,52
143,대구,2019-09-30 18:00,26.2,,73
143,대구,2019-10-01 18:00,24.2,0.1,78
143,대구,2019-10-02 18:00,22.9,3.5,96
143,대구,2019-10-03 18:00,25.8,,60
143,대구,2019-10-04 18:00,24.1,,71
143,대구,2019-10-05 18:00,20.7,,74
143,대구,2019-10-06 18:00,17.9,,59
143,대구,2019-10-07 18:00,15.9,1.5,99
143,대구,2019-10-08 18:00,20.5,,51
143,대구,2019-10-09 18:00,19.1,,34
143,대구,2019-10-10 18:00,20.3,,41
143,대구,2019-10-11 18:00,20.9,,63
143,대구,2019-10-12 18:00,19.7,,48
143,대구,2019-10-13 18:00,17.5,,57
143,대구,2019-10-14 18:00,19.6,,53
143,대구,2019-10-15 18:00,15.2,,67
143,대구,2019-10-16 18:00,17.8,,50
143,대구,2019-10-17 18:00,17.2,,66
143,대구,2019-10-18 18:00,15.5,,95
143,대구,2019-10-19 18:00,20.4,,55
143,대구,2019-10-20 18:00,18.4,,65
143,대구,2019-10-21 18:00,18.3,,58
143,대구,2019-10-22 18:00,18.7,,64
143,대구,2019-10-23 18:00,18.6,,69
143,대구,2019-10-24 18:00,18.8,,72
143,대구,2019-10-25 18:00,22,,49
143,대구,2019-10-26 18:00,15.8,,41
143,대구,2019-10-27 18:00,15,,34
143,대구,2019-10-28 18:00,16.3,,48
143,대구,2019-10-29 18:00,17.1,,37
143,대구,2019-10-30 18:00,16,,37
155,창원,2019-04-01 18:00,10.3,,21
155,창원,2019-04-02 18:00,10.4,,39
155,창원,2019-04-03 18:00,10.9,,34
155,창원,2019-04-04 18:00,13.2,,38
155,창원,2019-04-05 18:00,16.7,,53
155,창원,2019-04-06 18:00,16.9,,34
155,창원,2019-04-07 18:00,10.5,3.4,91
155,창원,2019-04-08 18:00,17,,49
155,창원,2019-04-09 18:00,10.2,0,56
155,창원,2019-04-10 18:00,9.6,,67
155,창원,2019-04-11 18:00,10.4,,62
155,창원,2019-04-12 18:00,13.6,,43
155,창원,2019-04-13 18:00,15.8,,24
155,창원,2019-04-14 18:00,15.5,,37
155,창원,2019-04-15 18:00,14.7,,43
155,창원,2019-04-16 18:00,18.1,,25
155,창원,2019-04-17 18:00,19.8,,34
155,창원,2019-04-18 18:00,17.2,,61
155,창원,2019-04-19 18:00,13,,60
155,창원,2019-04-20 18:00,15.6,,63
155,창원,2019-04-21 18:00,19.9,,56
155,창원,2019-04-22 18:00,18.2,,59
155,창원,2019-04-23 18:00,14.7,0.3,91
155,창원,2019-04-24 18:00,18.8,,84
155,창원,2019-04-25 18:00,14.8,,69
155,창원,2019-04-26 18:00,9.8,1.2,88
155,창원,2019-04-27 18:00,12.7,,56
155,창원,2019-04-28 18:00,13.8,,48
155,창원,2019-04-29 18:00,10.9,7.3,94
155,창원,2019-04-30 18:00,16.4,,77
155,창원,2019-05-01 18:00,15.9,0,78
155,창원,2019-05-02 18:00,20.1,,39
155,창원,2019-05-03 18:00,19.8,,44
155,창원,2019-05-04 18:00,20.8,,33
155,창원,2019-05-05 18:00,21.8,,35
155,창원,2019-05-06 18:00,15.4,0,62
155,창원,2019-05-07 18:00,17.2,,40
155,창원,2019-05-08 18:00,18.4,,34
155,창원,2019-05-09 18:00,21,,29
155,창원,2019-05-10 18:00,20.8,,26
155,창원,2019-05-11 18:00,21.7,,25
155,창원,2019-05-12 18:00,22,,38
155,창원,2019-05-13 18:00,17.8,,71
155,창원,2019-05-14 18:00,20.7,0.1,73
155,창원,2019-05-15 18:00,22.8,,48
155,창원,2019-05-16 18:00,22.9,,52
155,창원,2019-05-17 18:00,22.5,,57
155,창원,2019-05-18 18:00,17.1,0.3,89
155,창원,2019-05-19 18:00,18.1,2.9,93
155,창원,2019-05-20 18:00,20,,38
155,창원,2019-05-21 18:00,21.4,,45
155,창원,2019-05-22 18:00,22,,46
155,창원,2019-05-23 18:00,26,,46
155,창원,2019-05-24 18:00,25.3,,50
155,창원,2019-05-25 18:00,26.6,,35
155,창원,2019-05-26 18:00,23,,67
155,창원,2019-05-27 18:00,20.5,0.2,89
155,창원,2019-05-28 18:00,19.8,,54
155,창원,2019-05-29 18:00,27.7,,26
155,창원,2019-05-30 18:00,23.4,,40
155,창원,2019-05-31 18:00,19.8,,56
155,창원,2019-06-01 18:00,22.7,,45
155,창원,2019-06-02 18:00,23.8,,40
155,창원,2019-06-03 18:00,25.3,,54
155,창원,2019-06-04 18:00,24,,67
155,창원,2019-06-05 18:00,24.4,,47
155,창원,2019-06-06 18:00,22.4,0,75
155,창원,2019-06-07 18:00,19.9,,84
155,창원,2019-06-08 18:00,19.2,,75
155,창원,2019-06-09 18:00,20.4,,67
155,창원,2019-06-10 18:00,20.1,,66
155,창원,2019-06-11 18:00,19.5,,68
155,창원,2019-06-12 18:00,19.4,,71
155,창원,2019-06-13 18:00,21.8,,52
155,창원,2019-06-14 18:00,18.9,1.1,91
155,창원,2019-06-15 18:00,20.7,0,72
155,창원,2019-06-16 18:00,19.8,,73
155,창원,2019-06-17 18:00,23.4,,65
155,창원,2019-06-18 18:00,24.1,,69
155,창원,2019-06-19 18:00,24.5,,56
155,창원,2019-06-20 18:00,26.3,,61
155,창원,2019-06-21 18:00,26.1,,55
155,창원,2019-06-22 18:00,21.9,,68
155,창원,2019-06-23 18:00,23,,66
155,창원,2019-06-24 18:00,22.2,,65
155,창원,2019-06-25 18:00,25.1,,46
155,창원,2019-06-26 18:00,19.3,10.1,95
155,창원,2019-06-27 18:00,25.5,,83
155,창원,2019-06-28 18:00,23.4,,75
155,창원,2019-06-29 18:00,21.1,13.7,95
155,창원,2019-06-30 18:00,25.8,,76
155,창원,2019-07-01 18:00,24.5,,81
155,창원,2019-07-02 18:00,26.1,,68
155,창원,2019-07-03 18:00,24.2,,71
155,창원,2019-07-04 18:00,27.4,,49
155,창원,2019-07-05 18:00,24.2,,69
155,창원,2019-07-06 18:00,28.7,,40
155,창원,2019-07-07 18:00,24.3,,62
155,창원,2019-07-08 18:00,21.5,1.9,80
155,창원,2019-07-09 18:00,23.4,,66
155,창원,2019-07-10 18:00,20.7,1.8,91
155,창원,2019-07-11 18:00,26.7,,70
155,창원,2019-07-12 18:00,26,,64
155,창원,2019-07-13 18:00,23.1,,76
155,창원,2019-07-14 18:00,23.4,,73
155,창원,2019-07-15 18:00,24.1,,73
155,창원,2019-07-16 18:00,24.9,,72
155,창원,2019-07-17 18:00,24.3,,74
155,창원,2019-07-18 18:00,22.6,,90
155,창원,2019-07-19 18:00,23.9,0.5,90
155,창원,2019-07-20 18:00,23.8,0.1,92
155,창원,2019-07-21 18:00,26.8,,80
155,창원,2019-07-22 18:00,28,,78
155,창원,2019-07-23 18:00,28,,76
155,창원,2019-07-24 18:00,26.4,,84
155,창원,2019-07-25 18:00,25.2,,92
155,창원,2019-07-26 18:00,26.1,0,91
155,창원,2019-07-27 18:00,25.8,12.9,95
155,창원,2019-07-28 18:00,27.8,,77
155,창원,2019-07-29 18:00,28.8,,75
155,창원,2019-07-30 18:00,28.8,,76
155,창원,2019-07-31 18:00,30,,69
155,창원,2019-08-01 18:00,30.8,,66
155,창원,2019-08-02 18:00,31,,60
155,창원,2019-08-03 18:00,29.7,,69
155,창원,2019-08-04 18:00,29.6,,70
155,창원,2019-08-05 18:00,28.4,,76
155,창원,2019-08-06 18:00,24.5,6,87
155,창원,2019-08-07 18:00,29.9,,69
155,창원,2019-08-08 18:00,31.6,,57
155,창원,2019-08-09 18:00,30.8,,63
155,창원,2019-08-10 18:00,31.2,,51
155,창원,2019-08-11 18:00,28.9,,69
155,창원,2019-08-12 18:00,29.8,,71
155,창원,2019-08-13 18:00,33.4,,54
155,창원,2019-08-14 18:00,31.1,,61
155,창원,2019-08-15 18:00,29.5,,69
155,창원,2019-08-16 18:00,29,,70
155,창원,2019-08-17 18:00,28.5,,69
155,창원,2019-08-18 18:00,29.1,,67
155,창원,2019-08-19 18:00,27.6,,72
155,창원,2019-08-20 18:00,28.8,,61
155,창원,2019-08-21 18:00,25.4,0.5,91
155,창원,2019-08-22 18:00,27.5,,85
