day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,game_location,기온(°C),강수량(mm),습도(%),,,,
6.1토,한화 이글스,8,1,1,9,0,1,승,인천,18.9,0,59,,,,
6.1토,SK 와이번스,4,0,0,9,1,1,패,인천,18.9,0,59,,,,
6.1토,NC 다이노스,8,0,0,2,2,1,패,서울,23.1,0,47,,,,
6.1토,LG 트윈스,10,1,1,5,1,0,승,서울,23.1,0,47,,,,
6.1토,두산 베어스,8,0,0,5,1,0,패,수원,20.9,0,55,,,,
6.1토,kt wiz,16,2,1,5,1,1,승,수원,20.9,0,55,,,,
6.1토,삼성 라이온즈,9,0,0,8,0,0,패,부산,19.9,0,67,,,,
6.1토,롯데 자이언츠,9,0,0,7,1,1,승,부산,19.9,0,67,,,,
6.1토,키움 히어로즈,11,0,1,6,2,0,승,광주,22.9,0,55,,,,
6.1토,KIA 타이거즈,7,0,0,8,0,0,패,광주,22.9,0,55,,,,
6.2일,한화 이글스,6,0,0,11,1,1,패,인천,23,0,46,,,,
6.2일,SK 와이번스,14,2,0,4,0,0,승,인천,23,0,46,,,,
6.2일,NC 다이노스,6,2,1,5,0,0,승,서울,25.2,0,22,,,,
6.2일,LG 트윈스,4,0,0,7,0,1,패,서울,25.2,0,22,,,,
6.2일,두산 베어스,13,0,2,6,2,0,승,수원,24.5,0,26,,,,
6.2일,kt wiz,6,2,1,9,0,1,패,수원,24.5,0,26,,,,
6.2일,삼성 라이온즈,13,1,1,5,2,0,승,부산,22.7,0,46,,,,
6.2일,롯데 자이언츠,6,2,0,5,0,2,패,부산,22.7,0,46,,,,
6.2일,키움 히어로즈,7,0,1,12,0,1,승,광주,26.3,0,35,,,,
6.2일,KIA 타이거즈,9,1,1,6,0,1,패,광주,26.3,0,35,,,,
6.4화,한화 이글스,7,0,1,9,1,0,패,부산,24.9,0,69,,,,
6.4화,롯데 자이언츠,8,1,0,10,0,0,승,부산,24.9,0,69,,,,
6.4화,kt wiz,8,1,1,6,2,0,패,서울,26,0,50,,,,
6.4화,LG 트윈스,10,1,1,2,2,0,승,서울,26,0,50,,,,
6.4화,NC 다이노스,6,1,0,8,2,1,패,대구,32.8,0,25,,,,
6.4화,삼성 라이온즈,6,1,0,11,0,1,승,대구,32.8,0,25,,,,
6.4화,두산 베어스,10,1,3,3,0,0,승,광주,27.3,0,48,,,,
6.4화,KIA 타이거즈,14,0,1,7,2,1,패,광주,27.3,0,48,,,,
6.4화,SK 와이번스,12,0,0,8,1,0,승,서울,26,0,50,,,,
6.4화,키움 히어로즈,3,0,0,6,3,0,패,서울,26,0,50,,,,
6.5수,한화 이글스,9,0,1,11,0,2,승,부산,24.6,0,49,,,,
6.5수,롯데 자이언츠,6,1,1,2,0,1,패,부산,24.6,0,49,,,,
6.5수,kt wiz,11,0,2,2,0,1,패,서울,25.8,0,55,,,,
6.5수,LG 트윈스,17,1,0,4,0,1,승,서울,25.8,0,55,,,,
6.5수,NC 다이노스,11,1,0,10,1,1,패,대구,34.1,0,17,,,,
6.5수,삼성 라이온즈,8,1,0,9,0,0,승,대구,34.1,0,17,,,,
6.5수,두산 베어스,10,0,0,2,0,0,승,광주,28.5,0,54,,,,
6.5수,KIA 타이거즈,8,1,1,8,2,1,패,광주,28.5,0,54,,,,
6.5수,SK 와이번스,10,1,1,8,0,0,승,서울,25.8,0,55,,,,
6.5수,키움 히어로즈,7,0,0,10,0,1,패,서울,25.8,0,55,,,,
6.6목,한화 이글스,8,0,1,9,0,0,승,부산,23.5,0,76,,,,
6.6목,롯데 자이언츠,9,0,3,7,0,1,패,부산,23.5,0,76,,,,
6.6목,kt wiz,13,1,0,4,2,3,패,서울,22.2,0,74,,,,
6.6목,LG 트윈스,7,2,1,4,2,1,승,서울,22.2,0,74,,,,
6.6목,두산 베어스,9,1,0,8,2,1,패,광주,20.7,0.7,84,,,,
6.6목,KIA 타이거즈,16,0,2,1,0,0,승,광주,20.7,0.7,84,,,,
6.6목,NC 다이노스,4,0,0,7,0,0,패,대구,27.2,0,55,,,,
6.6목,삼성 라이온즈,8,0,1,4,0,0,승,대구,27.2,0,55,,,,
6.6목,SK 와이번스,6,0,0,5,0,2,패,서울,22.2,0,74,,,,
6.6목,키움 히어로즈,11,1,1,6,1,1,승,서울,22.2,0,74,,,,
6.7금,LG 트윈스,11,1,0,10,0,1,패,대전,20.5,0,93,,,,
6.7금,한화 이글스,6,0,1,6,0,0,승,대전,20.5,0,93,,,,
