day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,game_location,기온(°C),강수량(mm),습도(%),,,,
9.1일,kt wiz,9,0,3,6,2,0,패,대전,26,0,71,,,,
9.1일,한화 이글스,10,1,0,6,1,1,승,대전,26,0,71,,,,
9.1일,LG 트윈스,10,3,0,6,0,2,패,인천,25.4,0,66,,,,
9.1일,SK 와이번스,9,3,1,5,2,0,승,인천,25.4,0,66,,,,
9.1일,롯데 자이언츠,9,0,1,10,1,0,패,광주,22.2,0.4,95,,,,
9.1일,KIA 타이거즈,13,1,1,7,1,0,승,광주,22.2,0.4,95,,,,
9.1일,삼성 라이온즈,6,0,0,9,0,2,패,서울,26.3,0,51,,,,
9.1일,두산 베어스,8,0,2,1,0,0,승,서울,26.3,0,51,,,,
9.1일,키움 히어로즈,8,0,0,3,1,1,패,창원,22.5,0.6,93,,,,
9.1일,NC 다이노스,10,0,1,2,2,0,승,창원,22.5,0.6,93,,,,
9.3화,KIA 타이거즈,10,1,0,7,1,4,승,대전,23.5,0,94,,,,
9.3화,한화 이글스,9,0,0,16,0,0,패,대전,23.5,0,94,,,,
9.3화,LG 트윈스,6,1,2,6,1,0,승,수원,24.7,0,79,,,,
9.3화,kt wiz,3,0,0,7,1,1,패,수원,24.7,0,79,,,,
9.3화,NC 다이노스,5,0,0,9,0,2,패,인천,26,0,66,,,,
9.3화,SK 와이번스,13,1,2,6,0,0,승,인천,26,0,66,,,,
9.3화,삼성 라이온즈,9,2,0,5,0,1,승,부산,23.2,0,89,,,,
9.3화,롯데 자이언츠,5,1,0,11,1,1,패,부산,23.2,0,89,,,,
9.3화,키움 히어로즈,9,2,2,5,0,2,승,서울,25.5,0,65,,,,
9.3화,두산 베어스,7,0,0,6,0,0,패,서울,25.5,0,65,,,,
9.4수,KIA 타이거즈,7,0,1,7,0,0,승,대전,26.4,0,88,,,,
9.4수,한화 이글스,5,0,1,12,0,0,패,대전,26.4,0,88,,,,
9.4수,삼성 라이온즈,12,1,0,8,1,2,승,부산,25.8,0,87,,,,
9.4수,롯데 자이언츠,9,0,0,10,1,2,패,부산,25.8,0,87,,,,
9.5목,한화 이글스,7,2,0,5,0,0,승,창원,27,0,78,,,,
9.5목,NC 다이노스,4,0,1,5,1,0,패,창원,27,0,78,,,,
9.5목,삼성 라이온즈,10,0,0,5,3,2,승,서울,21.7,1.1,97,,,,
9.5목,키움 히어로즈,3,0,0,4,1,1,패,서울,21.7,1.1,97,,,,
9.6금,KIA 타이거즈,10,0,0,6,2,2,패,수원,28.2,0,83,,,,
9.6금,kt wiz,11,2,2,5,0,1,승,수원,28.2,0,83,,,,
9.6금,롯데 자이언츠,6,1,1,9,2,1,패,서울,27.9,0,75,,,,
9.6금,LG 트윈스,9,1,1,11,0,2,승,서울,27.9,0,75,,,,
9.6금,삼성 라이온즈,7,0,1,9,1,0,패,서울,27.9,0,75,,,,
9.6금,키움 히어로즈,11,0,0,9,1,0,승,서울,27.9,0,75,,,,
9.6금,한화 이글스,7,0,0,7,0,0,패,창원,28.3,0,69,,,,
9.6금,NC 다이노스,8,2,2,7,1,1,승,창원,28.3,0,69,,,,
9.7토,롯데 자이언츠,9,1,0,10,1,1,패,대전,25.1,0,84,,,,
9.7토,한화 이글스,14,0,0,5,1,0,승,대전,25.1,0,84,,,,
9.7토,NC 다이노스,11,4,0,4,0,0,승,대구,28.2,0,63,,,,
9.7토,삼성 라이온즈,6,2,0,8,3,0,패,대구,28.2,0,63,,,,
9.7토,키움 히어로즈,13,0,0,6,2,0,승,광주,25.3,0,89,,,,
9.7토,KIA 타이거즈,9,0,1,5,2,0,패,광주,25.3,0,89,,,,
9.8일,롯데 자이언츠,13,2,2,3,1,0,승,대전,26.5,0,84,,,,
9.8일,한화 이글스,3,0,0,9,0,2,패,대전,26.5,0,84,,,,
9.8일,NC 다이노스,10,1,0,5,0,0,패,대구,28.1,0,63,,,,
9.8일,삼성 라이온즈,12,1,0,7,0,1,승,대구,28.1,0,63,,,,
9.8일,두산 베어스,8,0,0,5,0,1,패,서울,25.5,0,76,,,,
9.8일,LG 트윈스,8,1,0,6,1,1,승,서울,25.5,0,76,,,,
9.8일,SK 와이번스,3,0,0,4,2,0,패,수원,25.1,0,90,,,,
9.8일,kt wiz,8,0,1,6,0,0,승,수원,25.1,0,90,,,,
9.8일,키움 히어로즈,16,2,1,5,1,1,승,광주,25.2,0,97,,,,
9.8일,KIA 타이거즈,8,0,0,7,1,5,패,광주,25.2,0,97,,,,
9.10화,KIA 타이거즈,10,1,0,7,2,4,패,부산,27.7,0,77,,,,
9.10화,롯데 자이언츠,13,0,0,5,1,1,승,부산,27.7,0,77,,,,
9.10화,kt wiz,7,0,1,10,1,2,패,대구,29,0,57,,,,
9.10화,삼성 라이온즈,5,0,2,5,0,0,승,대구,29,0,57,,,,
9.10화,LG 트윈스,10,1,1,8,1,1,승,대전,29.4,0,65,,,,
9.10화,한화 이글스,10,0,0,6,0,1,패,대전,29.4,0,65,,,,
9.11수,KIA 타이거즈,9,2,1,6,1,1,승,부산,24.4,0,81,,,,
9.11수,롯데 자이언츠,3,0,0,7,0,0,패,부산,24.4,0,81,,,,
9.11수,kt wiz,13,1,0,5,0,2,패,대구,24.5,0,72,,,,
9.11수,삼성 라이온즈,11,4,0,6,0,0,승,대구,24.5,0,72,,,,
9.11수,LG 트윈스,10,0,0,7,1,0,패,대전,26,0,81,,,,
9.11수,한화 이글스,13,0,1,5,1,1,승,대전,26,0,81,,,,
9.11수,NC 다이노스,9,1,0,6,0,0,승,서울,26.4,0,61,,,,
9.11수,두산 베어스,2,0,0,5,0,0,패,서울,26.4,0,61,,,,
9.11수,키움 히어로즈,12,0,1,11,2,0,승,인천,27,0,60,,,,
9.11수,SK 와이번스,5,1,2,7,0,1,패,인천,27,0,60,,,,
9.12목,KIA 타이거즈,3,0,0,5,0,0,패,서울,20.6,0.6,76,,,,
9.12목,두산 베어스,11,0,0,4,2,2,승,서울,20.6,0.6,76,,,,
9.12목,LG 트윈스,5,0,1,5,1,1,패,서울,20.6,0.6,76,,,,
9.12목,키움 히어로즈,6,0,2,8,2,1,승,서울,20.6,0.6,76,,,,
9.12목,NC 다이노스,13,0,3,5,1,0,승,수원,17.8,12.8,99,,,,
9.12목,kt wiz,13,0,0,9,0,0,패,수원,17.8,12.8,99,,,,
9.12목,SK 와이번스,4,1,0,10,0,0,승,부산,21.6,0,73,,,,
9.12목,롯데 자이언츠,6,1,0,5,2,0,패,부산,21.6,0,73,,,,
9.13금,한화 이글스,10,1,0,7,0,0,승,대구,23.9,0,58,,,,
9.13금,삼성 라이온즈,9,1,1,9,1,3,패,대구,23.9,0,58,,,,
9.13금,KIA 타이거즈,7,0,0,1,2,4,패,서울,27.7,0,43,,,,
9.13금,두산 베어스,9,0,3,1,1,0,승,서울,27.7,0,43,,,,
9.13금,LG 트윈스,9,1,1,6,1,0,승,서울,27.7,0,43,,,,
9.13금,키움 히어로즈,8,0,1,5,0,0,패,서울,27.7,0,43,,,,
9.13금,NC 다이노스,11,1,0,7,2,0,승,수원,27,0,58,,,,
9.13금,kt wiz,9,0,0,8,0,0,패,수원,27,0,58,,,,
9.13금,SK 와이번스,3,0,0,4,0,0,패,부산,24.2,0,63,,,,
9.13금,롯데 자이언츠,6,0,0,8,1,0,승,부산,24.2,0,63,,,,
9.14토,KIA 타이거즈,6,0,0,4,2,1,패,서울,23,0,93,,,,
9.14토,LG 트윈스,11,1,3,7,0,1,승,서울,23,0,93,,,,
9.14토,롯데 자이언츠,6,0,0,9,0,1,패,대전,25.3,0,80,,,,
9.14토,한화 이글스,12,0,0,5,0,0,승,대전,25.3,0,80,,,,
9.14토,두산 베어스,12,0,0,5,0,1,패,인천,23.3,0,89,,,,
9.14토,SK 와이번스,18,1,1,7,1,2,승,인천,23.3,0,89,,,,
9.14토,삼성 라이온즈,5,1,0,6,0,1,패,창원,24.6,0,67,,,,
9.14토,NC 다이노스,13,1,1,3,0,1,승,창원,24.6,0,67,,,,
9.14토,키움 히어로즈,6,1,1,9,1,2,패,수원,23.4,0,95,,,,
9.14토,kt wiz,7,1,1,3,0,0,승,수원,23.4,0,95,,,,
9.15일,kt wiz,11,2,2,10,1,1,승,인천,25.6,0,69,,,,
9.15일,SK 와이번스,9,3,1,8,0,1,패,인천,25.6,0,69,,,,
9.15일,롯데 자이언츠,10,1,0,6,1,1,승,대전,27.9,0,65,,,,
9.15일,한화 이글스,8,0,1,9,1,0,패,대전,27.9,0,65,,,,
9.15일,두산 베어스,10,0,0,6,1,0,패,서울,27.8,0,59,,,,
9.15일,LG 트윈스,16,2,1,6,1,2,승,서울,27.8,0,59,,,,
9.15일,삼성 라이온즈,6,1,0,8,1,0,패,창원,26.2,0,66,,,,
9.15일,NC 다이노스,8,2,0,5,0,0,승,창원,26.2,0,66,,,,
9.16월,한화 이글스,12,1,2,6,0,0,승,대구,24.7,0,50,,,,
9.16월,삼성 라이온즈,6,1,2,4,4,1,패,대구,24.7,0,50,,,,
9.16월,LG 트윈스,14,2,0,5,1,1,승,수원,27.9,0,42,,,,
9.16월,kt wiz,7,1,0,6,1,0,패,수원,27.9,0,42,,,,
9.16월,키움 히어로즈,11,1,3,9,0,1,승,서울,28,0,34,,,,
9.16월,두산 베어스,6,0,2,5,1,1,패,서울,28,0,34,,,,
9.17화,NC 다이노스,3,1,0,7,0,1,패,광주,26.8,0,27,,,,
9.17화,KIA 타이거즈,6,0,1,7,0,1,승,광주,26.8,0,27,,,,
9.17화,키움 히어로즈,3,0,0,12,0,1,패,대전,26,0,51,,,,
9.17화,한화 이글스,6,0,0,9,0,0,승,대전,26,0,51,,,,
9.18수,LG 트윈스,4,3,0,4,1,4,승,대구,28,0,31,,,,
9.18수,삼성 라이온즈,8,1,1,5,0,1,패,대구,28,0,31,,,,
9.18수,롯데 자이언츠,10,0,0,5,1,0,패,광주,23.5,0,61,,,,
9.18수,KIA 타이거즈,11,0,0,6,1,2,승,광주,23.5,0,61,,,,
9.18수,NC 다이노스,9,3,1,7,1,0,승,인천,20.9,0,34,,,,
9.18수,SK 와이번스,5,0,0,6,2,0,패,인천,20.9,0,34,,,,
9.19목,두산 베어스,11,1,1,4,0,0,승,인천,22.3,0,36,,,,
9.19목,SK 와이번스,9,1,0,10,1,1,패,인천,22.3,0,36,,,,
9.19목,KIA 타이거즈,11,0,0,6,3,1,패,대구,23.1,0,49,,,,
9.19목,삼성 라이온즈,14,3,1,9,0,1,승,대구,23.1,0,49,,,,
9.19목,LG 트윈스,11,1,0,11,0,1,패,창원,21,0,62,,,,
9.19목,NC 다이노스,6,1,1,5,0,0,승,창원,21,0,62,,,,
9.19목,두산 베어스,11,2,0,7,2,0,승,인천,22.3,0,36,,,,
9.19목,SK 와이번스,4,2,0,8,0,1,패,인천,22.3,0,36,,,,
9.20금,KIA 타이거즈,7,1,1,6,0,2,패,서울,21.5,0,50,,,,
9.20금,두산 베어스,9,0,3,7,0,0,승,서울,21.5,0,50,,,,
9.20금,kt wiz,9,3,2,11,1,0,승,부산,22.3,0,61,,,,
9.20금,롯데 자이언츠,5,0,0,6,3,0,패,부산,22.3,0,61,,,,
9.20금,삼성 라이온즈,8,0,0,6,0,0,패,대전,21,0,68,,,,
9.20금,한화 이글스,5,0,1,5,0,0,승,대전,21,0,68,,,,
9.20금,키움 히어로즈,8,1,1,7,2,1,승,인천,22.2,0,44,,,,
9.20금,SK 와이번스,9,0,2,9,1,0,패,인천,22.2,0,44,,,,
9.21토,KIA 타이거즈,8,0,0,7,1,1,패,서울,20.2,0,69,,,,
9.21토,두산 베어스,12,0,3,4,1,2,승,서울,20.2,0,69,,,,
9.21토,삼성 라이온즈,6,1,0,10,0,0,승,수원,18.5,0,84,,,,
9.21토,kt wiz,10,0,3,7,1,3,패,수원,18.5,0,84,,,,
9.22일,LG 트윈스,11,1,2,11,0,0,승,서울,19,0,61,,,,
9.22일,두산 베어스,10,0,0,7,1,1,패,서울,19,0,61,,,,
9.23월,한화 이글스,14,1,1,8,2,0,승,서울,23.2,0,43,,,,
9.23월,LG 트윈스,7,0,2,5,1,0,패,서울,23.2,0,43,,,,
9.23월,KIA 타이거즈,7,0,1,10,0,0,패,수원,21.7,0,61,,,,
9.23월,kt wiz,11,0,1,6,1,1,승,수원,21.7,0,61,,,,
9.23월,NC 다이노스,8,1,1,8,1,0,승,부산,17.6,0,98,,,,
9.23월,롯데 자이언츠,8,0,0,6,2,0,패,부산,17.6,0,98,,,,
9.24화,두산 베어스,15,2,1,7,0,1,무,창원,20.5,0,68,,,,
9.24화,NC 다이노스,14,1,2,6,0,0,무,창원,20.5,0,68,,,,
9.24화,SK 와이번스,8,0,1,3,1,1,패,수원,22,0,46,,,,
9.24화,kt wiz,14,0,0,8,1,1,승,수원,22,0,46,,,,
9.24화,삼성 라이온즈,8,1,1,12,0,1,승,서울,23.4,0,42,,,,
9.24화,LG 트윈스,9,0,0,7,2,2,패,서울,23.4,0,42,,,,
9.24화,키움 히어로즈,8,0,1,8,2,0,패,광주,22.8,0,56,,,,
9.24화,KIA 타이거즈,11,1,0,4,0,1,승,광주,22.8,0,56,,,,
9.25수,한화 이글스,11,1,0,6,2,3,승,창원,21.3,0,68,,,,
9.25수,NC 다이노스,9,0,2,7,0,1,패,창원,21.3,0,68,,,,
9.25수,두산 베어스,13,0,0,3,0,0,승,부산,21.3,0,65,,,,
9.25수,롯데 자이언츠,5,0,0,12,0,0,패,부산,21.3,0,65,,,,
9.25수,삼성 라이온즈,5,0,0,10,1,0,패,인천,21.8,0,71,,,,
9.25수,SK 와이번스,6,1,0,4,0,0,승,인천,21.8,0,71,,,,
9.26목,한화 이글스,13,1,1,7,1,1,승,창원,23.9,0,64,,,,
9.26목,NC 다이노스,13,0,0,4,3,1,패,창원,23.9,0,64,,,,
9.26목,KIA 타이거즈,3,1,1,9,0,0,승,부산,23.3,0,69,,,,
9.26목,롯데 자이언츠,4,1,0,10,0,2,패,부산,23.3,0,69,,,,
9.26목,LG 트윈스,10,0,5,14,1,0,승,수원,24.6,0,64,,,,
9.26목,kt wiz,7,1,1,7,0,1,패,수원,24.6,0,64,,,,
9.26목,두산 베어스,14,0,0,1,1,0,승,대구,23.5,0,65,,,,
9.26목,삼성 라이온즈,4,0,0,3,2,1,패,대구,23.5,0,65,,,,
9.27금,NC 다이노스,8,0,1,11,0,0,승,서울,24.7,0,51,,,,
9.27금,LG 트윈스,7,0,0,8,1,0,패,서울,24.7,0,51,,,,
9.27금,SK 와이번스,8,1,2,5,0,0,승,대구,24,0,74,,,,
9.27금,삼성 라이온즈,4,0,3,7,1,0,패,대구,24,0,74,,,,
9.28토,한화 이글스,13,0,0,6,0,1,패,서울,26.4,0,48,,,,
9.28토,두산 베어스,13,0,3,4,0,0,승,서울,26.4,0,48,,,,
9.28토,LG 트윈스,5,0,1,7,2,0,패,광주,26.5,0,78,,,,
9.28토,KIA 타이거즈,13,0,1,9,1,0,승,광주,26.5,0,78,,,,
9.28토,NC 다이노스,10,1,2,4,0,0,패,수원,24.9,0,69,,,,
9.28토,kt wiz,8,1,2,7,1,1,승,수원,24.9,0,69,,,,
9.28토,SK 와이번스,13,3,1,9,1,2,패,대구,25.7,0,75,,,,
9.28토,삼성 라이온즈,12,1,1,10,0,1,승,대구,25.7,0,75,,,,
9.29일,두산 베어스,4,0,2,5,1,0,승,서울,25.7,0,38,,,,
9.29일,LG 트윈스,4,0,0,6,0,0,패,서울,25.7,0,38,,,,
9.29일,SK 와이번스,3,2,0,7,1,0,승,대전,24.7,0,62,,,,
9.29일,한화 이글스,2,0,1,9,0,0,패,대전,24.7,0,62,,,,
9.29일,삼성 라이온즈,6,0,0,10,0,4,패,수원,23.4,0,66,,,,
9.29일,kt wiz,7,3,1,2,3,0,승,수원,23.4,0,66,,,,
9.29일,키움 히어로즈,5,0,0,4,0,0,승,부산,24.3,0,92,,,,
9.29일,롯데 자이언츠,7,0,0,9,0,1,패,부산,24.3,0,92,,,,
9.30월,롯데 자이언츠,3,0,0,4,1,0,패,서울,26,0,52,,,,
9.30월,LG 트윈스,6,0,0,5,1,0,승,서울,26,0,52,,,,
9.30월,SK 와이번스,9,1,1,9,1,1,승,대전,25.8,0,65,,,,
9.30월,한화 이글스,9,1,0,5,2,0,패,대전,25.8,0,65,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
