day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,지점명,기온(°C),강수량(mm),습도(%)
6.2화,한화 이글스,15,4,2,12,0,0,패,서울,26.1,0,31
6.2화,키움 히어로즈,10,3,1,9,0,0,승,서울,26.1,0,31
6.2화,KIA 타이거즈,15,1,0,5,0,1,승,서울,26.1,0,31
6.2화,두산 베어스,5,1,0,4,2,0,패,서울,26.1,0,31
6.2화,LG 트윈스,18,4,2,8,0,1,승,창원,22.6,0,72
6.2화,NC 다이노스,7,1,0,5,1,0,패,창원,22.6,0,72
6.2화,롯데 자이언츠,8,2,1,15,0,4,패,대구,25.6,0,45
6.2화,삼성 라이온즈,17,1,1,5,1,0,승,대구,25.6,0,45
6.2화,SK 와이번스,19,1,1,11,0,0,승,수원,24.4,0,49
6.2화,kt wiz,14,0,1,12,0,1,패,수원,24.4,0,49
6.3수,한화 이글스,5,1,2,10,0,1,승,서울,28.8,0,16
6.3수,키움 히어로즈,6,0,0,9,3,0,패,서울,28.8,0,16
6.3수,KIA 타이거즈,3,1,1,7,0,1,패,서울,28.8,0,16
6.3수,두산 베어스,12,0,2,4,1,0,승,서울,28.8,0,16
6.3수,LG 트윈스,12,0,0,7,0,1,승,창원,20.9,0,48
6.3수,NC 다이노스,8,1,1,5,0,2,패,창원,20.9,0,48
6.3수,롯데 자이언츠,2,1,0,7,0,2,패,대구,28.7,0,24
6.3수,삼성 라이온즈,11,4,0,6,2,0,승,대구,28.7,0,24
6.3수,SK 와이번스,8,0,0,6,0,0,패,수원,24.8,0,40
6.3수,kt wiz,7,0,1,4,1,0,승,수원,24.8,0,40
6.4목,한화 이글스,8,2,1,5,3,2,패,서울,26.2,0,28
6.4목,키움 히어로즈,16,4,0,6,0,0,승,서울,26.2,0,28
6.4목,KIA 타이거즈,12,2,0,9,0,0,승,서울,26.2,0,28
6.4목,두산 베어스,1,0,1,5,1,0,패,서울,26.2,0,28
6.4목,LG 트윈스,11,1,6,12,0,0,승,창원,23.5,0,44
6.4목,NC 다이노스,2,0,2,8,0,1,패,창원,23.5,0,44
6.4목,롯데 자이언츠,6,1,0,12,1,2,패,대구,28.4,0,26
6.4목,삼성 라이온즈,9,0,1,8,0,0,승,대구,28.4,0,26
6.4목,SK 와이번스,9,0,0,5,2,0,패,수원,24.2,0,33
6.4목,kt wiz,15,2,1,6,0,0,승,수원,24.2,0,33
6.5금,kt wiz,5,1,3,8,0,0,패,대전,19.4,0,55
