day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,지점명,기온(°C),강수량(mm),습도(%)
9.12토,NC 다이노스,12,2,0,4,0,0,승,창원,20.3,4.2,90
9.12토,삼성 라이온즈,5,1,0,5,0,0,패,서울,21.5,0,44
9.12토,키움 히어로즈,7,1,1,3,2,0,승,서울,21.5,0,44
9.13일,한화 이글스,12,2,0,5,1,0,승,부산,23.4,0,54
9.13일,롯데 자이언츠,10,0,0,6,2,1,패,부산,23.4,0,54
9.13일,kt wiz,7,2,0,7,1,0,패,서울,23.5,0,40
9.13일,두산 베어스,16,0,2,3,1,2,승,서울,23.5,0,40
9.13일,LG 트윈스,6,2,1,8,0,0,승,광주,23.3,0,50
9.13일,KIA 타이거즈,5,0,2,12,0,0,패,광주,23.3,0,50
9.13일,SK 와이번스,18,4,0,7,3,2,패,창원,22.9,0,52
9.13일,NC 다이노스,14,3,0,8,1,0,승,창원,22.9,0,52
9.13일,삼성 라이온즈,12,1,3,4,0,1,승,서울,23.5,0,40
9.13일,키움 히어로즈,10,1,3,7,0,0,패,서울,23.5,0,40
9.15화,한화 이글스,9,0,0,6,2,0,승,광주,24.4,0,49
9.15화,KIA 타이거즈,7,2,0,6,2,1,패,광주,24.4,0,49
9.15화,kt wiz,6,3,0,9,1,0,패,창원,21.6,0,52
9.15화,NC 다이노스,12,4,0,8,2,0,승,창원,21.6,0,52
9.15화,롯데 자이언츠,9,1,0,6,0,0,승,서울,27,0,32
9.15화,두산 베어스,6,0,0,8,1,2,패,서울,27,0,32
9.15화,SK 와이번스,10,0,1,9,1,0,승,대구,21.1,0,53
9.15화,삼성 라이온즈,11,1,0,9,0,1,패,대구,21.1,0,53
9.16수,한화 이글스,5,1,1,11,0,1,패,광주,22.1,0,68
9.16수,KIA 타이거즈,3,0,2,4,2,0,승,광주,22.1,0,68
9.16수,LG 트윈스,10,0,0,6,1,1,승,서울,25.6,0,35
9.16수,키움 히어로즈,7,0,0,8,2,0,패,서울,25.6,0,35
9.16수,롯데 자이언츠,17,1,1,6,1,1,승,서울,25.6,0,35
9.16수,두산 베어스,11,1,3,10,0,0,패,서울,25.6,0,35
9.16수,SK 와이번스,8,3,0,8,0,3,승,대구,20.6,0,68
9.16수,삼성 라이온즈,8,2,3,7,1,2,패,대구,20.6,0,68
9.17목,kt wiz,10,0,2,11,0,1,승,광주,25.4,0,59
9.17목,KIA 타이거즈,7,1,1,11,1,0,패,광주,25.4,0,59
9.17목,롯데 자이언츠,6,0,0,7,0,0,패,서울,24.9,0,34
9.17목,두산 베어스,15,1,0,6,1,1,승,서울,24.9,0,34
9.17목,NC 다이노스,10,1,3,4,1,0,승,대전,23.9,0,59
9.17목,한화 이글스,10,1,0,8,1,1,패,대전,23.9,0,59
9.17목,SK 와이번스,10,2,1,8,0,1,패,대구,18.3,0.5,95
9.17목,삼성 라이온즈,17,2,0,1,1,0,승,대구,18.3,0.5,95
9.18금,NC 다이노스,20,4,0,9,3,0,승,대전,25.1,0,54
9.18금,한화 이글스,5,2,0,10,0,0,패,대전,25.1,0,54
9.18금,두산 베어스,9,2,0,4,1,0,패,대구,22.2,0,68
9.18금,삼성 라이온즈,15,2,2,5,1,1,승,대구,22.2,0,68
9.18금,SK 와이번스,6,2,1,11,0,0,승,부산,21.8,0,72
9.18금,롯데 자이언츠,3,0,1,8,1,0,패,부산,21.8,0,72
9.19토,KIA 타이거즈,8,0,0,10,1,2,패,인천,23.7,0,68
9.19토,SK 와이번스,13,1,2,9,1,1,승,인천,23.7,0,68
9.19토,두산 베어스,10,3,2,4,1,2,패,대전,25.4,0,49
9.19토,한화 이글스,15,2,0,2,1,0,승,대전,25.4,0,49
9.19토,키움 히어로즈,10,0,1,11,0,0,승,서울,25.1,0,48
9.19토,LG 트윈스,11,0,1,6,0,1,패,서울,25.1,0,48
9.20일,KIA 타이거즈,5,0,1,8,2,0,패,인천,24,0,71
9.20일,SK 와이번스,10,1,3,4,2,1,승,인천,24,0,71
9.20일,kt wiz,11,0,1,3,2,1,패,서울,25,0,51
9.20일,LG 트윈스,11,1,2,4,1,0,승,서울,25,0,51
9.20일,두산 베어스,18,3,0,2,2,0,승,대전,25.3,0,56
9.20일,한화 이글스,13,0,0,12,1,0,패,대전,25.3,0,56
9.20일,삼성 라이온즈,17,4,0,7,0,0,승,부산,22.1,0,68
9.20일,롯데 자이언츠,20,3,0,9,1,2,패,부산,22.1,0,68
9.20일,키움 히어로즈,5,1,0,5,1,0,패,창원,21.7,0,77
9.20일,NC 다이노스,18,3,0,4,2,1,승,창원,21.7,0,77
9.21월,KIA 타이거즈,10,3,1,12,0,0,승,인천,24.5,0,75
9.21월,SK 와이번스,4,0,0,9,1,1,패,인천,24.5,0,75
9.21월,kt wiz,9,0,1,6,2,0,승,서울,27,0,33
9.21월,LG 트윈스,7,0,1,10,0,2,패,서울,27,0,33
9.21월,키움 히어로즈,13,1,2,9,0,0,승,창원,22.2,0,75
9.21월,NC 다이노스,6,1,1,6,0,0,패,창원,22.2,0,75
9.22화,LG 트윈스,17,4,1,5,1,1,승,광주,25.8,0,37
9.22화,KIA 타이거즈,9,0,0,5,2,2,패,광주,25.8,0,37
9.22화,NC 다이노스,4,0,0,18,0,0,패,대구,24,0,61
9.22화,삼성 라이온즈,6,1,0,12,0,0,승,대구,24,0,61
9.22화,두산 베어스,9,1,0,10,2,0,승,부산,23,0,71
9.22화,롯데 자이언츠,9,3,1,9,1,1,패,부산,23,0,71
9.23수,SK 와이번스,7,0,0,6,2,0,패,서울,23.8,0,51
9.23수,키움 히어로즈,13,1,1,5,1,0,승,서울,23.8,0,51
9.23수,삼성 라이온즈,13,0,2,9,1,0,승,수원,23.3,0,58
9.23수,kt wiz,1,0,0,10,0,4,패,수원,23.3,0,58
9.24목,두산 베어스,6,0,0,9,1,1,승,부산,21,0,90
9.24목,롯데 자이언츠,7,1,0,7,0,0,패,부산,21,0,90
9.24목,KIA 타이거즈,11,2,1,8,1,1,패,창원,21.5,0,79
9.24목,NC 다이노스,14,5,0,13,0,0,승,창원,21.5,0,79
9.24목,SK 와이번스,16,1,1,6,3,1,승,서울,27.8,0,35
9.24목,키움 히어로즈,9,1,0,8,0,3,패,서울,27.8,0,35
9.24목,삼성 라이온즈,12,1,1,5,1,0,승,수원,24.8,0,63
9.24목,kt wiz,6,0,5,8,1,1,패,수원,24.8,0,63
9.24목,두산 베어스,10,3,1,5,1,1,승,부산,21,0,90
9.24목,롯데 자이언츠,13,1,1,5,0,2,패,부산,21,0,90
9.25금,kt wiz,14,1,0,5,4,1,승,서울,25.8,0,56
9.25금,두산 베어스,9,1,0,8,1,0,패,서울,25.8,0,56
9.25금,LG 트윈스,11,2,1,10,0,1,승,창원,22.9,0,72
9.25금,NC 다이노스,8,2,2,12,1,2,패,창원,22.9,0,72
9.25금,삼성 라이온즈,6,1,1,9,1,0,패,인천,24.4,0,88
9.25금,SK 와이번스,8,1,1,6,0,0,승,인천,24.4,0,88
9.25금,키움 히어로즈,5,0,0,7,0,0,패,대전,25.2,0,57
9.25금,한화 이글스,8,1,0,5,2,0,승,대전,25.2,0,57
9.26토,SK 와이번스,13,0,0,10,0,0,패,광주,23.9,0,58
9.26토,KIA 타이거즈,9,1,1,6,1,0,승,광주,23.9,0,58
9.26토,삼성 라이온즈,6,1,1,3,0,1,패,서울,25.9,0,35
9.26토,두산 베어스,13,3,0,8,1,0,승,서울,25.9,0,35
9.26토,키움 히어로즈,5,1,1,9,1,2,패,대전,24.2,0,53
9.26토,한화 이글스,14,2,0,4,2,1,승,대전,24.2,0,53
9.27일,kt wiz,10,0,0,9,1,0,패,서울,26.6,0,29
9.27일,키움 히어로즈,12,1,2,8,1,1,승,서울,26.6,0,29
9.27일,LG 트윈스,14,1,0,8,0,1,승,서울,26.6,0,29
9.27일,두산 베어스,8,0,0,4,0,0,패,서울,26.6,0,29
9.27일,롯데 자이언츠,9,1,0,5,0,1,승,창원,22.2,0,78
9.27일,NC 다이노스,6,0,0,5,3,0,패,창원,22.2,0,78
9.28월,한화 이글스,2,0,0,10,1,0,패,창원,22.9,0,53
9.28월,NC 다이노스,10,1,0,3,1,1,승,창원,22.9,0,53
9.28월,KIA 타이거즈,9,2,0,8,1,2,패,서울,24.2,0,26
9.28월,LG 트윈스,15,0,2,7,2,2,승,서울,24.2,0,26
9.28월,두산 베어스,15,1,3,8,0,1,승,수원,25.8,0,27
9.28월,kt wiz,10,1,0,8,1,2,패,수원,25.8,0,27
9.28월,키움 히어로즈,11,0,0,11,1,0,패,인천,23.8,0,41
9.28월,SK 와이번스,17,6,0,5,1,0,승,인천,23.8,0,41
9.29화,KIA 타이거즈,7,0,1,9,0,0,승,부산,21.6,0,61
9.29화,롯데 자이언츠,7,0,0,10,1,3,패,부산,21.6,0,61
9.29화,kt wiz,3,0,0,8,0,2,패,인천,24,0,48
9.29화,SK 와이번스,15,3,1,9,0,0,승,인천,24,0,48
9.29화,NC 다이노스,8,1,1,3,0,0,승,서울,25.3,0,32
9.29화,키움 히어로즈,11,2,2,9,0,0,패,서울,25.3,0,32
9.29화,삼성 라이온즈,12,2,1,7,2,1,패,대전,26.4,0,44
9.29화,한화 이글스,11,3,0,8,0,0,승,대전,26.4,0,44
9.30수,KIA 타이거즈,13,2,3,8,1,2,승,부산,20.8,0,66
9.30수,롯데 자이언츠,6,0,0,11,1,4,패,부산,20.8,0,66
9.30수,LG 트윈스,9,0,0,9,1,0,패,인천,22.6,0,53
9.30수,SK 와이번스,8,2,3,6,0,1,승,인천,22.6,0,53
9.30수,NC 다이노스,15,2,2,7,2,0,승,서울,22.6,0,39
9.30수,두산 베어스,11,1,1,6,2,0,패,서울,22.6,0,39
9.30수,삼성 라이온즈,11,0,0,4,2,1,패,대전,22.5,0,54
9.30수,한화 이글스,17,2,0,9,0,0,승,대전,22.5,0,54
