day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,지점명,기온(°C),강수량(mm),습도(%)
8.1토,KIA 타이거즈,13,2,2,7,0,0,승,대전,32.8,0,61
8.1토,한화 이글스,17,0,2,8,0,2,패,대전,32.8,0,61
8.1토,LG 트윈스,12,2,1,12,0,0,승,인천,26.9,0,99
8.1토,SK 와이번스,8,1,0,9,2,2,패,인천,26.9,0,99
8.1토,롯데 자이언츠,10,1,1,7,0,1,패,수원,30.3,0,70
8.1토,kt wiz,23,4,0,3,1,1,승,수원,30.3,0,70
8.1토,삼성 라이온즈,11,2,3,6,0,2,승,서울,29.9,0,69
8.1토,두산 베어스,11,0,1,3,1,1,패,서울,29.9,0,69
8.1토,키움 히어로즈,6,1,0,7,0,1,패,창원,30,0,65
8.1토,NC 다이노스,6,0,2,7,1,0,승,창원,30,0,65
8.2일,KIA 타이거즈,8,0,0,7,0,0,승,대전,30.8,0,74
8.2일,한화 이글스,5,0,0,4,2,0,패,대전,30.8,0,74
8.2일,LG 트윈스,6,0,0,7,1,1,패,인천,27.2,0,99
8.2일,SK 와이번스,16,1,0,9,1,1,승,인천,27.2,0,99
8.2일,롯데 자이언츠,17,1,2,9,1,0,패,수원,28.6,0,89
8.2일,kt wiz,20,3,0,9,4,0,승,수원,28.6,0,89
8.2일,삼성 라이온즈,7,1,1,5,1,0,패,서울,28.8,0,75
8.2일,두산 베어스,7,1,0,6,1,1,승,서울,28.8,0,75
8.2일,키움 히어로즈,8,1,0,9,1,0,패,창원,28.2,0,77
8.2일,NC 다이노스,8,1,1,4,0,2,승,창원,28.2,0,77
8.4화,한화 이글스,8,1,1,9,1,0,패,인천,27,0,99
8.4화,SK 와이번스,13,0,1,5,2,0,승,인천,27,0,99
8.4화,KIA 타이거즈,10,2,0,8,0,1,패,서울,29,0,71
8.4화,키움 히어로즈,15,4,1,8,2,0,승,서울,29,0,71
8.4화,NC 다이노스,9,0,2,5,1,1,승,서울,29,0,71
8.4화,LG 트윈스,7,1,0,5,2,0,패,서울,29,0,71
8.4화,두산 베어스,5,1,1,11,0,0,승,부산,28.4,0,78
8.4화,롯데 자이언츠,5,0,0,9,1,0,패,부산,28.4,0,78
8.4화,삼성 라이온즈,11,1,2,7,1,0,승,수원,29.1,0,75
8.4화,kt wiz,8,1,1,10,0,1,패,수원,29.1,0,75
8.5수,한화 이글스,8,0,2,9,2,0,패,인천,28.6,0,99
8.5수,SK 와이번스,8,1,3,3,0,1,승,인천,28.6,0,99
8.5수,KIA 타이거즈,6,0,1,6,1,3,패,서울,31.7,0,52
8.5수,키움 히어로즈,10,2,1,8,1,1,승,서울,31.7,0,52
8.5수,NC 다이노스,8,1,2,3,1,0,승,서울,31.7,0,52
