day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,game_location,기온(°C),강수량(mm),습도(%),,,,
8.1목,한화 이글스,7,0,1,13,0,0,패,서울,31.5,0,57,,,,
8.1목,키움 히어로즈,7,1,0,6,0,1,승,서울,31.5,0,57,,,,
8.1목,NC 다이노스,7,2,1,7,0,1,승,인천,30,0,70,,,,
8.1목,SK 와이번스,8,3,1,8,1,0,패,인천,30,0,70,,,,
8.1목,두산 베어스,14,2,2,8,1,0,승,부산,27.4,0,73,,,,
8.1목,롯데 자이언츠,7,1,0,5,0,2,패,부산,27.4,0,73,,,,
8.1목,삼성 라이온즈,17,0,2,3,1,0,승,광주,31.1,0,67,,,,
8.1목,KIA 타이거즈,4,1,0,5,2,1,패,광주,31.1,0,67,,,,
8.2금,한화 이글스,7,0,0,10,2,1,패,창원,27.5,0,81,,,,
8.2금,NC 다이노스,7,0,3,6,1,1,승,창원,27.5,0,81,,,,
8.2금,두산 베어스,12,0,1,5,0,0,승,인천,29.1,0,87,,,,
8.2금,SK 와이번스,11,1,0,10,0,1,패,인천,29.1,0,87,,,,
8.2금,삼성 라이온즈,7,0,0,8,0,0,패,서울,28.7,0,81,,,,
8.2금,LG 트윈스,7,1,2,7,0,1,승,서울,28.7,0,81,,,,
8.2금,키움 히어로즈,12,0,5,11,0,4,승,광주,30.1,0,69,,,,
8.2금,KIA 타이거즈,8,1,3,5,0,1,패,광주,30.1,0,69,,,,
8.3토,한화 이글스,11,0,0,9,2,1,승,창원,28.7,0,76,,,,
8.3토,NC 다이노스,8,0,2,10,0,0,패,창원,28.7,0,76,,,,
8.3토,두산 베어스,11,4,2,9,0,0,패,인천,29.4,0,87,,,,
8.3토,SK 와이번스,11,2,0,6,1,1,승,인천,29.4,0,87,,,,
8.3토,삼성 라이온즈,9,1,1,10,2,0,승,서울,30.8,0,63,,,,
8.3토,LG 트윈스,6,0,0,5,1,1,패,서울,30.8,0,63,,,,
8.4일,두산 베어스,12,1,3,7,0,1,승,인천,28.3,0,97,,,,
8.4일,SK 와이번스,6,0,2,5,2,0,패,인천,28.3,0,97,,,,
8.4일,삼성 라이온즈,10,0,1,7,0,2,패,서울,29.8,0,66,,,,
8.4일,LG 트윈스,12,2,2,6,1,2,승,서울,29.8,0,66,,,,
8.4일,키움 히어로즈,3,0,1,11,0,0,패,광주,30.3,0,68,,,,
8.4일,KIA 타이거즈,9,0,2,5,0,0,승,광주,30.3,0,68,,,,
8.6화,KIA 타이거즈,7,0,1,9,0,1,패,부산,28.6,0,78,,,,
8.6화,롯데 자이언츠,10,0,2,7,1,0,승,부산,28.6,0,78,,,,
8.6화,LG 트윈스,5,1,0,7,0,0,승,창원,29.5,0,76,,,,
8.6화,NC 다이노스,6,0,1,3,0,1,패,창원,29.5,0,76,,,,
8.6화,키움 히어로즈,4,0,2,6,0,1,패,서울,27.3,0,68,,,,
8.6화,두산 베어스,6,1,1,6,0,0,승,서울,27.3,0,68,,,,
8.7수,KIA 타이거즈,8,0,0,3,1,1,패,부산,28.7,0,69,,,,
8.7수,롯데 자이언츠,13,0,1,10,1,0,승,부산,28.7,0,69,,,,
8.7수,LG 트윈스,16,4,2,5,0,0,승,창원,31.1,0,72,,,,
8.7수,NC 다이노스,10,0,1,4,2,2,패,창원,31.1,0,72,,,,
8.7수,SK 와이번스,7,2,0,10,0,0,승,대전,33.5,0,64,,,,
8.7수,한화 이글스,10,0,0,4,2,1,패,대전,33.5,0,64,,,,
8.7수,키움 히어로즈,12,1,0,4,2,0,패,서울,31.9,0,65,,,,
8.7수,두산 베어스,15,1,0,8,0,0,승,서울,31.9,0,65,,,,
8.8목,한화 이글스,12,0,0,7,0,0,패,대구,36,0,43,,,,
8.8목,삼성 라이온즈,16,3,0,3,2,0,승,대구,36,0,43,,,,
8.8목,KIA 타이거즈,13,1,2,7,3,0,패,창원,30.3,0,72,,,,
8.8목,NC 다이노스,11,1,4,11,0,0,승,창원,30.3,0,72,,,,
8.8목,롯데 자이언츠,14,0,1,3,2,0,승,서울,31.8,0,64,,,,
8.8목,LG 트윈스,13,0,0,5,2,0,패,서울,31.8,0,64,,,,
8.8목,SK 와이번스,7,0,1,5,1,0,승,서울,31.8,0,64,,,,
8.8목,키움 히어로즈,7,1,1,5,1,1,패,서울,31.8,0,64,,,,
8.9금,한화 이글스,18,1,0,6,1,0,승,대구,35.9,0,46,,,,
8.9금,삼성 라이온즈,5,0,0,6,2,0,패,대구,35.9,0,46,,,,
8.9금,KIA 타이거즈,10,1,0,6,3,0,승,창원,30.7,0,71,,,,
8.9금,NC 다이노스,8,0,1,2,0,0,패,창원,30.7,0,71,,,,
8.9금,롯데 자이언츠,5,0,1,3,1,0,패,서울,30.1,0,78,,,,
8.9금,LG 트윈스,10,0,2,2,1,0,승,서울,30.1,0,78,,,,
8.9금,SK 와이번스,9,1,1,10,1,1,무,서울,30.1,0,78,,,,
8.9금,키움 히어로즈,10,2,0,9,1,3,무,서울,30.1,0,78,,,,
8.10토,한화 이글스,10,1,1,7,0,0,패,서울,29.1,0,72,,,,
8.10토,키움 히어로즈,12,2,1,4,1,1,승,서울,29.1,0,72,,,,
8.10토,LG 트윈스,6,1,3,6,0,1,승,서울,29.1,0,72,,,,
8.10토,두산 베어스,13,0,3,7,1,1,패,서울,29.1,0,72,,,,
8.10토,롯데 자이언츠,4,0,0,5,0,0,패,인천,27.8,0,89,,,,
8.10토,SK 와이번스,10,1,1,4,2,0,승,인천,27.8,0,89,,,,
8.10토,삼성 라이온즈,12,2,0,9,1,0,승,광주,34.7,0,46,,,,
8.10토,KIA 타이거즈,11,0,0,9,0,1,패,광주,34.7,0,46,,,,
8.11일,한화 이글스,11,1,0,10,1,0,승,서울,32.2,0,55,,,,
8.11일,키움 히어로즈,8,2,0,6,1,1,패,서울,32.2,0,55,,,,
8.11일,LG 트윈스,8,0,2,10,0,0,승,서울,32.2,0,55,,,,
8.11일,두산 베어스,8,1,0,2,0,0,패,서울,32.2,0,55,,,,
8.11일,롯데 자이언츠,4,1,0,6,1,1,패,인천,29.8,0,93,,,,
8.11일,SK 와이번스,6,3,0,9,0,0,승,인천,29.8,0,93,,,,
8.11일,삼성 라이온즈,8,1,0,10,0,2,패,광주,33.9,0,54,,,,
8.11일,KIA 타이거즈,7,2,2,4,1,1,승,광주,33.9,0,54,,,,
8.13화,KIA 타이거즈,6,0,0,14,0,0,패,인천,29.6,0,85,,,,
8.13화,SK 와이번스,13,2,3,5,2,0,승,인천,29.6,0,85,,,,
8.13화,LG 트윈스,18,3,2,7,0,2,승,대구,34.4,0,46,,,,
8.13화,삼성 라이온즈,15,0,0,7,1,1,패,대구,34.4,0,46,,,,
8.13화,롯데 자이언츠,7,1,0,6,1,1,패,서울,32,0,52,,,,
8.13화,두산 베어스,8,0,0,0,0,0,승,서울,32,0,52,,,,
8.13화,NC 다이노스,4,0,3,8,0,1,승,대전,32.5,0,59,,,,
8.13화,한화 이글스,5,1,0,7,1,1,패,대전,32.5,0,59,,,,
8.14수,KIA 타이거즈,4,0,0,9,0,3,패,인천,29.8,0,83,,,,
8.14수,SK 와이번스,11,1,0,5,0,0,승,인천,29.8,0,83,,,,
8.14수,LG 트윈스,6,0,2,7,2,1,패,대구,34.7,0,39,,,,
8.14수,삼성 라이온즈,12,2,2,7,1,0,승,대구,34.7,0,39,,,,
8.14수,롯데 자이언츠,14,0,1,3,1,0,패,서울,30.7,0,60,,,,
8.14수,두산 베어스,13,1,0,4,0,1,승,서울,30.7,0,60,,,,
8.14수,NC 다이노스,7,2,1,5,1,0,승,대전,32.2,0,59,,,,
8.14수,한화 이글스,6,0,0,4,2,0,패,대전,32.2,0,59,,,,
8.15목,한화 이글스,10,0,2,9,0,0,패,서울,31.2,0,61,,,,
8.15목,LG 트윈스,9,0,1,4,0,2,승,서울,31.2,0,61,,,,
8.15목,두산 베어스,9,1,3,6,0,0,승,광주,32.9,0,50,,,,
8.15목,KIA 타이거즈,6,0,0,4,2,0,패,광주,32.9,0,50,,,,
8.15목,삼성 라이온즈,6,1,0,7,1,0,패,창원,30.7,0,54,,,,
8.15목,NC 다이노스,11,1,0,7,0,1,승,창원,30.7,0,54,,,,
8.15목,키움 히어로즈,12,4,1,11,0,0,승,부산,29.2,0,57,,,,
8.15목,롯데 자이언츠,7,0,0,11,1,0,패,부산,29.2,0,57,,,,
8.16금,한화 이글스,10,0,0,5,1,1,승,서울,30.7,0,61,,,,
8.16금,LG 트윈스,4,0,1,4,1,0,패,서울,30.7,0,61,,,,
8.16금,두산 베어스,14,0,5,7,0,0,승,광주,32.5,0,52,,,,
