day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,game_location,기온(°C),강수량(mm),습도(%)
9.3,두산 베어스,7,3,0,4,1,0,패,서울,27.9,0,59
9.4,한화 이글스,10,1,0,10,0,0,패,서울,27.5,0,68
9.4,키움 히어로즈,15,1,2,6,2,0,승,서울,27.5,0,68
9.4,LG 트윈스,12,1,1,1,3,2,패,수원,28.5,0,65
9.4,kt wiz,11,1,0,5,0,0,승,수원,28.5,0,65
9.4,롯데 자이언츠,4,1,3,6,0,0,패,광주,29.4,0,72
9.4,KIA 타이거즈,8,2,1,4,1,0,승,광주,29.4,0,72
9.4,삼성 라이온즈,10,2,0,7,1,0,패,서울,27.5,0,68
9.4,두산 베어스,7,4,1,9,2,1,승,서울,27.5,0,68
9.4,SK 와이번스,13,3,1,6,0,0,승,창원,25.8,0,88
9.4,NC 다이노스,7,0,0,10,1,0,패,창원,25.8,0,88
9.6,한화 이글스,15,1,0,9,0,0,패,창원,25.4,0,91
9.6,NC 다이노스,12,1,0,5,2,0,승,창원,25.4,0,91
9.6,KIA 타이거즈,6,0,0,7,1,0,패,인천,25,0,98
9.6,SK 와이번스,7,0,0,5,2,1,승,인천,25,0,98
9.6,kt wiz,14,1,0,9,3,3,패,대구,26.7,0,68
9.6,삼성 라이온즈,18,2,0,5,1,0,승,대구,26.7,0,68
9.6,두산 베어스,12,1,1,11,3,1,패,부산,25.7,0,76
9.6,롯데 자이언츠,10,2,1,8,1,1,승,부산,25.7,0,76
9.6,키움 히어로즈,8,0,1,6,1,1,패,서울,26.6,0,57
9.6,LG 트윈스,8,0,1,5,2,0,승,서울,26.6,0,57
9.7,한화 이글스,5,0,0,7,0,0,패,창원,24.8,0,93
9.7,NC 다이노스,9,1,0,9,2,0,승,창원,24.8,0,93
9.7,KIA 타이거즈,6,1,0,6,1,1,패,인천,25,0,75
9.7,SK 와이번스,17,0,4,7,0,0,승,인천,25,0,75
9.7,kt wiz,18,5,0,6,1,2,승,대구,27.2,0,60
9.7,삼성 라이온즈,15,0,1,8,1,1,패,대구,27.2,0,60
9.7,두산 베어스,14,1,0,6,0,0,승,부산,25.6,0,79
9.7,롯데 자이언츠,6,2,0,10,1,0,패,부산,25.6,0,79
9.7,키움 히어로즈,5,0,0,9,2,0,패,서울,26,0,64
9.7,LG 트윈스,16,1,1,6,0,0,승,서울,26,0,64
9.8,kt wiz,11,2,0,3,1,0,패,대전,23.8,3.3,84
9.8,한화 이글스,7,0,0,9,0,0,승,대전,23.8,3.3,84
9.8,NC 다이노스,11,1,3,9,2,1,패,광주,27.4,0,54
9.8,KIA 타이거즈,10,3,1,5,2,1,승,광주,27.4,0,54
9.8,두산 베어스,9,1,1,9,0,0,승,서울,24.1,0,67
9.8,LG 트윈스,6,0,0,9,0,1,패,서울,24.1,0,67
9.8,삼성 라이온즈,7,1,2,4,0,0,패,부산,24.6,0,69
9.8,롯데 자이언츠,13,1,3,7,1,1,승,부산,24.6,0,69
9.8,키움 히어로즈,6,0,1,10,1,0,패,인천,24.5,0,91
9.8,SK 와이번스,17,3,1,6,0,0,승,인천,24.5,0,91
9.9,kt wiz,6,0,0,5,0,1,패,대전,26.9,0,63
9.9,한화 이글스,10,1,0,8,0,1,승,대전,26.9,0,63
9.9,NC 다이노스,11,2,0,9,0,1,승,광주,25.9,0,62
9.9,KIA 타이거즈,14,2,1,3,3,0,패,광주,25.9,0,62
9.9,두산 베어스,11,1,1,6,0,0,패,서울,27.6,0,49
9.9,LG 트윈스,14,3,0,5,2,0,승,서울,27.6,0,49
9.9,삼성 라이온즈,9,0,1,6,0,1,승,부산,25,0,79
9.9,롯데 자이언츠,9,0,0,5,0,1,패,부산,25,0,79
9.9,키움 히어로즈,6,0,1,4,0,0,패,인천,25.2,0,89
9.9,SK 와이번스,8,0,2,5,0,1,승,인천,25.2,0,89
9.10,KIA 타이거즈,8,0,0,8,1,0,패,수원,26.1,0,63
9.10,kt wiz,12,2,0,8,1,0,승,수원,26.1,0,63
9.10,롯데 자이언츠,8,0,1,4,1,1,패,서울,27.4,0,51
9.10,LG 트윈스,11,0,0,7,2,0,승,서울,27.4,0,51
9.10,NC 다이노스,4,1,0,8,0,0,패,대구,23.7,0,73
9.10,삼성 라이온즈,8,1,0,8,1,0,승,대구,23.7,0,73
9.10,두산 베어스,6,0,0,7,0,0,패,서울,27.4,0,51
9.10,키움 히어로즈,13,1,0,3,0,1,승,서울,27.4,0,51
9.10,SK 와이번스,6,0,0,6,2,2,패,대전,26.7,0,69
9.10,한화 이글스,16,2,0,4,0,1,승,대전,26.7,0,69
9.11,롯데 자이언츠,10,2,0,7,2,0,패,서울,25.7,0,63
9.11,LG 트윈스,17,0,2,7,0,0,승,서울,25.7,0,63
9.11,NC 다이노스,7,0,1,7,1,1,패,대구,24.8,0,69
9.11,삼성 라이온즈,5,0,3,10,0,0,승,대구,24.8,0,69
9.11,두산 베어스,9,1,1,6,1,0,승,서울,25.7,0,63
9.11,키움 히어로즈,11,0,0,8,2,0,패,서울,25.7,0,63
9.11,SK 와이번스,12,2,0,8,1,0,패,대전,25.7,0,64
9.11,한화 이글스,10,2,1,10,0,3,승,대전,25.7,0,64
9.11,KIA 타이거즈,7,0,0,4,1,2,승,수원,25.7,0,62
9.11,kt wiz,7,0,0,7,2,1,패,수원,25.7,0,62
9.13,한화 이글스,10,0,0,13,1,2,승,대구,24.8,0,60
9.13,삼성 라이온즈,12,1,1,7,2,2,패,대구,24.8,0,60
9.13,LG 트윈스,10,1,1,7,1,0,승,창원,24.8,0,78
9.13,NC 다이노스,5,1,1,11,1,3,패,창원,24.8,0,78
9.13,롯데 자이언츠,15,0,1,8,0,0,승,수원,26.3,0,64
9.13,kt wiz,9,1,2,10,0,0,패,수원,26.3,0,64
9.13,SK 와이번스,9,0,0,6,0,2,패,서울,27.1,0,59
9.13,두산 베어스,8,1,0,10,1,0,승,서울,27.1,0,59
9.13,키움 히어로즈,7,1,3,8,1,0,패,광주,27.6,0,71
9.13,KIA 타이거즈,11,1,0,7,0,0,승,광주,27.6,0,71
9.14,한화 이글스,9,1,0,2,2,1,패,대구,26.3,0,57
9.14,삼성 라이온즈,13,4,0,2,1,2,승,대구,26.3,0,57
9.14,LG 트윈스,8,1,0,9,0,0,패,창원,23.7,0,81
9.14,NC 다이노스,14,1,0,6,1,0,승,창원,23.7,0,81
9.14,롯데 자이언츠,14,2,0,7,2,0,승,수원,25.5,0,68
9.14,kt wiz,15,1,1,4,1,1,패,수원,25.5,0,68
9.14,SK 와이번스,6,0,0,7,1,1,패,서울,26.7,0,55
9.14,두산 베어스,7,0,0,7,1,1,승,서울,26.7,0,55
9.14,키움 히어로즈,9,3,0,7,1,0,승,광주,25.2,0,78
9.14,KIA 타이거즈,5,1,0,9,0,1,패,광주,25.2,0,78
9.15,KIA 타이거즈,9,1,2,6,1,0,패,서울,26.1,0,66
9.15,LG 트윈스,5,1,1,3,0,0,승,서울,26.1,0,66
9.15,kt wiz,9,0,0,5,1,0,패,서울,26.1,0,66
9.15,키움 히어로즈,17,1,0,3,1,0,승,서울,26.1,0,66
9.15,롯데 자이언츠,14,0,0,4,3,0,패,대전,26.3,0,58
9.15,한화 이글스,10,0,0,4,0,2,승,대전,26.3,0,58
9.15,두산 베어스,9,1,2,6,1,0,승,창원,24.1,0,85
9.15,NC 다이노스,8,0,1,7,2,2,패,창원,24.1,0,85
9.15,삼성 라이온즈,14,2,1,7,1,1,승,인천,24.5,0,90
9.15,SK 와이번스,11,0,0,5,1,0,패,인천,24.5,0,90
9.16,KIA 타이거즈,6,1,0,4,0,0,패,서울,26.1,0,59
9.16,LG 트윈스,8,0,0,3,0,0,승,서울,26.1,0,59
9.16,kt wiz,6,0,0,7,2,0,패,서울,26.1,0,59
9.16,키움 히어로즈,10,1,1,9,0,0,승,서울,26.1,0,59
9.16,롯데 자이언츠,17,2,1,2,1,2,승,대전,22.4,0.3,93
9.16,한화 이글스,11,0,0,8,0,1,패,대전,22.4,0.3,93
9.16,두산 베어스,12,3,0,5,1,0,승,창원,23.9,0,83
9.16,NC 다이노스,10,2,1,8,1,0,패,창원,23.9,0,83
9.16,삼성 라이온즈,15,2,0,4,1,0,승,인천,24.7,0,91
9.16,SK 와이번스,14,4,0,6,0,0,패,인천,24.7,0,91
9.17,NC 다이노스,9,1,0,7,1,0,승,인천,26.2,0,61
9.17,SK 와이번스,11,0,0,7,2,3,패,인천,26.2,0,61
9.17,두산 베어스,16,1,1,2,1,0,승,수원,24.3,0,63
9.17,kt wiz,15,0,1,0,4,2,패,수원,24.3,0,63
9.17,삼성 라이온즈,9,0,0,1,1,1,패,서울,26.7,0,51
9.17,LG 트윈스,9,1,0,6,0,0,승,서울,26.7,0,51
9.18,KIA 타이거즈,7,0,0,10,0,2,승,대전,18.3,0,87
9.18,한화 이글스,7,0,1,10,2,0,패,대전,18.3,0,87
9.18,NC 다이노스,19,1,1,5,2,2,승,인천,25.1,0,68
9.18,SK 와이번스,14,3,0,7,2,2,패,인천,25.1,0,68
9.18,두산 베어스,14,5,0,7,0,1,승,수원,23.9,0,60
9.18,kt wiz,8,0,0,7,0,0,패,수원,23.9,0,60
9.18,삼성 라이온즈,5,0,0,5,0,0,패,서울,24.8,0,50
9.18,LG 트윈스,9,2,1,4,0,0,승,서울,24.8,0,50
9.18,키움 히어로즈,12,2,0,10,1,0,패,부산,21.2,0,79
9.18,롯데 자이언츠,18,3,0,3,1,0,승,부산,21.2,0,79
9.19,KIA 타이거즈,8,0,0,7,0,3,승,대전,21.5,0,67
9.19,한화 이글스,10,1,0,10,0,2,패,대전,21.5,0,67
9.19,키움 히어로즈,13,1,1,5,1,0,승,부산,20.4,0,79
9.19,롯데 자이언츠,5,0,0,5,1,3,패,부산,20.4,0,79
9.20,LG 트윈스,19,1,0,6,1,0,승,대전,22.4,0,51
9.20,한화 이글스,9,2,0,6,2,0,패,대전,22.4,0,51
9.20,NC 다이노스,7,1,0,8,4,0,패,수원,23.7,0,33
9.20,kt wiz,9,2,1,4,1,1,승,수원,23.7,0,33
9.20,삼성 라이온즈,10,0,0,8,0,1,패,서울,24.3,0,31
9.20,두산 베어스,8,0,0,6,0,2,승,서울,24.3,0,31
9.20,키움 히어로즈,8,2,1,5,0,0,패,광주,24.3,0,43
9.20,KIA 타이거즈,7,2,1,7,0,1,승,광주,24.3,0,43
9.21,롯데 자이언츠,14,3,0,4,1,0,승,대구,21.2,0,59
9.21,삼성 라이온즈,11,1,0,6,1,0,패,대구,21.2,0,59
9.21,NC 다이노스,6,0,0,7,0,0,무,서울,23.2,0,35
9.21,LG 트윈스,7,0,0,17,0,0,무,서울,23.2,0,35
9.21,키움 히어로즈,7,0,3,4,0,1,패,광주,22.4,0,50
9.21,KIA 타이거즈,9,1,0,4,0,0,승,광주,22.4,0,50
9.22,kt wiz,11,1,1,10,0,1,패,서울,25.5,0,35
9.22,두산 베어스,12,1,1,4,2,1,승,서울,25.5,0,35
9.22,NC 다이노스,11,1,2,4,1,0,승,대전,23.2,0,62
9.22,한화 이글스,6,1,0,11,1,1,패,대전,23.2,0,62
9.23,KIA 타이거즈,7,2,0,9,1,2,패,창원,22,0,75
9.23,NC 다이노스,16,1,2,10,0,1,승,창원,22,0,75
9.23,두산 베어스,13,1,1,7,1,2,패,대구,23.3,0,63
9.23,삼성 라이온즈,9,1,0,3,1,0,승,대구,23.3,0,63
9.23,SK 와이번스,9,0,0,8,2,4,패,수원,23.3,0,58
9.23,kt wiz,7,0,2,7,1,1,승,수원,23.3,0,58
9.24,한화 이글스,17,0,0,7,0,0,승,서울,24.9,0,57
9.24,LG 트윈스,15,0,1,5,1,2,패,서울,24.9,0,57
9.24,롯데 자이언츠,8,1,0,6,1,0,패,창원,22.5,0,73
9.24,NC 다이노스,6,0,1,5,1,1,승,창원,22.5,0,73
9.24,키움 히어로즈,11,1,2,7,0,0,패,대구,24.9,0,57
9.24,삼성 라이온즈,13,3,0,1,0,0,승,대구,24.9,0,57
9.25,한화 이글스,5,2,1,8,1,0,패,인천,23.5,0,73
9.25,SK 와이번스,10,3,0,3,0,0,승,인천,23.5,0,73
9.25,KIA 타이거즈,10,0,2,9,2,2,패,수원,24.1,0,60
9.25,kt wiz,9,0,2,6,0,1,승,수원,24.1,0,60
9.25,롯데 자이언츠,6,0,0,14,0,0,패,창원,23.3,0,79
9.25,NC 다이노스,3,0,0,4,2,0,승,창원,23.3,0,79
9.25,키움 히어로즈,12,0,1,10,0,1,패,대구,24.3,0,72
9.25,삼성 라이온즈,13,1,1,5,1,0,승,대구,24.3,0,72
9.27,kt wiz,12,0,0,4,1,2,패,부산,26,0,80
9.27,롯데 자이언츠,10,0,0,6,2,0,승,부산,26,0,80
9.27,LG 트윈스,13,1,2,7,0,0,승,광주,27.4,0,81
9.27,KIA 타이거즈,8,0,0,6,0,0,패,광주,27.4,0,81
9.27,두산 베어스,12,2,1,5,0,0,패,대전,23.6,0,87
9.27,한화 이글스,10,1,0,9,1,0,승,대전,23.6,0,87
9.27,삼성 라이온즈,10,1,1,8,2,0,승,창원,25.8,0,90
9.27,NC 다이노스,8,0,0,7,1,0,패,창원,25.8,0,90
9.28,두산 베어스,15,2,0,6,3,0,승,대전,23.6,0,80
9.28,한화 이글스,7,2,0,9,0,1,패,대전,23.6,0,80
9.29,삼성 라이온즈,10,3,0,11,0,0,패,창원,18.9,0,82
9.29,NC 다이노스,13,1,0,9,1,0,승,창원,18.9,0,82
9.29,kt wiz,13,2,0,9,2,1,패,부산,18.8,0,80
9.29,롯데 자이언츠,16,0,1,12,0,1,승,부산,18.8,0,80
9.29,삼성 라이온즈,9,1,0,14,0,1,패,창원,18.9,0,82
9.29,NC 다이노스,7,0,1,11,1,0,승,창원,18.9,0,82
9.29,키움 히어로즈,15,2,0,7,1,1,승,서울,21.7,0,61
9.29,두산 베어스,6,1,0,12,1,3,패,서울,21.7,0,61
9.30,한화 이글스,11,1,0,4,0,2,승,창원,18.4,0,91
9.30,NC 다이노스,10,0,0,9,1,3,패,창원,18.4,0,91
9.30,kt wiz,10,2,0,8,1,0,패,부산,17.9,0,96
9.30,롯데 자이언츠,13,0,0,9,2,0,승,부산,17.9,0,96
9.30,SK 와이번스,13,1,0,7,1,0,승,서울,22.3,0,62
9.30,LG 트윈스,8,1,0,7,0,1,패,서울,22.3,0,62
