day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,game_location,기온(°C),강수량(mm),습도(%),,,,
8.16목,롯데 자이언츠,10,2,0,4,1,0,승,부산,25.5,0,85,,,,
8.16목,LG 트윈스,15,3,1,8,0,1,승,인천,32.2,0,43,,,,
8.16목,SK 와이번스,7,0,1,14,0,1,패,인천,32.2,0,43,,,,
8.16목,NC 다이노스,10,1,0,9,2,0,패,수원,31.5,0,47,,,,
8.16목,kt wiz,8,2,0,8,1,0,승,수원,31.5,0,47,,,,
8.16목,키움 히어로즈,8,0,2,10,3,1,패,서울,32.4,0,40,,,,
8.16목,두산 베어스,11,0,0,9,1,1,승,서울,32.4,0,40,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
