day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,지점명,기온(°C),강수량(mm),습도(%)
5.1금,롯데 자이언츠,12,1,0,8,4,0,패,대전,25.8,0,60
5.1금,한화 이글스,9,2,0,8,0,4,승,대전,25.8,0,60
5.1금,NC 다이노스,9,1,3,7,0,0,승,수원,22.4,0,53
5.1금,kt wiz,8,1,0,10,0,1,패,수원,22.4,0,53
5.1금,두산 베어스,7,1,0,3,1,0,패,대구,27.2,0,38
5.1금,삼성 라이온즈,14,2,1,4,2,0,승,대구,27.2,0,38
5.1금,SK 와이번스,8,1,0,6,0,1,승,광주,23.9,0,57
5.1금,KIA 타이거즈,4,0,3,5,0,2,패,광주,23.9,0,57
5.1금,키움 히어로즈,9,1,2,11,1,0,승,서울,24.4,0,45
5.1금,LG 트윈스,2,1,0,5,1,0,패,서울,24.4,0,45
5.2토,롯데 자이언츠,7,0,0,10,0,1,패,대전,25.4,0,58
5.2토,한화 이글스,6,2,0,4,0,0,승,대전,25.4,0,58
5.2토,NC 다이노스,11,1,2,8,0,0,승,수원,22.1,0,59
5.2토,kt wiz,6,1,0,5,0,2,패,수원,22.1,0,59
5.2토,두산 베어스,12,1,1,7,1,1,패,대구,25.8,0,46
5.2토,삼성 라이온즈,8,0,1,7,0,0,승,대구,25.8,0,46
5.2토,SK 와이번스,6,0,1,5,1,0,패,광주,21.9,0,59
5.2토,KIA 타이거즈,8,2,0,4,1,1,승,광주,21.9,0,59
5.2토,키움 히어로즈,8,0,0,4,3,0,승,서울,23.5,0,53
5.2토,LG 트윈스,6,0,0,9,0,2,패,서울,23.5,0,53
5.3일,롯데 자이언츠,7,1,3,6,0,0,승,대전,20.7,0,82
5.3일,한화 이글스,10,0,0,6,1,2,패,대전,20.7,0,82
5.3일,NC 다이노스,17,2,2,11,1,0,승,수원,19.4,0,93
5.3일,kt wiz,6,1,0,6,0,1,패,수원,19.4,0,93
