day_text,location,day_text.1,times_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,지점,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),지면온도(°C)
2016-04-01 19:00,대전,4.1금,19:00,한화 이글스,13,0,0,10,1,2,패,133,19.4,,2.1,200.0,27.0,1006.1,16.9
2016-04-01 19:00,대전,4.1금,19:00,LG 트윈스,9,1,2,11,0,0,승,133,19.4,,2.1,200.0,27.0,1006.1,16.9
2016-04-01 19:00,광주,4.1금,19:00,KIA 타이거즈,8,1,0,10,1,0,패,156,18.4,,2.7,250.0,26.0,1006.3,15.7
2016-04-01 19:00,광주,4.1금,19:00,NC 다이노스,9,2,0,9,1,1,승,156,18.4,,2.7,250.0,26.0,1006.3,15.7
2016-04-01 19:00,수원,4.1금,19:00,kt wiz,11,2,2,7,0,0,승,119,16.6,,1.6,270.0,24.0,1010.8,12.2
2016-04-01 19:00,수원,4.1금,19:00,SK 와이번스,10,1,0,7,1,1,패,119,16.6,,1.6,270.0,24.0,1010.8,12.2
2016-04-01 19:00,부산,4.1금,19:00,롯데 자이언츠,11,0,1,6,2,1,승,159,16.4,,3.1,70.0,51.0,1007.3,15.1
2016-04-01 19:00,부산,4.1금,19:00,키움 히어로즈,6,0,0,6,0,1,패,159,16.4,,3.1,70.0,51.0,1007.3,15.1
2016-04-01 19:00,서울,4.1금,19:00,두산 베어스,8,2,2,3,1,0,승,108,17.3,,1.8,290.0,20.0,1004.4,12.9
2016-04-01 19:00,서울,4.1금,19:00,삼성 라이온즈,8,0,1,6,2,2,패,108,17.3,,1.8,290.0,20.0,1004.4,12.9
2016-04-02 14:00,부산,4.2토,14:00,롯데 자이언츠,8,0,2,9,0,1,패,159,17.6,,2.6,230.0,71.0,1010.5,31.0
2016-04-02 14:00,부산,4.2토,14:00,키움 히어로즈,9,0,1,6,1,0,승,159,17.6,,2.6,230.0,71.0,1010.5,31.0
2016-04-02 17:00,대전,4.2토,17:00,한화 이글스,13,0,0,9,0,2,패,133,23.3,,2.4,250.0,19.0,1008.1,27.3
2016-04-02 17:00,대전,4.2토,17:00,LG 트윈스,12,1,1,9,0,1,승,133,23.3,,2.4,250.0,19.0,1008.1,27.3
2016-04-02 17:00,광주,4.2토,17:00,KIA 타이거즈,8,1,1,8,0,0,승,156,21.8,,3.6,230.0,40.0,1008.3,25.6
2016-04-02 17:00,광주,4.2토,17:00,NC 다이노스,7,1,1,5,1,0,패,156,21.8,,3.6,230.0,40.0,1008.3,25.6
2016-04-02 17:00,수원,4.2토,17:00,kt wiz,8,0,0,3,2,1,패,119,19.0,,1.9,290.0,36.0,1013.5,16.9
2016-04-02 17:00,수원,4.2토,17:00,SK 와이번스,10,1,2,6,1,2,승,119,19.0,,1.9,290.0,36.0,1013.5,16.9
2016-04-02 17:00,서울,4.2토,17:00,두산 베어스,12,1,1,6,1,1,패,108,18.7,,3.6,270.0,28.0,1006.7,21.3
2016-04-02 17:00,서울,4.2토,17:00,삼성 라이온즈,16,2,1,7,1,0,승,108,18.7,,3.6,270.0,28.0,1006.7,21.3
2016-04-03 14:00,수원,4.3일,14:00,kt wiz,7,1,0,9,0,0,승,119,12.3,0.0,0.0,0.0,85.0,1013.9,13.3
2016-04-03 14:00,수원,4.3일,14:00,SK 와이번스,8,0,1,4,0,1,패,119,12.3,0.0,0.0,0.0,85.0,1013.9,13.3
2016-04-03 14:00,부산,4.3일,14:00,롯데 자이언츠,12,0,0,5,1,0,패,159,15.5,0.0,4.1,90.0,83.0,1007.8,17.3
2016-04-03 14:00,부산,4.3일,14:00,키움 히어로즈,11,0,3,7,0,1,승,159,15.5,0.0,4.1,90.0,83.0,1007.8,17.3
2016-04-05 19:00,서울,4.5화,18:30,LG 트윈스,7,0,1,9,0,1,패,108,12.5,,3.6,290.0,33.0,1005.5,11.9
2016-04-05 19:00,서울,4.5화,18:30,KIA 타이거즈,6,1,0,10,2,0,승,108,12.5,,3.6,290.0,33.0,1005.5,11.9
2016-04-05 19:00,서울,4.5화,18:30,키움 히어로즈,7,1,2,11,1,1,패,108,12.5,,3.6,290.0,33.0,1005.5,11.9
2016-04-05 19:00,서울,4.5화,18:30,한화 이글스,13,0,1,1,1,2,승,108,12.5,,3.6,290.0,33.0,1005.5,11.9
2016-04-05 19:00,창원,4.5화,18:30,NC 다이노스,5,0,0,9,1,0,패,155,14.4,,0.8,250.0,54.0,1010.7,11.9
2016-04-05 19:00,창원,4.5화,18:30,두산 베어스,6,0,2,5,0,0,승,155,14.4,,0.8,250.0,54.0,1010.7,11.9
2016-04-05 19:00,인천,4.5화,18:30,SK 와이번스,4,0,1,12,0,2,패,112,10.0,,2.7,250.0,70.0,1007.8,9.2
2016-04-05 19:00,인천,4.5화,18:30,롯데 자이언츠,5,0,0,7,0,1,승,112,10.0,,2.7,250.0,70.0,1007.8,9.2
2016-04-05 19:00,대구,4.5화,18:30,삼성 라이온즈,10,0,0,6,1,0,패,143,18.3,,2.1,320.0,20.0,1007.9,13.6
2016-04-05 19:00,대구,4.5화,18:30,kt wiz,11,1,2,6,1,3,승,143,18.3,,2.1,320.0,20.0,1007.9,13.6
2016-04-06 19:00,창원,4.6수,18:30,NC 다이노스,2,0,0,12,1,3,패,155,12.8,0.0,0.5,160.0,73.0,1010.3,12.7
2016-04-06 19:00,창원,4.6수,18:30,두산 베어스,5,1,0,8,0,0,승,155,12.8,0.0,0.5,160.0,73.0,1010.3,12.7
2016-04-06 19:00,인천,4.6수,18:30,SK 와이번스,1,0,0,2,1,1,패,112,15.2,,5.4,250.0,65.0,1003.1,13.8
2016-04-06 19:00,인천,4.6수,18:30,롯데 자이언츠,14,3,1,2,0,1,승,112,15.2,,5.4,250.0,65.0,1003.1,13.8
2016-04-06 19:00,대구,4.6수,18:30,삼성 라이온즈,14,0,2,3,1,2,승,143,15.7,0.3,1.7,160.0,46.0,1008.9,13.7
2016-04-06 19:00,대구,4.6수,18:30,kt wiz,7,3,0,6,0,2,패,143,15.7,0.3,1.7,160.0,46.0,1008.9,13.7
2016-04-06 19:00,서울,4.6수,18:30,키움 히어로즈,6,0,0,12,0,0,승,108,20.5,,1.8,180.0,20.0,1000.9,16.2
2016-04-06 19:00,서울,4.6수,18:30,한화 이글스,11,2,1,5,1,1,패,108,20.5,,1.8,180.0,20.0,1000.9,16.2
2016-04-07 19:00,서울,4.7목,18:30,LG 트윈스,11,2,2,9,0,0,승,108,15.5,,3.9,290.0,62.0,999.5,13.8
2016-04-07 19:00,서울,4.7목,18:30,KIA 타이거즈,9,0,1,6,1,0,패,108,15.5,,3.9,290.0,62.0,999.5,13.8
2016-04-07 19:00,서울,4.7목,18:30,키움 히어로즈,7,2,1,4,1,0,승,108,15.5,,3.9,290.0,62.0,999.5,13.8
2016-04-07 19:00,서울,4.7목,18:30,한화 이글스,12,2,0,10,0,1,패,108,15.5,,3.9,290.0,62.0,999.5,13.8
2016-04-07 19:00,창원,4.7목,18:30,NC 다이노스,15,0,0,4,0,0,승,155,13.7,,0.8,160.0,85.0,1005.6,13.5
2016-04-07 19:00,창원,4.7목,18:30,두산 베어스,10,0,0,9,1,0,패,155,13.7,,0.8,160.0,85.0,1005.6,13.5
2016-04-07 19:00,인천,4.7목,18:30,SK 와이번스,12,3,2,5,0,0,승,112,13.9,,1.5,250.0,88.0,1001.7,12.2
2016-04-07 19:00,인천,4.7목,18:30,롯데 자이언츠,5,1,0,8,0,0,패,112,13.9,,1.5,250.0,88.0,1001.7,12.2
2016-04-07 19:00,대구,4.7목,18:30,삼성 라이온즈,9,1,3,4,0,1,승,143,16.9,,2.1,290.0,65.0,1003.4,14.1
2016-04-07 19:00,대구,4.7목,18:30,kt wiz,4,0,0,9,0,1,패,143,16.9,,2.1,290.0,65.0,1003.4,14.1
2016-04-08 19:00,대전,4.8금,18:30,한화 이글스,5,1,0,9,1,1,패,133,16.7,,2.9,200.0,59.0,1006.4,14.3
2016-04-08 19:00,대전,4.8금,18:30,NC 다이노스,9,1,3,6,2,0,승,133,16.7,,2.9,200.0,59.0,1006.4,14.3
2016-04-08 19:00,광주,4.8금,18:30,KIA 타이거즈,3,0,1,7,2,4,패,156,19.0,,0.8,290.0,26.0,1006.3,14.2
2016-04-08 19:00,광주,4.8금,18:30,kt wiz,8,0,1,3,3,1,승,156,19.0,,0.8,290.0,26.0,1006.3,14.2
2016-04-08 19:00,서울,4.8금,18:30,LG 트윈스,4,1,0,4,1,3,패,108,9.5,,2.0,270.0,83.0,1004.0,11.9
2016-04-08 19:00,서울,4.8금,18:30,SK 와이번스,8,0,0,4,0,1,승,108,9.5,,2.0,270.0,83.0,1004.0,11.9
2016-04-08 19:00,서울,4.8금,18:30,키움 히어로즈,9,1,2,12,1,2,패,108,9.5,,2.0,270.0,83.0,1004.0,11.9
2016-04-08 19:00,서울,4.8금,18:30,두산 베어스,8,1,2,7,0,0,승,108,9.5,,2.0,270.0,83.0,1004.0,11.9
2016-04-08 19:00,대구,4.8금,18:30,삼성 라이온즈,10,3,0,8,1,0,승,143,21.2,,2.5,290.0,24.0,1006.5,16.0
2016-04-08 19:00,대구,4.8금,18:30,롯데 자이언츠,10,1,1,9,2,2,패,143,21.2,,2.5,290.0,24.0,1006.5,16.0
2016-04-09 14:00,대구,4.9토,14:00,삼성 라이온즈,11,1,1,9,1,0,패,143,23.0,,2.1,320.0,29.0,1005.8,26.2
2016-04-09 14:00,대구,4.9토,14:00,롯데 자이언츠,15,1,1,6,2,1,승,143,23.0,,2.1,320.0,29.0,1005.8,26.2
2016-04-09 17:00,대전,4.9토,17:00,한화 이글스,7,0,0,8,3,0,패,133,22.2,,2.2,230.0,44.0,1003.7,23.8
2016-04-09 17:00,대전,4.9토,17:00,NC 다이노스,13,2,0,4,0,0,승,133,22.2,,2.2,230.0,44.0,1003.7,23.8
2016-04-09 17:00,광주,4.9토,17:00,KIA 타이거즈,9,0,3,9,0,0,승,156,23.5,,3.3,250.0,30.0,1003.9,25.4
2016-04-09 17:00,광주,4.9토,17:00,kt wiz,11,0,2,7,1,3,패,156,23.5,,3.3,250.0,30.0,1003.9,25.4
2016-04-09 17:00,서울,4.9토,17:00,LG 트윈스,8,1,0,5,3,0,패,108,13.8,,2.5,320.0,77.0,1001.7,15.2
2016-04-09 17:00,서울,4.9토,17:00,SK 와이번스,5,3,0,7,1,1,승,108,13.8,,2.5,320.0,77.0,1001.7,15.2
2016-04-09 17:00,서울,4.9토,17:00,키움 히어로즈,16,0,2,9,1,1,무,108,13.8,,2.5,320.0,77.0,1001.7,15.2
2016-04-09 17:00,서울,4.9토,17:00,두산 베어스,13,2,0,11,2,0,무,108,13.8,,2.5,320.0,77.0,1001.7,15.2
2016-04-10 14:00,대전,4.10일,14:00,한화 이글스,6,0,0,12,0,1,승,133,23.7,,2.9,200.0,36.0,1001.8,34.3
2016-04-10 14:00,대전,4.10일,14:00,NC 다이노스,2,0,2,9,0,0,패,133,23.7,,2.9,200.0,36.0,1001.8,34.3
