day_text,location,day_text.1,times_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,지점,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),지면온도(°C)
2018-04-01 14:00,광주,4.1일,14:00,KIA 타이거즈,9,2,0,2,1,0,패,156,21.8,,4.7,230.0,64.0,1008.3,28.9
2018-04-01 14:00,광주,4.1일,14:00,LG 트윈스,10,1,0,3,0,0,승,156,21.8,,4.7,230.0,64.0,1008.3,28.9
2018-04-01 14:00,창원,4.1일,14:00,NC 다이노스,7,0,1,6,0,1,패,155,21.3,,2.6,140.0,60.0,1012.3,26.3
2018-04-01 14:00,창원,4.1일,14:00,롯데 자이언츠,10,0,0,5,1,0,승,155,21.3,,2.6,140.0,60.0,1012.3,26.3
2018-04-01 14:00,서울,4.1일,14:00,두산 베어스,10,1,1,10,0,1,패,108,17.5,,2.1,200.0,67.0,1006.1,18.0
2018-04-01 14:00,서울,4.1일,14:00,kt wiz,13,4,1,7,1,0,승,108,17.5,,2.1,200.0,67.0,1006.1,18.0
2018-04-01 14:00,서울,4.1일,14:00,키움 히어로즈,9,2,3,6,0,1,패,108,17.5,,2.1,200.0,67.0,1006.1,18.0
2018-04-01 14:00,서울,4.1일,14:00,삼성 라이온즈,14,1,2,9,0,2,승,108,17.5,,2.1,200.0,67.0,1006.1,18.0
2018-04-01 14:00,인천,4.1일,14:00,SK 와이번스,15,6,1,5,0,0,승,112,15.3,,1.3,250.0,80.0,1008.0,16.0
2018-04-01 14:00,인천,4.1일,14:00,한화 이글스,4,1,0,10,0,1,패,112,15.3,,1.3,250.0,80.0,1008.0,16.0
2018-04-03 19:00,광주,4.3화,18:30,KIA 타이거즈,5,2,0,7,0,0,패,156,21.3,,4.8,230.0,67.0,1008.4,20.1
2018-04-03 19:00,광주,4.3화,18:30,SK 와이번스,14,6,0,7,0,1,승,156,21.3,,4.8,230.0,67.0,1008.4,20.1
2018-04-03 19:00,수원,4.3화,18:30,kt wiz,11,1,0,9,0,0,승,119,18.3,,2.7,290.0,71.0,1011.5,15.7
2018-04-03 19:00,수원,4.3화,18:30,키움 히어로즈,6,0,0,7,1,1,패,119,18.3,,2.7,290.0,71.0,1011.5,15.7
2018-04-03 19:00,서울,4.3화,18:30,LG 트윈스,16,2,1,11,1,1,패,108,18.0,,3.1,290.0,74.0,1005.5,16.6
2018-04-03 19:00,서울,4.3화,18:30,두산 베어스,12,1,2,10,0,0,승,108,18.0,,3.1,290.0,74.0,1005.5,16.6
2018-04-03 19:00,부산,4.3화,18:30,롯데 자이언츠,15,1,0,11,1,2,패,159,18.1,,7.8,230.0,78.0,1008.6,18.7
2018-04-03 19:00,부산,4.3화,18:30,한화 이글스,11,2,2,5,0,2,승,159,18.1,,7.8,230.0,78.0,1008.6,18.7
2018-04-03 19:00,대구,4.3화,18:30,삼성 라이온즈,11,0,0,12,1,0,패,143,23.5,,1.6,180.0,41.0,1008.4,22.1
2018-04-03 19:00,대구,4.3화,18:30,NC 다이노스,8,1,0,8,1,2,승,143,23.5,,1.6,180.0,41.0,1008.4,22.1
2018-04-04 19:00,광주,4.4수,18:30,KIA 타이거즈,19,3,0,4,2,0,승,156,15.4,,1.0,230.0,98.0,1007.6,15.3
2018-04-04 19:00,광주,4.4수,18:30,SK 와이번스,7,1,0,11,1,1,패,156,15.4,,1.0,230.0,98.0,1007.6,15.3
2018-04-04 19:00,수원,4.4수,18:30,kt wiz,5,1,0,6,0,0,패,119,12.6,,4.0,110.0,66.0,1014.5,12.2
2018-04-04 19:00,수원,4.4수,18:30,키움 히어로즈,12,5,1,8,0,0,승,119,12.6,,4.0,110.0,66.0,1014.5,12.2
2018-04-04 19:00,서울,4.4수,18:30,LG 트윈스,12,0,1,6,1,0,패,108,14.3,,2.1,140.0,53.0,1007.9,13.6
2018-04-04 19:00,서울,4.4수,18:30,두산 베어스,10,2,3,4,0,0,승,108,14.3,,2.1,140.0,53.0,1007.9,13.6
2018-04-04 19:00,부산,4.4수,18:30,롯데 자이언츠,12,2,0,8,0,1,패,159,8.7,0.5,4.8,50.0,90.0,1013.0,10.2
2018-04-04 19:00,부산,4.4수,18:30,한화 이글스,10,0,0,10,3,1,승,159,8.7,0.5,4.8,50.0,90.0,1013.0,10.2
2018-04-04 19:00,대구,4.4수,18:30,삼성 라이온즈,4,0,0,9,0,0,패,143,8.1,,6.5,110.0,85.0,1014.5,8.8
2018-04-04 19:00,대구,4.4수,18:30,NC 다이노스,9,2,1,8,1,1,승,143,8.1,,6.5,110.0,85.0,1014.5,8.8
2018-04-05 19:00,수원,4.5목,18:30,kt wiz,6,1,0,8,0,0,패,119,8.0,1.1,2.8,90.0,100.0,1009.9,9.6
2018-04-05 19:00,수원,4.5목,18:30,키움 히어로즈,7,1,0,9,0,0,승,119,8.0,1.1,2.8,90.0,100.0,1009.9,9.6
2018-04-05 19:00,대구,4.5목,18:30,삼성 라이온즈,13,0,1,5,2,1,승,143,8.2,,2.1,140.0,84.0,1007.9,9.0
