day_text,location,day,times_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,지점,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),지면온도(°C)
2017-04-01 14:00,대전,4.1토,14:00,한화 이글스,16,1,0,8,0,1,승,133,12.5,0.3,1.5,270.0,53.0,1006.0,21.9
2017-04-01 14:00,대전,4.1토,14:00,두산 베어스,9,1,1,7,0,0,패,133,12.5,0.3,1.5,270.0,53.0,1006.0,21.9
2017-04-01 14:00,광주,4.1토,14:00,KIA 타이거즈,14,0,0,9,0,1,승,156,14.3,,3.0,340.0,41.0,1005.9,26.0
2017-04-01 14:00,광주,4.1토,14:00,삼성 라이온즈,10,1,1,8,0,2,패,156,14.3,,3.0,340.0,41.0,1005.9,26.0
2017-04-01 14:00,서울,4.1토,14:00,LG 트윈스,11,2,1,9,0,0,승,108,13.2,,4.6,270.0,34.0,1003.4,32.3
2017-04-01 14:00,서울,4.1토,14:00,키움 히어로즈,12,0,1,9,1,0,패,108,13.2,,4.6,270.0,34.0,1003.4,32.3
2017-04-01 17:00,수원,4.1토,17:00,kt wiz,3,1,0,6,0,0,승,119,13.1,,2.0,340.0,41.0,1009.8,15.3
2017-04-01 17:00,수원,4.1토,17:00,SK 와이번스,7,0,0,5,1,0,패,119,13.1,,2.0,340.0,41.0,1009.8,15.3
2017-04-01 17:00,부산,4.1토,17:00,롯데 자이언츠,6,0,0,11,0,1,승,159,9.0,0.2,2.6,140.0,82.0,1005.5,12.0
2017-04-01 17:00,부산,4.1토,17:00,NC 다이노스,7,0,0,9,0,1,패,159,9.0,0.2,2.6,140.0,82.0,1005.5,12.0
2017-04-02 14:00,대전,4.2일,14:00,한화 이글스,8,1,2,9,0,2,패,133,16.0,,2.8,340.0,29.0,1010.0,29.1
2017-04-02 14:00,대전,4.2일,14:00,두산 베어스,8,2,0,7,2,1,승,133,16.0,,2.8,340.0,29.0,1010.0,29.1
2017-04-02 14:00,광주,4.2일,14:00,KIA 타이거즈,10,1,0,12,0,2,패,156,15.6,,3.1,340.0,23.0,1010.4,29.4
2017-04-02 14:00,광주,4.2일,14:00,삼성 라이온즈,17,2,1,6,1,1,승,156,15.6,,3.1,340.0,23.0,1010.4,29.4
2017-04-02 14:00,수원,4.2일,14:00,kt wiz,11,2,1,6,0,0,승,119,15.3,,4.2,270.0,28.0,1014.4,24.3
2017-04-02 14:00,수원,4.2일,14:00,SK 와이번스,3,1,0,4,2,2,패,119,15.3,,4.2,270.0,28.0,1014.4,24.3
