day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,location,temp,rain,humidity,,,행 레이블,평균 : H_text,평균 : HR_text,평균 : S_text,평균 : ST_text,평균 : DU_text,평균 : ER_text
5.15,KIA 타이거즈,10,0,1,4,2,2,0,대구,24.2,0,24,,,,,,,,,
5.16,KIA 타이거즈,10,0,1,2,1,0,1,대구,25.2,0,31,,,,,,,,,
5.17,KIA 타이거즈,10,0,1,5,0,1,0,대구,16.9,0,52,,,,,,,,,
5.18,KIA 타이거즈,9,0,0,4,2,2,0,부산,20.1,0,31,,,,,,,,,
5.19,KIA 타이거즈,6,1,1,7,1,1,0,부산,19.4,0,48,,,,,,,,,
5.2,KIA 타이거즈,10,1,3,8,0,0,0,부산,21.9,0,59,,,,,,,,,
5.22,KIA 타이거즈,10,0,1,6,2,2,1,광주,25.2,0,41,,,,,,,,,
5.23,KIA 타이거즈,7,0,0,4,2,0,1,광주,26.4,0,33,,,,,,,,,
5.24,KIA 타이거즈,14,1,2,3,0,0,1,광주,21.8,0,55,,,,,,,,,
5.25,KIA 타이거즈,10,1,1,5,0,0,1,광주,23.8,0,44,,,,,,,,,
5.26,KIA 타이거즈,8,0,0,4,0,1,1,광주,27.4,0,22,,,,,,,,,
5.27,KIA 타이거즈,14,0,2,5,4,0,1,광주,27.1,0,30,,,,,,,,,
5.29,KIA 타이거즈,7,0,0,7,2,0,0,서울,23.9,0,32,,,,,,,,,
5.3,KIA 타이거즈,6,0,2,3,1,2,0,서울,22.5,0,37,,,,,,,,,
5.31,KIA 타이거즈,13,0,1,4,1,0,1,서울,23.6,0,44,,,,,,,,,
6.1,KIA 타이거즈,3,0,0,4,0,0,0,인천,22.4,0,59,,,,,,,,,
6.2,KIA 타이거즈,3,0,0,7,1,0,0,인천,23.6,0,49,,,,,,,,,
6.3,KIA 타이거즈,14,0,0,4,4,2,1,인천,24.8,0,43,,,,,,,,,
6.5,KIA 타이거즈,7,0,1,11,0,0,0,광주,26.4,0,56,,,,,,,,,
6.6,KIA 타이거즈,7,0,1,6,0,0,0,광주,23.9,0,65,,,,,,,,,
6.7,KIA 타이거즈,8,0,1,3,1,0,1,광주,28.6,0,41,,,,,,,,,
6.9,KIA 타이거즈,11,1,2,11,0,0,1,부산,22.5,0,68,,,,,,,,,
6.1,KIA 타이거즈,10,0,0,9,1,0,0,부산,22.6,0,66,,,,,,,,,
6.12,KIA 타이거즈,7,0,0,3,1,1,0,서울,21.6,0.1,73,,,,,,,,,
6.13,KIA 타이거즈,8,0,5,3,0,1,0,서울,27.3,0,43,,,,,,,,,
6.14,KIA 타이거즈,15,0,2,7,2,1,1,서울,29.5,0,33,,,,,,,,,
6.16,KIA 타이거즈,4,0,1,3,0,2,0,광주,26.4,0,55,,,,,,,,,
6.17,KIA 타이거즈,12,1,3,6,2,0,1,광주,25.9,0,64,,,,,,,,,
6.19,KIA 타이거즈,4,0,2,6,0,1,0,대구,26.1,0,50,,,,,,,,,
6.21,KIA 타이거즈,3,0,0,4,2,0,0,대구,26.1,0,49,,,,,,,,,
6.22,KIA 타이거즈,8,0,1,5,0,0,0,광주,27.4,0,49,,,,,,,,,
6.23,KIA 타이거즈,15,1,0,5,1,1,1,광주,27.2,0,52,,,,,,,,,
6.24,KIA 타이거즈,7,0,0,1,1,0,1,광주,27.6,0,55,,,,,,,,,
6.26,KIA 타이거즈,17,1,4,2,0,3,1,서울,27.3,0,37,,,,,,,,,
6.27,KIA 타이거즈,11,0,0,5,0,2,1,서울,28,0,41,,,,,,,,,
6.28,KIA 타이거즈,18,2,1,1,2,0,1,서울,27.4,0,46,,,,,,,,,
6.29,KIA 타이거즈,13,0,1,10,0,0,1,대전,29.3,0,55,,,,,,,,,
7.1일,KIA 타이거즈,9,0,3,8,1,0,1,대전,27.3,0,62,,,,,,,,,
7.3화,KIA 타이거즈,9,0,0,5,1,1,0,광주,24.5,0,83,,,,,,,,,
7.4수,KIA 타이거즈,5,0,0,3,1,0,1,광주,25.2,0,81,,,,,,,,,
7.7토,KIA 타이거즈,7,1,2,8,2,1,0,서울,29.2,0,47,,,,,,,,,
7.8일,KIA 타이거즈,6,0,1,4,0,0,1,서울,28.7,0,55,,,,,,,,,
7.12목,KIA 타이거즈,9,0,2,5,0,1,1,광주,28.7,0,75,,,,,,,,,
7.15일,KIA 타이거즈,9,0,1,7,1,0,0,대구,27.8,0,76,,,,,,,,,
7.17화,KIA 타이거즈,7,0,0,8,0,0,0,광주,26,0,87,,,,,,,,,
7.18수,KIA 타이거즈,8,2,0,4,0,0,1,광주,27.7,0,78,,,,,,,,,
7.19목,KIA 타이거즈,8,1,0,2,0,0,1,광주,28.7,0,72,,,,,,,,,
7.24화,KIA 타이거즈,3,1,0,7,1,0,0,광주,30.8,0,67,,,,,,,,,
7.25수,KIA 타이거즈,6,0,1,3,0,0,1,광주,31.5,0,63,,,,,,,,,
7.26목,KIA 타이거즈,14,0,1,6,2,2,1,광주,31.4,0,59,,,,,,,,,
7.27금,KIA 타이거즈,5,0,2,11,0,0,0,광주,31.8,0,63,,,,,,,,,
7.28토,KIA 타이거즈,2,0,1,8,0,0,0,광주,33.4,0,53,,,,,,,,,
7.29일,KIA 타이거즈,7,0,0,5,2,2,0,광주,32.5,0,58,,,,,,,,,
7.31화,KIA 타이거즈,9,1,1,3,2,1,0,부산,30.3,0,66,,,,,,,,,
8.1,KIA 타이거즈,13,2,1,3,2,1,1,부산,31.5,0,0,,,,,,,,,
8.2,KIA 타이거즈,8,0,0,1,0,2,1,부산,31.7,0,0,,,,,,,,,
8.3,KIA 타이거즈,9,2,3,5,0,2,0,서울,34.4,0,0,,,,,,,,,
8.4,KIA 타이거즈,10,0,0,4,1,1,1,서울,35.5,0,0,,,,,,,,,
8.5,KIA 타이거즈,12,2,2,1,1,0,1,서울,34.7,0,0,,,,,,,,,
8.7,KIA 타이거즈,5,0,0,6,0,0,1,광주,31.1,0,0,,,,,,,,,
8.8,KIA 타이거즈,5,0,1,4,0,1,1,광주,31.1,0,0,,,,,,,,,
8.9,KIA 타이거즈,8,1,0,8,0,2,1,광주,29.6,0,0,,,,,,,,,
8.11,KIA 타이거즈,10,0,0,5,0,0,0,광주,30.3,0,0,,,,,,,,,
8.12,KIA 타이거즈,7,0,0,3,0,0,0,광주,29.7,0,0,,,,,,,,,
8.16,KIA 타이거즈,7,0,1,3,1,3,0,서울,28.5,0,0,,,,,,,,,
8.17,KIA 타이거즈,4,1,0,4,0,0,0,인천,28.8,0,0,,,,,,,,,
8.18,KIA 타이거즈,6,1,0,9,0,1,0,인천,27,0,0,,,,,,,,,
8.19,KIA 타이거즈,1,0,0,9,1,1,0,인천,27.4,0,0,,,,,,,,,
8.21,KIA 타이거즈,7,0,0,11,1,1,0,광주,28.6,0,0,,,,,,,,,
8.22,KIA 타이거즈,7,3,1,4,1,1,1,광주,25.2,0,0,,,,,,,,,
8.23,KIA 타이거즈,6,0,2,10,1,1,1,광주,23.9,0,0,,,,,,,,,
8.25,KIA 타이거즈,18,1,1,6,0,5,1,대전,29.4,0,0,,,,,,,,,
8.26,KIA 타이거즈,7,1,2,5,0,0,1,대전,30.9,0,0,,,,,,,,,
8.29,KIA 타이거즈,3,0,0,12,2,2,0,광주,26.8,0.1,0.1,,,,,,,,,
8.31,KIA 타이거즈,4,0,0,4,2,2,0,광주,26.9,0,0,,,,,,,,,
9.1토,KIA 타이거즈,6,0,2,10,0,1,0,광주,26.8,0,68,,,,,,,,,
9.2일,KIA 타이거즈,17,3,1,8,0,0,1,대전,26.8,0,77,,,,,,,,,
9.4화,KIA 타이거즈,7,0,1,6,2,0,0,부산,26.4,0,79,,,,,,,,,
9.5수,KIA 타이거즈,9,1,0,4,1,1,0,광주,24.9,0,56,,,,,,,,,
9.6목,KIA 타이거즈,10,0,0,6,0,0,1,광주,25.9,0,49,,,,,,,,,
9.7금,KIA 타이거즈,16,1,2,2,0,1,1,광주,26.1,0,67,,,,,,,,,
9.8토,KIA 타이거즈,8,0,0,3,0,1,0,서울,20.5,0,67,,,,,,,,,
9.9일,KIA 타이거즈,9,0,1,5,0,1,0,서울,23.3,0,59,,,,,,,,,
9.10월,KIA 타이거즈,6,0,0,4,1,3,0,서울,26.3,0,48,,,,,,,,,
9.12수,KIA 타이거즈,9,0,2,9,1,0,0,광주,25.2,0,65,,,,,,,,,
9.14금,KIA 타이거즈,16,0,0,4,0,0,1,광주,18.3,0.5,82,,,,,,,,,
9.15토,KIA 타이거즈,11,1,0,2,1,0,0,인천,23.7,0,59,,,,,,,,,
9.16일,KIA 타이거즈,9,1,1,5,0,1,1,인천,21.1,0,73,,,,,,,,,
9.19수,KIA 타이거즈,2,0,0,7,0,0,0,광주,22.5,0,55,,,,,,,,,
9.20목,KIA 타이거즈,6,0,3,10,0,0,0,광주,22.9,0,58,,,,,,,,,
9.21금,KIA 타이거즈,8,0,0,6,1,0,0,광주,22.1,0,66,,,,,,,,,
9.22토,KIA 타이거즈,6,0,1,5,0,0,0,서울,23.6,0,36,,,,,,,,,
9.23일,KIA 타이거즈,10,0,0,8,1,1,1,서울,24.6,0,38,,,,,,,,,
9.25화,KIA 타이거즈,7,0,0,9,0,1,1,대구,22.4,0,48,,,,,,,,,
9.26수,KIA 타이거즈,5,2,1,6,0,0,1,대구,22,0,58,,,,,,,,,
9.28금,KIA 타이거즈,11,0,1,6,1,1,1,광주,21.6,0,65,,,,,,,,,
9.29토,KIA 타이거즈,6,1,4,10,1,1,0,광주,18.4,0,56,,,,,,,,,
9.30일,KIA 타이거즈,2,1,1,8,0,0,1,광주,18.8,0,56,,,,,,,,,
10.1월,KIA 타이거즈,11,1,0,6,0,0,1,광주,21,0,56,,,,,,,,,
10.2화,KIA 타이거즈,7,0,1,8,1,0,0,광주,21.5,0,60,,,,,,,,,
10.3수,KIA 타이거즈,7,1,0,7,1,0,1,대전,20.8,0,59,,,,,,,,,
10.5금,KIA 타이거즈,9,0,0,4,0,0,1,광주,20.5,0,62,,,,,,,,,
10.6토,KIA 타이거즈,5,0,0,10,0,0,0,광주,20.7,0,49,,,,,,,,,
4.2화,KIA 타이거즈,8,0,2,5,1,1,1,광주,5.4,0,75,,,,,,,,,
4.3수,KIA 타이거즈,16,0,1,6,3,1,1,광주,14.2,0,28,,,,,,,,,
4.4목,KIA 타이거즈,17,0,3,16,0,0,1,광주,22.7,0,12,,,,,,,,,
4.5금,KIA 타이거즈,12,0,2,6,2,1,1,광주,18.4,0,60,,,,,,,,,
4.7일,KIA 타이거즈,7,0,0,8,0,0,1,광주,5.8,0,53,,,,,,,,,
4.9화,KIA 타이거즈,8,1,2,8,0,1,0,서울,7.2,0,50,,,,,,,,,
4.10수,KIA 타이거즈,9,0,0,10,1,0,1,서울,7,0,36,,,,,,,,,
4.11목,KIA 타이거즈,2,0,2,11,0,0,0,서울,7.5,0,33,,,,,,,,,
4.16화,KIA 타이거즈,8,0,0,11,1,0,1,서울,14.3,0,73,,,,,,,,,
4.17수,KIA 타이거즈,13,1,3,3,1,0,1,서울,17.2,0,52,,,,,,,,,
4.18목,KIA 타이거즈,17,2,2,8,2,2,0,서울,14.1,0,20,,,,,,,,,
4.19금,KIA 타이거즈,5,1,1,3,0,0,1,광주,14.1,0,37,,,,,,,,,
4.21일,KIA 타이거즈,12,5,1,9,0,0,1,광주,13.5,0,24,,,,,,,,,
4.25목,KIA 타이거즈,19,1,2,6,2,1,1,광주,14.1,0,70,,,,,,,,,
4.26금,KIA 타이거즈,4,0,0,2,0,0,0,대구,18.1,0,19,,,,,,,,,
4.27토,KIA 타이거즈,7,1,2,7,2,0,1,대구,16.3,0,33,,,,,,,,,
4.28일,KIA 타이거즈,8,0,3,10,1,1,0,대구,21.6,0,37,,,,,,,,,
4.30화,KIA 타이거즈,8,1,0,5,1,1,1,광주,17.8,0,25,,,,,,,,,
5.1수,KIA 타이거즈,14,0,1,4,0,0,1,서울,15.3,1,56,,,,,,,,,
5.2목,KIA 타이거즈,6,0,0,6,2,1,0,서울,15.2,0,52,,,,,,,,,
5.3금,KIA 타이거즈,10,0,1,8,1,0,0,서울,14.4,0,55,,,,,,,,,
5.4토,KIA 타이거즈,12,2,2,7,1,0,1,서울,18.4,0,33,,,,,,,,,
5.5일,KIA 타이거즈,15,0,2,7,1,0,1,서울,18,0,27,,,,,,,,,
5.7화,KIA 타이거즈,2,0,0,10,0,1,0,광주,22.8,0,37,,,,,,,,,
5.8수,KIA 타이거즈,3,0,0,4,0,0,0,광주,26.2,0,24,,,,,,,,,
5.10금,KIA 타이거즈,6,0,0,8,1,1,0,대구,21.9,0,64,,,,,,,,,
5.11토,KIA 타이거즈,9,0,1,6,0,1,0,대구,26.3,0,21,,,,,,,,,
5.12일,KIA 타이거즈,8,0,0,9,1,0,0,대구,29.2,0,25,,,,,,,,,
5.14화,KIA 타이거즈,5,0,2,2,1,1,1,광주,24.4,0,40,,,,,,,,,
5.15수,KIA 타이거즈,12,0,1,8,1,0,0,광주,23.7,0,54,,,,,,,,,
5.16목,KIA 타이거즈,1,1,0,1,1,2,0,광주,24.9,0,47,,,,,,,,,
5.17금,KIA 타이거즈,9,1,0,7,0,1,1,서울,24.9,0,31,,,,,,,,,
5.18토,KIA 타이거즈,9,0,2,4,1,0,1,서울,19.2,0.1,57,,,,,,,,,
5.19일,KIA 타이거즈,7,2,0,5,2,1,0,서울,19.8,0,70,,,,,,,,,
5.21화,KIA 타이거즈,12,1,0,5,2,0,1,광주,25.8,0,34,,,,,,,,,
5.22수,KIA 타이거즈,7,0,0,4,2,1,0,광주,27.2,0,43,,,,,,,,,
5.23목,KIA 타이거즈,12,3,1,4,1,0,1,광주,29,0,41,,,,,,,,,
5.24금,KIA 타이거즈,9,0,0,11,1,0,0,광주,28.6,0,36,,,,,,,,,
5.25토,KIA 타이거즈,6,2,1,7,1,1,0,광주,28,0,44,,,,,,,,,
5.26일,KIA 타이거즈,9,0,3,6,0,0,1,광주,23.5,0,57,,,,,,,,,
5.31금,KIA 타이거즈,6,1,0,5,1,1,0,광주,24.4,0,45,,,,,,,,,
6.1토,KIA 타이거즈,7,1,1,3,4,0,0,광주,23.1,0,53,,,,,,,,,
6.2일,KIA 타이거즈,6,0,2,6,2,0,0,광주,26.3,0,55,,,,,,,,,
6.4화,KIA 타이거즈,10,1,1,4,0,0,1,부산,24.4,0,59,,,,,,,,,
6.5수,KIA 타이거즈,8,0,1,3,1,1,0,부산,23,0,63,,,,,,,,,
6.6목,KIA 타이거즈,9,0,1,6,1,1,0,부산,21.4,0,71,,,,,,,,,
6.7금,KIA 타이거즈,9,0,0,7,0,1,0,서울,28.5,0,34,,,,,,,,,
6.8토,KIA 타이거즈,12,2,1,4,1,2,1,서울,29.5,0,48,,,,,,,,,
6.9일,KIA 타이거즈,10,1,2,7,0,0,1,서울,31.4,0,21,,,,,,,,,
6.11화,KIA 타이거즈,9,0,2,8,0,0,1,광주,23.1,0,79,,,,,,,,,
6.12수,KIA 타이거즈,7,1,0,5,0,0,1,광주,22.1,0,80,,,,,,,,,
6.13목,KIA 타이거즈,12,3,2,8,1,1,1,광주,25.3,0,68,,,,,,,,,
6.15토,KIA 타이거즈,9,1,1,6,0,0,1,광주,27.9,0,60,,,,,,,,,
6.16일,KIA 타이거즈,13,3,4,5,0,0,1,광주,27.7,0,57,,,,,,,,,
6.19수,KIA 타이거즈,17,2,1,8,2,0,1,대전,28.4,0,72,,,,,,,,,
6.20목,KIA 타이거즈,14,1,4,9,0,0,1,대전,29.6,0,55,,,,,,,,,
6.27목,KIA 타이거즈,6,1,1,9,0,0,0,광주,27,0,64,,,,,,,,,
6.28금,KIA 타이거즈,10,2,3,6,0,0,0,대구,28.4,0,47,,,,,,,,,
6.29토,KIA 타이거즈,8,0,2,8,1,0,0,대구,30,0,47,,,,,,,,,
6.30일,KIA 타이거즈,7,1,1,8,1,0,0,대구,29.9,0,44,,,,,,,,,
7.2화,KIA 타이거즈,14,1,3,5,1,1,1,인천,23.9,0,95,,,,,,,,,
7.3수,KIA 타이거즈,11,0,0,4,1,0,0,인천,24.2,0,92,,,,,,,,,
7.6토,KIA 타이거즈,9,1,2,7,0,0,1,광주,26.5,0,78,,,,,,,,,
7.13토,KIA 타이거즈,10,0,0,6,1,0,0,서울,25.5,0,84,,,,,,,,,
7.16화,KIA 타이거즈,8,0,1,10,1,0,0,광주,29.7,0,50,,,,,,,,,
7.17수,KIA 타이거즈,8,1,2,10,0,1,1,광주,28.2,0,67,,,,,,,,,
7.23화,KIA 타이거즈,4,0,1,1,3,0,0,서울,26.2,0,88,,,,,,,,,
7.24수,KIA 타이거즈,16,0,6,6,1,0,1,서울,26.6,0,58,,,,,,,,,
7.25목,KIA 타이거즈,2,0,0,4,0,0,0,서울,29.4,0,51,,,,,,,,,
7.26금,KIA 타이거즈,5,1,0,5,0,1,0,창원,32.9,0,41,,,,,,,,,
7.27토,KIA 타이거즈,8,2,1,6,1,1,0,창원,30.4,0,58,,,,,,,,,
7.28일,KIA 타이거즈,11,1,0,4,1,0,1,창원,27.7,0,83,,,,,,,,,
7.30화,KIA 타이거즈,10,2,0,8,1,0,0,광주,28.5,0,77,,,,,,,,,
7.31수,KIA 타이거즈,9,0,1,5,0,1,0,광주,30.2,0,67,,,,,,,,,
8.1목,KIA 타이거즈,4,1,0,5,2,1,0,광주,31.1,0,67,,,,,,,,,
8.2금,KIA 타이거즈,8,1,3,5,0,1,0,광주,30.1,0,69,,,,,,,,,
8.4일,KIA 타이거즈,9,0,2,5,0,0,1,광주,30.3,0,68,,,,,,,,,
8.6화,KIA 타이거즈,7,0,1,9,0,1,0,부산,28.6,0,78,,,,,,,,,
8.7수,KIA 타이거즈,8,0,0,3,1,1,0,부산,28.7,0,69,,,,,,,,,
8.8목,KIA 타이거즈,13,1,2,7,3,0,0,창원,30.3,0,72,,,,,,,,,
8.9금,KIA 타이거즈,10,1,0,6,3,0,1,창원,30.7,0,71,,,,,,,,,
8.10토,KIA 타이거즈,11,0,0,9,0,1,0,광주,34.7,0,46,,,,,,,,,
8.11일,KIA 타이거즈,7,2,2,4,1,1,1,광주,33.9,0,54,,,,,,,,,
8.13화,KIA 타이거즈,6,0,0,14,0,0,0,인천,29.6,0,85,,,,,,,,,
8.14수,KIA 타이거즈,4,0,0,9,0,3,0,인천,29.8,0,83,,,,,,,,,
8.15목,KIA 타이거즈,6,0,0,4,2,0,0,광주,32.9,0,50,,,,,,,,,
8.16금,KIA 타이거즈,15,0,0,8,2,1,0,광주,32.5,0,52,,,,,,,,,
8.17토,KIA 타이거즈,8,1,0,8,1,0,0,광주,32.2,0,52,,,,,,,,,
8.18일,KIA 타이거즈,11,0,1,4,2,0,1,광주,31.8,0,57,,,,,,,,,
8.22목,KIA 타이거즈,7,0,1,4,1,1,0,대전,29.9,0,82,,,,,,,,,
8.24토,KIA 타이거즈,5,1,1,9,1,2,0,서울,30.2,0,30,,,,,,,,,
8.25일,KIA 타이거즈,15,1,1,5,0,0,1,서울,30.7,0,29,,,,,,,,,
8.27화,KIA 타이거즈,5,1,2,5,1,2,0,광주,29.1,0,58,,,,,,,,,
8.28수,KIA 타이거즈,12,0,0,6,1,0,1,광주,29.1,0,47,,,,,,,,,
8.30금,KIA 타이거즈,4,0,0,6,1,0,0,광주,27.8,0,67,,,,,,,,,
8.31토,KIA 타이거즈,4,2,0,6,0,0,0,광주,26.5,0,55,,,,,,,,,
9.1일,KIA 타이거즈,9,1,1,13,2,2,0,광주,26.6,0,58,,,,,,,,,
9.3화,KIA 타이거즈,9,1,2,12,0,0,1,대구,22.9,0,61,,,,,,,,,
9.4수,KIA 타이거즈,12,2,0,6,0,0,1,대구,24.6,0,46,,,,,,,,,
9.5목,KIA 타이거즈,5,1,0,5,2,1,0,서울,22.8,0,53,,,,,,,,,
9.6금,KIA 타이거즈,7,0,2,5,1,1,0,서울,20.9,0,58,,,,,,,,,
9.7토,KIA 타이거즈,7,1,1,3,3,1,0,광주,25,0,63,,,,,,,,,
9.8일,KIA 타이거즈,11,1,0,10,0,0,0,광주,26.3,0,49,,,,,,,,,
9.10화,KIA 타이거즈,5,1,1,15,0,0,0,광주,26.1,0,55,,,,,,,,,
9.11수,KIA 타이거즈,9,0,1,9,0,3,1,광주,25.3,0,74,,,,,,,,,
9.12목,KIA 타이거즈,10,0,0,8,3,0,0,서울,25.3,0,70,,,,,,,,,
9.13금,KIA 타이거즈,5,0,1,6,1,0,0,서울,24.7,0,82,,,,,,,,,
9.16월,KIA 타이거즈,10,1,2,4,1,2,0,대전,23.7,0,46,,,,,,,,,
9.17화,KIA 타이거즈,8,0,0,6,1,0,1,대전,25.2,0,57,,,,,,,,,
9.18수,KIA 타이거즈,11,2,3,6,1,1,0,부산,25.5,0,44,,,,,,,,,
9.19목,KIA 타이거즈,4,0,1,10,0,0,0,광주,27.8,0,44,,,,,,,,,
9.20금,KIA 타이거즈,2,0,0,8,0,1,0,광주,27.2,0,57,,,,,,,,,
9.21토,KIA 타이거즈,12,0,0,6,2,0,0,서울,25.7,0,62,,,,,,,,,
9.22일,KIA 타이거즈,8,0,1,7,0,2,0,서울,24.3,0,47,,,,,,,,,
9.24화,KIA 타이거즈,9,0,1,9,1,0,0,광주,23.6,0,77,,,,,,,,,
9.25수,KIA 타이거즈,6,1,1,5,0,0,1,광주,20.4,0,63,,,,,,,,,
9.26목,KIA 타이거즈,7,1,0,7,0,0,0,광주,20.6,0,38,,,,,,,,,
9.28토,KIA 타이거즈,12,3,0,6,0,1,1,인천,18.7,0,82,,,,,,,,,
9.29일,KIA 타이거즈,11,0,4,6,2,0,0,광주,22,0,92,,,,,,,,,
9.30월,KIA 타이거즈,5,0,0,9,0,2,1,창원,23.3,0,82,,,,,,,,,
10.2수,KIA 타이거즈,7,0,0,9,0,1,0,광주,18.4,0,62,,,,,,,,,
10.3목,KIA 타이거즈,11,1,0,13,1,0,0,광주,20.1,0,37,,,,,,,,,
10.4금,KIA 타이거즈,9,0,1,7,2,1,0,광주,22.5,0,38,,,,,,,,,
4.1화,KIA 타이거즈,4,0,0,8,0,0,1,광주,19,0,33,,,,,,,,,
4.2수,KIA 타이거즈,9,1,2,8,0,0,0,광주,20.2,0,26,,,,,,,,,
4.3목,KIA 타이거즈,9,1,1,8,2,0,0,광주,11.8,0,65,,,,,,,,,
4.4금,KIA 타이거즈,12,0,4,9,0,0,1,서울,8.5,0,37,,,,,,,,,
4.5토,KIA 타이거즈,11,0,1,3,2,2,1,서울,6.5,0,71,,,,,,,,,
4.6일,KIA 타이거즈,6,0,1,4,2,0,0,서울,10.7,0,39,,,,,,,,,
4.8화,KIA 타이거즈,15,2,4,4,1,2,1,서울,17.2,0,27,,,,,,,,,
4.9수,KIA 타이거즈,13,0,3,9,1,1,0,서울,13.1,0,75,,,,,,,,,
4.10목,KIA 타이거즈,10,0,2,4,0,1,0,서울,17.6,0,56,,,,,,,,,
4.11금,KIA 타이거즈,13,2,0,3,1,1,0,광주,19.3,0,36,,,,,,,,,
4.12토,KIA 타이거즈,10,0,0,4,0,1,1,광주,20.4,0,32,,,,,,,,,
4.13일,KIA 타이거즈,9,1,1,7,1,1,0,광주,16.5,0,64,,,,,,,,,
4.15화,KIA 타이거즈,12,1,1,1,1,0,1,광주,18.7,0,54,,,,,,,,,
4.16수,KIA 타이거즈,8,1,1,10,0,1,0,광주,20,0,17,,,,,,,,,
4.18금,KIA 타이거즈,6,0,0,7,1,1,0,인천,16.4,0,53,,,,,,,,,
4.19토,KIA 타이거즈,9,1,0,9,0,0,0,인천,16.6,0,49,,,,,,,,,
4.20일,KIA 타이거즈,8,1,0,4,2,0,1,인천,14,0,70,,,,,,,,,
4.25금,KIA 타이거즈,6,0,2,7,0,0,0,서울,23.1,0,22,,,,,,,,,
4.26토,KIA 타이거즈,7,0,0,6,1,0,1,서울,20.6,0,35,,,,,,,,,
4.27일,KIA 타이거즈,5,1,0,2,0,0,0,서울,16.9,0,70,,,,,,,,,
4.29화,KIA 타이거즈,10,1,1,7,0,2,0,광주,16.3,0,80,,,,,,,,,
4.30수,KIA 타이거즈,12,3,1,1,1,0,1,광주,18.4,0,54,,,,,,,,,
5.1목,KIA 타이거즈,21,1,2,3,0,0,1,광주,20.8,0,36,,,,,,,,,
5.3토,KIA 타이거즈,10,0,4,6,1,0,0,광주,20.1,0,24,,,,,,,,,
5.4일,KIA 타이거즈,14,1,1,6,2,2,1,광주,16.2,0,50,,,,,,,,,
5.5월,KIA 타이거즈,14,1,0,6,0,2,0,광주,15.3,0,23,,,,,,,,,
5.9금,KIA 타이거즈,9,2,0,9,0,0,1,대전,22.3,0,37,,,,,,,,,
5.10토,KIA 타이거즈,18,2,2,5,1,0,1,대전,24.8,0,31,,,,,,,,,
5.11일,KIA 타이거즈,9,1,0,4,0,1,1,대전,21.1,0.1,58,,,,,,,,,
5.13화,KIA 타이거즈,7,1,1,7,0,2,0,창원,23.8,0,41,,,,,,,,,
