day_text,times_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text
7.1토,18:00,KIA 타이거즈,13,1,0,9,1,2,승
7.1토,18:00,LG 트윈스,9,0,0,6,0,3,패
7.1토,18:00,NC 다이노스,13,3,1,6,3,0,패
7.1토,18:00,롯데 자이언츠,10,1,0,4,1,0,승
7.1토,18:00,두산 베어스,11,1,0,4,4,1,패
7.1토,18:00,한화 이글스,12,5,0,4,2,1,승
7.1토,18:00,삼성 라이온즈,10,0,2,7,1,0,승
7.1토,18:00,SK 와이번스,7,1,0,11,0,1,패
7.2일,18:00,KIA 타이거즈,14,2,1,7,0,0,승
7.2일,18:00,LG 트윈스,8,0,0,4,1,1,패
7.2일,18:00,NC 다이노스,5,0,0,8,1,3,패
7.2일,18:00,롯데 자이언츠,8,0,0,6,0,0,승
7.2일,18:00,삼성 라이온즈,10,3,1,4,1,0,패
7.2일,18:00,SK 와이번스,12,1,0,4,0,0,승
7.2일,18:00,키움 히어로즈,9,0,0,6,0,0,승
7.2일,18:00,kt wiz,3,0,0,3,0,2,패
7.4화,18:30,한화 이글스,9,2,0,6,0,0,패
7.4화,18:30,키움 히어로즈,12,2,0,10,0,0,승
7.4화,18:30,KIA 타이거즈,17,3,1,11,0,0,승
7.4화,18:30,SK 와이번스,13,2,0,3,3,0,패
7.4화,18:30,kt wiz,6,0,0,5,0,1,패
7.4화,18:30,두산 베어스,12,3,0,7,0,0,승
7.4화,18:30,롯데 자이언츠,6,0,0,11,1,0,패
7.4화,18:30,삼성 라이온즈,5,2,0,8,0,1,승
7.5수,18:30,한화 이글스,12,1,0,12,0,0,패
7.5수,18:30,키움 히어로즈,19,4,1,11,0,1,승
7.5수,18:30,KIA 타이거즈,21,6,0,7,0,1,패
7.5수,18:30,SK 와이번스,17,4,0,11,0,0,승
7.5수,18:30,kt wiz,4,0,0,6,2,0,패
7.5수,18:30,두산 베어스,8,0,1,6,1,1,승
7.5수,18:30,LG 트윈스,13,1,1,8,0,1,승
7.5수,18:30,NC 다이노스,12,0,1,9,1,2,패
7.5수,18:30,롯데 자이언츠,10,0,1,5,0,2,패
7.5수,18:30,삼성 라이온즈,12,0,1,11,0,2,승
7.6목,18:30,한화 이글스,13,3,1,10,2,1,패
7.6목,18:30,키움 히어로즈,18,1,0,6,2,0,승
7.6목,18:30,KIA 타이거즈,10,1,2,1,3,0,승
7.6목,18:30,SK 와이번스,5,1,0,8,1,1,패
7.6목,18:30,롯데 자이언츠,9,2,0,6,2,1,승
7.6목,18:30,삼성 라이온즈,8,0,0,11,1,0,패
7.7금,18:30,두산 베어스,13,4,0,11,0,1,승
7.7금,18:30,NC 다이노스,8,0,0,9,3,0,패
7.7금,18:30,SK 와이번스,11,4,0,7,1,0,승
7.7금,18:30,롯데 자이언츠,9,1,0,6,2,0,패
7.7금,18:30,키움 히어로즈,14,3,0,2,1,0,승
7.7금,18:30,삼성 라이온즈,10,0,0,10,0,1,패
7.8토,18:00,한화 이글스,11,1,1,3,2,1,승
7.8토,18:00,LG 트윈스,10,0,0,5,3,0,패
7.8토,18:00,KIA 타이거즈,20,4,0,8,0,0,승
7.8토,18:00,kt wiz,14,1,0,5,2,2,패
7.8토,18:00,SK 와이번스,8,1,0,6,1,1,패
7.8토,18:00,롯데 자이언츠,8,1,2,9,0,1,승
7.8토,18:00,키움 히어로즈,10,5,1,8,3,0,승
7.8토,18:00,삼성 라이온즈,12,1,0,6,0,2,패
7.9일,18:00,한화 이글스,5,0,0,2,0,1,패
7.9일,18:00,LG 트윈스,5,1,0,7,0,0,승
7.9일,18:00,두산 베어스,13,2,0,6,1,0,패
7.9일,18:00,NC 다이노스,15,1,1,6,1,1,승
7.9일,18:00,SK 와이번스,9,1,0,9,2,0,승
7.9일,18:00,롯데 자이언츠,9,0,0,7,2,2,패
7.9일,18:00,키움 히어로즈,6,0,0,8,1,1,패
7.9일,18:00,삼성 라이온즈,13,1,0,6,0,0,승
7.11화,18:30,LG 트윈스,5,1,0,5,0,1,패
7.11화,18:30,SK 와이번스,7,1,1,9,0,1,승
7.11화,18:30,롯데 자이언츠,11,2,2,8,3,1,승
7.11화,18:30,한화 이글스,10,2,2,8,0,1,패
7.11화,18:30,NC 다이노스,12,0,0,3,1,0,패
