day_text,times_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text
9.1금,18:30,kt wiz,10,2,1,8,0,0,승
9.1금,18:30,한화 이글스,4,1,0,12,0,0,패
9.1금,18:30,NC 다이노스,4,1,0,6,1,1,패
9.1금,18:30,롯데 자이언츠,8,1,0,8,0,0,승
9.1금,18:30,두산 베어스,8,0,0,9,1,2,패
9.1금,18:30,KIA 타이거즈,11,2,1,1,2,0,승
9.1금,18:30,삼성 라이온즈,12,0,0,5,0,1,패
9.1금,18:30,SK 와이번스,11,1,0,6,0,1,승
9.1금,18:30,키움 히어로즈,5,1,0,5,1,2,패
9.1금,18:30,LG 트윈스,8,1,0,6,0,1,승
9.2토,17:00,한화 이글스,7,0,1,8,0,0,패
9.2토,17:00,롯데 자이언츠,15,2,0,10,1,0,승
9.2토,17:00,KIA 타이거즈,10,1,1,9,0,1,승
9.2토,17:00,키움 히어로즈,10,1,1,9,1,1,패
9.2토,17:00,LG 트윈스,3,0,0,11,1,0,패
9.2토,17:00,NC 다이노스,9,0,1,7,1,0,승
9.2토,17:00,SK 와이번스,16,7,0,10,0,1,승
9.2토,17:00,kt wiz,10,1,0,10,0,1,패
9.2토,17:00,삼성 라이온즈,9,1,2,4,1,0,승
9.2토,17:00,두산 베어스,4,1,1,14,1,0,패
9.3일,14:00,한화 이글스,7,1,0,6,1,1,패
9.3일,14:00,롯데 자이언츠,11,1,2,5,3,0,승
9.3일,14:00,KIA 타이거즈,15,1,2,7,0,0,패
9.3일,14:00,키움 히어로즈,9,0,0,7,1,2,승
9.3일,14:00,LG 트윈스,5,0,0,4,3,1,패
9.3일,14:00,NC 다이노스,11,2,0,2,1,1,승
9.3일,14:00,SK 와이번스,14,0,0,9,1,0,패
9.3일,14:00,kt wiz,21,2,0,6,0,0,승
9.3일,14:00,삼성 라이온즈,6,0,1,7,0,0,패
9.3일,14:00,두산 베어스,10,0,0,5,0,1,승
9.5화,18:30,KIA 타이거즈,6,1,1,10,0,0,패
9.5화,18:30,LG 트윈스,9,1,0,9,1,1,승
9.5화,18:30,롯데 자이언츠,7,1,0,10,1,1,패
9.5화,18:30,SK 와이번스,10,4,0,9,2,1,승
9.5화,18:30,NC 다이노스,7,1,0,8,1,1,패
9.5화,18:30,삼성 라이온즈,12,2,3,8,0,0,승
9.5화,18:30,두산 베어스,6,1,0,3,1,1,패
9.5화,18:30,한화 이글스,10,0,1,12,0,0,승
9.5화,18:30,키움 히어로즈,6,0,2,12,0,1,패
9.5화,18:30,kt wiz,8,2,0,7,0,0,승
9.6수,18:30,KIA 타이거즈,8,0,0,5,3,0,패
9.6수,18:30,LG 트윈스,15,1,0,5,1,0,승
9.6수,18:30,두산 베어스,19,3,1,7,1,0,승
9.6수,18:30,한화 이글스,11,2,1,9,1,1,패
9.6수,18:30,키움 히어로즈,9,1,0,10,2,1,패
9.6수,18:30,kt wiz,10,2,1,5,1,0,승
9.7목,18:30,한화 이글스,21,1,0,4,2,0,승
9.7목,18:30,KIA 타이거즈,11,0,1,2,2,1,패
9.7목,18:30,kt wiz,12,3,0,8,1,1,승
9.7목,18:30,두산 베어스,6,0,1,7,2,2,패
9.7목,18:30,LG 트윈스,4,0,1,18,1,2,무
9.7목,18:30,키움 히어로즈,8,0,1,11,1,0,무
9.7목,18:30,SK 와이번스,4,2,0,12,0,2,패
9.7목,18:30,NC 다이노스,12,2,0,5,1,0,승
9.7목,18:30,삼성 라이온즈,10,3,0,5,3,2,승
9.7목,18:30,롯데 자이언츠,10,2,1,10,0,1,패
9.8금,18:30,한화 이글스,6,1,0,9,0,1,패
9.8금,18:30,KIA 타이거즈,11,2,0,2,0,2,승
9.8금,18:30,kt wiz,5,1,0,5,1,0,패
9.8금,18:30,두산 베어스,6,0,1,7,0,0,승
9.8금,18:30,LG 트윈스,16,0,0,8,1,1,승
9.8금,18:30,키움 히어로즈,12,1,0,13,0,1,패
9.8금,18:30,SK 와이번스,7,2,0,10,0,2,패
9.8금,18:30,NC 다이노스,10,1,3,5,2,0,승
9.8금,18:30,삼성 라이온즈,8,2,4,9,0,0,패
9.8금,18:30,롯데 자이언츠,13,1,0,8,1,0,승
9.9토,17:00,롯데 자이언츠,8,1,0,5,2,0,패
9.9토,17:00,kt wiz,9,1,2,13,0,0,승
9.9토,17:00,NC 다이노스,9,1,1,6,1,1,패
9.9토,17:00,한화 이글스,15,2,0,7,0,0,승
9.9토,17:00,두산 베어스,9,0,0,7,0,0,패
9.9토,17:00,LG 트윈스,9,2,1,5,0,1,승
9.9토,17:00,삼성 라이온즈,11,0,2,6,0,1,패
9.9토,17:00,KIA 타이거즈,10,0,0,7,0,0,승
9.9토,17:00,키움 히어로즈,5,1,0,8,1,0,패
9.9토,17:00,SK 와이번스,5,1,0,8,0,0,승
9.10일,14:00,롯데 자이언츠,15,1,4,6,1,0,승
9.10일,14:00,kt wiz,6,1,1,6,0,0,패
9.10일,14:00,NC 다이노스,14,3,0,1,1,1,승
9.10일,14:00,한화 이글스,9,1,0,4,0,1,패
9.10일,14:00,두산 베어스,8,0,1,6,0,1,승
9.10일,14:00,LG 트윈스,12,0,0,1,0,1,패
9.10일,14:00,삼성 라이온즈,17,3,0,6,0,2,승
9.10일,14:00,KIA 타이거즈,12,1,0,7,0,1,패
9.10일,14:00,키움 히어로즈,11,4,0,7,1,1,패
9.10일,14:00,SK 와이번스,19,3,0,6,0,1,승
9.12화,18:30,한화 이글스,10,2,0,8,2,1,승
9.12화,18:30,삼성 라이온즈,6,0,1,8,1,1,패
9.12화,18:30,KIA 타이거즈,10,2,0,5,0,0,승
9.12화,18:30,SK 와이번스,9,1,0,12,0,1,패
9.12화,18:30,kt wiz,12,0,1,12,0,1,승
9.12화,18:30,키움 히어로즈,3,0,0,7,0,0,패
9.12화,18:30,롯데 자이언츠,8,1,0,9,0,1,승
9.12화,18:30,LG 트윈스,6,0,0,11,0,0,패
9.12화,18:30,두산 베어스,16,5,0,7,0,0,승
9.12화,18:30,NC 다이노스,21,3,0,11,1,2,패
9.13수,18:30,한화 이글스,6,1,0,7,1,1,패
9.13수,18:30,삼성 라이온즈,18,2,0,9,0,0,승
9.13수,18:30,KIA 타이거즈,12,3,1,9,0,1,패
9.13수,18:30,SK 와이번스,18,4,0,10,1,1,승
9.13수,18:30,kt wiz,5,0,1,8,0,1,패
9.13수,18:30,키움 히어로즈,10,0,0,5,2,0,승
9.13수,18:30,롯데 자이언츠,6,0,0,8,1,0,패
9.13수,18:30,LG 트윈스,6,0,1,8,1,1,승
9.13수,18:30,두산 베어스,11,3,0,15,1,0,승
9.13수,18:30,NC 다이노스,12,1,0,4,1,0,패
9.14목,18:30,KIA 타이거즈,18,1,0,10,2,1,승
9.14목,18:30,롯데 자이언츠,6,1,0,4,0,1,패
9.14목,18:30,LG 트윈스,15,0,0,7,0,3,패
9.14목,18:30,kt wiz,15,0,1,8,1,3,승
9.14목,18:30,SK 와이번스,14,1,2,9,0,1,승
9.14목,18:30,두산 베어스,11,2,0,11,0,0,패
9.14목,18:30,삼성 라이온즈,11,3,0,12,0,3,무
9.14목,18:30,NC 다이노스,20,2,0,11,1,3,무
9.14목,18:30,키움 히어로즈,7,0,0,14,0,1,패
9.14목,18:30,한화 이글스,15,2,0,6,0,0,승
9.15금,18:30,KIA 타이거즈,6,2,1,10,0,0,패
9.15금,18:30,롯데 자이언츠,8,0,1,5,1,1,승
9.15금,18:30,LG 트윈스,10,0,2,5,0,1,패
9.15금,18:30,kt wiz,12,1,0,16,0,1,승
9.15금,18:30,SK 와이번스,11,1,0,8,1,0,승
9.15금,18:30,두산 베어스,3,0,0,6,1,1,패
9.15금,18:30,삼성 라이온즈,15,1,1,9,1,1,승
9.15금,18:30,NC 다이노스,8,1,0,6,0,0,패
9.15금,18:30,키움 히어로즈,9,1,1,10,1,2,패
9.15금,18:30,한화 이글스,8,1,0,7,0,1,승
9.16토,17:00,한화 이글스,7,0,0,8,1,0,승
9.16토,17:00,LG 트윈스,8,0,0,6,1,1,패
9.16토,17:00,kt wiz,9,0,0,6,2,0,패
9.16토,17:00,KIA 타이거즈,20,3,1,1,1,2,승
9.16토,17:00,두산 베어스,17,4,0,8,0,1,승
9.16토,17:00,삼성 라이온즈,10,1,0,5,1,0,패
9.16토,17:00,SK 와이번스,5,1,0,10,0,2,패
9.16토,17:00,롯데 자이언츠,11,1,1,2,1,2,승
9.16토,17:00,키움 히어로즈,14,2,0,13,0,0,패
9.16토,17:00,NC 다이노스,24,4,1,9,0,1,승
9.17일,14:00,한화 이글스,5,0,0,7,1,0,패
9.17일,14:00,LG 트윈스,12,1,0,4,1,1,승
9.17일,14:00,kt wiz,12,0,0,6,1,0,패
9.17일,14:00,KIA 타이거즈,10,1,0,4,1,0,승
9.17일,14:00,두산 베어스,20,6,0,12,1,4,승
9.17일,14:00,삼성 라이온즈,13,3,0,8,1,0,패
9.17일,14:00,SK 와이번스,12,0,0,13,1,1,패
9.17일,14:00,롯데 자이언츠,9,2,0,3,1,1,승
9.17일,14:00,키움 히어로즈,18,5,0,13,0,2,승
9.17일,14:00,NC 다이노스,8,3,0,7,0,1,패
9.19화,18:30,kt wiz,19,1,0,5,1,3,승
9.19화,18:30,LG 트윈스,7,2,1,8,0,2,패
9.19화,18:30,두산 베어스,12,3,0,11,1,0,승
9.19화,18:30,롯데 자이언츠,8,1,0,6,0,1,패
9.19화,18:30,SK 와이번스,13,0,0,9,1,0,승
9.19화,18:30,KIA 타이거즈,6,1,0,5,1,2,패
9.20수,18:30,한화 이글스,8,1,0,8,0,0,승
9.20수,18:30,LG 트윈스,5,1,0,7,0,0,패
9.20수,18:30,두산 베어스,7,1,0,9,0,0,승
9.20수,18:30,NC 다이노스,9,1,1,6,0,0,패
9.20수,18:30,SK 와이번스,11,2,0,8,0,0,승
9.20수,18:30,KIA 타이거즈,8,1,1,2,3,0,패
9.21목,18:30,LG 트윈스,8,2,0,10,0,0,패
9.21목,18:30,삼성 라이온즈,15,2,0,5,1,0,승
9.21목,18:30,키움 히어로즈,13,1,2,4,2,0,승
9.21목,18:30,kt wiz,6,2,0,7,0,1,패
9.22금,18:30,LG 트윈스,14,2,0,8,1,2,승
9.22금,18:30,삼성 라이온즈,11,0,0,5,1,1,패
9.22금,18:30,롯데 자이언츠,11,0,0,4,1,0,승
9.22금,18:30,한화 이글스,2,0,1,11,0,0,패
9.22금,18:30,두산 베어스,12,2,0,6,0,0,승
9.22금,18:30,KIA 타이거즈,6,0,0,6,1,0,패
9.23토,17:00,kt wiz,7,1,0,7,1,1,패
9.23토,17:00,KIA 타이거즈,14,5,1,6,0,0,승
9.23토,17:00,LG 트윈스,16,3,0,7,1,1,승
9.23토,17:00,NC 다이노스,13,2,1,7,1,0,패
9.23토,17:00,삼성 라이온즈,12,2,0,9,0,1,패
9.23토,17:00,한화 이글스,12,0,0,10,0,0,승
9.23토,17:00,키움 히어로즈,9,2,0,5,0,1,패
9.23토,17:00,롯데 자이언츠,11,0,0,2,0,0,승
9.24일,14:00,한화 이글스,12,1,0,3,2,0,승
9.24일,14:00,KIA 타이거즈,7,0,0,9,1,0,패
9.24일,14:00,kt wiz,11,1,0,7,1,1,패
9.24일,14:00,두산 베어스,11,0,3,4,1,1,승
9.24일,14:00,LG 트윈스,5,1,0,8,1,1,패
9.24일,14:00,NC 다이노스,6,1,0,8,1,0,승
9.26화,18:30,한화 이글스,10,2,0,11,0,1,패
9.26화,18:30,롯데 자이언츠,14,2,1,7,1,0,승
9.26화,18:30,LG 트윈스,5,0,0,6,0,0,패
9.26화,18:30,KIA 타이거즈,10,2,0,5,1,0,승
9.27수,18:30,NC 다이노스,16,4,1,6,1,0,승
9.27수,18:30,삼성 라이온즈,5,1,1,8,0,2,패
9.27수,18:30,두산 베어스,9,0,0,7,0,0,패
9.27수,18:30,kt wiz,5,0,0,9,2,0,승
9.28목,18:30,KIA 타이거즈,7,0,0,6,0,3,승
9.28목,18:30,한화 이글스,8,0,1,3,1,1,패
9.28목,18:30,LG 트윈스,18,3,0,8,1,0,승
9.28목,18:30,kt wiz,12,2,0,9,2,1,패
9.29금,18:30,KIA 타이거즈,16,0,0,3,1,0,승
9.29금,18:30,한화 이글스,8,2,0,10,1,1,패
9.29금,18:30,롯데 자이언츠,15,0,0,8,3,1,승
9.29금,18:30,SK 와이번스,6,2,0,9,1,1,패
9.29금,18:30,두산 베어스,12,0,0,12,1,0,승
9.29금,18:30,LG 트윈스,5,0,0,3,0,0,패
9.29금,18:30,키움 히어로즈,13,1,0,6,0,1,패
9.29금,18:30,NC 다이노스,12,2,1,9,0,1,승
9.30토,17:00,SK 와이번스,6,1,0,8,0,0,승
9.30토,17:00,한화 이글스,8,0,0,9,3,2,패
9.30토,17:00,삼성 라이온즈,5,0,0,6,1,0,패
9.30토,17:00,LG 트윈스,9,1,0,6,0,1,승
9.30토,17:00,키움 히어로즈,9,1,0,7,1,2,패
9.30토,17:00,NC 다이노스,15,1,0,6,0,0,승
