day_text,times_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text
8.2화,18:30,한화 이글스,16,0,1,4,0,0,패
8.2화,18:30,KIA 타이거즈,13,1,2,11,0,1,승
8.2화,18:30,LG 트윈스,7,1,0,6,1,3,패
8.2화,18:30,두산 베어스,13,0,0,5,1,0,승
8.3수,18:30,한화 이글스,13,0,0,5,2,1,승
8.3수,18:30,KIA 타이거즈,6,0,0,7,2,2,패
8.3수,18:30,LG 트윈스,11,1,1,8,0,0,승
8.3수,18:30,두산 베어스,8,2,4,11,0,0,패
8.3수,18:30,삼성 라이온즈,7,1,2,3,1,1,패
8.3수,18:30,SK 와이번스,13,1,0,6,0,2,승
8.3수,18:30,키움 히어로즈,14,1,1,6,2,1,패
8.3수,18:30,롯데 자이언츠,9,1,0,4,0,2,승
8.4목,18:30,한화 이글스,14,0,0,7,1,2,패
8.4목,18:30,KIA 타이거즈,8,1,3,6,0,1,승
8.4목,18:30,kt wiz,4,0,0,11,0,1,패
8.4목,18:30,NC 다이노스,12,2,0,7,0,0,승
8.4목,18:30,LG 트윈스,18,2,1,5,0,0,승
8.4목,18:30,두산 베어스,14,0,0,8,2,0,패
8.4목,18:30,삼성 라이온즈,10,1,0,10,1,2,승
8.4목,18:30,SK 와이번스,9,1,3,12,0,2,패
8.4목,18:30,키움 히어로즈,10,2,1,14,0,0,승
8.4목,18:30,롯데 자이언츠,8,2,1,8,0,0,패
8.5금,18:30,KIA 타이거즈,9,2,1,5,1,1,패
8.5금,18:30,삼성 라이온즈,13,2,0,3,1,2,승
8.5금,18:30,kt wiz,4,0,0,5,1,1,패
8.5금,18:30,LG 트윈스,14,1,2,13,0,0,승
8.5금,18:30,NC 다이노스,9,0,0,6,0,1,패
8.5금,18:30,한화 이글스,19,1,1,5,0,0,승
8.5금,18:30,두산 베어스,7,0,1,4,3,1,패
8.5금,18:30,롯데 자이언츠,6,1,3,7,2,0,승
8.5금,18:30,SK 와이번스,13,4,0,8,0,1,승
8.5금,18:30,키움 히어로즈,10,1,1,1,2,1,패
8.6토,18:00,KIA 타이거즈,16,4,0,4,1,1,승
8.6토,18:00,삼성 라이온즈,11,0,0,10,0,1,패
8.6토,18:00,kt wiz,9,0,0,7,1,0,패
8.6토,18:00,LG 트윈스,12,0,1,4,2,0,승
8.6토,18:00,NC 다이노스,16,2,1,4,0,0,승
8.6토,18:00,한화 이글스,7,0,0,6,0,0,패
8.6토,18:00,두산 베어스,4,0,1,2,1,1,패
8.6토,18:00,롯데 자이언츠,13,2,2,8,0,0,승
8.6토,18:00,SK 와이번스,16,1,3,4,1,0,승
8.6토,18:00,키움 히어로즈,12,2,0,5,2,2,패
8.7일,18:00,KIA 타이거즈,11,1,1,6,0,1,패
8.7일,18:00,삼성 라이온즈,16,0,2,7,1,1,승
8.7일,18:00,kt wiz,13,1,0,8,0,2,패
8.7일,18:00,LG 트윈스,15,2,1,6,1,1,승
8.7일,18:00,NC 다이노스,10,1,1,6,1,6,패
8.7일,18:00,한화 이글스,12,1,1,9,1,1,승
8.7일,18:00,두산 베어스,17,3,1,8,2,1,승
8.7일,18:00,롯데 자이언츠,12,2,1,10,0,0,패
8.7일,18:00,SK 와이번스,13,0,2,12,0,0,패
8.7일,18:00,키움 히어로즈,6,0,1,2,2,0,승
8.9화,18:30,KIA 타이거즈,8,0,0,7,1,0,패
8.9화,18:30,두산 베어스,12,2,0,8,1,0,승
8.9화,18:30,LG 트윈스,13,3,0,7,0,1,승
8.9화,18:30,SK 와이번스,7,1,0,11,0,0,패
8.9화,18:30,롯데 자이언츠,6,0,0,7,1,1,패
8.9화,18:30,NC 다이노스,12,3,0,6,0,0,승
8.9화,18:30,삼성 라이온즈,9,1,0,6,1,1,패
8.9화,18:30,한화 이글스,15,0,1,4,0,0,승
8.9화,18:30,키움 히어로즈,12,1,0,6,0,1,승
8.9화,18:30,kt wiz,7,0,1,8,1,0,패
8.10수,18:30,KIA 타이거즈,19,0,1,5,2,0,승
8.10수,18:30,두산 베어스,6,0,0,8,1,0,패
8.10수,18:30,LG 트윈스,13,1,3,9,2,1,승
8.10수,18:30,SK 와이번스,6,0,0,6,0,1,패
8.10수,18:30,롯데 자이언츠,13,0,3,6,1,2,패
8.10수,18:30,NC 다이노스,10,3,1,10,1,1,승
8.10수,18:30,삼성 라이온즈,19,1,1,5,0,1,승
8.10수,18:30,한화 이글스,10,1,0,7,1,3,패
8.10수,18:30,키움 히어로즈,14,1,0,4,0,1,승
8.10수,18:30,kt wiz,4,0,0,8,2,2,패
8.11목,18:30,한화 이글스,10,1,0,6,2,0,승
8.11목,18:30,롯데 자이언츠,7,0,1,9,0,1,패
8.11목,18:30,KIA 타이거즈,13,2,0,8,0,2,패
8.11목,18:30,키움 히어로즈,13,2,6,8,1,0,승
8.11목,18:30,kt wiz,10,0,0,6,0,1,패
8.11목,18:30,SK 와이번스,13,1,0,7,0,1,승
8.11목,18:30,NC 다이노스,11,0,1,9,2,2,패
8.11목,18:30,LG 트윈스,9,1,1,4,2,1,승
8.11목,18:30,두산 베어스,13,2,0,7,0,0,승
8.11목,18:30,삼성 라이온즈,6,1,0,4,0,1,패
8.12금,18:30,한화 이글스,7,1,0,9,2,1,패
8.12금,18:30,롯데 자이언츠,6,0,3,10,0,1,승
8.12금,18:30,KIA 타이거즈,11,1,3,3,2,0,승
8.12금,18:30,키움 히어로즈,9,0,2,10,1,1,패
8.12금,18:30,kt wiz,8,0,0,11,0,2,패
8.12금,18:30,SK 와이번스,13,2,0,9,0,0,승
8.12금,18:30,NC 다이노스,8,1,0,8,0,1,패
8.12금,18:30,LG 트윈스,7,1,0,3,0,4,승
8.12금,18:30,두산 베어스,10,3,1,6,0,2,승
8.12금,18:30,삼성 라이온즈,8,2,1,3,2,0,패
8.13토,18:00,한화 이글스,9,0,0,10,0,0,패
8.13토,18:00,KIA 타이거즈,13,2,2,4,1,2,승
8.13토,18:00,kt wiz,6,2,1,6,1,1,패
8.13토,18:00,NC 다이노스,6,0,0,6,1,1,승
8.13토,18:00,LG 트윈스,11,1,2,5,1,0,패
8.13토,18:00,삼성 라이온즈,10,1,1,5,0,0,승
8.13토,18:00,롯데 자이언츠,7,2,1,8,0,1,패
8.13토,18:00,SK 와이번스,7,2,0,5,1,0,승
8.13토,18:00,키움 히어로즈,7,0,0,7,0,0,패
8.13토,18:00,두산 베어스,9,1,1,4,0,1,승
8.14일,18:00,한화 이글스,8,1,0,7,0,1,승
8.14일,18:00,KIA 타이거즈,6,1,1,8,0,1,패
8.14일,18:00,kt wiz,13,1,1,6,0,0,승
8.14일,18:00,NC 다이노스,8,2,1,10,1,0,패
8.14일,18:00,LG 트윈스,12,0,0,6,1,0,패
8.14일,18:00,삼성 라이온즈,12,0,1,5,0,0,승
8.14일,18:00,롯데 자이언츠,7,0,2,7,2,0,패
8.14일,18:00,SK 와이번스,9,0,1,8,0,0,승
8.14일,18:00,키움 히어로즈,6,1,1,4,0,0,패
8.14일,18:00,두산 베어스,9,3,0,4,0,0,승
8.16화,18:30,kt wiz,14,0,0,8,1,0,승
8.16화,18:30,KIA 타이거즈,10,1,0,7,0,1,패
8.16화,18:30,롯데 자이언츠,3,0,0,6,0,2,패
8.16화,18:30,키움 히어로즈,10,1,3,10,1,2,승
8.16화,18:30,두산 베어스,15,5,0,10,0,1,승
8.16화,18:30,한화 이글스,5,1,1,8,1,0,패
8.16화,18:30,SK 와이번스,9,0,0,8,1,0,패
8.16화,18:30,LG 트윈스,14,0,0,6,1,1,승
8.16화,18:30,삼성 라이온즈,14,0,1,10,1,2,승
8.16화,18:30,NC 다이노스,9,0,0,8,1,3,패
8.17수,18:30,롯데 자이언츠,5,0,0,10,1,0,패
8.17수,18:30,키움 히어로즈,13,2,0,4,0,1,승
8.17수,18:30,두산 베어스,10,1,1,6,0,1,승
8.17수,18:30,한화 이글스,9,1,0,6,2,2,패
8.17수,18:30,SK 와이번스,18,0,0,8,1,0,승
8.17수,18:30,LG 트윈스,11,1,2,7,0,0,패
8.17수,18:30,삼성 라이온즈,9,0,0,7,4,0,패
8.17수,18:30,NC 다이노스,13,0,2,3,1,0,승
8.18목,18:30,한화 이글스,11,1,0,2,3,1,승
8.18목,18:30,LG 트윈스,9,0,0,7,0,1,패
8.18목,18:30,KIA 타이거즈,11,1,0,7,2,1,패
8.18목,18:30,롯데 자이언츠,9,1,4,11,3,2,승
8.18목,18:30,NC 다이노스,12,0,1,6,0,1,패
8.18목,18:30,키움 히어로즈,11,1,1,3,1,0,승
8.18목,18:30,두산 베어스,13,3,0,5,1,0,승
8.18목,18:30,SK 와이번스,13,1,0,10,0,0,패
8.18목,18:30,삼성 라이온즈,22,2,1,5,0,1,승
