day_text,times_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text
6.1금,18:30,한화 이글스,14,0,3,4,2,0,승
6.1금,18:30,LG 트윈스,7,0,0,7,1,2,패
6.1금,18:30,KIA 타이거즈,3,0,0,4,0,0,패
6.1금,18:30,SK 와이번스,4,1,2,3,0,0,승
6.1금,18:30,두산 베어스,6,2,0,4,0,0,승
6.1금,18:30,삼성 라이온즈,3,0,1,9,0,0,패
6.1금,18:30,키움 히어로즈,8,1,0,7,1,2,패
6.1금,18:30,롯데 자이언츠,9,1,3,4,2,1,승
6.2토,17:00,한화 이글스,11,2,1,4,1,1,패
6.2토,17:00,LG 트윈스,8,1,2,2,1,2,승
6.2토,17:00,KIA 타이거즈,3,0,0,7,1,0,패
6.2토,17:00,SK 와이번스,4,0,0,5,0,0,승
6.2토,17:00,두산 베어스,11,1,1,6,1,1,패
6.2토,17:00,삼성 라이온즈,13,4,1,0,0,1,승
6.2토,17:00,키움 히어로즈,4,0,0,5,2,0,패
6.2토,17:00,롯데 자이언츠,12,3,0,7,1,0,승
6.3일,17:00,한화 이글스,10,1,1,10,1,0,무
6.3일,17:00,LG 트윈스,14,0,4,10,3,1,무
6.3일,17:00,KIA 타이거즈,14,0,0,4,4,2,승
6.3일,17:00,SK 와이번스,8,0,0,5,1,0,패
6.3일,17:00,두산 베어스,9,0,1,5,1,0,승
6.3일,17:00,삼성 라이온즈,6,0,0,5,0,3,패
6.3일,17:00,키움 히어로즈,7,1,3,4,1,0,승
6.3일,17:00,롯데 자이언츠,10,0,1,5,1,2,패
6.5화,18:30,LG 트윈스,7,1,1,5,2,0,승
6.5화,18:30,키움 히어로즈,7,0,1,7,1,0,패
6.5화,18:30,롯데 자이언츠,8,1,1,9,2,3,패
6.5화,18:30,한화 이글스,10,1,0,6,0,0,승
6.5화,18:30,SK 와이번스,9,1,1,6,0,0,승
6.5화,18:30,두산 베어스,8,0,0,5,1,1,패
6.5화,18:30,삼성 라이온즈,13,1,0,0,2,0,승
6.5화,18:30,KIA 타이거즈,7,0,1,11,0,0,패
6.6수,14:00,롯데 자이언츠,4,0,0,9,0,0,패
6.6수,14:00,한화 이글스,5,0,1,5,0,0,승
6.6수,14:00,SK 와이번스,4,0,0,14,0,0,패
6.6수,14:00,두산 베어스,11,0,1,4,1,0,승
6.6수,16:50,삼성 라이온즈,15,2,1,6,0,0,승
6.6수,16:50,KIA 타이거즈,7,0,1,6,0,0,패
6.6수,17:00,LG 트윈스,4,1,0,4,1,0,패
6.6수,17:00,키움 히어로즈,6,2,2,3,0,0,승
6.7목,18:30,LG 트윈스,8,2,1,11,0,2,승
6.7목,18:30,키움 히어로즈,9,1,2,7,2,0,패
6.7목,18:30,롯데 자이언츠,11,1,1,7,3,0,승
6.7목,18:30,한화 이글스,11,1,1,7,1,0,패
6.7목,18:30,SK 와이번스,12,1,0,6,1,0,승
6.7목,18:30,두산 베어스,5,0,0,4,1,0,패
