day_text,times_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text
4.1수,18:30,KIA 타이거즈,5,0,0,12,0,0,승
4.1수,18:30,SK 와이번스,4,0,0,10,1,2,패
4.1수,18:30,롯데 자이언츠,8,1,1,9,1,0,패
4.1수,18:30,LG 트윈스,9,0,0,8,1,2,승
4.1수,18:30,두산 베어스,8,2,1,6,1,1,승
4.1수,18:30,한화 이글스,7,0,0,9,0,0,패
4.1수,18:30,삼성 라이온즈,9,1,1,4,1,2,승
4.1수,18:30,kt wiz,10,0,1,15,0,0,패
4.1수,18:30,키움 히어로즈,6,0,0,6,4,2,패
4.1수,18:30,NC 다이노스,18,3,1,6,0,1,승
4.2목,18:30,두산 베어스,5,0,0,10,1,0,패
4.2목,18:30,한화 이글스,7,0,0,11,1,1,승
4.3금,18:30,한화 이글스,8,1,0,8,1,1,패
4.3금,18:30,NC 다이노스,11,1,4,5,1,1,승
4.3금,18:30,KIA 타이거즈,12,2,0,8,1,0,승
4.3금,18:30,kt wiz,5,0,0,9,1,0,패
4.3금,18:30,두산 베어스,6,0,0,7,1,0,패
4.3금,18:30,롯데 자이언츠,8,1,0,8,0,0,승
4.3금,18:30,SK 와이번스,6,2,0,13,1,0,패
4.3금,18:30,키움 히어로즈,16,3,1,8,1,0,승
4.3금,18:30,삼성 라이온즈,9,2,0,3,1,1,승
4.3금,18:30,LG 트윈스,7,0,0,8,1,1,패
4.4토,17:00,KIA 타이거즈,14,2,4,10,1,0,승
4.4토,17:00,kt wiz,9,0,3,3,1,4,패
4.4토,17:00,SK 와이번스,11,1,1,9,0,1,승
4.4토,17:00,키움 히어로즈,7,0,2,9,1,1,패
4.4토,17:00,삼성 라이온즈,1,1,1,11,1,1,패
4.4토,17:00,LG 트윈스,9,0,1,5,1,1,승
4.5일,14:00,한화 이글스,8,0,0,6,2,0,패
4.5일,14:00,NC 다이노스,11,3,2,6,0,2,승
4.5일,14:00,KIA 타이거즈,8,0,0,5,2,1,승
4.5일,14:00,kt wiz,6,0,0,5,3,1,패
