day_text,times_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text
9.2화,18:30,한화 이글스,12,2,1,4,1,2,무
9.2화,18:30,SK 와이번스,6,2,0,4,1,0,무
9.2화,18:30,NC 다이노스,14,0,1,16,0,2,무
9.2화,18:30,삼성 라이온즈,15,1,1,6,1,2,무
9.4목,18:30,한화 이글스,6,0,1,7,3,1,패
9.4목,18:30,삼성 라이온즈,12,1,2,5,0,0,승
9.4목,18:30,롯데 자이언츠,11,2,0,15,0,3,승
9.4목,18:30,SK 와이번스,8,1,0,8,0,0,패
9.4목,18:30,NC 다이노스,5,2,1,8,0,0,패
9.4목,18:30,키움 히어로즈,13,5,0,6,0,1,승
9.4목,18:30,두산 베어스,13,1,0,4,2,0,무
9.4목,18:30,LG 트윈스,10,1,2,10,0,2,무
9.5금,18:10,두산 베어스,6,0,0,4,0,0,패
9.5금,18:10,LG 트윈스,13,0,0,6,1,0,승
9.5금,18:30,한화 이글스,2,0,0,14,0,0,패
9.5금,18:30,삼성 라이온즈,8,2,1,4,0,0,승
9.5금,18:30,롯데 자이언츠,4,1,2,8,1,1,패
9.5금,18:30,SK 와이번스,18,1,2,9,0,1,승
9.5금,18:30,NC 다이노스,5,0,0,10,2,3,패
9.5금,18:30,키움 히어로즈,10,1,3,5,0,0,승
9.6토,17:00,KIA 타이거즈,15,3,2,5,1,1,승
9.6토,17:00,NC 다이노스,6,0,1,8,0,1,패
9.6토,17:00,LG 트윈스,9,1,2,8,1,0,패
9.6토,17:00,한화 이글스,12,3,0,2,1,0,승
9.6토,17:00,롯데 자이언츠,12,3,1,10,0,0,승
9.6토,17:00,키움 히어로즈,11,1,0,5,1,0,패
9.6토,17:00,SK 와이번스,8,2,2,4,0,0,승
9.6토,17:00,두산 베어스,11,0,1,3,1,1,패
9.7일,14:00,KIA 타이거즈,6,0,1,10,1,1,패
9.7일,14:00,NC 다이노스,11,0,5,12,0,0,승
9.7일,14:00,LG 트윈스,8,1,0,3,2,0,패
9.7일,14:00,한화 이글스,11,3,1,5,1,1,승
9.7일,14:00,롯데 자이언츠,11,2,0,9,0,0,패
9.7일,14:00,키움 히어로즈,11,2,1,3,0,1,승
9.7일,14:00,SK 와이번스,13,2,1,7,1,0,승
9.7일,14:00,두산 베어스,9,1,0,2,0,0,패
9.9화,14:00,한화 이글스,9,1,1,12,0,3,패
9.9화,14:00,키움 히어로즈,19,2,0,2,1,1,승
9.9화,14:00,LG 트윈스,13,2,1,8,0,2,패
9.9화,14:00,KIA 타이거즈,10,0,4,4,0,0,승
9.9화,14:00,SK 와이번스,9,3,0,6,0,1,승
9.9화,14:00,롯데 자이언츠,10,2,1,6,1,2,패
9.9화,14:00,삼성 라이온즈,12,0,1,10,1,0,패
9.9화,14:00,NC 다이노스,11,2,4,3,3,0,승
9.10수,14:00,한화 이글스,6,0,0,11,2,1,패
9.10수,14:00,키움 히어로즈,10,1,2,3,1,0,승
9.10수,14:00,LG 트윈스,10,2,2,3,1,2,승
9.10수,14:00,KIA 타이거즈,10,0,0,6,1,0,패
9.10수,14:00,SK 와이번스,14,1,0,11,2,0,패
9.10수,14:00,롯데 자이언츠,19,0,0,5,0,0,승
9.10수,14:00,삼성 라이온즈,6,1,1,6,1,0,승
9.10수,14:00,NC 다이노스,7,0,2,6,0,0,패
9.11목,18:30,한화 이글스,12,1,1,11,0,1,패
9.11목,18:30,두산 베어스,16,1,3,6,0,1,승
9.11목,18:30,KIA 타이거즈,7,2,0,12,0,0,패
9.11목,18:30,삼성 라이온즈,13,0,1,9,0,0,승
9.11목,18:30,롯데 자이언츠,9,0,0,10,0,0,승
9.11목,18:30,NC 다이노스,7,0,0,6,1,0,패
9.11목,18:30,키움 히어로즈,4,0,0,1,0,1,패
9.11목,18:30,SK 와이번스,12,1,1,1,0,0,승
9.12금,18:30,한화 이글스,7,0,0,6,0,2,패
9.12금,18:30,두산 베어스,11,1,0,4,1,0,승
9.12금,18:30,KIA 타이거즈,11,0,0,8,1,0,패
9.12금,18:30,삼성 라이온즈,19,6,0,6,1,0,승
9.12금,18:30,롯데 자이언츠,1,0,0,11,0,1,패
9.12금,18:30,NC 다이노스,10,1,0,12,0,0,승
9.12금,18:30,키움 히어로즈,4,0,0,7,1,0,패
9.12금,18:30,SK 와이번스,7,0,1,8,0,1,승
9.13토,17:00,KIA 타이거즈,9,0,1,8,0,0,승
9.13토,17:00,한화 이글스,4,1,0,10,0,2,패
9.13토,17:00,NC 다이노스,10,3,1,10,0,1,승
9.13토,17:00,SK 와이번스,9,0,2,4,1,1,패
9.13토,17:00,두산 베어스,14,1,1,9,1,1,승
9.13토,17:00,롯데 자이언츠,7,0,0,12,0,0,패
9.13토,17:00,삼성 라이온즈,9,0,0,7,2,1,패
9.13토,17:00,LG 트윈스,6,0,1,7,0,0,승
9.14일,14:00,KIA 타이거즈,13,3,0,5,0,0,패
9.14일,14:00,한화 이글스,12,4,0,10,0,0,승
9.14일,14:00,NC 다이노스,6,1,0,7,0,2,패
9.14일,14:00,SK 와이번스,7,1,1,2,0,0,승
9.14일,14:00,두산 베어스,11,0,0,2,0,0,패
9.14일,14:00,롯데 자이언츠,8,2,0,6,0,0,승
9.14일,14:00,삼성 라이온즈,8,0,0,9,2,1,패
9.14일,14:00,LG 트윈스,12,1,0,9,0,1,승
