day_text,times_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text
5.1화,18:30,KIA 타이거즈,7,0,1,5,2,0,패
5.1화,18:30,롯데 자이언츠,13,0,0,5,1,1,승
5.1화,18:30,kt wiz,7,1,0,6,0,0,패
5.1화,18:30,두산 베어스,9,2,0,8,0,1,승
5.1화,18:30,LG 트윈스,9,1,0,7,2,1,패
5.1화,18:30,한화 이글스,11,3,0,6,1,2,승
5.1화,18:30,SK 와이번스,17,2,1,4,0,0,승
5.1화,18:30,삼성 라이온즈,8,1,0,10,1,0,패
5.1화,18:30,키움 히어로즈,17,3,1,9,0,1,승
5.1화,18:30,NC 다이노스,9,1,0,9,1,0,패
5.2수,18:30,KIA 타이거즈,17,1,2,7,0,1,승
5.2수,18:30,롯데 자이언츠,12,2,0,7,2,6,패
5.2수,18:30,LG 트윈스,7,1,0,7,0,1,패
5.2수,18:30,한화 이글스,9,1,1,11,0,0,승
5.2수,18:30,SK 와이번스,14,2,1,11,0,0,승
5.2수,18:30,삼성 라이온즈,11,1,0,11,0,0,패
5.2수,18:30,키움 히어로즈,14,1,0,6,0,2,패
5.2수,18:30,NC 다이노스,17,6,0,3,1,0,승
5.3목,18:30,KIA 타이거즈,9,1,1,9,2,3,패
5.3목,18:30,롯데 자이언츠,10,1,1,7,1,1,승
5.3목,18:30,kt wiz,8,0,0,10,1,0,승
5.3목,18:30,두산 베어스,12,2,0,9,1,0,패
5.3목,18:30,LG 트윈스,10,2,1,8,0,1,패
5.3목,18:30,한화 이글스,11,1,0,3,2,0,승
5.3목,18:30,SK 와이번스,5,1,0,13,0,1,패
5.3목,18:30,삼성 라이온즈,9,1,2,5,2,0,승
5.3목,18:30,키움 히어로즈,14,1,2,10,0,0,승
5.3목,18:30,NC 다이노스,13,1,0,8,1,0,패
5.4금,18:30,한화 이글스,13,2,1,3,3,1,승
5.4금,18:30,삼성 라이온즈,11,1,1,5,2,1,패
5.4금,18:30,롯데 자이언츠,9,1,1,7,2,2,패
5.4금,18:30,SK 와이번스,10,0,0,5,0,0,승
5.4금,18:30,NC 다이노스,14,3,3,10,0,1,승
5.4금,18:30,KIA 타이거즈,11,1,2,5,0,0,패
5.4금,18:30,두산 베어스,14,2,0,5,0,0,승
5.4금,18:30,LG 트윈스,12,0,0,7,0,0,패
5.4금,18:30,키움 히어로즈,15,4,1,7,0,0,승
5.4금,18:30,kt wiz,9,1,0,11,2,0,패
5.5토,14:00,한화 이글스,9,0,0,9,0,0,패
5.5토,14:00,삼성 라이온즈,10,2,1,7,0,0,승
5.5토,14:00,롯데 자이언츠,8,0,2,3,2,0,승
5.5토,14:00,SK 와이번스,5,0,0,14,0,0,패
5.5토,14:00,NC 다이노스,8,1,0,5,0,1,패
5.5토,14:00,KIA 타이거즈,18,1,0,6,0,0,승
5.5토,14:00,두산 베어스,11,1,1,6,0,0,승
5.5토,14:00,LG 트윈스,5,0,0,7,2,0,패
5.5토,14:00,키움 히어로즈,15,1,0,8,1,0,승
5.5토,14:00,kt wiz,8,0,0,10,3,2,패
5.6일,14:00,NC 다이노스,6,2,0,10,0,0,패
5.6일,14:00,KIA 타이거즈,19,2,2,2,3,0,승
5.6일,14:00,두산 베어스,20,2,0,6,0,0,승
5.6일,14:00,LG 트윈스,7,2,0,11,0,1,패
5.8화,18:30,한화 이글스,15,2,0,8,1,1,승
5.8화,18:30,키움 히어로즈,15,1,4,14,0,2,패
5.8화,18:30,롯데 자이언츠,11,0,0,8,1,0,승
5.8화,18:30,LG 트윈스,7,0,1,10,0,2,패
5.8화,18:30,두산 베어스,6,0,0,8,2,0,패
5.8화,18:30,KIA 타이거즈,13,3,1,4,1,0,승
5.8화,18:30,SK 와이번스,6,0,1,11,1,0,패
5.8화,18:30,NC 다이노스,9,2,0,8,0,0,승
5.8화,18:30,삼성 라이온즈,14,1,4,6,2,0,승
5.8화,18:30,kt wiz,7,0,0,10,0,1,패
5.9수,18:30,한화 이글스,7,2,0,5,0,0,승
5.9수,18:30,키움 히어로즈,8,0,0,9,0,0,패
5.9수,18:30,롯데 자이언츠,11,0,0,8,0,0,패
5.9수,18:30,LG 트윈스,5,0,0,7,0,0,승
5.9수,18:30,두산 베어스,16,0,0,5,0,0,승
5.9수,18:30,KIA 타이거즈,8,0,0,7,2,1,패
5.9수,18:30,SK 와이번스,10,0,0,6,1,2,승
5.9수,18:30,NC 다이노스,7,1,0,9,0,0,패
5.9수,18:30,삼성 라이온즈,17,1,1,4,1,1,승
5.9수,18:30,kt wiz,13,0,0,10,0,0,패
5.10목,18:30,한화 이글스,10,0,0,8,1,0,승
5.10목,18:30,키움 히어로즈,9,1,1,8,1,3,패
5.10목,18:30,롯데 자이언츠,7,1,1,5,1,1,승
5.10목,18:30,LG 트윈스,8,0,0,8,0,0,패
5.10목,18:30,두산 베어스,17,1,1,8,0,0,패
5.10목,18:30,KIA 타이거즈,13,1,1,7,1,0,승
5.10목,18:30,SK 와이번스,11,3,0,6,0,1,승
5.10목,18:30,NC 다이노스,5,0,0,10,0,0,패
5.10목,18:30,삼성 라이온즈,11,0,0,3,0,2,패
5.10목,18:30,kt wiz,10,0,1,8,2,0,승
5.11금,18:30,KIA 타이거즈,7,1,0,7,1,2,패
5.11금,18:30,삼성 라이온즈,13,3,0,1,1,0,승
5.11금,18:30,kt wiz,6,1,1,9,2,1,패
5.11금,18:30,롯데 자이언츠,10,1,0,8,0,1,승
5.11금,18:30,LG 트윈스,17,2,0,3,1,1,승
5.11금,18:30,SK 와이번스,16,2,0,7,1,1,패
5.11금,18:30,NC 다이노스,7,2,0,9,0,1,승
5.11금,18:30,한화 이글스,9,1,0,9,0,0,패
5.11금,18:30,키움 히어로즈,11,1,1,6,0,1,승
5.11금,18:30,두산 베어스,10,1,0,10,1,2,패
5.13일,14:00,KIA 타이거즈,11,3,2,10,1,2,승
5.13일,14:00,삼성 라이온즈,11,0,1,6,0,0,패
5.13일,14:00,kt wiz,4,1,0,10,2,0,패
5.13일,14:00,롯데 자이언츠,11,0,0,9,1,0,승
5.13일,14:00,LG 트윈스,5,0,2,8,0,0,패
5.13일,14:00,SK 와이번스,15,2,0,5,0,0,승
5.13일,14:00,NC 다이노스,5,0,0,10,0,2,패
5.13일,14:00,한화 이글스,11,0,1,8,1,0,승
5.13일,14:00,키움 히어로즈,6,2,1,10,0,0,승
5.13일,14:00,두산 베어스,5,0,0,6,2,0,패
5.15화,18:30,KIA 타이거즈,4,0,0,9,1,0,승
5.15화,18:30,키움 히어로즈,7,1,0,11,2,0,패
5.15화,18:30,kt wiz,8,1,1,12,1,0,승
5.15화,18:30,한화 이글스,8,0,0,7,2,0,패
5.15화,18:30,LG 트윈스,13,0,1,8,1,0,패
5.15화,18:30,삼성 라이온즈,9,1,0,5,0,1,승
5.15화,18:30,롯데 자이언츠,10,0,0,9,2,1,승
5.15화,18:30,NC 다이노스,11,0,3,10,1,1,패
5.15화,18:30,SK 와이번스,7,1,0,9,1,0,패
5.15화,18:30,두산 베어스,12,2,0,9,0,0,승
5.16수,18:30,KIA 타이거즈,13,0,0,8,1,0,패
5.16수,18:30,키움 히어로즈,9,1,1,6,0,0,승
5.16수,18:30,kt wiz,9,1,0,8,2,1,패
5.16수,18:30,한화 이글스,4,1,0,7,0,1,승
5.16수,18:30,LG 트윈스,16,0,1,5,1,1,승
5.16수,18:30,삼성 라이온즈,11,0,1,7,0,2,패
5.16수,18:30,SK 와이번스,6,2,0,10,1,1,패
5.16수,18:30,두산 베어스,8,1,0,9,0,0,승
5.17목,18:30,KIA 타이거즈,6,1,0,8,1,0,패
5.17목,18:30,키움 히어로즈,12,3,1,7,1,0,승
5.17목,18:30,kt wiz,11,2,0,6,0,2,패
5.17목,18:30,한화 이글스,10,0,0,5,0,0,승
5.17목,18:30,LG 트윈스,16,2,0,6,2,0,승
5.17목,18:30,삼성 라이온즈,5,2,3,8,1,0,패
5.17목,18:30,롯데 자이언츠,11,0,0,10,2,0,승
5.17목,18:30,NC 다이노스,6,0,0,12,1,1,패
5.18금,18:30,한화 이글스,10,1,0,4,4,1,승
5.18금,18:30,LG 트윈스,9,0,2,11,0,1,패
5.18금,18:30,NC 다이노스,11,0,0,2,1,1,승
5.18금,18:30,kt wiz,4,0,0,6,1,1,패
5.18금,18:30,두산 베어스,10,0,1,6,0,0,승
5.18금,18:30,롯데 자이언츠,5,1,0,7,1,0,패
5.18금,18:30,SK 와이번스,5,0,2,8,0,0,패
5.18금,18:30,KIA 타이거즈,10,1,1,2,1,0,승
5.18금,18:30,삼성 라이온즈,13,0,0,5,0,0,승
5.18금,18:30,키움 히어로즈,3,0,0,9,1,1,패
5.19토,17:00,한화 이글스,6,0,0,6,1,1,승
5.19토,17:00,LG 트윈스,6,0,0,3,3,0,패
5.19토,17:00,NC 다이노스,10,0,0,9,1,0,패
5.19토,17:00,kt wiz,8,0,0,3,1,0,승
5.19토,17:00,두산 베어스,7,0,0,6,1,1,패
5.19토,17:00,롯데 자이언츠,14,3,0,8,1,1,승
5.19토,17:00,SK 와이번스,4,1,0,1,1,1,패
5.19토,17:00,KIA 타이거즈,6,0,0,4,0,0,승
5.19토,17:00,삼성 라이온즈,10,1,1,5,2,1,패
5.19토,17:00,키움 히어로즈,15,1,3,6,1,0,승
5.20일,14:00,한화 이글스,7,1,2,7,2,1,패
5.20일,14:00,LG 트윈스,12,2,3,5,1,0,승
5.20일,14:00,NC 다이노스,11,1,0,6,1,1,패
5.20일,14:00,kt wiz,25,5,1,2,0,1,승
5.20일,14:00,두산 베어스,10,0,1,11,1,0,승
5.20일,14:00,롯데 자이언츠,10,0,1,12,1,2,패
5.20일,14:00,SK 와이번스,7,0,0,8,0,0,패
5.20일,14:00,KIA 타이거즈,13,3,0,5,1,1,승
5.20일,14:00,삼성 라이온즈,10,0,0,10,0,0,승
5.20일,14:00,키움 히어로즈,12,1,1,6,1,0,패
5.22화,14:00,kt wiz,4,1,1,6,0,0,패
5.22화,14:00,KIA 타이거즈,14,2,0,6,2,1,승
5.22화,14:00,롯데 자이언츠,11,2,0,6,1,5,패
5.22화,14:00,삼성 라이온즈,12,1,0,5,1,0,승
5.22화,14:00,NC 다이노스,7,0,0,8,0,0,패
5.22화,14:00,LG 트윈스,15,0,1,8,0,0,승
5.22화,14:00,두산 베어스,12,0,2,7,1,2,패
5.22화,14:00,한화 이글스,11,3,1,10,1,0,승
5.22화,14:00,키움 히어로즈,15,3,3,5,0,0,승
5.22화,14:00,SK 와이번스,6,2,0,4,1,2,패
5.23수,18:30,kt wiz,10,1,0,6,0,1,승
5.23수,18:30,KIA 타이거즈,17,1,1,6,3,1,패
5.23수,18:30,롯데 자이언츠,8,0,0,5,0,0,패
5.23수,18:30,삼성 라이온즈,11,2,0,7,0,1,승
5.23수,18:30,NC 다이노스,5,0,0,7,1,2,패
5.23수,18:30,LG 트윈스,15,1,0,4,1,0,승
5.23수,18:30,두산 베어스,6,2,0,8,0,2,패
5.23수,18:30,한화 이글스,9,2,1,4,1,0,승
5.23수,18:30,키움 히어로즈,7,0,0,6,0,1,패
5.23수,18:30,SK 와이번스,16,5,0,3,2,1,승
5.24목,18:30,kt wiz,19,1,0,5,1,0,승
5.24목,18:30,KIA 타이거즈,7,0,0,11,1,6,패
5.24목,18:30,롯데 자이언츠,10,1,0,10,0,0,패
5.24목,18:30,삼성 라이온즈,14,2,1,7,1,0,승
5.24목,18:30,NC 다이노스,4,0,0,14,0,0,패
5.24목,18:30,LG 트윈스,8,0,0,6,1,0,승
5.24목,18:30,두산 베어스,12,1,0,6,0,3,승
5.24목,18:30,한화 이글스,9,0,0,3,4,0,패
5.24목,18:30,키움 히어로즈,7,0,0,8,0,2,패
5.24목,18:30,SK 와이번스,9,1,1,4,3,0,승
5.25금,18:30,한화 이글스,3,1,1,7,1,0,패
5.25금,18:30,SK 와이번스,9,1,1,9,0,0,승
5.25금,18:30,KIA 타이거즈,14,5,0,4,2,0,승
5.25금,18:30,NC 다이노스,12,1,0,10,1,0,패
5.25금,18:30,LG 트윈스,12,2,0,7,0,0,패
5.25금,18:30,kt wiz,14,2,0,6,0,0,승
5.25금,18:30,롯데 자이언츠,7,1,0,8,2,0,패
5.25금,18:30,키움 히어로즈,15,4,1,7,1,1,승
5.25금,18:30,삼성 라이온즈,10,1,1,5,2,0,승
5.25금,18:30,두산 베어스,5,0,0,5,0,0,패
5.26토,17:00,한화 이글스,7,1,0,13,1,1,패
5.26토,17:00,SK 와이번스,14,0,0,4,1,0,승
5.26토,17:00,KIA 타이거즈,7,0,0,7,0,0,패
5.26토,17:00,NC 다이노스,11,1,2,8,0,0,승
5.26토,17:00,LG 트윈스,9,1,1,2,2,0,승
5.26토,17:00,kt wiz,3,0,0,5,0,0,패
5.26토,17:00,롯데 자이언츠,7,1,2,9,1,1,패
5.26토,17:00,키움 히어로즈,10,0,1,9,1,0,승
5.26토,17:00,삼성 라이온즈,7,0,0,3,0,2,패
5.26토,17:00,두산 베어스,10,0,1,5,0,0,승
5.27일,14:00,한화 이글스,14,1,0,6,0,1,승
5.27일,14:00,SK 와이번스,14,1,0,4,2,5,패
5.27일,14:00,KIA 타이거즈,17,3,0,6,1,0,승
5.27일,14:00,NC 다이노스,4,0,0,6,2,1,패
5.27일,14:00,LG 트윈스,15,0,0,4,2,0,패
5.27일,14:00,kt wiz,9,4,0,5,0,0,승
5.27일,14:00,롯데 자이언츠,7,3,0,8,1,1,승
5.27일,14:00,키움 히어로즈,9,1,1,11,0,0,패
5.27일,14:00,삼성 라이온즈,8,0,0,10,2,1,패
5.27일,14:00,두산 베어스,11,2,1,5,0,1,승
5.29화,18:30,kt wiz,21,2,0,4,0,2,승
5.29화,18:30,삼성 라이온즈,11,2,0,2,1,0,패
5.29화,18:30,LG 트윈스,13,1,1,10,0,0,승
5.29화,18:30,롯데 자이언츠,9,0,1,7,0,0,패
5.29화,18:30,NC 다이노스,9,1,0,6,1,1,패
5.29화,18:30,한화 이글스,8,0,0,4,0,0,승
5.29화,18:30,키움 히어로즈,18,4,2,7,1,0,승
5.29화,18:30,KIA 타이거즈,10,2,1,2,0,1,패
5.30수,18:30,kt wiz,9,0,0,10,1,1,패
5.30수,18:30,삼성 라이온즈,6,1,2,3,2,0,승
5.30수,18:30,LG 트윈스,17,0,0,5,0,1,승
5.30수,18:30,롯데 자이언츠,11,1,0,11,2,2,패
5.30수,18:30,NC 다이노스,8,3,1,8,0,4,패
5.30수,18:30,한화 이글스,15,1,1,5,2,2,승
5.30수,18:30,SK 와이번스,7,2,0,5,1,0,패
5.30수,18:30,두산 베어스,13,1,0,5,2,0,승
5.30수,18:30,키움 히어로즈,13,3,0,4,1,0,승
5.30수,18:30,KIA 타이거즈,10,0,1,4,1,0,패
5.31목,18:30,kt wiz,5,0,0,9,0,2,패
5.31목,18:30,삼성 라이온즈,10,1,0,6,1,0,승
5.31목,18:30,LG 트윈스,13,2,0,8,1,0,승
5.31목,18:30,롯데 자이언츠,11,3,0,8,1,1,패
5.31목,18:30,NC 다이노스,9,1,0,11,0,2,승
5.31목,18:30,한화 이글스,5,0,2,10,1,1,패
5.31목,18:30,SK 와이번스,7,2,1,8,0,1,패
5.31목,18:30,두산 베어스,11,1,0,9,0,1,승
5.31목,18:30,키움 히어로즈,3,0,0,7,0,1,패
5.31목,18:30,KIA 타이거즈,10,2,2,3,0,0,승
