day_text,times_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text
5.1목,18:30,LG 트윈스,8,1,2,5,1,4,패
5.1목,18:30,NC 다이노스,12,0,1,4,1,1,승
5.1목,18:30,롯데 자이언츠,7,0,1,8,0,0,패
5.1목,18:30,한화 이글스,8,0,0,7,0,1,승
5.1목,18:30,SK 와이번스,10,0,1,8,2,8,패
5.1목,18:30,KIA 타이거즈,21,1,2,3,0,0,승
5.1목,18:30,키움 히어로즈,8,1,0,10,0,0,승
5.1목,18:30,두산 베어스,8,1,2,5,1,0,패
5.3토,17:00,롯데 자이언츠,11,0,3,9,1,1,승
5.3토,17:00,SK 와이번스,13,1,2,9,1,0,패
5.3토,17:00,NC 다이노스,13,0,2,6,0,0,승
5.3토,17:00,삼성 라이온즈,8,0,0,6,0,1,패
5.3토,17:00,두산 베어스,7,1,0,5,0,0,승
5.3토,17:00,LG 트윈스,7,1,0,5,0,1,패
5.3토,17:00,키움 히어로즈,7,1,1,5,2,1,승
5.3토,17:00,KIA 타이거즈,10,0,4,6,1,0,패
5.4일,14:00,롯데 자이언츠,18,4,2,5,1,0,승
5.4일,14:00,SK 와이번스,6,1,0,6,0,2,패
5.4일,14:00,NC 다이노스,8,0,0,6,1,0,패
5.4일,14:00,삼성 라이온즈,9,0,3,2,1,0,승
5.4일,14:00,두산 베어스,2,0,0,7,0,0,패
5.4일,14:00,LG 트윈스,15,0,1,5,0,1,승
5.4일,14:00,키움 히어로즈,14,3,1,3,0,2,패
5.4일,14:00,KIA 타이거즈,14,1,1,6,2,2,승
5.5월,14:00,롯데 자이언츠,9,1,1,11,1,0,패
5.5월,14:00,SK 와이번스,12,1,3,10,2,2,승
5.5월,14:00,NC 다이노스,9,0,2,4,0,1,패
5.5월,14:00,삼성 라이온즈,5,0,2,6,1,0,승
5.5월,14:00,두산 베어스,14,0,1,5,2,1,승
5.5월,14:00,LG 트윈스,8,0,0,4,1,0,패
5.5월,14:00,키움 히어로즈,14,3,3,7,2,0,승
5.5월,14:00,KIA 타이거즈,14,1,0,6,0,2,패
5.6화,14:00,한화 이글스,10,0,2,5,2,1,패
5.6화,14:00,LG 트윈스,15,0,1,7,0,2,승
5.6화,14:00,NC 다이노스,13,1,3,9,2,0,승
5.6화,14:00,키움 히어로즈,7,1,0,6,1,0,패
5.6화,14:00,두산 베어스,16,0,0,7,1,0,패
5.6화,14:00,롯데 자이언츠,24,2,0,4,1,1,승
5.6화,14:00,삼성 라이온즈,14,0,2,5,0,1,승
5.6화,14:00,SK 와이번스,8,1,1,8,0,1,패
5.7수,18:30,한화 이글스,15,1,2,7,0,1,승
5.7수,18:30,LG 트윈스,9,0,3,8,0,1,패
5.7수,18:30,NC 다이노스,21,6,0,5,1,0,승
5.7수,18:30,키움 히어로즈,6,2,0,8,0,0,패
5.7수,18:30,두산 베어스,11,2,0,11,1,0,패
5.7수,18:30,롯데 자이언츠,12,0,1,9,0,0,승
5.7수,18:30,삼성 라이온즈,6,0,0,8,0,0,승
