day_text,times_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text
8.1목,18:30,한화 이글스,7,0,1,13,0,0,패
8.1목,18:30,키움 히어로즈,7,1,0,6,0,1,승
8.1목,18:30,NC 다이노스,7,2,1,7,0,1,승
8.1목,18:30,SK 와이번스,8,3,1,8,1,0,패
8.1목,18:30,두산 베어스,14,2,2,8,1,0,승
8.1목,18:30,롯데 자이언츠,7,1,0,5,0,2,패
8.1목,18:30,삼성 라이온즈,17,0,2,3,1,0,승
8.1목,18:30,KIA 타이거즈,4,1,0,5,2,1,패
8.2금,18:30,한화 이글스,7,0,0,10,2,1,패
8.2금,18:30,NC 다이노스,7,0,3,6,1,1,승
8.2금,18:30,두산 베어스,12,0,1,5,0,0,승
8.2금,18:30,SK 와이번스,11,1,0,10,0,1,패
8.2금,18:30,삼성 라이온즈,7,0,0,8,0,0,패
8.2금,18:30,LG 트윈스,7,1,2,7,0,1,승
8.2금,18:30,키움 히어로즈,12,0,5,11,0,4,승
8.2금,18:30,KIA 타이거즈,8,1,3,5,0,1,패
8.3토,18:00,한화 이글스,11,0,0,9,2,1,승
8.3토,18:00,NC 다이노스,8,0,2,10,0,0,패
8.3토,18:00,두산 베어스,11,4,2,9,0,0,패
8.3토,18:00,SK 와이번스,11,2,0,6,1,1,승
8.3토,18:00,삼성 라이온즈,9,1,1,10,2,0,승
8.3토,18:00,LG 트윈스,6,0,0,5,1,1,패
8.4일,18:00,두산 베어스,12,1,3,7,0,1,승
8.4일,18:00,SK 와이번스,6,0,2,5,2,0,패
8.4일,18:00,삼성 라이온즈,10,0,1,7,0,2,패
8.4일,18:00,LG 트윈스,12,2,2,6,1,2,승
8.4일,18:00,키움 히어로즈,3,0,1,11,0,0,패
8.4일,18:00,KIA 타이거즈,9,0,2,5,0,0,승
8.6화,18:30,KIA 타이거즈,7,0,1,9,0,1,패
8.6화,18:30,롯데 자이언츠,10,0,2,7,1,0,승
8.6화,18:30,LG 트윈스,5,1,0,7,0,0,승
8.6화,18:30,NC 다이노스,6,0,1,3,0,1,패
8.6화,18:30,키움 히어로즈,4,0,2,6,0,1,패
8.6화,18:30,두산 베어스,6,1,1,6,0,0,승
8.7수,18:30,KIA 타이거즈,8,0,0,3,1,1,패
8.7수,18:30,롯데 자이언츠,13,0,1,10,1,0,승
8.7수,18:30,LG 트윈스,16,4,2,5,0,0,승
8.7수,18:30,NC 다이노스,10,0,1,4,2,2,패
8.7수,18:30,SK 와이번스,7,2,0,10,0,0,승
8.7수,18:30,한화 이글스,10,0,0,4,2,1,패
