day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text
4.9일,kt wiz,7,0,0,4,1,0,승
4.9일,키움 히어로즈,19,1,0,5,2,1,승
4.9일,두산 베어스,3,1,0,5,0,1,패
4.11화,한화 이글스,14,1,1,7,0,2,승
4.11화,삼성 라이온즈,15,1,0,8,0,1,패
4.11화,KIA 타이거즈,8,0,0,5,0,1,패
4.11화,두산 베어스,21,0,5,3,0,0,승
4.11화,kt wiz,8,0,1,5,0,0,패
4.11화,키움 히어로즈,17,2,0,6,1,0,승
4.11화,LG 트윈스,6,0,3,15,0,0,패
4.11화,NC 다이노스,7,0,0,9,0,1,승
4.11화,롯데 자이언츠,8,1,1,8,1,0,승
4.11화,SK 와이번스,10,2,0,9,1,2,패
4.12수,한화 이글스,7,0,0,9,3,1,승
4.12수,삼성 라이온즈,8,1,0,8,1,1,패
4.12수,KIA 타이거즈,9,0,2,5,0,1,승
4.12수,두산 베어스,7,0,0,11,2,3,패
4.12수,kt wiz,8,0,1,7,2,4,패
4.12수,키움 히어로즈,8,0,1,8,1,1,승
4.12수,LG 트윈스,5,0,0,10,1,1,패
4.12수,NC 다이노스,10,2,0,9,0,1,승
4.12수,롯데 자이언츠,12,0,1,15,3,2,패
4.12수,SK 와이번스,9,0,0,14,2,0,승
4.13목,한화 이글스,4,1,0,10,1,2,패
4.13목,삼성 라이온즈,6,0,1,3,2,0,승
4.13목,KIA 타이거즈,8,0,0,7,0,0,승
4.13목,두산 베어스,12,1,0,4,0,1,패
4.13목,kt wiz,13,1,2,2,1,3,승
4.13목,키움 히어로즈,9,0,0,9,1,0,패
4.13목,LG 트윈스,5,0,1,11,2,0,패
4.13목,NC 다이노스,7,1,0,1,1,0,승
4.13목,롯데 자이언츠,12,3,1,8,1,0,패
4.13목,SK 와이번스,13,3,0,7,1,1,승
4.14금,kt wiz,9,1,0,8,2,1,패
4.14금,LG 트윈스,10,1,0,4,2,0,승
4.14금,두산 베어스,13,2,0,5,0,2,승
4.14금,NC 다이노스,10,0,0,10,0,0,패
4.14금,SK 와이번스,11,1,1,4,0,1,승
4.14금,한화 이글스,6,1,1,12,1,1,패
4.14금,삼성 라이온즈,10,1,1,12,1,2,패
4.14금,롯데 자이언츠,9,0,2,4,2,1,승
4.14금,키움 히어로즈,7,1,0,9,0,0,패
4.14금,KIA 타이거즈,7,1,2,1,0,1,승
4.15토,kt wiz,3,0,2,6,0,0,승
4.15토,LG 트윈스,7,0,0,6,1,0,패
4.15토,두산 베어스,14,3,0,6,0,0,승
4.15토,NC 다이노스,11,0,0,6,2,0,패
4.15토,SK 와이번스,17,3,2,8,1,1,승
4.15토,한화 이글스,13,0,0,8,0,1,패
4.15토,삼성 라이온즈,11,1,0,8,1,1,패
4.15토,롯데 자이언츠,9,0,0,6,1,1,승
4.15토,키움 히어로즈,13,0,0,6,3,0,패
4.15토,KIA 타이거즈,12,1,2,2,2,0,승
4.16일,kt wiz,14,1,0,8,1,1,패
4.16일,LG 트윈스,16,2,0,4,1,1,승
4.16일,두산 베어스,6,0,1,7,2,1,패
4.16일,NC 다이노스,11,0,1,6,3,0,승
4.16일,SK 와이번스,12,1,0,7,1,0,승
4.16일,한화 이글스,6,0,0,8,0,1,패
4.16일,삼성 라이온즈,10,0,0,6,0,1,승
4.16일,롯데 자이언츠,8,0,0,7,1,0,패
4.16일,키움 히어로즈,13,0,1,9,0,0,패
4.16일,KIA 타이거즈,11,0,1,4,0,0,승
4.18화,KIA 타이거즈,11,1,0,7,1,0,승
4.18화,kt wiz,7,0,0,6,1,2,패
4.18화,LG 트윈스,9,0,1,11,1,3,패
4.18화,한화 이글스,6,0,0,4,2,0,승
4.18화,NC 다이노스,14,4,0,7,0,0,승
4.18화,롯데 자이언츠,11,0,0,9,1,0,패
4.18화,삼성 라이온즈,10,2,1,9,2,0,무
4.18화,두산 베어스,10,0,0,9,2,0,무
4.18화,키움 히어로즈,8,1,0,9,0,1,패
4.18화,SK 와이번스,9,2,0,5,1,1,승
4.19수,KIA 타이거즈,9,0,0,6,1,2,패
4.19수,kt wiz,10,0,0,5,1,0,승
4.19수,LG 트윈스,4,0,1,6,2,0,패
4.19수,한화 이글스,8,0,0,4,1,2,승
4.19수,NC 다이노스,16,2,1,11,0,0,승
4.19수,롯데 자이언츠,7,0,1,9,1,1,패
4.19수,삼성 라이온즈,4,0,0,8,0,0,패
4.19수,두산 베어스,9,1,1,6,2,0,승
4.19수,키움 히어로즈,6,0,0,5,3,2,패
4.19수,SK 와이번스,7,2,1,7,0,2,승
4.20목,KIA 타이거즈,13,0,2,5,3,1,승
4.20목,kt wiz,6,2,0,14,0,0,패
4.20목,LG 트윈스,10,0,0,6,1,1,승
4.20목,한화 이글스,7,0,1,10,0,0,패
4.20목,NC 다이노스,9,2,0,8,1,2,승
4.20목,롯데 자이언츠,8,0,0,6,2,1,패
4.20목,삼성 라이온즈,5,0,0,6,1,0,패
4.20목,두산 베어스,8,0,0,9,0,1,승
4.20목,키움 히어로즈,11,1,0,8,0,2,승
4.20목,SK 와이번스,6,1,0,10,1,2,패
4.21금,한화 이글스,10,2,0,4,0,0,승
4.21금,kt wiz,8,0,1,7,0,0,패
4.21금,KIA 타이거즈,8,1,0,10,2,1,패
4.21금,LG 트윈스,10,2,0,7,1,0,승
4.21금,롯데 자이언츠,4,0,1,8,1,2,패
4.21금,키움 히어로즈,8,3,2,8,0,0,승
4.21금,NC 다이노스,8,0,1,13,2,4,무
4.21금,삼성 라이온즈,7,0,2,15,0,0,무
4.21금,두산 베어스,10,1,0,7,0,2,패
4.21금,SK 와이번스,11,3,0,7,1,0,승
4.22토,한화 이글스,17,0,2,7,2,2,패
4.22토,kt wiz,13,2,1,4,0,0,승
4.22토,KIA 타이거즈,10,2,1,9,0,2,승
4.22토,LG 트윈스,12,0,1,11,1,0,패
4.22토,롯데 자이언츠,12,0,4,3,2,0,승
4.22토,키움 히어로즈,6,0,1,10,0,1,패
4.22토,NC 다이노스,17,1,0,4,1,0,승
4.22토,삼성 라이온즈,8,1,1,7,1,0,패
4.22토,두산 베어스,10,0,1,3,1,1,패
4.22토,SK 와이번스,11,3,0,6,1,1,승
4.23일,한화 이글스,19,2,0,10,0,0,승
4.23일,kt wiz,7,0,0,5,0,1,패
4.23일,KIA 타이거즈,8,0,0,6,0,2,패
4.23일,LG 트윈스,15,1,4,5,2,0,승
4.23일,롯데 자이언츠,10,1,0,8,3,0,패
4.23일,키움 히어로즈,11,2,0,11,0,0,승
4.23일,NC 다이노스,10,3,0,9,0,1,승
4.23일,삼성 라이온즈,8,1,0,7,0,0,패
4.23일,두산 베어스,14,4,0,11,0,1,승
4.23일,SK 와이번스,6,1,0,10,1,3,패
4.25화,한화 이글스,6,1,0,7,0,0,패
4.25화,롯데 자이언츠,8,1,1,6,0,0,승
4.25화,kt wiz,6,0,0,11,0,0,패
4.25화,NC 다이노스,5,1,0,4,0,3,승
4.25화,두산 베어스,14,0,1,4,0,1,패
4.25화,키움 히어로즈,17,1,0,2,1,0,승
4.25화,SK 와이번스,12,3,1,6,0,0,승
4.25화,LG 트윈스,10,0,0,6,4,0,패
4.25화,삼성 라이온즈,12,1,0,6,2,1,패
4.25화,KIA 타이거즈,12,1,1,9,0,0,승
4.26수,한화 이글스,7,1,1,8,1,1,패
4.26수,롯데 자이언츠,9,0,2,6,1,0,승
4.26수,kt wiz,4,2,0,6,0,1,패
4.26수,NC 다이노스,13,3,1,2,0,0,승
4.26수,두산 베어스,9,0,1,7,1,1,승
4.26수,키움 히어로즈,10,0,0,4,0,1,패
4.26수,SK 와이번스,2,0,0,12,0,1,패
4.26수,LG 트윈스,14,0,0,3,2,0,승
4.26수,삼성 라이온즈,6,0,0,7,0,0,패
4.26수,KIA 타이거즈,11,1,0,3,2,0,승
4.27목,한화 이글스,11,0,1,6,1,0,승
4.27목,롯데 자이언츠,6,0,1,12,0,1,패
4.27목,kt wiz,4,0,1,11,0,1,패
4.27목,NC 다이노스,7,2,2,8,0,0,승
4.27목,두산 베어스,8,2,0,8,1,0,패
4.27목,키움 히어로즈,10,0,2,4,1,0,승
4.27목,SK 와이번스,6,0,0,8,0,0,패
4.27목,LG 트윈스,11,1,4,4,0,0,승
4.27목,삼성 라이온즈,18,2,0,11,1,0,패
4.27목,KIA 타이거즈,19,2,0,5,0,0,승
4.28금,LG 트윈스,5,0,2,5,0,0,승
4.28금,kt wiz,5,1,0,7,1,0,패
4.28금,롯데 자이언츠,6,0,0,10,0,0,패
4.28금,두산 베어스,5,1,0,3,1,0,승
4.28금,NC 다이노스,8,0,3,10,0,1,패
4.28금,KIA 타이거즈,11,0,1,8,0,0,승
4.28금,SK 와이번스,9,2,1,5,2,0,승
4.28금,삼성 라이온즈,11,3,1,7,2,0,패
4.28금,키움 히어로즈,13,3,0,7,1,0,승
4.28금,한화 이글스,6,1,0,10,0,0,패
4.29토,LG 트윈스,6,0,1,6,2,0,패
4.29토,kt wiz,12,0,1,6,1,0,승
4.29토,롯데 자이언츠,7,0,0,6,1,2,패
4.29토,두산 베어스,8,0,2,7,2,3,승
4.29토,NC 다이노스,9,1,3,11,1,0,승
4.29토,KIA 타이거즈,7,2,2,9,0,1,패
4.29토,SK 와이번스,8,3,0,11,2,1,패
4.29토,삼성 라이온즈,16,3,2,6,0,1,승
4.29토,키움 히어로즈,14,0,1,6,0,0,승
4.29토,한화 이글스,9,0,1,9,0,3,패
4.30일,LG 트윈스,13,2,1,5,0,0,승
4.30일,kt wiz,7,0,2,5,1,1,패
4.30일,롯데 자이언츠,11,0,1,11,0,0,승
4.30일,두산 베어스,5,0,0,8,0,1,패
4.30일,NC 다이노스,16,3,0,5,1,0,승
4.30일,KIA 타이거즈,4,0,0,5,2,1,패
4.30일,SK 와이번스,13,5,0,10,0,0,승
4.30일,삼성 라이온즈,10,0,0,2,0,0,패
4.30일,키움 히어로즈,8,0,1,4,1,0,승
4.30일,한화 이글스,12,1,0,5,1,1,패
