day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text
4.1토,한화 이글스,16,1,0,8,0,1,승
4.1토,두산 베어스,9,1,1,7,0,0,패
4.1토,KIA 타이거즈,14,0,0,9,0,1,승
4.1토,삼성 라이온즈,10,1,1,8,0,2,패
4.1토,LG 트윈스,11,2,1,9,0,0,승
4.1토,키움 히어로즈,12,0,1,9,1,0,패
4.1토,kt wiz,3,1,0,6,0,0,승
4.1토,SK 와이번스,7,0,0,5,1,0,패
4.1토,롯데 자이언츠,6,0,0,11,0,1,승
4.1토,NC 다이노스,7,0,0,9,0,1,패
4.2일,한화 이글스,8,1,2,9,0,2,패
4.2일,두산 베어스,8,2,0,7,2,1,승
4.2일,KIA 타이거즈,10,1,0,12,0,2,패
4.2일,삼성 라이온즈,17,2,1,6,1,1,승
4.2일,kt wiz,11,2,1,6,0,0,승
4.2일,SK 와이번스,3,1,0,4,2,2,패
4.2일,LG 트윈스,10,1,1,9,0,1,승
4.2일,키움 히어로즈,3,0,1,6,0,1,패
4.2일,롯데 자이언츠,13,5,1,10,1,1,승
4.2일,NC 다이노스,4,0,2,10,1,0,패
4.4화,NC 다이노스,3,0,0,10,0,1,패
4.4화,한화 이글스,10,1,0,5,2,1,승
4.4화,SK 와이번스,5,0,0,10,2,1,패
4.4화,KIA 타이거즈,6,0,1,4,1,0,승
4.4화,삼성 라이온즈,7,0,0,12,0,2,패
4.4화,LG 트윈스,16,0,2,5,0,1,승
4.4화,키움 히어로즈,9,1,0,5,1,0,패
4.4화,롯데 자이언츠,9,2,1,7,1,0,승
4.4화,두산 베어스,8,0,3,4,1,1,승
4.4화,kt wiz,3,0,0,7,0,0,패
4.6목,NC 다이노스,11,0,0,8,3,1,승
4.6목,한화 이글스,8,1,0,7,2,1,패
4.6목,두산 베어스,7,1,0,11,0,0,패
4.6목,kt wiz,8,1,1,10,1,0,승
4.6목,SK 와이번스,8,2,2,5,0,0,패
4.6목,KIA 타이거즈,10,0,3,10,1,0,승
4.6목,삼성 라이온즈,4,0,0,7,0,2,패
4.6목,LG 트윈스,8,1,0,6,0,0,승
4.6목,키움 히어로즈,8,2,0,5,0,0,패
4.6목,롯데 자이언츠,17,2,0,7,0,0,승
4.7금,한화 이글스,10,0,0,3,1,0,패
4.7금,KIA 타이거즈,7,0,0,3,0,1,승
4.7금,LG 트윈스,10,0,0,8,1,2,승
4.7금,롯데 자이언츠,5,1,0,12,1,0,패
4.7금,NC 다이노스,10,1,2,8,1,1,승
4.7금,SK 와이번스,6,1,1,9,1,0,패
4.7금,삼성 라이온즈,8,1,1,7,1,0,패
4.7금,kt wiz,7,0,1,7,1,1,승
4.7금,키움 히어로즈,11,1,2,4,1,1,승
4.7금,두산 베어스,9,0,0,6,0,0,패
4.8토,한화 이글스,12,0,0,7,1,0,승
4.8토,KIA 타이거즈,3,0,2,3,1,1,패
4.8토,LG 트윈스,14,1,1,7,1,0,패
4.8토,롯데 자이언츠,15,4,0,4,1,0,승
4.8토,NC 다이노스,4,0,0,10,0,1,패
4.8토,SK 와이번스,13,6,0,10,1,0,승
4.8토,삼성 라이온즈,7,0,0,4,1,1,패
4.8토,kt wiz,3,0,0,5,0,0,승
4.8토,키움 히어로즈,20,2,0,6,1,1,승
4.8토,두산 베어스,16,0,1,6,0,1,패
4.9일,한화 이글스,13,0,0,4,1,0,패
4.9일,KIA 타이거즈,9,1,1,4,3,1,승
4.9일,LG 트윈스,5,0,1,9,1,0,패
4.9일,롯데 자이언츠,10,2,1,12,0,0,승
4.9일,NC 다이노스,12,0,1,10,1,1,패
4.9일,SK 와이번스,13,2,0,7,0,1,승
4.9일,삼성 라이온즈,4,0,0,11,2,0,패
