day_text,team_text,score_text
6.24토,KIA 타이거즈,1점
6.24토,NC 다이노스,6점
6.24토,kt wiz,1점
6.24토,SK 와이번스,2점
6.24토,LG 트윈스,8점
6.24토,키움 히어로즈,2점
6.24토,롯데 자이언츠,8점
6.24토,두산 베어스,4점
6.25일,한화 이글스,7점
6.25일,삼성 라이온즈,7점
6.25일,KIA 타이거즈,6점
6.25일,NC 다이노스,9점
6.25일,kt wiz,6점
6.25일,SK 와이번스,7점
6.25일,LG 트윈스,2점
6.25일,키움 히어로즈,4점
6.25일,롯데 자이언츠,4점
6.25일,두산 베어스,2점
6.27화,kt wiz,1점
6.27화,한화 이글스,4점
6.27화,LG 트윈스,10점
6.27화,롯데 자이언츠,11점
6.27화,SK 와이번스,5점
6.27화,두산 베어스,1점
6.27화,삼성 라이온즈,4점
6.27화,KIA 타이거즈,11점
6.27화,키움 히어로즈,2점
6.27화,NC 다이노스,7점
6.28수,kt wiz,5점
6.28수,한화 이글스,4점
6.28수,LG 트윈스,9점
6.28수,롯데 자이언츠,9점
6.28수,SK 와이번스,3점
6.28수,두산 베어스,0점
6.28수,삼성 라이온즈,4점
6.28수,KIA 타이거즈,13점
6.28수,키움 히어로즈,3점
6.28수,NC 다이노스,9점
6.29목,kt wiz,5점
6.29목,한화 이글스,8점
6.29목,SK 와이번스,3점
6.29목,두산 베어스,6점
6.29목,삼성 라이온즈,1점
6.29목,KIA 타이거즈,22점
6.30금,KIA 타이거즈,10점
6.30금,LG 트윈스,6점
6.30금,NC 다이노스,0점
6.30금,롯데 자이언츠,9점
6.30금,두산 베어스,8점
6.30금,한화 이글스,13점
6.30금,삼성 라이온즈,5점
6.30금,SK 와이번스,7점
6.30금,키움 히어로즈,9점
6.30금,kt wiz,5점
