day_text,team_text,score_text
7.1토,KIA 타이거즈,10점
7.1토,LG 트윈스,4점
7.1토,NC 다이노스,5점
7.1토,롯데 자이언츠,9점
7.1토,두산 베어스,3점
7.1토,한화 이글스,9점
7.1토,삼성 라이온즈,7점
7.1토,SK 와이번스,4점
7.2일,KIA 타이거즈,13점
7.2일,LG 트윈스,4점
7.2일,NC 다이노스,1점
7.2일,롯데 자이언츠,2점
7.2일,삼성 라이온즈,5점
7.2일,SK 와이번스,6점
7.2일,키움 히어로즈,5점
7.2일,kt wiz,1점
7.4화,한화 이글스,5점
7.4화,키움 히어로즈,7점
7.4화,KIA 타이거즈,15점
7.4화,SK 와이번스,6점
7.4화,kt wiz,1점
7.4화,두산 베어스,8점
7.4화,롯데 자이언츠,2점
7.4화,삼성 라이온즈,4점
7.5수,한화 이글스,7점
7.5수,키움 히어로즈,12점
7.5수,KIA 타이거즈,17점
7.5수,SK 와이번스,18점
7.5수,kt wiz,1점
7.5수,두산 베어스,3점
7.5수,LG 트윈스,12점
7.5수,NC 다이노스,5점
7.5수,롯데 자이언츠,5점
7.5수,삼성 라이온즈,6점
7.6목,한화 이글스,6점
7.6목,키움 히어로즈,13점
7.6목,KIA 타이거즈,5점
7.6목,SK 와이번스,3점
7.6목,롯데 자이언츠,4점
7.6목,삼성 라이온즈,2점
7.7금,두산 베어스,6점
7.7금,NC 다이노스,1점
7.7금,SK 와이번스,6점
7.7금,롯데 자이언츠,5점
7.7금,키움 히어로즈,9점
7.7금,삼성 라이온즈,2점
7.8토,한화 이글스,6점
7.8토,LG 트윈스,3점
7.8토,KIA 타이거즈,20점
7.8토,kt wiz,8점
7.8토,SK 와이번스,4점
7.8토,롯데 자이언츠,6점
7.8토,키움 히어로즈,10점
7.8토,삼성 라이온즈,8점
7.9일,한화 이글스,2점
7.9일,LG 트윈스,3점
7.9일,두산 베어스,4점
7.9일,NC 다이노스,9점
7.9일,SK 와이번스,6점
7.9일,롯데 자이언츠,0점
7.9일,키움 히어로즈,2점
7.9일,삼성 라이온즈,7점
7.11화,LG 트윈스,1점
7.11화,SK 와이번스,6점
7.11화,롯데 자이언츠,5점
7.11화,한화 이글스,4점
7.11화,NC 다이노스,4점
7.11화,KIA 타이거즈,7점
7.11화,삼성 라이온즈,4점
7.11화,kt wiz,2점
7.11화,키움 히어로즈,5점
7.11화,두산 베어스,1점
7.12수,LG 트윈스,12점
7.12수,SK 와이번스,6점
7.12수,롯데 자이언츠,8점
7.12수,한화 이글스,4점
7.12수,NC 다이노스,6점
7.12수,KIA 타이거즈,7점
7.12수,삼성 라이온즈,11점
7.12수,kt wiz,3점
7.12수,키움 히어로즈,3점
7.12수,두산 베어스,4점
7.13목,LG 트윈스,9점
7.13목,SK 와이번스,1점
7.13목,롯데 자이언츠,4점
7.13목,한화 이글스,6점
7.13목,NC 다이노스,1점
7.13목,KIA 타이거즈,7점
7.13목,삼성 라이온즈,8점
7.13목,kt wiz,9점
7.13목,키움 히어로즈,4점
7.13목,두산 베어스,8점
7.15토,드림,13점
7.15토,나눔,8점
7.18화,KIA 타이거즈,4점
7.18화,키움 히어로즈,3점
7.18화,kt wiz,2점
7.18화,LG 트윈스,3점
7.18화,NC 다이노스,7점
7.18화,한화 이글스,4점
7.18화,두산 베어스,6점
7.18화,SK 와이번스,4점
