day_text,team_text,score_text
9.17일,한화 이글스,1점
9.17일,LG 트윈스,8점
9.17일,kt wiz,3점
9.17일,KIA 타이거즈,4점
9.17일,두산 베어스,21점
9.17일,삼성 라이온즈,8점
9.17일,SK 와이번스,5점
9.17일,롯데 자이언츠,9점
9.17일,키움 히어로즈,14점
9.17일,NC 다이노스,6점
9.19화,kt wiz,15점
9.19화,LG 트윈스,7점
9.19화,두산 베어스,8점
9.19화,롯데 자이언츠,3점
9.19화,SK 와이번스,7점
9.19화,KIA 타이거즈,4점
9.20수,한화 이글스,2점
9.20수,LG 트윈스,1점
9.20수,두산 베어스,3점
9.20수,NC 다이노스,2점
9.20수,SK 와이번스,4점
9.20수,KIA 타이거즈,3점
9.21목,LG 트윈스,4점
9.21목,삼성 라이온즈,8점
9.21목,키움 히어로즈,5점
9.21목,kt wiz,3점
9.22금,LG 트윈스,8점
9.22금,삼성 라이온즈,4점
9.22금,롯데 자이언츠,2점
9.22금,한화 이글스,0점
9.22금,두산 베어스,6점
9.22금,KIA 타이거즈,0점
9.23토,kt wiz,3점
9.23토,KIA 타이거즈,8점
9.23토,LG 트윈스,11점
9.23토,NC 다이노스,9점
9.23토,삼성 라이온즈,7점
9.23토,한화 이글스,8점
9.23토,키움 히어로즈,2점
9.23토,롯데 자이언츠,7점
9.24일,한화 이글스,5점
9.24일,KIA 타이거즈,0점
9.24일,kt wiz,4점
9.24일,두산 베어스,6점
9.24일,LG 트윈스,3점
9.24일,NC 다이노스,4점
9.26화,한화 이글스,8점
9.26화,롯데 자이언츠,11점
9.26화,LG 트윈스,0점
9.26화,KIA 타이거즈,6점
9.27수,NC 다이노스,11점
9.27수,삼성 라이온즈,1점
9.27수,두산 베어스,2점
9.27수,kt wiz,3점
9.28목,KIA 타이거즈,7점
9.28목,한화 이글스,4점
9.28목,LG 트윈스,15점
9.28목,kt wiz,6점
9.29금,KIA 타이거즈,7점
9.29금,한화 이글스,2점
9.29금,롯데 자이언츠,7점
9.29금,SK 와이번스,2점
9.29금,두산 베어스,5점
9.29금,LG 트윈스,3점
9.29금,키움 히어로즈,4점
9.29금,NC 다이노스,8점
9.30토,SK 와이번스,4점
9.30토,한화 이글스,1점
9.30토,삼성 라이온즈,3점
9.30토,LG 트윈스,4점
9.30토,키움 히어로즈,4점
9.30토,NC 다이노스,11점
