day_text,team_text,score_text
9.1금,kt wiz,6점
9.1금,한화 이글스,1점
9.1금,NC 다이노스,1점
9.1금,롯데 자이언츠,6점
9.1금,두산 베어스,3점
9.1금,KIA 타이거즈,5점
9.1금,삼성 라이온즈,7점
9.1금,SK 와이번스,8점
9.1금,키움 히어로즈,2점
9.1금,LG 트윈스,6점
9.2토,한화 이글스,0점
9.2토,롯데 자이언츠,9점
9.2토,KIA 타이거즈,7점
9.2토,키움 히어로즈,4점
9.2토,LG 트윈스,0점
9.2토,NC 다이노스,6점
9.2토,SK 와이번스,15점
9.2토,kt wiz,7점
9.2토,삼성 라이온즈,3점
9.2토,두산 베어스,2점
9.3일,한화 이글스,2점
9.3일,롯데 자이언츠,7점
9.3일,KIA 타이거즈,7점
9.3일,키움 히어로즈,8점
9.3일,LG 트윈스,0점
9.3일,NC 다이노스,5점
9.3일,SK 와이번스,5점
9.3일,kt wiz,13점
9.3일,삼성 라이온즈,1점
9.3일,두산 베어스,7점
9.5화,KIA 타이거즈,3점
9.5화,LG 트윈스,4점
9.5화,롯데 자이언츠,2점
9.5화,SK 와이번스,6점
9.5화,NC 다이노스,3점
9.5화,삼성 라이온즈,9점
9.5화,두산 베어스,4점
9.5화,한화 이글스,6점
9.5화,키움 히어로즈,1점
9.5화,kt wiz,5점
9.6수,KIA 타이거즈,0점
9.6수,LG 트윈스,6점
9.6수,두산 베어스,13점
9.6수,한화 이글스,9점
9.6수,키움 히어로즈,4점
9.6수,kt wiz,5점
9.7목,한화 이글스,11점
9.7목,KIA 타이거즈,2점
9.7목,kt wiz,7점
9.7목,두산 베어스,3점
9.7목,LG 트윈스,1점
9.7목,키움 히어로즈,1점
9.7목,SK 와이번스,3점
9.7목,NC 다이노스,4점
9.7목,삼성 라이온즈,6점
9.7목,롯데 자이언츠,5점
9.8금,한화 이글스,5점
9.8금,KIA 타이거즈,9점
9.8금,kt wiz,2점
9.8금,두산 베어스,3점
9.8금,LG 트윈스,10점
9.8금,키움 히어로즈,9점
9.8금,SK 와이번스,2점
9.8금,NC 다이노스,4점
9.8금,삼성 라이온즈,5점
9.8금,롯데 자이언츠,6점
9.9토,롯데 자이언츠,2점
9.9토,kt wiz,3점
9.9토,NC 다이노스,3점
9.9토,한화 이글스,6점
9.9토,두산 베어스,3점
9.9토,LG 트윈스,4점
9.9토,삼성 라이온즈,5점
9.9토,KIA 타이거즈,6점
9.9토,키움 히어로즈,1점
9.9토,SK 와이번스,2점
9.10일,롯데 자이언츠,7점
9.10일,kt wiz,5점
9.10일,NC 다이노스,11점
9.10일,한화 이글스,5점
9.10일,두산 베어스,5점
9.10일,LG 트윈스,1점
9.10일,삼성 라이온즈,9점
9.10일,KIA 타이거즈,6점
9.10일,키움 히어로즈,8점
9.10일,SK 와이번스,17점
9.12화,한화 이글스,6점
9.12화,삼성 라이온즈,2점
9.12화,KIA 타이거즈,6점
9.12화,SK 와이번스,2점
9.12화,kt wiz,3점
9.12화,키움 히어로즈,2점
9.12화,롯데 자이언츠,2점
9.12화,LG 트윈스,1점
9.12화,두산 베어스,14점
9.12화,NC 다이노스,13점
9.13수,한화 이글스,5점
9.13수,삼성 라이온즈,13점
9.13수,KIA 타이거즈,10점
9.13수,SK 와이번스,15점
9.13수,kt wiz,0점
9.13수,키움 히어로즈,8점
9.13수,롯데 자이언츠,1점
9.13수,LG 트윈스,3점
9.13수,두산 베어스,13점
9.13수,NC 다이노스,3점
9.14목,KIA 타이거즈,11점
9.14목,롯데 자이언츠,2점
9.14목,LG 트윈스,11점
9.14목,kt wiz,12점
9.14목,SK 와이번스,8점
9.14목,두산 베어스,6점
9.14목,삼성 라이온즈,11점
9.14목,NC 다이노스,11점
9.14목,키움 히어로즈,2점
9.14목,한화 이글스,10점
9.15금,KIA 타이거즈,3점
9.15금,롯데 자이언츠,4점
9.15금,LG 트윈스,4점
9.15금,kt wiz,5점
9.15금,SK 와이번스,5점
9.15금,두산 베어스,0점
9.15금,삼성 라이온즈,11점
9.15금,NC 다이노스,3점
9.15금,키움 히어로즈,4점
9.15금,한화 이글스,6점
9.16토,한화 이글스,3점
9.16토,LG 트윈스,1점
9.16토,kt wiz,3점
9.16토,KIA 타이거즈,17점
9.16토,두산 베어스,9점
9.16토,삼성 라이온즈,5점
9.16토,SK 와이번스,1점
9.16토,롯데 자이언츠,6점
9.16토,키움 히어로즈,14점
9.16토,NC 다이노스,15점
