day_text,team_text,score_text
10.1일,KIA 타이거즈,2점
10.1일,kt wiz,20점
10.1일,두산 베어스,6점
10.1일,한화 이글스,4점
10.1일,삼성 라이온즈,10점
10.1일,LG 트윈스,3점
10.2월,KIA 타이거즈,5점
10.2월,kt wiz,3점
10.3화,KIA 타이거즈,10점
10.3화,kt wiz,2점
10.3화,SK 와이번스,3점
10.3화,두산 베어스,2점
10.3화,LG 트윈스,2점
10.3화,롯데 자이언츠,4점
10.3화,NC 다이노스,8점
10.3화,한화 이글스,8점
10.3화,키움 히어로즈,9점
10.3화,삼성 라이온즈,10점
10.5목,SK 와이번스,5점
10.5목,NC 다이노스,10점
10.8일,NC 다이노스,9점
10.8일,롯데 자이언츠,2점
10.9월,NC 다이노스,0점
10.9월,롯데 자이언츠,1점
10.11수,롯데 자이언츠,6점
10.11수,NC 다이노스,13점
10.13금,롯데 자이언츠,7점
10.13금,NC 다이노스,1점
10.15일,NC 다이노스,9점
10.15일,롯데 자이언츠,0점
10.17화,NC 다이노스,13점
10.17화,두산 베어스,5점
10.18수,NC 다이노스,7점
10.18수,두산 베어스,17점
10.20금,두산 베어스,14점
10.20금,NC 다이노스,3점
10.21토,두산 베어스,14점
10.21토,NC 다이노스,5점
10.25수,두산 베어스,5점
10.25수,KIA 타이거즈,3점
10.26목,두산 베어스,0점
10.26목,KIA 타이거즈,1점
10.28토,KIA 타이거즈,6점
10.28토,두산 베어스,3점
10.29일,KIA 타이거즈,5점
10.29일,두산 베어스,1점
10.30월,KIA 타이거즈,7점
10.30월,두산 베어스,6점
