day,time_text,team_text,location,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,temp,rain,wind,d_wind,humidity,atmosphere,surface
5.1목,19:00,LG 트윈스,서울,8,1,2,5,1,4,패,17.8,,5.2,250,50,1003.2,16.6
5.1목,19:00,NC 다이노스,서울,12,0,1,4,1,1,승,17.8,,5.2,250,50,1003.2,16.6
5.1목,19:00,키움 히어로즈,서울,8,1,0,10,0,0,승,17.8,,5.2,250,50,1003.2,16.6
5.1목,19:00,두산 베어스,서울,8,1,2,5,1,0,패,17.8,,5.2,250,50,1003.2,16.6
5.1목,19:00,롯데 자이언츠,부산,7,0,1,8,0,0,패,18.1,,5.2,250,73,1004.1,17.5
5.1목,19:00,한화 이글스,부산,8,0,0,7,0,1,승,18.1,,5.2,250,73,1004.1,17.5
5.1목,19:00,SK 와이번스,인천,10,0,1,8,2,8,패,13.8,,2.6,250,89,1005.4,15.5
5.1목,19:00,KIA 타이거즈,인천,21,1,2,3,0,0,승,13.8,,2.6,250,89,1005.4,15.5
5.3토,17:00,롯데 자이언츠,부산,11,0,3,9,1,1,승,17.7,,5.7,200,54,1010,26
5.3토,17:00,SK 와이번스,부산,13,1,2,9,1,0,패,17.7,,5.7,200,54,1010,26
5.3토,17:00,NC 다이노스,창원,13,0,2,6,0,0,승,19.9,,3.6,160,27,1013.1,25.9
5.3토,17:00,삼성 라이온즈,창원,8,0,0,6,0,1,패,19.9,,3.6,160,27,1013.1,25.9
5.3토,17:00,두산 베어스,서울,7,1,0,5,0,0,승,18.2,,5,250,43,1007.9,22.7
5.3토,17:00,LG 트윈스,서울,7,1,0,5,0,1,패,18.2,,5,250,43,1007.9,22.7
5.3토,17:00,키움 히어로즈,서울,7,1,1,5,2,1,승,18.2,,5,250,43,1007.9,22.7
5.3토,17:00,KIA 타이거즈,서울,10,0,4,6,1,0,패,18.2,,5,250,43,1007.9,22.7
5.4일,14:00,롯데 자이언츠,부산,18,4,2,5,1,0,승,18.2,,4.7,230,57,1006.4,31.4
5.4일,14:00,SK 와이번스,부산,6,1,0,6,0,2,패,18.2,,4.7,230,57,1006.4,31.4
5.4일,14:00,NC 다이노스,창원,8,0,0,6,1,0,패,18.9,,3.7,140,29,1009.8,22.8
5.4일,14:00,삼성 라이온즈,창원,9,0,3,2,1,0,승,18.9,,3.7,140,29,1009.8,22.8
5.4일,14:00,두산 베어스,서울,2,0,0,7,0,0,패,19.9,,8.7,230,31,1002,35.1
5.4일,14:00,LG 트윈스,서울,15,0,1,5,0,1,승,19.9,,8.7,230,31,1002,35.1
5.4일,14:00,키움 히어로즈,서울,14,3,1,3,0,2,패,19.9,,8.7,230,31,1002,35.1
5.4일,14:00,KIA 타이거즈,서울,14,1,1,6,2,2,승,19.9,,8.7,230,31,1002,35.1
5.5월,14:00,롯데 자이언츠,부산,9,1,1,11,1,0,패,18.6,,3.6,340,31,1008.2,43.8
5.5월,14:00,SK 와이번스,부산,12,1,3,10,2,2,승,18.6,,3.6,340,31,1008.2,43.8
5.5월,14:00,NC 다이노스,창원,9,0,2,4,0,1,패,19,,2.7,290,16,1011.8,33.5
5.5월,14:00,삼성 라이온즈,창원,5,0,2,6,1,0,승,19,,2.7,290,16,1011.8,33.5
5.5월,14:00,두산 베어스,서울,14,0,1,5,2,1,승,14.9,,6.9,250,34,1006.2,35.4
5.5월,14:00,LG 트윈스,서울,8,0,0,4,1,0,패,14.9,,6.9,250,34,1006.2,35.4
5.5월,14:00,키움 히어로즈,서울,14,3,3,7,2,0,승,14.9,,6.9,250,34,1006.2,35.4
5.5월,14:00,KIA 타이거즈,서울,14,1,0,6,0,2,패,14.9,,6.9,250,34,1006.2,35.4
5.6화,14:00,한화 이글스,대전,10,0,2,5,2,1,패,19.2,,1.7,200,27,1010.1,37
5.6화,14:00,LG 트윈스,대전,15,0,1,7,0,2,승,19.2,,1.7,200,27,1010.1,37
5.6화,14:00,NC 다이노스,창원,13,1,3,9,2,0,승,20,,2,70,22,1013.8,36.6
5.6화,14:00,키움 히어로즈,창원,7,1,0,6,1,0,패,20,,2,70,22,1013.8,36.6
5.6화,14:00,두산 베어스,서울,16,0,0,7,1,0,패,18.3,,6.4,230,29,1007.2,39.9
5.6화,14:00,롯데 자이언츠,서울,24,2,0,4,1,1,승,18.3,,6.4,230,29,1007.2,39.9
5.6화,14:00,삼성 라이온즈,대구,14,0,2,5,0,1,승,19.7,,2.6,340,17,1011.2,44
5.6화,14:00,SK 와이번스,대구,8,1,1,8,0,1,패,19.7,,2.6,340,17,1011.2,44
5.7수,19:00,한화 이글스,대전,15,1,2,7,0,1,승,20,,2,270,37,1002,18.8
5.7수,19:00,LG 트윈스,대전,9,0,3,8,0,1,패,20,,2,270,37,1002,18.8
5.7수,19:00,NC 다이노스,창원,21,6,0,5,1,0,승,16.2,,3.1,160,47,1008.9,16.8
5.7수,19:00,키움 히어로즈,창원,6,2,0,8,0,0,패,16.2,,3.1,160,47,1008.9,16.8
5.7수,19:00,두산 베어스,서울,11,2,0,11,1,0,패,17.7,,6.5,230,48,1000.1,18.3
5.7수,19:00,롯데 자이언츠,서울,12,0,1,9,0,0,승,17.7,,6.5,230,48,1000.1,18.3
5.7수,19:00,삼성 라이온즈,대구,6,0,0,8,0,0,승,20,,1.9,200,22,1004.2,19.8
5.7수,19:00,SK 와이번스,대구,9,1,1,7,2,1,패,20,,1.9,200,22,1004.2,19.8
5.8목,19:00,한화 이글스,대전,11,1,0,5,1,0,승,15.5,,2.4,290,70,1005.5,16.4
5.8목,19:00,LG 트윈스,대전,7,0,0,5,3,0,패,15.5,,2.4,290,70,1005.5,16.4
5.8목,19:00,NC 다이노스,창원,8,0,0,9,0,0,패,21.3,,2,360,28,1005.8,18.4
5.8목,19:00,키움 히어로즈,창원,8,2,1,7,1,1,승,21.3,,2,360,28,1005.8,18.4
5.8목,19:00,두산 베어스,서울,20,6,0,1,3,1,승,15.4,,4,230,75,1002.4,14.8
5.8목,19:00,롯데 자이언츠,서울,11,0,2,8,2,1,패,15.4,,4,230,75,1002.4,14.8
5.8목,19:00,삼성 라이온즈,대구,6,2,1,7,0,0,승,20.4,,3.5,320,31,1004.3,20.1
5.8목,19:00,SK 와이번스,대구,3,0,1,11,1,0,패,20.4,,3.5,320,31,1004.3,20.1
5.9금,19:00,KIA 타이거즈,광주,9,2,0,9,0,0,승,22.3,,0.8,20,27,1008.1,21.3
5.9금,19:00,한화 이글스,광주,7,0,3,12,0,1,패,22.3,,0.8,20,27,1008.1,21.3
5.9금,19:00,LG 트윈스,서울,10,0,1,4,1,2,패,21.4,,2.8,290,39,1006.9,20.1
5.9금,19:00,키움 히어로즈,서울,9,1,2,8,0,1,승,21.4,,2.8,290,39,1006.9,20.1
5.9금,19:00,롯데 자이언츠,부산,9,1,1,9,0,0,승,16.2,,3.6,70,59,1011.8,16.2
5.9금,19:00,NC 다이노스,부산,4,0,0,12,0,2,패,16.2,,3.6,70,59,1011.8,16.2
5.9금,19:00,삼성 라이온즈,대구,17,4,0,1,0,0,승,18.6,,4.9,90,32,1011.5,20.2
5.9금,19:00,두산 베어스,대구,9,0,0,4,1,0,패,18.6,,4.9,90,32,1011.5,20.2
5.10토,17:00,KIA 타이거즈,광주,18,2,2,5,1,0,승,24.3,,5.2,180,26,1009.1,31.9
5.10토,17:00,한화 이글스,광주,9,1,0,3,0,0,패,24.3,,5.2,180,26,1009.1,31.9
