day_text.1,time_text,team_text,location,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,temp,rain,wind,d_wind,humidity,atmosphere,surface
4.8금,19:00,NC 다이노스,대전,9,1,3,6,2,0,승,16.7,,2.9,200,59,1006.4,14.3
4.8금,19:00,KIA 타이거즈,광주,3,0,1,7,2,4,패,19,,0.8,290,26,1006.3,14.2
4.8금,19:00,kt wiz,광주,8,0,1,3,3,1,승,19,,0.8,290,26,1006.3,14.2
4.8금,19:00,LG 트윈스,서울,4,1,0,4,1,3,패,9.5,,2,270,83,1004,11.9
4.8금,19:00,SK 와이번스,서울,8,0,0,4,0,1,승,9.5,,2,270,83,1004,11.9
4.8금,19:00,키움 히어로즈,서울,9,1,2,12,1,2,패,9.5,,2,270,83,1004,11.9
4.8금,19:00,두산 베어스,서울,8,1,2,7,0,0,승,9.5,,2,270,83,1004,11.9
4.8금,19:00,삼성 라이온즈,대구,10,3,0,8,1,0,승,21.2,,2.5,290,24,1006.5,16
4.8금,19:00,롯데 자이언츠,대구,10,1,1,9,2,2,패,21.2,,2.5,290,24,1006.5,16
4.9토,14:00,삼성 라이온즈,대구,11,1,1,9,1,0,패,23,,2.1,320,29,1005.8,26.2
4.9토,14:00,롯데 자이언츠,대구,15,1,1,6,2,1,승,23,,2.1,320,29,1005.8,26.2
4.9토,17:00,한화 이글스,대전,7,0,0,8,3,0,패,22.2,,2.2,230,44,1003.7,23.8
4.9토,17:00,NC 다이노스,대전,13,2,0,4,0,0,승,22.2,,2.2,230,44,1003.7,23.8
4.9토,17:00,KIA 타이거즈,광주,9,0,3,9,0,0,승,23.5,,3.3,250,30,1003.9,25.4
4.9토,17:00,kt wiz,광주,11,0,2,7,1,3,패,23.5,,3.3,250,30,1003.9,25.4
4.9토,17:00,LG 트윈스,서울,8,1,0,5,3,0,패,13.8,,2.5,320,77,1001.7,15.2
4.9토,17:00,SK 와이번스,서울,5,3,0,7,1,1,승,13.8,,2.5,320,77,1001.7,15.2
4.9토,17:00,키움 히어로즈,서울,16,0,2,9,1,1,무,13.8,,2.5,320,77,1001.7,15.2
4.9토,17:00,두산 베어스,서울,13,2,0,11,2,0,무,13.8,,2.5,320,77,1001.7,15.2
4.10일,14:00,한화 이글스,대전,6,0,0,12,0,1,승,23.7,,2.9,200,36,1001.8,34.3
4.10일,14:00,NC 다이노스,대전,2,0,2,9,0,0,패,23.7,,2.9,200,36,1001.8,34.3
4.10일,14:00,KIA 타이거즈,광주,14,1,0,6,2,3,패,23.9,,1.7,250,36,1002.5,33.9
4.10일,14:00,kt wiz,광주,11,2,1,10,1,0,승,23.9,,1.7,250,36,1002.5,33.9
4.10일,14:00,삼성 라이온즈,대구,6,0,1,9,1,1,패,17.4,,7.5,110,53,1005.1,25.9
4.10일,14:00,롯데 자이언츠,대구,11,1,2,6,1,0,승,17.4,,7.5,110,53,1005.1,25.9
4.10일,14:00,키움 히어로즈,서울,8,0,0,10,0,0,승,20.4,,3.7,290,50,1000.2,29.6
4.10일,14:00,두산 베어스,서울,10,0,0,4,0,0,패,20.4,,3.7,290,50,1000.2,29.6
4.10일,17:00,LG 트윈스,서울,10,2,1,6,0,1,패,16,,4.2,320,64,1000.6,19
4.10일,17:00,SK 와이번스,서울,9,2,0,5,1,1,승,16,,4.2,320,64,1000.6,19
4.12화,19:00,KIA 타이거즈,광주,10,4,0,9,0,2,승,16.7,,4.3,180,61,1004,18
4.12화,19:00,SK 와이번스,광주,7,2,3,11,0,0,패,16.7,,4.3,180,61,1004,18
4.12화,19:00,kt wiz,수원,7,2,1,6,0,1,패,15.1,,3,290,41,1007.7,12.8
4.12화,19:00,키움 히어로즈,수원,11,1,0,5,0,0,승,15.1,,3,290,41,1007.7,12.8
4.12화,19:00,롯데 자이언츠,부산,16,1,0,10,0,0,패,13.5,,0,0,65,1005.9,14.5
4.12화,19:00,LG 트윈스,부산,17,0,1,10,1,1,승,13.5,,0,0,65,1005.9,14.5
4.12화,19:00,NC 다이노스,창원,10,3,0,4,0,2,패,12.5,,1.5,160,67,1009.7,12
4.12화,19:00,삼성 라이온즈,창원,18,2,0,8,1,1,승,12.5,,1.5,160,67,1009.7,12
4.12화,19:00,두산 베어스,서울,9,2,0,7,1,2,승,15.4,,3.1,320,34,1001.3,14
4.12화,19:00,한화 이글스,서울,9,0,0,7,3,0,패,15.4,,3.1,320,34,1001.3,14
4.13수,19:00,KIA 타이거즈,광주,6,0,0,10,2,0,패,18.3,,0.6,290,87,996.8,17.1
4.13수,19:00,SK 와이번스,광주,7,1,2,8,1,1,승,18.3,,0.6,290,87,996.8,17.1
4.13수,19:00,kt wiz,수원,13,1,2,11,0,2,승,17.2,,2.9,290,73,1001.4,14.6
4.13수,19:00,키움 히어로즈,수원,13,1,4,10,0,0,패,17.2,,2.9,290,73,1001.4,14.6
4.13수,19:00,롯데 자이언츠,부산,8,1,0,8,3,0,패,14.7,0.5,1.7,70,99,998,14.6
4.13수,19:00,LG 트윈스,부산,9,1,1,11,0,1,승,14.7,0.5,1.7,70,99,998,14.6
4.13수,19:00,NC 다이노스,창원,10,0,1,5,1,0,승,14.4,,0.1,0,95,1001.9,14.6
4.13수,19:00,삼성 라이온즈,창원,5,0,1,6,1,0,패,14.4,,0.1,0,95,1001.9,14.6
4.13수,19:00,두산 베어스,서울,15,1,0,6,0,0,승,17.9,,3.4,320,69,995.1,16.5
4.13수,19:00,한화 이글스,서울,15,0,1,12,1,2,패,17.9,,3.4,320,69,995.1,16.5
4.14목,19:00,KIA 타이거즈,광주,10,1,0,11,0,0,패,18,,1.8,20,48,1005.5,15.7
4.14목,19:00,SK 와이번스,광주,14,0,1,8,1,0,승,18,,1.8,20,48,1005.5,15.7
4.14목,19:00,kt wiz,수원,10,2,1,7,0,2,승,12,,2.4,290,84,1010.6,11.5
4.14목,19:00,키움 히어로즈,수원,7,2,1,9,2,1,패,12,,2.4,290,84,1010.6,11.5
4.14목,19:00,롯데 자이언츠,부산,15,1,0,8,0,1,승,16.6,,3.3,230,83,1002.7,15.6
4.14목,19:00,LG 트윈스,부산,8,0,0,10,0,1,패,16.6,,3.3,230,83,1002.7,15.6
4.14목,19:00,NC 다이노스,창원,8,2,2,16,1,2,패,21.5,,1.1,230,32,1006.5,15
4.14목,19:00,삼성 라이온즈,창원,11,0,3,4,2,0,승,21.5,,1.1,230,32,1006.5,15
4.14목,19:00,두산 베어스,서울,14,4,0,7,1,1,승,14.3,,2.7,290,65,1004.1,14.1
4.14목,19:00,한화 이글스,서울,5,0,0,10,2,2,패,14.3,,2.7,290,65,1004.1,14.1
4.15금,19:00,LG 트윈스,서울,19,4,2,7,2,1,승,16.6,,3.6,320,32,1007.9,14.3
4.15금,19:00,한화 이글스,서울,9,0,0,4,4,3,패,16.6,,3.6,320,32,1007.9,14.3
4.15금,19:00,키움 히어로즈,서울,10,0,1,6,0,4,패,16.6,,3.6,320,32,1007.9,14.3
4.15금,19:00,KIA 타이거즈,서울,13,1,3,4,2,1,승,16.6,,3.6,320,32,1007.9,14.3
4.15금,19:00,롯데 자이언츠,부산,4,0,0,13,0,1,패,13.4,,2.5,110,68,1011.9,13.2
4.15금,19:00,NC 다이노스,부산,9,0,2,10,1,1,승,13.4,,2.5,110,68,1011.9,13.2
4.15금,19:00,SK 와이번스,인천,9,2,1,9,2,0,승,14.5,,1.3,270,57,1009.8,12.7
4.15금,19:00,kt wiz,인천,7,0,0,8,1,2,패,14.5,,1.3,270,57,1009.8,12.7
4.15금,19:00,삼성 라이온즈,대구,6,0,0,5,1,2,패,18,,2.9,140,45,1012,17.6
4.15금,19:00,두산 베어스,대구,11,0,0,5,1,3,승,18,,2.9,140,45,1012,17.6
4.17일,14:00,롯데 자이언츠,부산,12,2,1,7,1,0,승,20.1,,8.7,270,32,998.4,28.3
4.17일,14:00,NC 다이노스,부산,13,1,0,5,2,1,패,20.1,,8.7,270,32,998.4,28.3
4.17일,14:00,SK 와이번스,인천,11,1,0,7,2,4,승,11.3,,9.9,270,84,1000.2,21.9
4.17일,14:00,kt wiz,인천,9,0,1,8,1,1,패,11.3,,9.9,270,84,1000.2,21.9
4.17일,14:00,삼성 라이온즈,대구,3,0,1,5,1,1,패,18.9,,8.1,270,30,1000.4,27.4
4.17일,14:00,두산 베어스,대구,12,0,2,7,2,0,승,18.9,,8.1,270,30,1000.4,27.4
4.17일,14:00,키움 히어로즈,서울,9,0,0,3,3,0,승,13.3,,5.6,270,57,997.4,23.9
4.17일,14:00,KIA 타이거즈,서울,11,1,0,5,0,0,패,13.3,,5.6,270,57,997.4,23.9
4.17일,17:00,LG 트윈스,서울,10,2,1,11,0,3,승,13.3,,6.4,270,39,998.5,13.9
4.17일,17:00,한화 이글스,서울,7,0,1,11,2,0,패,13.3,,6.4,270,39,998.5,13.9
4.19화,19:00,한화 이글스,대전,8,1,0,11,0,1,패,16.9,,1,270,41,1014,15
4.19화,19:00,롯데 자이언츠,대전,5,0,0,8,0,0,승,16.9,,1,270,41,1014,15
4.19화,19:00,NC 다이노스,창원,12,1,0,6,0,1,승,14.6,,2.1,160,42,1018.9,12.1
4.19화,19:00,LG 트윈스,창원,1,0,0,8,0,1,패,14.6,,2.1,160,42,1018.9,12.1
4.19화,19:00,두산 베어스,서울,7,0,0,7,1,1,승,13.6,,3.1,340,54,1012.4,14
4.19화,19:00,kt wiz,서울,10,1,0,4,3,1,패,13.6,,3.1,340,54,1012.4,14
4.19화,19:00,키움 히어로즈,서울,10,1,0,8,1,0,승,13.6,,3.1,340,54,1012.4,14
4.19화,19:00,SK 와이번스,서울,7,1,1,9,0,1,패,13.6,,3.1,340,54,1012.4,14
4.19화,19:00,삼성 라이온즈,대구,10,1,0,7,1,0,패,18.3,,0.9,20,25,1015.2,17.4
4.19화,19:00,KIA 타이거즈,대구,11,2,0,5,1,1,승,18.3,,0.9,20,25,1015.2,17.4
4.20수,19:00,한화 이글스,대전,10,1,0,3,1,1,패,15.6,0,0.8,340,56,1007.9,13.6
4.20수,19:00,롯데 자이언츠,대전,17,1,5,6,2,0,승,15.6,0,0.8,340,56,1007.9,13.6
4.20수,19:00,NC 다이노스,창원,11,0,0,6,3,1,패,15.1,,0.8,250,50,1013.4,14.6
4.20수,19:00,LG 트윈스,창원,6,2,0,5,0,0,승,15.1,,0.8,250,50,1013.4,14.6
4.20수,19:00,두산 베어스,서울,16,2,0,10,1,1,승,15.3,0.1,1.4,290,66,1005.9,15
4.20수,19:00,kt wiz,서울,8,2,4,13,0,1,패,15.3,0.1,1.4,290,66,1005.9,15
4.20수,19:00,키움 히어로즈,서울,8,1,0,9,2,3,패,15.3,0.1,1.4,290,66,1005.9,15
4.20수,19:00,SK 와이번스,서울,13,1,0,2,1,0,승,15.3,0.1,1.4,290,66,1005.9,15
4.20수,19:00,삼성 라이온즈,대구,9,0,0,5,1,1,승,19.3,,2.5,180,32,1010.1,18.3
4.20수,19:00,KIA 타이거즈,대구,7,0,2,6,2,1,패,19.3,,2.5,180,32,1010.1,18.3
4.21목,19:00,한화 이글스,대전,13,0,2,10,0,1,승,16.1,,0.8,230,88,996.9,15.9
4.21목,19:00,롯데 자이언츠,대전,9,0,3,9,1,1,패,16.1,,0.8,230,88,996.9,15.9
4.21목,19:00,NC 다이노스,창원,14,0,0,6,0,0,승,16.6,,1.7,360,82,999.4,15.7
4.21목,19:00,LG 트윈스,창원,12,3,0,11,0,2,패,16.6,,1.7,360,82,999.4,15.7
4.21목,19:00,두산 베어스,서울,9,1,0,7,1,0,패,15.9,,3.2,320,80,994.7,16
4.21목,19:00,kt wiz,서울,14,2,1,3,1,0,승,15.9,,3.2,320,80,994.7,16
4.21목,19:00,키움 히어로즈,서울,6,1,1,11,0,2,패,15.9,,3.2,320,80,994.7,16
4.21목,19:00,SK 와이번스,서울,6,1,2,5,0,1,승,15.9,,3.2,320,80,994.7,16
4.21목,19:00,삼성 라이온즈,대구,15,1,0,7,1,0,승,16.3,,2.8,250,83,997.8,16.1
4.21목,19:00,KIA 타이거즈,대구,7,0,0,8,0,2,패,16.3,,2.8,250,83,997.8,16.1
4.22금,19:00,한화 이글스,대전,7,1,0,6,0,0,패,18.6,,3.1,200,80,1001.6,17.5
4.22금,19:00,두산 베어스,대전,13,1,1,4,0,0,승,18.6,,3.1,200,80,1001.6,17.5
4.22금,19:00,KIA 타이거즈,광주,10,2,0,10,0,2,패,20.3,,2.8,250,71,1002.4,18.3
4.22금,19:00,롯데 자이언츠,광주,13,0,1,3,0,0,승,20.3,,2.8,250,71,1002.4,18.3
4.22금,19:00,kt wiz,수원,16,2,0,5,1,0,승,13.5,,2.4,290,96,1006,15.1
4.22금,19:00,삼성 라이온즈,수원,9,1,0,2,1,0,패,13.5,,2.4,290,96,1006,15.1
4.22금,19:00,LG 트윈스,서울,5,1,0,6,1,1,패,11.9,,3.3,320,92,1000,13.8
4.22금,19:00,키움 히어로즈,서울,14,2,0,6,2,0,승,11.9,,3.3,320,92,1000,13.8
4.22금,19:00,NC 다이노스,창원,8,1,0,8,1,0,승,17.4,,3.2,110,71,1005,16
4.22금,19:00,SK 와이번스,창원,9,1,0,8,1,2,패,17.4,,3.2,110,71,1005,16
4.23토,17:00,한화 이글스,대전,6,1,0,9,0,0,패,21.1,,1.6,320,21,1003.8,20.4
4.23토,17:00,두산 베어스,대전,7,1,2,5,1,0,승,21.1,,1.6,320,21,1003.8,20.4
4.23토,17:00,KIA 타이거즈,광주,21,3,0,7,0,1,승,20.5,,1.4,270,43,1003.5,19.9
4.23토,17:00,롯데 자이언츠,광주,14,2,2,7,1,4,패,20.5,,1.4,270,43,1003.5,19.9
4.23토,17:00,kt wiz,수원,12,1,2,5,1,0,승,18.1,,2.8,270,22,1009,16.2
4.23토,17:00,삼성 라이온즈,수원,7,0,0,3,1,0,패,18.1,,2.8,270,22,1009,16.2
4.23토,17:00,LG 트윈스,서울,8,0,0,8,0,0,패,18.1,,3,290,21,1002.4,21
4.23토,17:00,키움 히어로즈,서울,18,2,0,11,0,2,승,18.1,,3,290,21,1002.4,21
4.23토,17:00,NC 다이노스,창원,6,1,0,7,0,3,패,17.4,,2.1,140,48,1007.6,16.9
4.23토,17:00,SK 와이번스,창원,13,0,0,7,1,0,승,17.4,,2.1,140,48,1007.6,16.9
4.24일,14:00,KIA 타이거즈,광주,15,2,3,5,0,0,승,22.9,,0.9,360,21,1004.8,36.4
4.24일,14:00,롯데 자이언츠,광주,8,3,0,10,0,1,패,22.9,,0.9,360,21,1004.8,36.4
4.24일,14:00,kt wiz,수원,6,0,0,6,1,1,패,21.5,,2,160,20,1010.4,26.5
4.24일,14:00,삼성 라이온즈,수원,10,1,0,3,0,0,승,21.5,,2,160,20,1010.4,26.5
4.24일,14:00,LG 트윈스,서울,10,1,1,8,0,0,승,22,,2.3,200,15,1004.3,44.4
4.24일,14:00,키움 히어로즈,서울,11,0,2,6,0,1,패,22,,2.3,200,15,1004.3,44.4
4.24일,14:00,NC 다이노스,창원,5,2,0,6,1,0,패,21.8,,3.7,160,30,1009.2,28.9
4.24일,14:00,SK 와이번스,창원,9,1,1,7,0,0,승,21.8,,3.7,160,30,1009.2,28.9
4.24일,17:00,한화 이글스,대전,4,1,0,9,0,5,패,23.6,,0.7,90,19,1004.8,25
4.24일,17:00,두산 베어스,대전,5,0,0,6,2,1,승,23.6,,0.7,90,19,1004.8,25
4.26화,19:00,KIA 타이거즈,광주,7,0,1,11,0,1,패,20.4,0,2.2,180,69,1004.3,20.3
4.26화,19:00,한화 이글스,광주,6,1,0,5,1,0,승,20.4,0,2.2,180,69,1004.3,20.3
4.26화,19:00,LG 트윈스,서울,7,0,2,8,0,0,승,25.3,,0.8,110,29,1001.5,21.2
4.26화,19:00,삼성 라이온즈,서울,2,0,0,7,1,0,패,25.3,,0.8,110,29,1001.5,21.2
4.26화,19:00,키움 히어로즈,서울,9,0,0,10,1,0,패,25.3,,0.8,110,29,1001.5,21.2
4.26화,19:00,NC 다이노스,서울,11,0,0,3,1,0,승,25.3,,0.8,110,29,1001.5,21.2
4.26화,19:00,롯데 자이언츠,부산,5,0,1,8,0,0,패,17.4,,3.1,70,65,1006.6,18.5
4.26화,19:00,kt wiz,부산,7,1,0,4,2,0,승,17.4,,3.1,70,65,1006.6,18.5
4.26화,19:00,SK 와이번스,인천,13,0,0,6,1,1,패,23.7,,3.9,20,40,1003.7,19.2
4.26화,19:00,두산 베어스,인천,7,1,1,6,2,1,승,23.7,,3.9,20,40,1003.7,19.2
4.27수,19:00,롯데 자이언츠,부산,10,0,0,6,0,1,승,11.3,3,4.7,50,93,995.6,11.8
4.27수,19:00,kt wiz,부산,3,0,0,6,1,0,패,11.3,3,4.7,50,93,995.6,11.8
4.27수,19:00,SK 와이번스,인천,6,1,1,8,0,0,승,19.7,,4.3,90,36,998.9,15.8
4.27수,19:00,두산 베어스,인천,9,0,0,5,1,1,패,19.7,,4.3,90,36,998.9,15.8
4.28목,19:00,KIA 타이거즈,광주,7,1,0,13,0,0,패,16.3,,1.1,340,56,1000.7,15.8
4.28목,19:00,한화 이글스,광주,9,0,2,7,0,3,승,16.3,,1.1,340,56,1000.7,15.8
4.28목,19:00,LG 트윈스,서울,11,3,0,11,0,2,패,18.9,,2,270,37,996.9,17.3
4.28목,19:00,삼성 라이온즈,서울,7,1,2,9,0,0,승,18.9,,2,270,37,996.9,17.3
4.28목,19:00,키움 히어로즈,서울,9,1,1,7,0,1,승,18.9,,2,270,37,996.9,17.3
4.28목,19:00,NC 다이노스,서울,8,0,1,11,0,1,패,18.9,,2,270,37,996.9,17.3
4.28목,19:00,롯데 자이언츠,부산,12,4,1,5,1,0,승,13.9,,1.7,90,75,1001,14.6
4.28목,19:00,kt wiz,부산,8,1,0,7,2,1,패,13.9,,1.7,90,75,1001,14.6
4.28목,19:00,SK 와이번스,인천,8,0,2,6,2,0,패,14.8,,3,230,66,998.8,14.2
4.28목,19:00,두산 베어스,인천,9,1,1,1,2,1,승,14.8,,3,230,66,998.8,14.2
4.29금,19:00,kt wiz,수원,7,0,1,5,1,2,패,16,,2.4,290,55,1008,14.9
4.29금,19:00,LG 트윈스,수원,10,1,0,8,0,0,승,16,,2.4,290,55,1008,14.9
4.29금,19:00,NC 다이노스,창원,9,2,0,8,1,0,승,15.7,,2.9,180,63,1008.5,13.8
4.29금,19:00,롯데 자이언츠,창원,7,1,1,7,1,0,패,15.7,,2.9,180,63,1008.5,13.8
4.29금,19:00,두산 베어스,서울,5,0,0,5,0,3,패,17.6,,2.6,270,46,1001.3,17.6
4.29금,19:00,KIA 타이거즈,서울,7,0,0,9,0,0,승,17.6,,2.6,270,46,1001.3,17.6
4.29금,19:00,SK 와이번스,인천,10,0,0,5,0,2,승,13.1,,3.1,230,92,1003.4,14.1
4.29금,19:00,키움 히어로즈,인천,7,0,1,7,1,0,패,13.1,,3.1,230,92,1003.4,14.1
4.29금,19:00,삼성 라이온즈,대구,9,2,1,8,2,0,패,19.1,,2.4,180,38,1004.7,18.4
4.29금,19:00,한화 이글스,대구,15,3,0,6,1,0,승,19.1,,2.4,180,38,1004.7,18.4
4.30토,17:00,kt wiz,수원,9,0,0,6,0,0,승,20.8,,4.5,250,36,1007.3,18.8
4.30토,17:00,LG 트윈스,수원,5,0,0,7,0,0,패,20.8,,4.5,250,36,1007.3,18.8
4.30토,17:00,NC 다이노스,창원,11,2,0,9,0,1,승,21,,3,180,38,1007.3,23.3
4.30토,17:00,롯데 자이언츠,창원,5,0,0,12,1,0,패,21,,3,180,38,1007.3,23.3
4.30토,17:00,두산 베어스,서울,10,1,1,6,1,0,승,19.2,,4.8,270,33,1000.8,21.2
4.30토,17:00,KIA 타이거즈,서울,11,1,0,7,1,1,패,19.2,,4.8,270,33,1000.8,21.2
4.30토,17:00,SK 와이번스,인천,13,1,1,7,0,0,승,16.2,,5.3,230,58,1002.7,18.3
4.30토,17:00,키움 히어로즈,인천,5,0,1,7,1,1,패,16.2,,5.3,230,58,1002.7,18.3
4.30토,17:00,삼성 라이온즈,대구,10,2,0,3,2,1,승,26.5,,4.3,250,29,1002.4,28.3
4.30토,17:00,한화 이글스,대구,7,0,0,7,0,4,패,26.5,,4.3,250,29,1002.4,28.3
5.1일,14:00,kt wiz,수원,9,0,0,3,3,1,패,26.4,,2.5,250,23,1008.6,26.1
5.1일,14:00,LG 트윈스,수원,7,1,3,5,0,0,승,26.4,,2.5,250,23,1008.6,26.1
5.1일,14:00,NC 다이노스,창원,10,3,0,8,1,1,승,23.4,,4.2,160,43,1010.8,34.1
5.1일,14:00,롯데 자이언츠,창원,5,0,0,6,0,1,패,23.4,,4.2,160,43,1010.8,34.1
5.1일,14:00,SK 와이번스,인천,5,0,0,4,1,1,패,22.2,,4,230,39,1004.5,36.4
5.1일,14:00,키움 히어로즈,인천,14,1,1,5,0,0,승,22.2,,4,230,39,1004.5,36.4
5.1일,14:00,삼성 라이온즈,대구,11,0,2,7,1,0,패,27.5,,2.2,250,28,1006.7,37.5
5.1일,14:00,한화 이글스,대구,8,1,1,8,1,0,승,27.5,,2.2,250,28,1006.7,37.5
5.1일,17:00,두산 베어스,서울,9,1,0,2,1,1,승,24,,4.3,270,26,1002.4,28.4
5.1일,17:00,KIA 타이거즈,서울,7,1,0,3,1,2,패,24,,4.3,270,26,1002.4,28.4
5.3화,19:00,한화 이글스,대전,5,1,2,6,1,0,승,11.4,0.1,2.9,250,83,992,11.7
5.3화,19:00,SK 와이번스,대전,8,0,0,9,0,0,패,11.4,0.1,2.9,250,83,992,11.7
5.3화,19:00,롯데 자이언츠,부산,5,1,1,8,2,1,패,15.5,,11.5,250,64,992,14.4
