day_text.1,time_text,team_text,location,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,temp,rain,wind,d_wind,humidity,atmosphere,surface
5.2토,17:00,SK 와이번스,인천,6,0,1,5,1,0,패,22.4,,3.4,290,75,1002.3,26.5
5.2토,17:00,KIA 타이거즈,인천,8,2,0,4,1,1,승,22.4,,3.4,290,75,1002.3,26.5
5.3일,14:00,롯데 자이언츠,부산,7,1,3,6,0,0,승,16.3,1.5,1.5,90,100,999.1,17.9
5.3일,14:00,한화 이글스,부산,10,0,0,6,1,2,패,16.3,1.5,1.5,90,100,999.1,17.9
5.3일,14:00,NC 다이노스,창원,17,2,2,11,1,0,승,17,0.5,2.8,160,91,1002.2,19
5.3일,14:00,kt wiz,창원,6,1,0,6,0,1,패,17,0.5,2.8,160,91,1002.2,19
5.3일,14:00,키움 히어로즈,서울,9,2,1,10,3,1,승,18.9,0,2.1,50,91,996.5,21.4
5.3일,14:00,LG 트윈스,서울,3,0,0,9,0,0,패,18.9,0,2.1,50,91,996.5,21.4
5.5화,14:00,KIA 타이거즈,광주,6,0,0,5,0,0,패,21.8,,2,340,24,1003.5,31.9
5.5화,14:00,NC 다이노스,광주,11,0,2,3,0,1,승,21.8,,2,340,24,1003.5,31.9
5.5화,14:00,kt wiz,수원,15,1,1,4,1,3,패,20.1,,3.8,290,21,1007.5,29.5
5.5화,14:00,한화 이글스,수원,13,3,0,7,1,1,승,20.1,,3.8,290,21,1007.5,29.5
5.5화,14:00,LG 트윈스,서울,9,0,2,5,0,0,패,19.4,,5.7,250,16,1000.9,38.9
5.5화,14:00,두산 베어스,서울,13,1,0,4,2,2,승,19.4,,5.7,250,16,1000.9,38.9
5.5화,14:00,SK 와이번스,인천,15,2,5,7,3,0,승,16.5,,3.3,250,50,1003.5,37.2
5.5화,14:00,롯데 자이언츠,인천,8,4,0,12,0,1,패,16.5,,3.3,250,50,1003.5,37.2
5.5화,14:00,삼성 라이온즈,대구,8,0,2,4,1,0,패,23.3,,1.8,250,21,1002.7,41.1
5.5화,14:00,키움 히어로즈,대구,11,3,0,7,3,2,승,23.3,,1.8,250,21,1002.7,41.1
5.6수,19:00,KIA 타이거즈,광주,7,0,0,11,1,1,패,19.3,,3.5,250,35,1002.9,17.2
5.6수,19:00,NC 다이노스,광주,11,1,3,8,0,0,승,19.3,,3.5,250,35,1002.9,17.2
5.6수,19:00,kt wiz,수원,14,1,2,6,1,2,승,16.9,,2.3,270,29,1007.7,15.9
5.6수,19:00,한화 이글스,수원,6,2,0,12,0,1,패,16.9,,2.3,270,29,1007.7,15.9
5.6수,19:00,LG 트윈스,서울,8,0,2,6,1,0,패,18.3,,4.1,250,17,1001.1,18.9
5.6수,19:00,두산 베어스,서울,7,0,1,3,2,1,승,18.3,,4.1,250,17,1001.1,18.9
5.6수,19:00,SK 와이번스,인천,13,2,1,5,1,1,승,14.9,,2.9,290,61,1003.3,14.1
5.6수,19:00,롯데 자이언츠,인천,7,0,1,9,1,0,패,14.9,,2.9,290,61,1003.3,14.1
5.6수,19:00,삼성 라이온즈,대구,10,2,1,6,1,0,승,22.7,,2.1,270,24,1003.4,21.1
5.6수,19:00,키움 히어로즈,대구,8,0,0,9,1,0,패,22.7,,2.1,270,24,1003.4,21.1
5.7목,19:00,KIA 타이거즈,광주,4,1,1,8,0,1,승,19.3,,1.6,320,27,1005,19.8
5.7목,19:00,NC 다이노스,광주,6,0,2,10,2,2,패,19.3,,1.6,320,27,1005,19.8
5.7목,19:00,kt wiz,수원,11,0,3,7,2,0,승,16,,2.4,250,31,1009.1,16.1
5.7목,19:00,한화 이글스,수원,8,1,0,5,1,1,패,16,,2.4,250,31,1009.1,16.1
5.7목,19:00,LG 트윈스,서울,9,1,2,11,1,0,승,16.3,,2.8,250,23,1002.5,18.9
5.7목,19:00,두산 베어스,서울,9,0,1,9,1,0,패,16.3,,2.8,250,23,1002.5,18.9
5.7목,19:00,SK 와이번스,인천,5,2,0,9,0,1,승,14.7,,1.5,20,80,1004.4,15
5.7목,19:00,롯데 자이언츠,인천,7,1,1,10,2,0,패,14.7,,1.5,20,80,1004.4,15
5.7목,19:00,삼성 라이온즈,대구,16,3,0,7,2,0,승,24.8,,1.3,200,30,1003.4,24.3
5.7목,19:00,키움 히어로즈,대구,6,2,0,14,0,1,패,24.8,,1.3,200,30,1003.4,24.3
5.8금,19:00,한화 이글스,대전,13,0,1,9,1,0,승,19.1,,0.6,360,64,1003.7,18.9
5.8금,19:00,두산 베어스,대전,12,2,0,3,1,0,패,19.1,,0.6,360,64,1003.7,18.9
5.8금,19:00,KIA 타이거즈,광주,9,0,2,10,0,1,패,21,,0.7,270,42,1004.1,21
5.8금,19:00,키움 히어로즈,광주,4,4,0,10,0,0,승,21,,0.7,270,42,1004.1,21
5.8금,19:00,LG 트윈스,서울,10,2,0,7,1,0,패,18.3,,3,290,65,1001.6,20.2
5.8금,19:00,kt wiz,서울,12,0,2,5,2,0,승,18.3,,3,290,65,1001.6,20.2
5.8금,19:00,롯데 자이언츠,부산,9,1,0,4,2,1,패,19.3,,2,90,43,1003.8,20.5
5.8금,19:00,NC 다이노스,부산,8,2,1,8,1,0,승,19.3,,2,90,43,1003.8,20.5
5.8금,19:00,삼성 라이온즈,대구,3,0,1,9,0,0,패,23.6,,1.5,320,33,1004.2,22.6
5.8금,19:00,SK 와이번스,대구,5,1,2,6,1,0,승,23.6,,1.5,320,33,1004.2,22.6
5.9토,17:00,한화 이글스,대전,7,0,0,6,0,2,패,24.2,,2.7,20,44,1002.6,31.6
5.9토,17:00,두산 베어스,대전,6,1,0,8,0,1,승,24.2,,2.7,20,44,1002.6,31.6
5.9토,17:00,KIA 타이거즈,광주,9,1,1,12,0,0,패,23.3,,2.4,340,42,1002.2,32.4
5.9토,17:00,키움 히어로즈,광주,14,1,2,3,3,1,승,23.3,,2.4,340,42,1002.2,32.4
5.9토,17:00,LG 트윈스,서울,10,0,0,13,1,0,패,23,,4,250,41,1000.9,28.6
5.9토,17:00,kt wiz,서울,6,1,1,5,0,1,승,23,,4,250,41,1000.9,28.6
5.9토,17:00,롯데 자이언츠,부산,6,2,0,6,2,0,패,19.3,,2.3,200,66,1002.6,28.1
5.9토,17:00,NC 다이노스,부산,11,0,1,7,0,1,승,19.3,,2.3,200,66,1002.6,28.1
5.9토,17:00,삼성 라이온즈,대구,6,0,1,6,0,0,승,26.2,,1.8,360,30,1002.6,39
5.9토,17:00,SK 와이번스,대구,3,1,0,7,1,1,패,26.2,,1.8,360,30,1002.6,39
5.10일,14:00,한화 이글스,대전,7,0,0,5,2,0,패,25.4,,1.1,160,38,1008.2,38.8
5.10일,14:00,두산 베어스,대전,11,1,1,6,0,0,승,25.4,,1.1,160,38,1008.2,38.8
5.10일,14:00,KIA 타이거즈,광주,15,2,3,8,0,1,승,25.6,,1.3,360,33,1008.1,44.6
5.10일,14:00,키움 히어로즈,광주,9,3,1,10,0,3,패,25.6,,1.3,360,33,1008.1,44.6
5.10일,14:00,롯데 자이언츠,부산,11,1,0,9,2,0,패,18.6,,4.5,110,65,1010.1,36.4
5.10일,14:00,NC 다이노스,부산,11,0,5,7,1,0,승,18.6,,4.5,110,65,1010.1,36.4
5.10일,14:00,삼성 라이온즈,대구,7,2,2,6,0,2,패,24.8,,1.9,340,36,1009.7,47.9
5.10일,14:00,SK 와이번스,대구,11,1,0,11,0,0,승,24.8,,1.9,340,36,1009.7,47.9
5.10일,17:00,LG 트윈스,서울,7,1,1,11,0,0,승,25.1,,3.6,290,26,1006,30.3
5.10일,17:00,kt wiz,서울,7,0,1,12,0,1,패,25.1,,3.6,290,26,1006,30.3
5.12화,19:00,한화 이글스,대전,10,1,2,11,1,0,승,16.8,,3.2,250,62,992.9,17
5.12화,19:00,삼성 라이온즈,대전,12,1,0,7,2,1,패,16.8,,3.2,250,62,992.9,17
5.12화,19:00,kt wiz,수원,1,0,0,10,1,0,패,13.4,1.3,7,250,84,995.5,14.8
5.12화,19:00,KIA 타이거즈,수원,5,0,1,7,0,1,승,13.4,1.3,7,250,84,995.5,14.8
5.12화,19:00,키움 히어로즈,서울,10,1,0,9,0,0,패,13.1,0,8.4,230,83,988.1,14.3
5.12화,19:00,롯데 자이언츠,서울,11,0,0,6,1,0,승,13.1,0,8.4,230,83,988.1,14.3
5.13수,19:00,한화 이글스,대전,8,0,0,6,2,1,패,22.1,,1.9,250,42,998.6,20.6
5.13수,19:00,삼성 라이온즈,대전,7,1,1,3,1,0,승,22.1,,1.9,250,42,998.6,20.6
5.13수,19:00,kt wiz,수원,14,1,4,7,0,1,패,20.8,,3.7,200,47,1001.6,17.3
5.13수,19:00,KIA 타이거즈,수원,12,1,2,7,2,0,승,20.8,,3.7,200,47,1001.6,17.3
5.13수,19:00,NC 다이노스,창원,7,0,0,8,0,1,패,22.2,,1.8,180,32,1004.3,18
5.13수,19:00,LG 트윈스,창원,13,1,0,10,1,1,승,22.2,,1.8,180,32,1004.3,18
5.13수,19:00,두산 베어스,서울,10,2,1,8,0,1,승,18.9,,4.2,270,55,995.1,17
5.13수,19:00,SK 와이번스,서울,8,0,1,6,1,1,패,18.9,,4.2,270,55,995.1,17
5.13수,19:00,키움 히어로즈,서울,12,2,1,11,0,2,패,18.9,,4.2,270,55,995.1,17
5.13수,19:00,롯데 자이언츠,서울,13,2,0,8,1,0,승,18.9,,4.2,270,55,995.1,17
5.14목,19:00,한화 이글스,대전,9,2,3,11,0,2,승,25.1,,2.7,200,66,998.9,24.4
5.14목,19:00,삼성 라이온즈,대전,10,3,3,11,0,1,패,25.1,,2.7,200,66,998.9,24.4
5.14목,19:00,kt wiz,수원,5,0,1,7,1,0,패,22.1,,3.5,250,70,1002.9,21.3
5.14목,19:00,KIA 타이거즈,수원,12,1,1,3,1,1,승,22.1,,3.5,250,70,1002.9,21.3
5.14목,19:00,NC 다이노스,창원,7,0,1,7,1,2,무,19.9,,3.4,200,82,1004.6,20.4
5.14목,19:00,LG 트윈스,창원,4,0,3,11,0,0,무,19.9,,3.4,200,82,1004.6,20.4
5.14목,19:00,두산 베어스,서울,9,1,0,6,2,0,패,21.6,,4.5,270,72,996.6,21.7
5.14목,19:00,SK 와이번스,서울,14,3,0,8,1,1,승,21.6,,4.5,270,72,996.6,21.7
5.14목,19:00,키움 히어로즈,서울,18,3,0,9,0,0,승,21.6,,4.5,270,72,996.6,21.7
5.14목,19:00,롯데 자이언츠,서울,10,2,2,11,2,2,패,21.6,,4.5,270,72,996.6,21.7
5.15금,19:00,롯데 자이언츠,부산,18,2,1,12,2,1,승,17,,0.1,0,91,999.9,20.1
5.15금,19:00,kt wiz,부산,16,0,5,12,0,1,패,17,,0.1,0,91,999.9,20.1
5.15금,19:00,NC 다이노스,창원,11,2,0,8,1,0,승,19.5,,2.6,160,83,1003.3,20.3
5.15금,19:00,삼성 라이온즈,창원,11,1,1,8,0,1,패,19.5,,2.6,160,83,1003.3,20.3
5.15금,19:00,SK 와이번스,인천,8,0,0,7,1,1,승,18.3,,2.8,250,98,1000.1,18.5
5.15금,19:00,LG 트윈스,인천,7,0,0,11,0,0,패,18.3,,2.8,250,98,1000.1,18.5
5.15금,19:00,키움 히어로즈,서울,9,0,4,6,2,1,승,22.2,,3.9,250,58,997.7,20
5.15금,19:00,한화 이글스,서울,5,1,0,5,0,1,패,22.2,,3.9,250,58,997.7,20
5.16토,17:00,롯데 자이언츠,부산,11,1,2,8,1,1,승,16.7,,4.9,200,83,1001.1,25.6
5.16토,17:00,kt wiz,부산,6,0,1,7,2,3,패,16.7,,4.9,200,83,1001.1,25.6
5.16토,17:00,NC 다이노스,창원,14,2,2,12,0,1,패,17.3,,5.3,140,78,1004.4,23.8
5.16토,17:00,삼성 라이온즈,창원,12,1,0,6,0,0,승,17.3,,5.3,140,78,1004.4,23.8
5.16토,17:00,두산 베어스,서울,10,1,2,6,0,0,승,23.9,,5.7,230,27,998.3,27.5
5.16토,17:00,KIA 타이거즈,서울,12,1,1,8,1,0,패,23.9,,5.7,230,27,998.3,27.5
5.16토,17:00,키움 히어로즈,서울,9,1,1,7,0,1,승,23.9,,5.7,230,27,998.3,27.5
5.16토,17:00,한화 이글스,서울,10,0,0,2,2,2,패,23.9,,5.7,230,27,998.3,27.5
5.16토,17:00,SK 와이번스,인천,15,0,1,9,0,0,승,18.3,,3.8,250,65,1000.9,26
5.16토,17:00,LG 트윈스,인천,11,0,0,12,0,1,패,18.3,,3.8,250,65,1000.9,26
5.17일,14:00,롯데 자이언츠,부산,7,1,4,8,0,3,승,19.2,,3.7,200,71,1003.5,31.2
5.17일,14:00,kt wiz,부산,7,0,2,7,1,2,패,19.2,,3.7,200,71,1003.5,31.2
5.17일,14:00,NC 다이노스,창원,8,1,0,7,0,0,승,24.5,,3.6,160,23,1006.5,28.8
5.17일,14:00,삼성 라이온즈,창원,3,0,0,8,1,2,패,24.5,,3.6,160,23,1006.5,28.8
5.17일,14:00,두산 베어스,서울,8,3,0,10,1,1,패,24,,3.4,230,19,1000.7,37.2
5.17일,14:00,KIA 타이거즈,서울,10,0,0,6,0,1,승,24,,3.4,230,19,1000.7,37.2
5.17일,14:00,SK 와이번스,인천,10,0,1,7,1,0,패,21.7,,2.6,270,42,1003,31.9
5.17일,14:00,LG 트윈스,인천,9,1,0,14,0,0,승,21.7,,2.6,270,42,1003,31.9
5.17일,17:00,키움 히어로즈,서울,7,1,2,7,0,1,패,24.4,,3.4,270,17,999.1,27.3
5.17일,17:00,한화 이글스,서울,13,1,0,6,0,1,승,24.4,,3.4,270,17,999.1,27.3
5.19화,19:00,한화 이글스,대전,8,2,1,12,0,5,패,21.5,,2.3,320,67,997.5,24
5.19화,19:00,SK 와이번스,대전,10,0,5,3,1,0,승,21.5,,2.3,320,67,997.5,24
5.19화,19:00,KIA 타이거즈,광주,5,2,1,10,1,3,패,23.5,,3.6,270,51,997.6,22.8
5.19화,19:00,롯데 자이언츠,광주,11,1,2,8,2,0,승,23.5,,3.6,270,51,997.6,22.8
5.19화,19:00,kt wiz,수원,13,0,1,4,1,0,승,15.3,0.1,0,0,97,1002.2,16.9
5.19화,19:00,NC 다이노스,수원,6,0,1,9,1,0,패,15.3,0.1,0,0,97,1002.2,16.9
5.19화,19:00,LG 트윈스,서울,12,2,0,7,2,1,패,14.7,,3.6,250,92,995.6,15.8
5.19화,19:00,키움 히어로즈,서울,17,1,0,9,2,1,승,14.7,,3.6,250,92,995.6,15.8
5.20수,19:00,한화 이글스,대전,9,0,1,10,0,1,패,18.4,,2.7,290,46,1001.3,23.2
5.20수,19:00,SK 와이번스,대전,8,2,1,4,0,2,승,18.4,,2.7,290,46,1001.3,23.2
5.20수,19:00,KIA 타이거즈,광주,12,1,0,6,0,0,승,16.4,,2.9,340,41,1002.3,20.1
5.20수,19:00,롯데 자이언츠,광주,11,0,2,11,1,2,패,16.4,,2.9,340,41,1002.3,20.1
5.20수,19:00,kt wiz,수원,4,0,0,10,0,0,패,17.9,,2.7,290,55,1005.2,17.3
5.20수,19:00,NC 다이노스,수원,10,1,3,7,0,2,승,17.9,,2.7,290,55,1005.2,17.3
5.20수,19:00,LG 트윈스,서울,7,2,0,8,1,2,패,19.5,,3.6,230,45,998.3,20.2
5.20수,19:00,키움 히어로즈,서울,14,2,0,10,0,1,승,19.5,,3.6,230,45,998.3,20.2
5.20수,19:00,삼성 라이온즈,대구,24,4,1,6,1,0,승,19.2,,4.8,140,46,1000.4,22.4
5.20수,19:00,두산 베어스,대구,11,2,0,5,0,1,패,19.2,,4.8,140,46,1000.4,22.4
5.21목,19:00,한화 이글스,대전,10,2,0,7,0,0,승,22.7,,3,290,28,1005.8,25.4
5.21목,19:00,SK 와이번스,대전,4,0,1,9,1,3,패,22.7,,3,290,28,1005.8,25.4
5.21목,19:00,KIA 타이거즈,광주,9,1,1,6,0,0,패,22.5,,1.3,20,28,1006.2,24.7
5.21목,19:00,롯데 자이언츠,광주,8,1,0,6,0,1,승,22.5,,1.3,20,28,1006.2,24.7
5.21목,19:00,kt wiz,수원,9,0,2,8,0,1,패,19.1,,2,290,49,1009.6,18.3
5.21목,19:00,NC 다이노스,수원,8,2,1,7,0,0,승,19.1,,2,290,49,1009.6,18.3
5.21목,19:00,LG 트윈스,서울,10,2,2,9,1,0,승,19.6,,5,230,45,1002.7,22.1
5.21목,19:00,키움 히어로즈,서울,8,1,0,10,1,1,패,19.6,,5,230,45,1002.7,22.1
5.21목,19:00,삼성 라이온즈,대구,9,1,2,3,1,1,승,25.7,,3.5,290,26,1005.7,25.5
5.21목,19:00,두산 베어스,대구,5,0,0,7,1,1,패,25.7,,3.5,290,26,1005.7,25.5
5.22금,19:00,한화 이글스,대전,11,2,0,6,0,0,승,23.7,,2.3,290,34,1004.5,26.6
5.22금,19:00,kt wiz,대전,11,0,1,8,0,1,패,23.7,,2.3,290,34,1004.5,26.6
5.22금,19:00,LG 트윈스,서울,21,3,1,5,1,1,승,22.6,,3.9,250,32,1002.2,24.2
5.22금,19:00,롯데 자이언츠,서울,16,1,0,11,0,3,패,22.6,,3.9,250,32,1002.2,24.2
5.22금,19:00,NC 다이노스,창원,12,3,3,7,0,0,승,21,,2.3,140,46,1008.4,20.1
5.22금,19:00,키움 히어로즈,창원,2,0,0,9,0,0,패,21,,2.3,140,46,1008.4,20.1
5.22금,19:00,SK 와이번스,인천,7,1,1,3,0,0,패,18.1,,1.9,250,71,1004.2,18.4
5.22금,19:00,두산 베어스,인천,6,0,2,6,0,0,승,18.1,,1.9,250,71,1004.2,18.4
5.22금,19:00,삼성 라이온즈,대구,15,1,2,3,1,0,승,26.9,,3.2,270,24,1004.5,26.2
5.22금,19:00,KIA 타이거즈,대구,8,0,0,11,2,1,패,26.9,,3.2,270,24,1004.5,26.2
5.23토,17:00,한화 이글스,대전,11,0,2,5,2,1,승,28.1,,2,340,28,1000.4,36.7
5.23토,17:00,kt wiz,대전,9,0,2,4,0,0,패,28.1,,2,340,28,1000.4,36.7
5.23토,17:00,LG 트윈스,서울,17,1,0,8,2,1,패,27.6,,3.3,230,22,998.8,32.6
5.23토,17:00,롯데 자이언츠,서울,21,7,1,9,0,2,승,27.6,,3.3,230,22,998.8,32.6
5.23토,17:00,NC 다이노스,창원,15,2,2,4,1,0,승,23,,2.3,160,49,1004.8,24.6
5.23토,17:00,키움 히어로즈,창원,9,1,1,8,1,1,패,23,,2.3,160,49,1004.8,24.6
5.23토,17:00,SK 와이번스,인천,6,0,0,5,2,2,패,24.3,,3,250,49,1001.2,33.5
5.23토,17:00,두산 베어스,인천,9,0,0,3,0,0,승,24.3,,3,250,49,1001.2,33.5
5.23토,17:00,삼성 라이온즈,대구,7,0,0,10,0,0,패,27.9,,2.9,270,26,1001.1,36.3
5.23토,17:00,KIA 타이거즈,대구,5,0,0,10,1,0,승,27.9,,2.9,270,26,1001.1,36.3
5.24일,14:00,한화 이글스,대전,7,0,0,4,1,0,패,27.9,,1.7,20,24,999.5,42.3
5.24일,14:00,kt wiz,대전,14,1,0,3,2,0,승,27.9,,1.7,20,24,999.5,42.3
5.24일,14:00,LG 트윈스,서울,10,1,0,10,2,1,패,28.3,,3.7,270,20,997.5,50.6
5.24일,14:00,롯데 자이언츠,서울,15,4,1,8,3,0,승,28.3,,3.7,270,20,997.5,50.6
5.24일,14:00,NC 다이노스,창원,11,1,1,10,0,1,승,24.7,,5.2,160,36,1002.8,35.6
5.24일,14:00,키움 히어로즈,창원,14,0,0,6,1,3,패,24.7,,5.2,160,36,1002.8,35.6
5.24일,14:00,삼성 라이온즈,대구,8,0,0,2,3,1,패,29.8,,1.9,250,20,999.5,54.3
5.24일,14:00,KIA 타이거즈,대구,8,1,2,10,1,0,승,29.8,,1.9,250,20,999.5,54.3
5.24일,17:00,SK 와이번스,인천,8,0,0,8,1,1,패,22.5,,4.7,290,36,999.2,30.6
5.24일,17:00,두산 베어스,인천,11,0,2,3,1,1,승,22.5,,4.7,290,36,999.2,30.6
5.26화,19:00,KIA 타이거즈,광주,16,1,1,5,4,0,승,26.2,,1.6,270,26,1002.3,27.3
5.26화,19:00,한화 이글스,광주,7,1,0,13,0,1,패,26.2,,1.6,270,26,1002.3,27.3
5.26화,19:00,kt wiz,수원,4,0,0,12,1,1,패,21.8,,2,290,46,1006.8,21
5.26화,19:00,LG 트윈스,수원,10,1,0,7,0,0,승,21.8,,2,290,46,1006.8,21
5.26화,19:00,롯데 자이언츠,부산,12,4,2,5,0,2,승,22.2,,2.6,200,60,1001.3,25.1
5.26화,19:00,SK 와이번스,부산,9,0,1,8,0,1,패,22.2,,2.6,200,60,1001.3,25.1
5.26화,19:00,두산 베어스,서울,7,1,0,5,5,0,패,24.6,,4.4,270,31,1000.3,25
5.26화,19:00,NC 다이노스,서울,13,5,3,12,0,0,승,24.6,,4.4,270,31,1000.3,25
5.26화,19:00,키움 히어로즈,서울,7,0,0,5,1,1,패,24.6,,4.4,270,31,1000.3,25
5.26화,19:00,삼성 라이온즈,서울,10,0,0,8,1,1,승,24.6,,4.4,270,31,1000.3,25
5.27수,19:00,KIA 타이거즈,광주,7,0,1,10,1,1,패,26,,3.6,270,37,1000.6,28.4
5.27수,19:00,한화 이글스,광주,12,0,0,3,3,2,승,26,,3.6,270,37,1000.6,28.4
5.27수,19:00,kt wiz,수원,7,1,1,10,2,1,패,26.6,,2,340,19,1004.1,23.6
5.27수,19:00,LG 트윈스,수원,12,1,2,7,1,1,승,26.6,,2,340,19,1004.1,23.6
5.27수,19:00,롯데 자이언츠,부산,6,0,1,8,1,1,패,22.3,,1.7,200,63,1001.6,24.9
5.27수,19:00,SK 와이번스,부산,9,2,0,6,0,1,승,22.3,,1.7,200,63,1001.6,24.9
5.27수,19:00,두산 베어스,서울,7,0,1,10,0,2,패,26.9,,3.5,270,19,998.4,26.1
5.27수,19:00,NC 다이노스,서울,12,0,1,11,1,1,승,26.9,,3.5,270,19,998.4,26.1
5.27수,19:00,키움 히어로즈,서울,17,5,0,8,0,0,승,26.9,,3.5,270,19,998.4,26.1
5.27수,19:00,삼성 라이온즈,서울,11,0,2,9,1,0,패,26.9,,3.5,270,19,998.4,26.1
5.28목,19:00,KIA 타이거즈,광주,6,0,1,8,0,2,패,27,,3.7,180,25,999.3,27.9
5.28목,19:00,한화 이글스,광주,3,0,1,7,2,0,승,27,,3.7,180,25,999.3,27.9
5.28목,19:00,kt wiz,수원,11,0,0,11,2,1,승,25.2,,2.6,290,28,1004,24.6
5.28목,19:00,LG 트윈스,수원,3,0,0,13,0,1,패,25.2,,2.6,290,28,1004,24.6
5.28목,19:00,롯데 자이언츠,부산,10,1,2,13,0,1,승,20.3,,2.1,90,71,1001.5,23.4
5.28목,19:00,SK 와이번스,부산,7,0,0,5,0,0,패,20.3,,2.1,90,71,1001.5,23.4
5.28목,19:00,두산 베어스,서울,6,0,0,5,1,0,패,26.7,,4.1,270,22,997.9,26.9
5.28목,19:00,NC 다이노스,서울,10,2,2,6,1,0,승,26.7,,4.1,270,22,997.9,26.9
5.28목,19:00,키움 히어로즈,서울,16,5,0,10,1,1,승,26.7,,4.1,270,22,997.9,26.9
5.28목,19:00,삼성 라이온즈,서울,8,2,0,3,0,0,패,26.7,,4.1,270,22,997.9,26.9
5.29금,19:00,한화 이글스,대전,3,0,0,12,1,0,패,26.2,,1.8,360,44,997.8,29.5
5.29금,19:00,롯데 자이언츠,대전,11,3,1,5,2,0,승,26.2,,1.8,360,44,997.8,29.5
5.29금,19:00,NC 다이노스,창원,9,1,0,7,2,2,패,23.1,,2.6,180,61,1001.9,25.2
5.29금,19:00,KIA 타이거즈,창원,12,1,0,5,0,0,승,23.1,,2.6,180,61,1001.9,25.2
5.29금,19:00,두산 베어스,서울,13,0,1,9,0,1,승,25.4,,4.1,270,38,995.9,27.4
5.29금,19:00,kt wiz,서울,7,0,1,9,0,2,패,25.4,,4.1,270,38,995.9,27.4
5.29금,19:00,키움 히어로즈,서울,14,2,0,7,0,0,승,25.4,,4.1,270,38,995.9,27.4
5.29금,19:00,SK 와이번스,서울,5,1,0,8,1,0,패,25.4,,4.1,270,38,995.9,27.4
5.29금,19:00,삼성 라이온즈,대구,9,3,3,8,1,0,승,28.8,,1.9,230,31,998,30.2
5.29금,19:00,LG 트윈스,대구,3,0,0,10,0,0,패,28.8,,1.9,230,31,998,30.2
5.30토,14:00,한화 이글스,대전,6,1,1,6,0,4,승,18.6,,3.2,340,78,997.7,21.5
5.30토,14:00,롯데 자이언츠,대전,8,1,3,12,0,1,패,18.6,,3.2,340,78,997.7,21.5
5.30토,14:00,삼성 라이온즈,대구,9,1,1,5,2,0,승,22.3,0,2.3,290,68,997.3,27.5
5.30토,14:00,LG 트윈스,대구,6,0,0,6,0,0,패,22.3,0,2.3,290,68,997.3,27.5
5.30토,17:00,NC 다이노스,창원,13,1,2,4,3,1,승,21.1,0,1,230,77,998.4,24.5
5.30토,17:00,KIA 타이거즈,창원,8,2,1,11,0,1,패,21.1,0,1,230,77,998.4,24.5
5.30토,17:00,두산 베어스,서울,9,0,1,6,1,0,승,22.3,,3.3,250,61,993.7,28.1
5.30토,17:00,kt wiz,서울,6,2,2,10,1,1,패,22.3,,3.3,250,61,993.7,28.1
5.30토,17:00,키움 히어로즈,서울,11,1,2,14,1,0,무,22.3,,3.3,250,61,993.7,28.1
5.30토,17:00,SK 와이번스,서울,8,1,2,18,2,0,무,22.3,,3.3,250,61,993.7,28.1
5.31일,14:00,한화 이글스,대전,6,2,0,8,0,0,패,27.6,,1.4,90,38,999.4,43.4
5.31일,14:00,롯데 자이언츠,대전,16,2,4,8,1,0,승,27.6,,1.4,90,38,999.4,43.4
5.31일,14:00,두산 베어스,서울,17,1,3,5,2,0,승,28.9,,1.9,160,23,997.7,48
5.31일,14:00,kt wiz,서울,9,2,0,8,0,1,패,28.9,,1.9,160,23,997.7,48
5.31일,14:00,키움 히어로즈,서울,10,2,1,8,1,1,승,28.9,,1.9,160,23,997.7,48
5.31일,14:00,SK 와이번스,서울,10,1,0,10,2,0,패,28.9,,1.9,160,23,997.7,48
5.31일,14:00,삼성 라이온즈,대구,9,0,0,4,1,1,승,29.7,,2.2,140,30,1000.3,55.7
5.31일,14:00,LG 트윈스,대구,5,0,1,9,0,2,패,29.7,,2.2,140,30,1000.3,55.7
5.31일,17:00,NC 다이노스,창원,11,3,3,9,0,1,승,22.6,,4.4,160,58,1003.4,29.9
5.31일,17:00,KIA 타이거즈,창원,12,2,3,11,0,1,패,22.6,,4.4,160,58,1003.4,29.9
6.2화,19:00,한화 이글스,대전,15,4,2,12,0,0,패,25.5,,1.1,230,47,997.4,28.4
6.2화,19:00,키움 히어로즈,대전,10,3,1,9,0,0,승,25.5,,1.1,230,47,997.4,28.4
6.2화,19:00,KIA 타이거즈,광주,15,1,0,5,0,1,승,22.8,,1.8,200,66,997.9,25.5
6.2화,19:00,두산 베어스,광주,5,1,0,4,2,0,패,22.8,,1.8,200,66,997.9,25.5
6.2화,19:00,LG 트윈스,서울,18,4,2,8,0,1,승,24.9,,3.7,250,35,995.5,25.3
6.2화,19:00,NC 다이노스,서울,7,1,0,5,1,0,패,24.9,,3.7,250,35,995.5,25.3
6.2화,19:00,롯데 자이언츠,부산,8,2,1,15,0,4,패,21.6,,3.3,250,79,998,23.5
6.2화,19:00,삼성 라이온즈,부산,17,1,1,5,1,0,승,21.6,,3.3,250,79,998,23.5
6.2화,19:00,SK 와이번스,인천,19,1,1,11,0,0,승,22,,2.8,290,72,997.5,22.6
6.2화,19:00,kt wiz,인천,14,0,1,12,0,1,패,22,,2.8,290,72,997.5,22.6
6.3수,19:00,한화 이글스,대전,5,1,2,10,0,1,승,24.5,,3.4,290,29,999.8,28.9
