day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,game_location,기온(°C),강수량(mm),습도(%),,,,지점명,일시,기온(°C),강수량(mm),습도(%)
,,,,,,,,,,,,,,,,인천,8.26,30.4,,83
,,,,,,,,,,,,,,,,인천,8.27,31.2,,61
,,,,,,,,,,,,,,,,인천,8.28,26.9,0.1,78
,,,,,,,,,,,,,,,,인천,8.29,26,,90
,,,,,,,,,,,,,,,,인천,8.30,20.1,3.1,98
,,,,,,,,,,,,,,,,인천,8.31,24.8,,95
,,,,,,,,,,,,,,,,인천,9.1,26.2,,86
,,,,,,,,,,,,,,,,인천,9.2,25.9,,80
,,,,,,,,,,,,,,,,인천,9.3,26.5,,75
,,,,,,,,,,,,,,,,인천,9.4,21.1,1.1,100
,,,,,,,,,,,,,,,,인천,9.5,23.9,,45
,,,,,,,,,,,,,,,,인천,9.6,24.5,,65
,,,,,,,,,,,,,,,,인천,9.7,24.4,,69
,,,,,,,,,,,,,,,,인천,9.8,20.8,,76
,,,,,,,,,,,,,,,,인천,9.9,22.6,,80
,,,,,,,,,,,,,,,,인천,9.10,24.9,,67
,,,,,,,,,,,,,,,,인천,9.11,25.2,,69
,,,,,,,,,,,,,,,,인천,9.12,22.6,,71
,,,,,,,,,,,,,,,,인천,9.13,19.7,0,100
,,,,,,,,,,,,,,,,인천,9.14,19.8,,64
,,,,,,,,,,,,,,,,인천,9.15,23.7,,59
,,,,,,,,,,,,,,,,인천,9.16,21.1,,73
,,,,,,,,,,,,,,,,인천,9.17,17.3,2.9,100
,,,,,,,,,,,,,,,,인천,9.18,21.8,,79
,,,,,,,,,,,,,,,,인천,9.19,22.2,,63
,,,,,,,,,,,,,,,,인천,9.20,22.6,,72
,,,,,,,,,,,,,,,,인천,9.21,21.6,,63
,,,,,,,,,,,,,,,,인천,9.22,22.5,,71
,,,,,,,,,,,,,,,,인천,9.23,24.3,,46
,,,,,,,,,,,,,,,,인천,9.24,23.9,,70
,,,,,,,,,,,,,,,,인천,9.25,23.7,,67
,,,,,,,,,,,,,,,,인천,9.26,22.6,,77
,,,,,,,,,,,,,,,,인천,9.27,21.4,,70
,,,,,,,,,,,,,,,,인천,9.28,19.3,,61
,,,,,,,,,,,,,,,,인천,9.29,17.3,,62
,,,,,,,,,,,,,,,,인천,9.30,18.8,,64
,,,,,,,,,,,,,,,,인천,10.1,19.9,,74
,,,,,,,,,,,,,,,,인천,10.2,21.1,,78
,,,,,,,,,,,,,,,,인천,10.3,20.9,,77
,,,,,,,,,,,,,,,,인천,10.4,19.9,,77
,,,,,,,,,,,,,,,,인천,10.5,20.1,,73
,,,,,,,,,,,,,,,,인천,10.6,20.8,,62
,,,,,,,,,,,,,,,,인천,10.7,20.7,,71
,,,,,,,,,,,,,,,,인천,10.8,20.2,,59
,,,,,,,,,,,,,,,,인천,10.9,18.9,,59
,,,,,,,,,,,,,,,,인천,10.10,17.1,,69
,,,,,,,,,,,,,,,,인천,10.11,17.5,,43
,,,,,,,,,,,,,,,,인천,10.12,17.6,,66
,,,,,,,,,,,,,,,,인천,10.13,18.9,,63
,,,,,,,,,,,,,,,,인천,10.14,18.2,,45
,,,,,,,,,,,,,,,,인천,10.15,17.4,,37
,,,,,,,,,,,,,,,,인천,10.16,18.4,,59
,,,,,,,,,,,,,,,,인천,10.17,12.5,,46
,,,,,,,,,,,,,,,,인천,10.18,13.7,,54
,,,,,,,,,,,,,,,,인천,10.19,16.4,,53
,,,,,,,,,,,,,,,,인천,10.20,18,,86
,,,,,,,,,,,,,,,,인천,10.21,19.1,,84
,,,,,,,,,,,,,,,,인천,10.22,12.1,,70
,,,,,,,,,,,,,,,,인천,10.23,12.6,,62
,,,,,,,,,,,,,,,,인천,10.24,15.5,,66
,,,,,,,,,,,,,,,,인천,10.25,16.4,,90
,,,,,,,,,,,,,,,,인천,10.26,17.7,,78
,,,,,,,,,,,,,,,,인천,10.27,16.8,12.5,100
,,,,,,,,,,,,,,,,인천,10.28,14.1,,78
,,,,,,,,,,,,,,,,인천,10.29,12,,61
,,,,,,,,,,,,,,,,인천,10.30,9.2,,59
,,,,,,,,,,,,,,,,수원,4.1,6.6,,31
,,,,,,,,,,,,,,,,수원,4.2,10.9,1,94
,,,,,,,,,,,,,,,,수원,4.3,6,,40
,,,,,,,,,,,,,,,,수원,4.4,9.2,,73
,,,,,,,,,,,,,,,,수원,4.5,7.7,,49
,,,,,,,,,,,,,,,,수원,4.6,7.5,,32
,,,,,,,,,,,,,,,,수원,4.7,10.6,,33
,,,,,,,,,,,,,,,,수원,4.8,14.7,,54
,,,,,,,,,,,,,,,,수원,4.9,20.2,,49
,,,,,,,,,,,,,,,,수원,4.10,13.7,0,86
,,,,,,,,,,,,,,,,수원,4.11,13.5,,74
,,,,,,,,,,,,,,,,수원,4.12,10.5,,37
,,,,,,,,,,,,,,,,수원,4.13,10.2,,71
,,,,,,,,,,,,,,,,수원,4.14,13.8,,58
,,,,,,,,,,,,,,,,수원,4.15,16.5,,49
,,,,,,,,,,,,,,,,수원,4.16,13.2,,65
,,,,,,,,,,,,,,,,수원,4.17,17.7,,33
,,,,,,,,,,,,,,,,수원,4.18,20.9,,32
,,,,,,,,,,,,,,,,수원,4.19,16.7,,49
,,,,,,,,,,,,,,,,수원,4.20,21.6,,44
,,,,,,,,,,,,,,,,수원,4.21,12.6,2.5,95
,,,,,,,,,,,,,,,,수원,4.22,9.3,0,95
,,,,,,,,,,,,,,,,수원,4.23,20.1,,68
,,,,,,,,,,,,,,,,수원,4.24,25.8,,45
,,,,,,,,,,,,,,,,수원,4.25,14.1,1,95
,,,,,,,,,,,,,,,,수원,4.26,14.2,,43
,,,,,,,,,,,,,,,,수원,4.27,19.5,,24
,,,,,,,,,,,,,,,,수원,4.28,20.2,,52
,,,,,,,,,,,,,,,,수원,4.29,22.3,,62
,,,,,,,,,,,,,,,,수원,4.30,27.2,,33
,,,,,,,,,,,,,,,,수원,5.1,25.8,,51
,,,,,,,,,,,,,,,,수원,5.2,25,,50
,,,,,,,,,,,,,,,,수원,5.3,24.4,,47
,,,,,,,,,,,,,,,,수원,5.4,22,,46
,,,,,,,,,,,,,,,,수원,5.5,21.2,,33
,,,,,,,,,,,,,,,,수원,5.6,21,,26
,,,,,,,,,,,,,,,,수원,5.7,21.4,,35
,,,,,,,,,,,,,,,,수원,5.8,23.5,,25
,,,,,,,,,,,,,,,,수원,5.9,22.9,,42
,,,,,,,,,,,,,,,,수원,5.10,23.3,,50
,,,,,,,,,,,,,,,,수원,5.11,18.7,,61
,,,,,,,,,,,,,,,,수원,5.12,19.1,,60
,,,,,,,,,,,,,,,,수원,5.13,23,,48
,,,,,,,,,,,,,,,,수원,5.14,16.5,0,93
,,,,,,,,,,,,,,,,수원,5.15,17.7,,58
,,,,,,,,,,,,,,,,수원,5.16,19.2,,68
,,,,,,,,,,,,,,,,수원,5.17,19.3,,50
,,,,,,,,,,,,,,,,수원,5.18,21.6,,48
,,,,,,,,,,,,,,,,수원,5.19,23.6,,34
,,,,,,,,,,,,,,,,수원,5.20,23,,45
,,,,,,,,,,,,,,,,수원,5.21,28,,30
,,,,,,,,,,,,,,,,수원,5.22,26.3,,33
,,,,,,,,,,,,,,,,수원,5.23,25.6,,32
,,,,,,,,,,,,,,,,수원,5.24,21.3,,47
,,,,,,,,,,,,,,,,수원,5.25,23.1,,54
,,,,,,,,,,,,,,,,수원,5.26,22.9,,42
,,,,,,,,,,,,,,,,수원,5.27,22.7,0,61
,,,,,,,,,,,,,,,,수원,5.28,22.3,,75
,,,,,,,,,,,,,,,,수원,5.29,24.5,,26
,,,,,,,,,,,,,,,,수원,5.30,22,,56
,,,,,,,,,,,,,,,,수원,5.31,23.7,,54
,,,,,,,,,,,,,,,,수원,6.1,23.3,,55
,,,,,,,,,,,,,,,,수원,6.2,24.9,,42
,,,,,,,,,,,,,,,,수원,6.3,27.3,,29
,,,,,,,,,,,,,,,,수원,6.4,26.8,,36
,,,,,,,,,,,,,,,,수원,6.5,24.3,,66
,,,,,,,,,,,,,,,,수원,6.6,23.6,,71
,,,,,,,,,,,,,,,,수원,6.7,25.2,,62
,,,,,,,,,,,,,,,,수원,6.8,23.1,0,67
,,,,,,,,,,,,,,,,수원,6.9,27.1,,56
,,,,,,,,,,,,,,,,수원,6.10,25.3,,62
,,,,,,,,,,,,,,,,수원,6.11,24.3,,65
,,,,,,,,,,,,,,,,수원,6.12,26.4,,51
,,,,,,,,,,,,,,,,수원,6.13,25.8,,60
,,,,,,,,,,,,,,,,수원,6.14,29.3,,44
,,,,,,,,,,,,,,,,수원,6.15,25,,61
,,,,,,,,,,,,,,,,수원,6.16,24.8,,66
,,,,,,,,,,,,,,,,수원,6.17,26.8,,45
,,,,,,,,,,,,,,,,수원,6.18,26.4,,54
,,,,,,,,,,,,,,,,수원,6.19,27.7,,56
,,,,,,,,,,,,,,,,수원,6.20,27.6,,58
,,,,,,,,,,,,,,,,수원,6.21,28.6,,57
,,,,,,,,,,,,,,,,수원,6.22,25.5,,61
,,,,,,,,,,,,,,,,수원,6.23,29.1,,55
,,,,,,,,,,,,,,,,수원,6.24,29.4,,53
,,,,,,,,,,,,,,,,수원,6.25,29.8,,45
,,,,,,,,,,,,,,,,수원,6.26,28.8,,44
,,,,,,,,,,,,,,,,수원,6.27,27.8,,53
,,,,,,,,,,,,,,,,수원,6.28,27.3,,59
,,,,,,,,,,,,,,,,수원,6.29,26.7,0,67
,,,,,,,,,,,,,,,,수원,6.30,21.8,,87
,,,,,,,,,,,,,,,,수원,7.1,24.7,,74
,,,,,,,,,,,,,,,,수원,7.2,24.5,,70
,,,,,,,,,,,,,,,,수원,7.3,26.3,,77
,,,,,,,,,,,,,,,,수원,7.4,24.7,,85
,,,,,,,,,,,,,,,,수원,7.5,22.5,3,96
,,,,,,,,,,,,,,,,수원,7.6,21.8,0,93
,,,,,,,,,,,,,,,,수원,7.7,27.6,,58
,,,,,,,,,,,,,,,,수원,7.8,27.8,,58
,,,,,,,,,,,,,,,,수원,7.9,30.3,,59
,,,,,,,,,,,,,,,,수원,7.10,26.9,0,69
,,,,,,,,,,,,,,,,수원,7.11,24,,88
,,,,,,,,,,,,,,,,수원,7.12,28,,72
,,,,,,,,,,,,,,,,수원,7.13,28,,78
,,,,,,,,,,,,,,,,수원,7.14,23.3,0,95
,,,,,,,,,,,,,,,,수원,7.15,21.3,0.5,97
,,,,,,,,,,,,,,,,수원,7.16,25.6,,73
,,,,,,,,,,,,,,,,수원,7.17,25.4,0.2,87
,,,,,,,,,,,,,,,,수원,7.18,28.7,0,76
,,,,,,,,,,,,,,,,수원,7.19,23.9,,93
,,,,,,,,,,,,,,,,수원,7.20,29.1,,65
,,,,,,,,,,,,,,,,수원,7.21,30.9,,63
,,,,,,,,,,,,,,,,수원,7.22,30.8,,65
,,,,,,,,,,,,,,,,수원,7.23,29.8,,73
,,,,,,,,,,,,,,,,수원,7.24,29.7,,73
,,,,,,,,,,,,,,,,수원,7.25,30.4,,63
,,,,,,,,,,,,,,,,수원,7.26,30.5,,58
,,,,,,,,,,,,,,,,수원,7.27,29.7,,69
,,,,,,,,,,,,,,,,수원,7.28,30.9,,65
,,,,,,,,,,,,,,,,수원,7.29,32.1,,61
,,,,,,,,,,,,,,,,수원,7.30,30.7,,69
,,,,,,,,,,,,,,,,수원,7.31,31.2,,67
,,,,,,,,,,,,,,,,수원,8.1,34.8,,56
,,,,,,,,,,,,,,,,수원,8.2,34.4,,53
,,,,,,,,,,,,,,,,수원,8.3,34.3,,50
,,,,,,,,,,,,,,,,수원,8.4,35.9,,43
,,,,,,,,,,,,,,,,수원,8.5,34.9,,51
,,,,,,,,,,,,,,,,수원,8.6,33.4,,60
,,,,,,,,,,,,,,,,수원,8.7,34,,49
,,,,,,,,,,,,,,,,수원,8.8,32.3,,55
,,,,,,,,,,,,,,,,수원,8.9,29,,73
,,,,,,,,,,,,,,,,수원,8.10,27,,73
,,,,,,,,,,,,,,,,수원,8.11,29.9,,65
,,,,,,,,,,,,,,,,수원,8.12,25.2,1,94
,,,,,,,,,,,,,,,,수원,8.13,30.4,,65
,,,,,,,,,,,,,,,,수원,8.14,28.9,,70
,,,,,,,,,,,,,,,,수원,8.15,23.8,,97
,,,,,,,,,,,,,,,,수원,8.16,28.4,,70
,,,,,,,,,,,,,,,,수원,8.17,28.8,,81
,,,,,,,,,,,,,,,,수원,8.18,28.6,,82
,,,,,,,,,,,,,,,,수원,8.19,28.7,,80
,,,,,,,,,,,,,,,,수원,8.20,25.7,3,95
,,,,,,,,,,,,,,,,수원,8.21,27.4,,86
,,,,,,,,,,,,,,,,수원,8.22,23.7,,79
,,,,,,,,,,,,,,,,수원,8.23,25.5,,73
,,,,,,,,,,,,,,,,수원,8.24,25.1,0,83
,,,,,,,,,,,,,,,,수원,8.25,29.1,,75
,,,,,,,,,,,,,,,,수원,8.26,33.1,,58
,,,,,,,,,,,,,,,,수원,8.27,31.1,,61
,,,,,,,,,,,,,,,,수원,8.28,28,,69
,,,,,,,,,,,,,,,,수원,8.29,27.3,,71
,,,,,,,,,,,,,,,,수원,8.30,19.8,4.5,89
,,,,,,,,,,,,,,,,수원,8.31,25.2,,79
,,,,,,,,,,,,,,,,수원,9.1,25.8,,78
,,,,,,,,,,,,,,,,수원,9.2,25.2,,79
,,,,,,,,,,,,,,,,수원,9.3,27.6,,66
,,,,,,,,,,,,,,,,수원,9.4,21.8,8,98
,,,,,,,,,,,,,,,,수원,9.5,24.1,,46
,,,,,,,,,,,,,,,,수원,9.6,24.7,,57
,,,,,,,,,,,,,,,,수원,9.7,25.7,,62
,,,,,,,,,,,,,,,,수원,9.8,21.8,,69
,,,,,,,,,,,,,,,,수원,9.9,22.7,,76
,,,,,,,,,,,,,,,,수원,9.10,25.4,,67
,,,,,,,,,,,,,,,,수원,9.11,26.4,,48
,,,,,,,,,,,,,,,,수원,9.12,23.6,,74
,,,,,,,,,,,,,,,,수원,9.13,18.9,1.5,96
,,,,,,,,,,,,,,,,수원,9.14,20.6,,63
,,,,,,,,,,,,,,,,수원,9.15,23.6,,63
,,,,,,,,,,,,,,,,수원,9.16,20.7,0,75
,,,,,,,,,,,,,,,,수원,9.17,17.5,3,94
,,,,,,,,,,,,,,,,수원,9.18,21.8,,72
,,,,,,,,,,,,,,,,수원,9.19,22.4,,59
,,,,,,,,,,,,,,,,수원,9.20,22.2,0,70
,,,,,,,,,,,,,,,,수원,9.21,22.3,,63
,,,,,,,,,,,,,,,,수원,9.22,22.7,,66
,,,,,,,,,,,,,,,,수원,9.23,24.5,,43
,,,,,,,,,,,,,,,,수원,9.24,24,,59
,,,,,,,,,,,,,,,,수원,9.25,24.3,,47
,,,,,,,,,,,,,,,,수원,9.26,23.4,,58
,,,,,,,,,,,,,,,,수원,9.27,20.8,,70
,,,,,,,,,,,,,,,,수원,9.28,19.2,,79
,,,,,,,,,,,,,,,,수원,9.29,17.4,,61
,,,,,,,,,,,,,,,,수원,9.30,18.4,,64
,,,,,,,,,,,,,,,,수원,10.1,20.3,,63
,,,,,,,,,,,,,,,,수원,10.2,21.3,,68
,,,,,,,,,,,,,,,,수원,10.3,21.6,,68
,,,,,,,,,,,,,,,,수원,10.4,20.3,,66
,,,,,,,,,,,,,,,,수원,10.5,20.2,,73
,,,,,,,,,,,,,,,,수원,10.6,20.4,,70
,,,,,,,,,,,,,,,,수원,10.7,21.5,,49
,,,,,,,,,,,,,,,,수원,10.8,19.9,,55
,,,,,,,,,,,,,,,,수원,10.9,19.1,,65
,,,,,,,,,,,,,,,,수원,10.10,17.6,,74
,,,,,,,,,,,,,,,,수원,10.11,16.4,,42
,,,,,,,,,,,,,,,,수원,10.12,17.7,,58
,,,,,,,,,,,,,,,,수원,10.13,19.2,,44
,,,,,,,,,,,,,,,,수원,10.14,17.7,,44
,,,,,,,,,,,,,,,,수원,10.15,17.6,,43
,,,,,,,,,,,,,,,,수원,10.16,18.9,,65
,,,,,,,,,,,,,,,,수원,10.17,12.7,,54
,,,,,,,,,,,,,,,,수원,10.18,13.7,,52
,,,,,,,,,,,,,,,,수원,10.19,16.2,,58
,,,,,,,,,,,,,,,,수원,10.20,18.5,,72
,,,,,,,,,,,,,,,,수원,10.21,19.8,,69
,,,,,,,,,,,,,,,,수원,10.22,13,,74
,,,,,,,,,,,,,,,,수원,10.23,12,,55
,,,,,,,,,,,,,,,,수원,10.24,14.9,,63
,,,,,,,,,,,,,,,,수원,10.25,16.5,,78
,,,,,,,,,,,,,,,,수원,10.26,16.5,,60
,,,,,,,,,,,,,,,,수원,10.27,15.6,0.5,99
,,,,,,,,,,,,,,,,수원,10.28,14.3,,65
,,,,,,,,,,,,,,,,수원,10.29,12.5,,63
,,,,,,,,,,,,,,,,수원,10.30,9.1,,61
,,,,,,,,,,,,,,,,대전,4.1,10.5,,23
,,,,,,,,,,,,,,,,대전,4.2,15.4,0,49
,,,,,,,,,,,,,,,,대전,4.3,5.1,,36
,,,,,,,,,,,,,,,,대전,4.4,11.2,,51
,,,,,,,,,,,,,,,,대전,4.5,10,,25
,,,,,,,,,,,,,,,,대전,4.6,9.3,,21
,,,,,,,,,,,,,,,,대전,4.7,12.8,,26
,,,,,,,,,,,,,,,,대전,4.8,17.2,,29
,,,,,,,,,,,,,,,,대전,4.9,21.2,,56
,,,,,,,,,,,,,,,,대전,4.10,14.4,,70
,,,,,,,,,,,,,,,,대전,4.11,16.4,,64
,,,,,,,,,,,,,,,,대전,4.12,13.9,,29
,,,,,,,,,,,,,,,,대전,4.13,11.6,0,67
,,,,,,,,,,,,,,,,대전,4.14,19.5,,27
,,,,,,,,,,,,,,,,대전,4.15,22.7,,24
,,,,,,,,,,,,,,,,대전,4.16,18.9,,44
,,,,,,,,,,,,,,,,대전,4.17,20.4,,18
,,,,,,,,,,,,,,,,대전,4.18,22.3,,23
,,,,,,,,,,,,,,,,대전,4.19,17.6,0,34
,,,,,,,,,,,,,,,,대전,4.20,19.5,,45
,,,,,,,,,,,,,,,,대전,4.21,13.5,0.5,86
,,,,,,,,,,,,,,,,대전,4.22,10.6,,78
,,,,,,,,,,,,,,,,대전,4.23,22.7,,51
,,,,,,,,,,,,,,,,대전,4.24,27.5,,27
,,,,,,,,,,,,,,,,대전,4.25,13.8,0.5,94
,,,,,,,,,,,,,,,,대전,4.26,17,,24
,,,,,,,,,,,,,,,,대전,4.27,21.8,,22
,,,,,,,,,,,,,,,,대전,4.28,24.7,,20
,,,,,,,,,,,,,,,,대전,4.29,20.2,,42
,,,,,,,,,,,,,,,,대전,4.30,23.7,,41
,,,,,,,,,,,,,,,,대전,5.1,22.8,,54
,,,,,,,,,,,,,,,,대전,5.2,24.5,,51
,,,,,,,,,,,,,,,,대전,5.3,23.6,,39
,,,,,,,,,,,,,,,,대전,5.4,26.7,,33
,,,,,,,,,,,,,,,,대전,5.5,24.6,,20
,,,,,,,,,,,,,,,,대전,5.6,22.5,,18
,,,,,,,,,,,,,,,,대전,5.7,25.5,,24
,,,,,,,,,,,,,,,,대전,5.8,25.9,,41
,,,,,,,,,,,,,,,,대전,5.9,26.1,,26
,,,,,,,,,,,,,,,,대전,5.10,22.7,,50
,,,,,,,,,,,,,,,,대전,5.11,18.3,,56
,,,,,,,,,,,,,,,,대전,5.12,21.7,,45
,,,,,,,,,,,,,,,,대전,5.13,22.7,,38
,,,,,,,,,,,,,,,,대전,5.14,15.7,1.5,94
,,,,,,,,,,,,,,,,대전,5.15,21.3,,52
,,,,,,,,,,,,,,,,대전,5.16,22.5,,35
,,,,,,,,,,,,,,,,대전,5.17,17.8,0,55
,,,,,,,,,,,,,,,,대전,5.18,24.2,,32
,,,,,,,,,,,,,,,,대전,5.19,23.5,,31
,,,,,,,,,,,,,,,,대전,5.20,27.2,,29
,,,,,,,,,,,,,,,,대전,5.21,26.2,,30
,,,,,,,,,,,,,,,,대전,5.22,27.8,,23
,,,,,,,,,,,,,,,,대전,5.23,27.1,,25
,,,,,,,,,,,,,,,,대전,5.24,23.8,,43
,,,,,,,,,,,,,,,,대전,5.25,26.8,,18
,,,,,,,,,,,,,,,,대전,5.26,26.2,,25
,,,,,,,,,,,,,,,,대전,5.27,26.7,,38
,,,,,,,,,,,,,,,,대전,5.28,25.8,,39
,,,,,,,,,,,,,,,,대전,5.29,27.4,,18
,,,,,,,,,,,,,,,,대전,5.30,20.2,,69
,,,,,,,,,,,,,,,,대전,5.31,26.2,,42
,,,,,,,,,,,,,,,,대전,6.1,25.6,,41
,,,,,,,,,,,,,,,,대전,6.2,21.7,,62
,,,,,,,,,,,,,,,,대전,6.3,28.8,,31
,,,,,,,,,,,,,,,,대전,6.4,27.2,,47
,,,,,,,,,,,,,,,,대전,6.5,28.7,,48
,,,,,,,,,,,,,,,,대전,6.6,25.9,,59
,,,,,,,,,,,,,,,,대전,6.7,28.1,,42
,,,,,,,,,,,,,,,,대전,6.8,20,0,92
,,,,,,,,,,,,,,,,대전,6.9,27.9,,53
,,,,,,,,,,,,,,,,대전,6.10,29.1,,50
,,,,,,,,,,,,,,,,대전,6.11,22.8,,85
,,,,,,,,,,,,,,,,대전,6.12,28.7,,50
,,,,,,,,,,,,,,,,대전,6.13,26.7,,59
,,,,,,,,,,,,,,,,대전,6.14,25.7,,56
,,,,,,,,,,,,,,,,대전,6.15,22.6,,73
,,,,,,,,,,,,,,,,대전,6.16,26.2,0,67
,,,,,,,,,,,,,,,,대전,6.17,29.3,,46
,,,,,,,,,,,,,,,,대전,6.18,27.1,,57
,,,,,,,,,,,,,,,,대전,6.19,29.6,,51
,,,,,,,,,,,,,,,,대전,6.20,28.1,,44
,,,,,,,,,,,,,,,,대전,6.21,31.2,,39
,,,,,,,,,,,,,,,,대전,6.22,29.7,,44
,,,,,,,,,,,,,,,,대전,6.23,28.4,0,60
,,,,,,,,,,,,,,,,대전,6.24,27.1,,60
,,,,,,,,,,,,,,,,대전,6.25,26,,55
,,,,,,,,,,,,,,,,대전,6.26,26,,53
,,,,,,,,,,,,,,,,대전,6.27,25,,60
,,,,,,,,,,,,,,,,대전,6.28,28.6,,52
,,,,,,,,,,,,,,,,대전,6.29,29.3,,55
,,,,,,,,,,,,,,,,대전,6.30,23.6,3,95
,,,,,,,,,,,,,,,,대전,7.1,27.3,,62
,,,,,,,,,,,,,,,,대전,7.2,28.2,,59
,,,,,,,,,,,,,,,,대전,7.3,27.7,,72
,,,,,,,,,,,,,,,,대전,7.4,28.3,,72
,,,,,,,,,,,,,,,,대전,7.5,24,0,97
,,,,,,,,,,,,,,,,대전,7.6,23.9,0,99
,,,,,,,,,,,,,,,,대전,7.7,28.6,,56
,,,,,,,,,,,,,,,,대전,7.8,30.2,,65
,,,,,,,,,,,,,,,,대전,7.9,30.4,,61
,,,,,,,,,,,,,,,,대전,7.10,26.2,0,74
,,,,,,,,,,,,,,,,대전,7.11,26.9,,83
,,,,,,,,,,,,,,,,대전,7.12,28.1,,72
,,,,,,,,,,,,,,,,대전,7.13,28,,73
,,,,,,,,,,,,,,,,대전,7.14,25.2,0.7,98
,,,,,,,,,,,,,,,,대전,7.15,24.2,,85
,,,,,,,,,,,,,,,,대전,7.16,26.2,,75
,,,,,,,,,,,,,,,,대전,7.17,24.3,,95
,,,,,,,,,,,,,,,,대전,7.18,28.8,,78
,,,,,,,,,,,,,,,,대전,7.19,26.9,,82
,,,,,,,,,,,,,,,,대전,7.20,29.9,,70
,,,,,,,,,,,,,,,,대전,7.21,31.6,,60
,,,,,,,,,,,,,,,,대전,7.22,29.5,,82
,,,,,,,,,,,,,,,,대전,7.23,31.2,,70
,,,,,,,,,,,,,,,,대전,7.24,32.6,,62
,,,,,,,,,,,,,,,,대전,7.25,31.9,,68
,,,,,,,,,,,,,,,,대전,7.26,31.7,,65
,,,,,,,,,,,,,,,,대전,7.27,32.4,,58
,,,,,,,,,,,,,,,,대전,7.28,33.3,,58
,,,,,,,,,,,,,,,,대전,7.29,32.9,,61
,,,,,,,,,,,,,,,,대전,7.30,32.8,,62
,,,,,,,,,,,,,,,,대전,7.31,33.6,,58
,,,,,,,,,,,,,,,,대전,8.1,34.2,,51
,,,,,,,,,,,,,,,,대전,8.2,33.3,,60
,,,,,,,,,,,,,,,,대전,8.3,33.7,,57
,,,,,,,,,,,,,,,,대전,8.4,34.1,,53
,,,,,,,,,,,,,,,,대전,8.5,35.6,,46
,,,,,,,,,,,,,,,,대전,8.6,35.5,,48
,,,,,,,,,,,,,,,,대전,8.7,33.5,,46
,,,,,,,,,,,,,,,,대전,8.8,31.7,,51
,,,,,,,,,,,,,,,,대전,8.9,29.4,,70
,,,,,,,,,,,,,,,,대전,8.10,24.2,0,91
,,,,,,,,,,,,,,,,대전,8.11,30.9,,68
,,,,,,,,,,,,,,,,대전,8.12,26.4,2.4,92
,,,,,,,,,,,,,,,,대전,8.13,26,0,94
,,,,,,,,,,,,,,,,대전,8.14,28.1,,75
,,,,,,,,,,,,,,,,대전,8.15,26.2,0.1,87
,,,,,,,,,,,,,,,,대전,8.16,26.3,,97
,,,,,,,,,,,,,,,,대전,8.17,32.3,,71
,,,,,,,,,,,,,,,,대전,8.18,29.7,,77
,,,,,,,,,,,,,,,,대전,8.19,30.5,,74
,,,,,,,,,,,,,,,,대전,8.20,26.8,,94
,,,,,,,,,,,,,,,,대전,8.21,24.5,5,97
,,,,,,,,,,,,,,,,대전,8.22,21.1,0,96
,,,,,,,,,,,,,,,,대전,8.23,22.6,0.1,90
,,,,,,,,,,,,,,,,대전,8.24,22.9,0.6,98
,,,,,,,,,,,,,,,,대전,8.25,29.4,,81
,,,,,,,,,,,,,,,,대전,8.26,30.9,,65
,,,,,,,,,,,,,,,,대전,8.27,29.3,,69
,,,,,,,,,,,,,,,,대전,8.28,27.8,,70
,,,,,,,,,,,,,,,,대전,8.29,28.2,,72
,,,,,,,,,,,,,,,,대전,8.30,19.8,2.2,99
,,,,,,,,,,,,,,,,대전,8.31,26.5,,66
,,,,,,,,,,,,,,,,대전,9.1,26.3,,76
,,,,,,,,,,,,,,,,대전,9.2,26.8,0,77
,,,,,,,,,,,,,,,,대전,9.3,27.9,,67
,,,,,,,,,,,,,,,,대전,9.4,23.1,7.8,99
,,,,,,,,,,,,,,,,대전,9.5,24.5,,63
,,,,,,,,,,,,,,,,대전,9.6,24,,54
,,,,,,,,,,,,,,,,대전,9.7,25.4,,71
,,,,,,,,,,,,,,,,대전,9.8,23.4,,69
,,,,,,,,,,,,,,,,대전,9.9,20.7,,83
,,,,,,,,,,,,,,,,대전,9.10,25.3,,61
,,,,,,,,,,,,,,,,대전,9.11,24.8,,56
,,,,,,,,,,,,,,,,대전,9.12,24.1,,80
,,,,,,,,,,,,,,,,대전,9.13,20.7,0,98
,,,,,,,,,,,,,,,,대전,9.14,19.3,0,88
,,,,,,,,,,,,,,,,대전,9.15,22.2,,73
,,,,,,,,,,,,,,,,대전,9.16,18.9,0.6,97
,,,,,,,,,,,,,,,,대전,9.17,17.7,0.7,97
,,,,,,,,,,,,,,,,대전,9.18,21.8,,71
,,,,,,,,,,,,,,,,대전,9.19,22.2,,63
,,,,,,,,,,,,,,,,대전,9.20,21.8,0,73
,,,,,,,,,,,,,,,,대전,9.21,22.2,,61
,,,,,,,,,,,,,,,,대전,9.22,22.7,,66
,,,,,,,,,,,,,,,,대전,9.23,22.4,,59
,,,,,,,,,,,,,,,,대전,9.24,23.5,,53
,,,,,,,,,,,,,,,,대전,9.25,23.3,,53
,,,,,,,,,,,,,,,,대전,9.26,21.7,,68
,,,,,,,,,,,,,,,,대전,9.27,21.6,,75
,,,,,,,,,,,,,,,,대전,9.28,19.2,0.1,79
,,,,,,,,,,,,,,,,대전,9.29,17.5,,60
,,,,,,,,,,,,,,,,대전,9.30,18.6,,67
