day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,game_location,기온(°C),강수량(mm),습도(%),,,,지점명,일시,기온(°C),강수량(mm),습도(%)
,,,,,,,,,,,,,,,,대전,10.1,20.1,,60
,,,,,,,,,,,,,,,,대전,10.2,21,,60
,,,,,,,,,,,,,,,,대전,10.3,20.8,,59
,,,,,,,,,,,,,,,,대전,10.4,21.2,,68
,,,,,,,,,,,,,,,,대전,10.5,19.2,,79
,,,,,,,,,,,,,,,,대전,10.6,20.3,,60
,,,,,,,,,,,,,,,,대전,10.7,20.6,,49
,,,,,,,,,,,,,,,,대전,10.8,19.3,,53
,,,,,,,,,,,,,,,,대전,10.9,18.7,,60
,,,,,,,,,,,,,,,,대전,10.10,18.3,,71
,,,,,,,,,,,,,,,,대전,10.11,14.4,,53
,,,,,,,,,,,,,,,,대전,10.12,17,,52
,,,,,,,,,,,,,,,,대전,10.13,18.7,,58
,,,,,,,,,,,,,,,,대전,10.14,17.7,,43
,,,,,,,,,,,,,,,,대전,10.15,16.9,,44
,,,,,,,,,,,,,,,,대전,10.16,20.6,,59
,,,,,,,,,,,,,,,,대전,10.17,12.2,,58
,,,,,,,,,,,,,,,,대전,10.18,12.7,,44
,,,,,,,,,,,,,,,,대전,10.19,16.3,,57
,,,,,,,,,,,,,,,,대전,10.20,17.6,,54
,,,,,,,,,,,,,,,,대전,10.21,20,,65
,,,,,,,,,,,,,,,,대전,10.22,12.7,0.2,88
,,,,,,,,,,,,,,,,대전,10.23,11,,54
,,,,,,,,,,,,,,,,대전,10.24,14.4,,71
,,,,,,,,,,,,,,,,대전,10.25,17.1,,70
,,,,,,,,,,,,,,,,대전,10.26,19.3,,56
,,,,,,,,,,,,,,,,대전,10.27,16.7,0,98
,,,,,,,,,,,,,,,,대전,10.28,14.9,,48
,,,,,,,,,,,,,,,,대전,10.29,13.9,,62
,,,,,,,,,,,,,,,,대전,10.30,9.1,,63
,,,,,,,,,,,,,,,,대구,4.1,12.9,,13
,,,,,,,,,,,,,,,,대구,4.2,16.5,,46
,,,,,,,,,,,,,,,,대구,4.3,6.9,,33
,,,,,,,,,,,,,,,,대구,4.4,17.1,,14
,,,,,,,,,,,,,,,,대구,4.5,13.9,,14
,,,,,,,,,,,,,,,,대구,4.6,11.6,,13
,,,,,,,,,,,,,,,,대구,4.7,14.6,,16
,,,,,,,,,,,,,,,,대구,4.8,22.4,,14
,,,,,,,,,,,,,,,,대구,4.9,23.6,,28
,,,,,,,,,,,,,,,,대구,4.10,17.2,0,50
,,,,,,,,,,,,,,,,대구,4.11,18.2,,48
,,,,,,,,,,,,,,,,대구,4.12,18,,24
,,,,,,,,,,,,,,,,대구,4.13,11.1,0.5,79
,,,,,,,,,,,,,,,,대구,4.14,22.5,,18
,,,,,,,,,,,,,,,,대구,4.15,24.8,,16
,,,,,,,,,,,,,,,,대구,4.16,18.9,,41
,,,,,,,,,,,,,,,,대구,4.17,17.9,,33
,,,,,,,,,,,,,,,,대구,4.18,18.9,,32
,,,,,,,,,,,,,,,,대구,4.19,16.4,,54
,,,,,,,,,,,,,,,,대구,4.20,15.1,,53
,,,,,,,,,,,,,,,,대구,4.21,14,1.5,89
,,,,,,,,,,,,,,,,대구,4.22,19,,38
,,,,,,,,,,,,,,,,대구,4.23,25.9,,30
,,,,,,,,,,,,,,,,대구,4.24,28,,20
,,,,,,,,,,,,,,,,대구,4.25,14,0,89
,,,,,,,,,,,,,,,,대구,4.26,18.4,,16
,,,,,,,,,,,,,,,,대구,4.27,23.3,,13
,,,,,,,,,,,,,,,,대구,4.28,26.5,,20
,,,,,,,,,,,,,,,,대구,4.29,19.8,,51
,,,,,,,,,,,,,,,,대구,4.30,20.4,,50
,,,,,,,,,,,,,,,,대구,5.1,19.4,0,79
,,,,,,,,,,,,,,,,대구,5.2,18,,89
,,,,,,,,,,,,,,,,대구,5.3,18.6,0.3,82
,,,,,,,,,,,,,,,,대구,5.4,28,,24
,,,,,,,,,,,,,,,,대구,5.5,27.5,,16
,,,,,,,,,,,,,,,,대구,5.6,24.9,,15
,,,,,,,,,,,,,,,,대구,5.7,27.5,,13
,,,,,,,,,,,,,,,,대구,5.8,18.8,6,77
,,,,,,,,,,,,,,,,대구,5.9,21,,52
,,,,,,,,,,,,,,,,대구,5.10,15.7,,60
,,,,,,,,,,,,,,,,대구,5.11,14.6,,58
,,,,,,,,,,,,,,,,대구,5.12,21.9,,32
,,,,,,,,,,,,,,,,대구,5.13,21.7,,31
,,,,,,,,,,,,,,,,대구,5.14,15.7,4,93
,,,,,,,,,,,,,,,,대구,5.15,24.2,,24
,,,,,,,,,,,,,,,,대구,5.16,25.2,,31
,,,,,,,,,,,,,,,,대구,5.17,16.9,,52
,,,,,,,,,,,,,,,,대구,5.18,25.5,,20
,,,,,,,,,,,,,,,,대구,5.19,24.7,,29
,,,,,,,,,,,,,,,,대구,5.20,26.2,,30
,,,,,,,,,,,,,,,,대구,5.21,24,,38
,,,,,,,,,,,,,,,,대구,5.22,26.3,,25
,,,,,,,,,,,,,,,,대구,5.23,29.6,,21
,,,,,,,,,,,,,,,,대구,5.24,20.6,0,80
,,,,,,,,,,,,,,,,대구,5.25,26.6,,30
,,,,,,,,,,,,,,,,대구,5.26,28,,12
,,,,,,,,,,,,,,,,대구,5.27,28.5,,24
,,,,,,,,,,,,,,,,대구,5.28,19.6,0,76
,,,,,,,,,,,,,,,,대구,5.29,24.4,,49
,,,,,,,,,,,,,,,,대구,5.30,19.6,0,83
,,,,,,,,,,,,,,,,대구,5.31,24.6,,45
,,,,,,,,,,,,,,,,대구,6.1,23.4,,52
,,,,,,,,,,,,,,,,대구,6.2,23.7,,48
,,,,,,,,,,,,,,,,대구,6.3,28.6,,30
,,,,,,,,,,,,,,,,대구,6.4,28.6,,34
,,,,,,,,,,,,,,,,대구,6.5,30.5,,28
,,,,,,,,,,,,,,,,대구,6.6,28.4,,32
,,,,,,,,,,,,,,,,대구,6.7,29,,39
,,,,,,,,,,,,,,,,대구,6.8,19.9,3.5,94
,,,,,,,,,,,,,,,,대구,6.9,25.9,,49
,,,,,,,,,,,,,,,,대구,6.10,28.5,,41
,,,,,,,,,,,,,,,,대구,6.11,27.2,,38
,,,,,,,,,,,,,,,,대구,6.12,25.1,,52
,,,,,,,,,,,,,,,,대구,6.13,23.7,,54
,,,,,,,,,,,,,,,,대구,6.14,22.5,,57
,,,,,,,,,,,,,,,,대구,6.15,20.1,0.5,89
,,,,,,,,,,,,,,,,대구,6.16,27,,50
,,,,,,,,,,,,,,,,대구,6.17,29.5,,35
,,,,,,,,,,,,,,,,대구,6.18,22.2,0.2,72
,,,,,,,,,,,,,,,,대구,6.19,26.1,,50
,,,,,,,,,,,,,,,,대구,6.20,25.4,,63
,,,,,,,,,,,,,,,,대구,6.21,26.1,,49
,,,,,,,,,,,,,,,,대구,6.22,30.4,,41
,,,,,,,,,,,,,,,,대구,6.23,26.2,,76
,,,,,,,,,,,,,,,,대구,6.24,24.4,,44
,,,,,,,,,,,,,,,,대구,6.25,23.3,,55
,,,,,,,,,,,,,,,,대구,6.26,21.8,,63
,,,,,,,,,,,,,,,,대구,6.27,20.9,,72
,,,,,,,,,,,,,,,,대구,6.28,25.4,,57
,,,,,,,,,,,,,,,,대구,6.29,28.1,,49
,,,,,,,,,,,,,,,,대구,6.30,26.8,0,85
,,,,,,,,,,,,,,,,대구,7.1,28.6,,46
,,,,,,,,,,,,,,,,대구,7.2,30.1,,38
,,,,,,,,,,,,,,,,대구,7.3,31.2,,47
,,,,,,,,,,,,,,,,대구,7.4,31.6,,48
,,,,,,,,,,,,,,,,대구,7.5,24.7,0,87
,,,,,,,,,,,,,,,,대구,7.6,28.3,,67
,,,,,,,,,,,,,,,,대구,7.7,27.5,,55
,,,,,,,,,,,,,,,,대구,7.8,31.7,,31
,,,,,,,,,,,,,,,,대구,7.9,31.7,,46
,,,,,,,,,,,,,,,,대구,7.10,27.3,,49
,,,,,,,,,,,,,,,,대구,7.11,26.3,0.5,93
,,,,,,,,,,,,,,,,대구,7.12,30.3,,52
,,,,,,,,,,,,,,,,대구,7.13,22.9,18.5,91
,,,,,,,,,,,,,,,,대구,7.14,23.8,0.5,85
,,,,,,,,,,,,,,,,대구,7.15,27.8,,76
,,,,,,,,,,,,,,,,대구,7.16,24.1,,77
,,,,,,,,,,,,,,,,대구,7.17,24.4,,83
,,,,,,,,,,,,,,,,대구,7.18,28.6,,72
,,,,,,,,,,,,,,,,대구,7.19,30.8,,62
,,,,,,,,,,,,,,,,대구,7.20,32,,49
,,,,,,,,,,,,,,,,대구,7.21,30.1,,63
,,,,,,,,,,,,,,,,대구,7.22,29.1,,68
,,,,,,,,,,,,,,,,대구,7.23,33.1,,49
,,,,,,,,,,,,,,,,대구,7.24,33.9,,45
,,,,,,,,,,,,,,,,대구,7.25,34.7,,44
,,,,,,,,,,,,,,,,대구,7.26,34.3,,45
,,,,,,,,,,,,,,,,대구,7.27,33.6,,47
,,,,,,,,,,,,,,,,대구,7.28,34.7,,39
,,,,,,,,,,,,,,,,대구,7.29,35,,42
,,,,,,,,,,,,,,,,대구,7.30,35.6,,38
,,,,,,,,,,,,,,,,대구,7.31,36.3,,31
,,,,,,,,,,,,,,,,대구,8.1,31.4,,48
,,,,,,,,,,,,,,,,대구,8.2,32.5,,47
,,,,,,,,,,,,,,,,대구,8.3,32,,51
,,,,,,,,,,,,,,,,대구,8.4,32,,49
,,,,,,,,,,,,,,,,대구,8.5,33.9,,45
,,,,,,,,,,,,,,,,대구,8.6,31.8,,47
,,,,,,,,,,,,,,,,대구,8.7,30.6,,40
,,,,,,,,,,,,,,,,대구,8.8,31.1,,43
,,,,,,,,,,,,,,,,대구,8.9,33.5,,38
,,,,,,,,,,,,,,,,대구,8.10,25.8,2.5,88
,,,,,,,,,,,,,,,,대구,8.11,32.5,,40
,,,,,,,,,,,,,,,,대구,8.12,25.9,10.5,93
,,,,,,,,,,,,,,,,대구,8.13,28.3,,77
,,,,,,,,,,,,,,,,대구,8.14,26.6,,77
,,,,,,,,,,,,,,,,대구,8.15,31.8,,55
,,,,,,,,,,,,,,,,대구,8.16,28.8,,66
,,,,,,,,,,,,,,,,대구,8.17,29.5,,73
,,,,,,,,,,,,,,,,대구,8.18,32.5,,54
,,,,,,,,,,,,,,,,대구,8.19,31.9,,55
,,,,,,,,,,,,,,,,대구,8.20,30.5,,59
,,,,,,,,,,,,,,,,대구,8.21,30.6,,57
,,,,,,,,,,,,,,,,대구,8.22,24.8,0.5,90
,,,,,,,,,,,,,,,,대구,8.23,21.3,2,91
,,,,,,,,,,,,,,,,대구,8.24,22.1,0,89
,,,,,,,,,,,,,,,,대구,8.25,31.1,,58
,,,,,,,,,,,,,,,,대구,8.26,30.5,,55
,,,,,,,,,,,,,,,,대구,8.27,28.9,,68
,,,,,,,,,,,,,,,,대구,8.28,27.1,0,71
,,,,,,,,,,,,,,,,대구,8.29,30.4,,51
,,,,,,,,,,,,,,,,대구,8.30,25.1,0,79
,,,,,,,,,,,,,,,,대구,8.31,26,,48
,,,,,,,,,,,,,,,,대구,9.1,26.8,,57
,,,,,,,,,,,,,,,,대구,9.2,28.7,,44
,,,,,,,,,,,,,,,,대구,9.3,28.1,,64
,,,,,,,,,,,,,,,,대구,9.4,28.3,,65
,,,,,,,,,,,,,,,,대구,9.5,28.4,,50
,,,,,,,,,,,,,,,,대구,9.6,26.8,,32
,,,,,,,,,,,,,,,,대구,9.7,26.5,,59
,,,,,,,,,,,,,,,,대구,9.8,26.9,,60
,,,,,,,,,,,,,,,,대구,9.9,20.7,0.5,86
,,,,,,,,,,,,,,,,대구,9.10,22,,72
,,,,,,,,,,,,,,,,대구,9.11,23.9,,48
,,,,,,,,,,,,,,,,대구,9.12,25.8,,44
,,,,,,,,,,,,,,,,대구,9.13,24.1,,71
,,,,,,,,,,,,,,,,대구,9.14,22.8,,65
,,,,,,,,,,,,,,,,대구,9.15,21.2,,72
,,,,,,,,,,,,,,,,대구,9.16,20.2,3.5,93
,,,,,,,,,,,,,,,,대구,9.17,21.7,,79
,,,,,,,,,,,,,,,,대구,9.18,24.9,,48
,,,,,,,,,,,,,,,,대구,9.19,24.8,,39
,,,,,,,,,,,,,,,,대구,9.20,24.6,,37
,,,,,,,,,,,,,,,,대구,9.21,23.4,,47
,,,,,,,,,,,,,,,,대구,9.22,23.8,,55
,,,,,,,,,,,,,,,,대구,9.23,24,,45
,,,,,,,,,,,,,,,,대구,9.24,23.1,,49
,,,,,,,,,,,,,,,,대구,9.25,22.4,,48
,,,,,,,,,,,,,,,,대구,9.26,22,,58
,,,,,,,,,,,,,,,,대구,9.27,22,,66
,,,,,,,,,,,,,,,,대구,9.28,24.1,,47
,,,,,,,,,,,,,,,,대구,9.29,20.8,,43
,,,,,,,,,,,,,,,,대구,9.30,20.6,,44
,,,,,,,,,,,,,,,,대구,10.1,21.5,,45
,,,,,,,,,,,,,,,,대구,10.2,20.8,,55
,,,,,,,,,,,,,,,,대구,10.3,20.2,,50
,,,,,,,,,,,,,,,,대구,10.4,23.1,,29
,,,,,,,,,,,,,,,,대구,10.5,20.7,,54
,,,,,,,,,,,,,,,,대구,10.6,21.2,,45
,,,,,,,,,,,,,,,,대구,10.7,19.4,,46
,,,,,,,,,,,,,,,,대구,10.8,18.9,,46
,,,,,,,,,,,,,,,,대구,10.9,19.9,,51
,,,,,,,,,,,,,,,,대구,10.10,21,,50
,,,,,,,,,,,,,,,,대구,10.11,18.3,,28
,,,,,,,,,,,,,,,,대구,10.12,19.2,,33
,,,,,,,,,,,,,,,,대구,10.13,20.9,,30
,,,,,,,,,,,,,,,,대구,10.14,21.3,,40
,,,,,,,,,,,,,,,,대구,10.15,18.2,,37
,,,,,,,,,,,,,,,,대구,10.16,19.8,,48
,,,,,,,,,,,,,,,,대구,10.17,15,,39
,,,,,,,,,,,,,,,,대구,10.18,15.5,,23
,,,,,,,,,,,,,,,,대구,10.19,17.6,,32
,,,,,,,,,,,,,,,,대구,10.20,17.6,,49
,,,,,,,,,,,,,,,,대구,10.21,21,,29
,,,,,,,,,,,,,,,,대구,10.22,16.6,5.5,87
,,,,,,,,,,,,,,,,대구,10.23,14.3,,26
,,,,,,,,,,,,,,,,대구,10.24,15.9,,48
,,,,,,,,,,,,,,,,대구,10.25,18.7,,42
,,,,,,,,,,,,,,,,대구,10.26,19.6,,48
,,,,,,,,,,,,,,,,대구,10.27,15.8,0.5,95
,,,,,,,,,,,,,,,,대구,10.28,18.6,,34
,,,,,,,,,,,,,,,,대구,10.29,16.8,,39
,,,,,,,,,,,,,,,,대구,10.30,13.6,,33
,,,,,,,,,,,,,,,,창원,4.1,10.5,,29
,,,,,,,,,,,,,,,,창원,4.2,14.6,,64
,,,,,,,,,,,,,,,,창원,4.3,7.5,,24
,,,,,,,,,,,,,,,,창원,4.4,14.7,,36
,,,,,,,,,,,,,,,,창원,4.5,14,,13
,,,,,,,,,,,,,,,,창원,4.6,12.4,,18
,,,,,,,,,,,,,,,,창원,4.7,10.5,,41
,,,,,,,,,,,,,,,,창원,4.8,16.8,,37
,,,,,,,,,,,,,,,,창원,4.9,17.2,,65
,,,,,,,,,,,,,,,,창원,4.10,15.7,0,66
,,,,,,,,,,,,,,,,창원,4.11,19.5,,55
,,,,,,,,,,,,,,,,창원,4.12,16.4,,44
,,,,,,,,,,,,,,,,창원,4.13,12.1,0,74
,,,,,,,,,,,,,,,,창원,4.14,15.5,,58
,,,,,,,,,,,,,,,,창원,4.15,18,,41
,,,,,,,,,,,,,,,,창원,4.16,17.8,,51
,,,,,,,,,,,,,,,,창원,4.17,15.2,,50
,,,,,,,,,,,,,,,,창원,4.18,15.6,,57
,,,,,,,,,,,,,,,,창원,4.19,15.1,0,63
,,,,,,,,,,,,,,,,창원,4.20,16.9,,61
,,,,,,,,,,,,,,,,창원,4.21,15.4,5.5,87
,,,,,,,,,,,,,,,,창원,4.22,17.5,,58
,,,,,,,,,,,,,,,,창원,4.23,19.4,,65
,,,,,,,,,,,,,,,,창원,4.24,21.7,,58
,,,,,,,,,,,,,,,,창원,4.25,14.5,1,90
,,,,,,,,,,,,,,,,창원,4.26,19.3,,23
,,,,,,,,,,,,,,,,창원,4.27,18.4,,30
,,,,,,,,,,,,,,,,창원,4.28,19.5,,50
,,,,,,,,,,,,,,,,창원,4.29,18,,76
,,,,,,,,,,,,,,,,창원,4.30,18.2,,66
,,,,,,,,,,,,,,,,창원,5.1,18.8,0,80
,,,,,,,,,,,,,,,,창원,5.2,19.6,,68
,,,,,,,,,,,,,,,,창원,5.3,16.7,,80
,,,,,,,,,,,,,,,,창원,5.4,19.5,,69
,,,,,,,,,,,,,,,,창원,5.5,27,,18
,,,,,,,,,,,,,,,,창원,5.6,21.7,,29
,,,,,,,,,,,,,,,,창원,5.7,23.4,,42
,,,,,,,,,,,,,,,,창원,5.8,21.1,,72
,,,,,,,,,,,,,,,,창원,5.9,18.6,,77
,,,,,,,,,,,,,,,,창원,5.10,17.2,,69
,,,,,,,,,,,,,,,,창원,5.11,15.1,,62
,,,,,,,,,,,,,,,,창원,5.12,15.2,,62
,,,,,,,,,,,,,,,,창원,5.13,17.3,,64
,,,,,,,,,,,,,,,,창원,5.14,16.8,1.5,90
,,,,,,,,,,,,,,,,창원,5.15,23.6,,26
,,,,,,,,,,,,,,,,창원,5.16,21,,63
,,,,,,,,,,,,,,,,창원,5.17,22.4,,24
,,,,,,,,,,,,,,,,창원,5.18,19.8,,41
,,,,,,,,,,,,,,,,창원,5.19,19.3,,47
,,,,,,,,,,,,,,,,창원,5.20,20.9,,62
,,,,,,,,,,,,,,,,창원,5.21,24.8,,32
,,,,,,,,,,,,,,,,창원,5.22,20.5,,59
,,,,,,,,,,,,,,,,창원,5.23,24.2,,48
,,,,,,,,,,,,,,,,창원,5.24,22.3,,61
,,,,,,,,,,,,,,,,창원,5.25,20.8,,63
,,,,,,,,,,,,,,,,창원,5.26,22.6,,26
,,,,,,,,,,,,,,,,창원,5.27,25.8,,32
,,,,,,,,,,,,,,,,창원,5.28,19.4,0,66
,,,,,,,,,,,,,,,,창원,5.29,23.2,,56
,,,,,,,,,,,,,,,,창원,5.30,20.6,,72
,,,,,,,,,,,,,,,,창원,5.31,20.3,,71
,,,,,,,,,,,,,,,,창원,6.1,20.2,,72
,,,,,,,,,,,,,,,,창원,6.2,23,,47
,,,,,,,,,,,,,,,,창원,6.3,21,,65
,,,,,,,,,,,,,,,,창원,6.4,23.1,,65
,,,,,,,,,,,,,,,,창원,6.5,23.3,,60
,,,,,,,,,,,,,,,,창원,6.6,25.2,,55
,,,,,,,,,,,,,,,,창원,6.7,24.2,,60
,,,,,,,,,,,,,,,,창원,6.8,20.2,0.5,86
,,,,,,,,,,,,,,,,창원,6.9,21.8,,73
,,,,,,,,,,,,,,,,창원,6.10,22.1,,66
,,,,,,,,,,,,,,,,창원,6.11,22,,72
,,,,,,,,,,,,,,,,창원,6.12,24.4,,63
,,,,,,,,,,,,,,,,창원,6.13,23.1,,64
,,,,,,,,,,,,,,,,창원,6.14,24.1,,57
,,,,,,,,,,,,,,,,창원,6.15,20.4,2.5,87
,,,,,,,,,,,,,,,,창원,6.16,22.3,,77
,,,,,,,,,,,,,,,,창원,6.17,24.3,,69
,,,,,,,,,,,,,,,,창원,6.18,19.6,0.5,87
,,,,,,,,,,,,,,,,창원,6.19,25.6,,51
,,,,,,,,,,,,,,,,창원,6.20,21.6,,75
,,,,,,,,,,,,,,,,창원,6.21,25.8,,60
,,,,,,,,,,,,,,,,창원,6.22,22.4,,75
,,,,,,,,,,,,,,,,창원,6.23,24.1,,46
,,,,,,,,,,,,,,,,창원,6.24,24.1,,64
,,,,,,,,,,,,,,,,창원,6.25,24.3,,50
,,,,,,,,,,,,,,,,창원,6.26,21.7,,67
,,,,,,,,,,,,,,,,창원,6.27,21.4,,72
,,,,,,,,,,,,,,,,창원,6.28,25.7,,60
,,,,,,,,,,,,,,,,창원,6.29,22.6,,82
,,,,,,,,,,,,,,,,창원,6.30,25.1,1,87
,,,,,,,,,,,,,,,,창원,7.1,25.5,,71
,,,,,,,,,,,,,,,,창원,7.2,26,,71
,,,,,,,,,,,,,,,,창원,7.3,26.2,,68
,,,,,,,,,,,,,,,,창원,7.4,27.1,,71
,,,,,,,,,,,,,,,,창원,7.5,24.3,0,88
,,,,,,,,,,,,,,,,창원,7.6,24.3,0.5,88
,,,,,,,,,,,,,,,,창원,7.7,23.4,,75
,,,,,,,,,,,,,,,,창원,7.8,23.5,,74
,,,,,,,,,,,,,,,,창원,7.9,26.5,,74
,,,,,,,,,,,,,,,,창원,7.10,24.8,,78
,,,,,,,,,,,,,,,,창원,7.11,25.5,,90
,,,,,,,,,,,,,,,,창원,7.12,26.8,,73
,,,,,,,,,,,,,,,,창원,7.13,25.5,,83
,,,,,,,,,,,,,,,,창원,7.14,22.9,8.5,90
,,,,,,,,,,,,,,,,창원,7.15,25.3,0,87
,,,,,,,,,,,,,,,,창원,7.16,24.6,,76
,,,,,,,,,,,,,,,,창원,7.17,27.2,,77
,,,,,,,,,,,,,,,,창원,7.18,27.1,0.4,79
,,,,,,,,,,,,,,,,창원,7.19,26,,85
,,,,,,,,,,,,,,,,창원,7.20,29.2,,71
,,,,,,,,,,,,,,,,창원,7.21,26,,80
,,,,,,,,,,,,,,,,창원,7.22,26.6,,79
,,,,,,,,,,,,,,,,창원,7.23,30.2,,68
,,,,,,,,,,,,,,,,창원,7.24,30.1,,68
,,,,,,,,,,,,,,,,창원,7.25,31.2,,64
,,,,,,,,,,,,,,,,창원,7.26,30.8,,64
,,,,,,,,,,,,,,,,창원,7.27,30.1,,70
,,,,,,,,,,,,,,,,창원,7.28,31.3,,65
,,,,,,,,,,,,,,,,창원,7.29,31.4,,64
,,,,,,,,,,,,,,,,창원,7.30,31.1,,63
,,,,,,,,,,,,,,,,창원,7.31,31,,53
,,,,,,,,,,,,,,,,창원,8.1,32.6,,45
,,,,,,,,,,,,,,,,창원,8.2,30.9,,54
,,,,,,,,,,,,,,,,창원,8.3,31.3,,55
,,,,,,,,,,,,,,,,창원,8.4,32.6,,44
,,,,,,,,,,,,,,,,창원,8.5,32.1,,56
,,,,,,,,,,,,,,,,창원,8.6,31.2,,63
,,,,,,,,,,,,,,,,창원,8.7,31.4,,47
,,,,,,,,,,,,,,,,창원,8.8,28.4,,64
,,,,,,,,,,,,,,,,창원,8.9,28.5,,68
,,,,,,,,,,,,,,,,창원,8.10,28,,71
,,,,,,,,,,,,,,,,창원,8.11,29.4,,68
,,,,,,,,,,,,,,,,창원,8.12,30.1,,66
,,,,,,,,,,,,,,,,창원,8.13,27.7,,85
,,,,,,,,,,,,,,,,창원,8.14,26.2,,86
,,,,,,,,,,,,,,,,창원,8.15,29.1,,76
,,,,,,,,,,,,,,,,창원,8.16,29.3,,75
,,,,,,,,,,,,,,,,창원,8.17,27.9,,85
,,,,,,,,,,,,,,,,창원,8.18,29.6,,71
,,,,,,,,,,,,,,,,창원,8.19,29.3,,73
,,,,,,,,,,,,,,,,창원,8.20,28.4,,77
,,,,,,,,,,,,,,,,창원,8.21,28.9,,69
,,,,,,,,,,,,,,,,창원,8.22,24.2,4,90
,,,,,,,,,,,,,,,,창원,8.23,22.4,5,88
,,,,,,,,,,,,,,,,창원,8.24,24.8,,83
,,,,,,,,,,,,,,,,창원,8.25,27.9,,70
,,,,,,,,,,,,,,,,창원,8.26,30.8,,57
,,,,,,,,,,,,,,,,창원,8.27,29,,57
,,,,,,,,,,,,,,,,창원,8.28,26.2,,75
,,,,,,,,,,,,,,,,창원,8.29,27.8,,76
,,,,,,,,,,,,,,,,창원,8.30,24.9,,75
,,,,,,,,,,,,,,,,창원,8.31,24.6,,65
,,,,,,,,,,,,,,,,창원,9.1,24.5,,72
,,,,,,,,,,,,,,,,창원,9.2,25.1,,74
,,,,,,,,,,,,,,,,창원,9.3,25.3,,78
,,,,,,,,,,,,,,,,창원,9.4,26.5,,74
,,,,,,,,,,,,,,,,창원,9.5,26.2,,74
,,,,,,,,,,,,,,,,창원,9.6,25.2,,51
,,,,,,,,,,,,,,,,창원,9.7,25.3,,72
,,,,,,,,,,,,,,,,창원,9.8,25.8,,77
,,,,,,,,,,,,,,,,창원,9.9,20.1,0.5,85
,,,,,,,,,,,,,,,,창원,9.10,23,,82
,,,,,,,,,,,,,,,,창원,9.11,23.5,,72
,,,,,,,,,,,,,,,,창원,9.12,23.3,,69
,,,,,,,,,,,,,,,,창원,9.13,24.8,,77
,,,,,,,,,,,,,,,,창원,9.14,22.8,,67
,,,,,,,,,,,,,,,,창원,9.15,20.7,0.5,84
,,,,,,,,,,,,,,,,창원,9.16,20.3,8,86
,,,,,,,,,,,,,,,,창원,9.17,22.5,,73
,,,,,,,,,,,,,,,,창원,9.18,22.6,,71
,,,,,,,,,,,,,,,,창원,9.19,22.5,,63
,,,,,,,,,,,,,,,,창원,9.20,22.4,,54
,,,,,,,,,,,,,,,,창원,9.21,21.9,,66
,,,,,,,,,,,,,,,,창원,9.22,21.8,,65
,,,,,,,,,,,,,,,,창원,9.23,21.3,,68
,,,,,,,,,,,,,,,,창원,9.24,22.6,,64
,,,,,,,,,,,,,,,,창원,9.25,23.3,,47
,,,,,,,,,,,,,,,,창원,9.26,23.4,,54
,,,,,,,,,,,,,,,,창원,9.27,22.3,,71
,,,,,,,,,,,,,,,,창원,9.28,22,,62
,,,,,,,,,,,,,,,,창원,9.29,20.8,,49
,,,,,,,,,,,,,,,,창원,9.30,19.9,,52
,,,,,,,,,,,,,,,,창원,10.1,20,,63
,,,,,,,,,,,,,,,,창원,10.2,19.4,,73
,,,,,,,,,,,,,,,,창원,10.3,22,,52
,,,,,,,,,,,,,,,,창원,10.4,20.3,,75
,,,,,,,,,,,,,,,,창원,10.5,20,,68
,,,,,,,,,,,,,,,,창원,10.6,20.2,,71
,,,,,,,,,,,,,,,,창원,10.7,20.4,,41
,,,,,,,,,,,,,,,,창원,10.8,18.5,,53
,,,,,,,,,,,,,,,,창원,10.9,18.7,,61
,,,,,,,,,,,,,,,,창원,10.10,20.1,,60
,,,,,,,,,,,,,,,,창원,10.11,18,,31
,,,,,,,,,,,,,,,,창원,10.12,17.5,,63
,,,,,,,,,,,,,,,,창원,10.13,18.3,,55
,,,,,,,,,,,,,,,,창원,10.14,19.4,,60
,,,,,,,,,,,,,,,,창원,10.15,17.4,,59
,,,,,,,,,,,,,,,,창원,10.16,18.5,,59
,,,,,,,,,,,,,,,,창원,10.17,16.5,,45
,,,,,,,,,,,,,,,,창원,10.18,15.7,,22
,,,,,,,,,,,,,,,,창원,10.19,16.6,,52
,,,,,,,,,,,,,,,,창원,10.20,17.3,,58
,,,,,,,,,,,,,,,,창원,10.21,18.5,,45
,,,,,,,,,,,,,,,,창원,10.22,18.1,4.5,80
,,,,,,,,,,,,,,,,창원,10.23,15.2,,28
,,,,,,,,,,,,,,,,창원,10.24,16,,41
,,,,,,,,,,,,,,,,창원,10.25,16.6,,64
,,,,,,,,,,,,,,,,창원,10.26,17.9,,64
,,,,,,,,,,,,,,,,창원,10.27,16.8,4.5,90
,,,,,,,,,,,,,,,,창원,10.28,18.7,,37
,,,,,,,,,,,,,,,,창원,10.29,15.5,,58
,,,,,,,,,,,,,,,,창원,10.30,14.7,,34
,,,,,,,,,,,,,,,,광주,4.1,10.7,,39
,,,,,,,,,,,,,,,,광주,4.2,14.6,,73
,,,,,,,,,,,,,,,,광주,4.3,6.2,,39
,,,,,,,,,,,,,,,,광주,4.4,12.6,,51
,,,,,,,,,,,,,,,,광주,4.5,10.8,,30
,,,,,,,,,,,,,,,,광주,4.6,10,,25
,,,,,,,,,,,,,,,,광주,4.7,14.9,,24
