day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,game_location,기온(°C),강수량(mm),습도(%),,,,
7.25목,두산 베어스,15,1,1,5,2,1,승,서울,29.4,0,51,,,,
7.25목,키움 히어로즈,6,2,1,7,0,1,패,서울,29.4,0,51,,,,
7.26금,KIA 타이거즈,5,1,0,5,0,1,패,창원,32.9,0,41,,,,
7.26금,NC 다이노스,9,2,1,7,1,0,승,창원,32.9,0,41,,,,
7.26금,LG 트윈스,18,2,2,9,1,2,패,서울,29.6,0,57,,,,
7.26금,두산 베어스,19,1,1,3,1,0,승,서울,29.6,0,57,,,,
7.26금,SK 와이번스,14,1,0,4,3,0,승,부산,27.9,0,64,,,,
7.26금,롯데 자이언츠,4,0,0,4,0,1,패,부산,27.9,0,64,,,,
7.26금,키움 히어로즈,11,0,0,6,1,2,패,대구,32.8,0,38,,,,
7.26금,삼성 라이온즈,15,2,3,4,1,1,승,대구,32.8,0,38,,,,
7.27토,KIA 타이거즈,8,2,1,6,1,1,패,창원,30.4,0,58,,,,
7.27토,NC 다이노스,14,2,1,12,0,0,승,창원,30.4,0,58,,,,
7.27토,LG 트윈스,14,0,0,3,1,0,승,서울,27.4,0,63,,,,
7.27토,두산 베어스,14,1,0,4,2,0,패,서울,27.4,0,63,,,,
7.27토,SK 와이번스,7,1,2,1,1,1,패,부산,26.2,0,63,,,,
7.27토,롯데 자이언츠,10,1,0,10,1,1,승,부산,26.2,0,63,,,,
7.27토,키움 히어로즈,11,2,1,6,0,0,패,대구,31.7,0,40,,,,
7.27토,삼성 라이온즈,15,1,0,5,3,1,승,대구,31.7,0,40,,,,
7.28일,KIA 타이거즈,11,1,0,4,1,0,승,창원,27.7,0,83,,,,
7.28일,NC 다이노스,6,2,2,14,0,0,패,창원,27.7,0,83,,,,
7.28일,LG 트윈스,12,0,3,3,0,1,패,서울,26.2,0,88,,,,
7.28일,두산 베어스,8,0,0,4,2,0,승,서울,26.2,0,88,,,,
7.28일,SK 와이번스,11,0,2,6,0,0,승,부산,26.4,0,85,,,,
7.28일,롯데 자이언츠,4,0,0,5,1,1,패,부산,26.4,0,85,,,,
7.28일,키움 히어로즈,13,1,3,8,0,1,승,대구,29,0,74,,,,
7.28일,삼성 라이온즈,9,0,0,8,2,1,패,대구,29,0,74,,,,
7.30화,한화 이글스,14,1,1,7,1,0,승,서울,26.8,0,70,,,,
7.30화,키움 히어로즈,7,1,0,5,2,0,패,서울,26.8,0,70,,,,
7.30화,NC 다이노스,7,3,0,9,2,0,승,인천,25.5,0,92,,,,
7.30화,SK 와이번스,5,0,1,4,0,1,패,인천,25.5,0,92,,,,
7.30화,두산 베어스,5,0,3,5,1,1,패,부산,27.3,0,73,,,,
7.30화,롯데 자이언츠,10,1,0,6,0,1,승,부산,27.3,0,73,,,,
7.30화,삼성 라이온즈,16,1,0,11,1,0,승,광주,28.5,0,77,,,,
7.30화,KIA 타이거즈,10,2,0,8,1,0,패,광주,28.5,0,77,,,,
7.31수,한화 이글스,11,1,0,4,1,0,패,서울,26.8,0,72,,,,
7.31수,키움 히어로즈,8,2,0,8,1,0,승,서울,26.8,0,72,,,,
7.31수,NC 다이노스,7,1,1,7,1,0,승,인천,25.2,0,95,,,,
7.31수,SK 와이번스,2,0,0,12,0,1,패,인천,25.2,0,95,,,,
7.31수,두산 베어스,10,2,1,7,1,1,승,부산,29.3,0,67,,,,
7.31수,롯데 자이언츠,7,0,4,4,0,2,패,부산,29.3,0,67,,,,
7.31수,삼성 라이온즈,16,2,1,8,0,1,승,광주,30.2,0,67,,,,
7.31수,KIA 타이거즈,9,0,1,5,0,1,패,광주,30.2,0,67,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
