day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text
4.17일,삼성 라이온즈,3,0,1,5,1,1,패
4.17일,두산 베어스,12,0,2,7,2,0,승
4.17일,키움 히어로즈,9,0,0,3,3,0,승
4.17일,KIA 타이거즈,11,1,0,5,0,0,패
4.17일,LG 트윈스,10,2,1,11,0,3,승
4.17일,한화 이글스,7,0,1,11,2,0,패
4.19화,한화 이글스,8,1,0,11,0,1,패
4.19화,롯데 자이언츠,5,0,0,8,0,0,승
4.19화,NC 다이노스,12,1,0,6,0,1,승
4.19화,LG 트윈스,1,0,0,8,0,1,패
4.19화,두산 베어스,7,0,0,7,1,1,승
4.19화,kt wiz,10,1,0,4,3,1,패
4.19화,삼성 라이온즈,10,1,0,7,1,0,패
4.19화,KIA 타이거즈,11,2,0,5,1,1,승
4.19화,키움 히어로즈,10,1,0,8,1,0,승
4.19화,SK 와이번스,7,1,1,9,0,1,패
4.20수,한화 이글스,10,1,0,3,1,1,패
4.20수,롯데 자이언츠,17,1,5,6,2,0,승
4.20수,NC 다이노스,11,0,0,6,3,1,패
4.20수,LG 트윈스,6,2,0,5,0,0,승
4.20수,두산 베어스,16,2,0,10,1,1,승
4.20수,kt wiz,8,2,4,13,0,1,패
4.20수,삼성 라이온즈,9,0,0,5,1,1,승
4.20수,KIA 타이거즈,7,0,2,6,2,1,패
4.20수,키움 히어로즈,8,1,0,9,2,3,패
4.20수,SK 와이번스,13,1,0,2,1,0,승
4.21목,한화 이글스,13,0,2,10,0,1,승
4.21목,롯데 자이언츠,9,0,3,9,1,1,패
4.21목,NC 다이노스,14,0,0,6,0,0,승
4.21목,LG 트윈스,12,3,0,11,0,2,패
4.21목,두산 베어스,9,1,0,7,1,0,패
4.21목,kt wiz,14,2,1,3,1,0,승
4.21목,삼성 라이온즈,15,1,0,7,1,0,승
4.21목,KIA 타이거즈,7,0,0,8,0,2,패
4.21목,키움 히어로즈,6,1,1,11,0,2,패
4.21목,SK 와이번스,6,1,2,5,0,1,승
4.22금,한화 이글스,7,1,0,6,0,0,패
4.22금,두산 베어스,13,1,1,4,0,0,승
4.22금,KIA 타이거즈,10,2,0,10,0,2,패
4.22금,롯데 자이언츠,13,0,1,3,0,0,승
4.22금,kt wiz,16,2,0,5,1,0,승
4.22금,삼성 라이온즈,9,1,0,2,1,0,패
4.22금,LG 트윈스,5,1,0,6,1,1,패
4.22금,키움 히어로즈,14,2,0,6,2,0,승
4.22금,NC 다이노스,8,1,0,8,1,0,승
4.22금,SK 와이번스,9,1,0,8,1,2,패
4.23토,한화 이글스,6,1,0,9,0,0,패
4.23토,두산 베어스,7,1,2,5,1,0,승
4.23토,KIA 타이거즈,21,3,0,7,0,1,승
4.23토,롯데 자이언츠,14,2,2,7,1,4,패
4.23토,kt wiz,12,1,2,5,1,0,승
4.23토,삼성 라이온즈,7,0,0,3,1,0,패
4.23토,LG 트윈스,8,0,0,8,0,0,패
4.23토,키움 히어로즈,18,2,0,11,0,2,승
4.23토,NC 다이노스,6,1,0,7,0,3,패
4.23토,SK 와이번스,13,0,0,7,1,0,승
4.24일,KIA 타이거즈,15,2,3,5,0,0,승
4.24일,롯데 자이언츠,8,3,0,10,0,1,패
4.24일,kt wiz,6,0,0,6,1,1,패
4.24일,삼성 라이온즈,10,1,0,3,0,0,승
4.24일,LG 트윈스,10,1,1,8,0,0,승
4.24일,키움 히어로즈,11,0,2,6,0,1,패
4.24일,NC 다이노스,5,2,0,6,1,0,패
4.24일,SK 와이번스,9,1,1,7,0,0,승
4.24일,한화 이글스,4,1,0,9,0,5,패
4.24일,두산 베어스,5,0,0,6,2,1,승
4.26화,KIA 타이거즈,7,0,1,11,0,1,패
4.26화,한화 이글스,6,1,0,5,1,0,승
4.26화,LG 트윈스,7,0,2,8,0,0,승
4.26화,삼성 라이온즈,2,0,0,7,1,0,패
4.26화,롯데 자이언츠,5,0,1,8,0,0,패
4.26화,kt wiz,7,1,0,4,2,0,승
4.26화,SK 와이번스,13,0,0,6,1,1,패
4.26화,두산 베어스,7,1,1,6,2,1,승
4.26화,키움 히어로즈,9,0,0,10,1,0,패
4.26화,NC 다이노스,11,0,0,3,1,0,승
4.27수,롯데 자이언츠,10,0,0,6,0,1,승
4.27수,kt wiz,3,0,0,6,1,0,패
4.27수,SK 와이번스,6,1,1,8,0,0,승
4.27수,두산 베어스,9,0,0,5,1,1,패
4.28목,KIA 타이거즈,7,1,0,13,0,0,패
4.28목,한화 이글스,9,0,2,7,0,3,승
4.28목,LG 트윈스,11,3,0,11,0,2,패
4.28목,삼성 라이온즈,7,1,2,9,0,0,승
4.28목,롯데 자이언츠,12,4,1,5,1,0,승
4.28목,kt wiz,8,1,0,7,2,1,패
4.28목,SK 와이번스,8,0,2,6,2,0,패
4.28목,두산 베어스,9,1,1,1,2,1,승
4.28목,키움 히어로즈,9,1,1,7,0,1,승
4.28목,NC 다이노스,8,0,1,11,0,1,패
4.29금,kt wiz,7,0,1,5,1,2,패
4.29금,LG 트윈스,10,1,0,8,0,0,승
4.29금,NC 다이노스,9,2,0,8,1,0,승
4.29금,롯데 자이언츠,7,1,1,7,1,0,패
4.29금,두산 베어스,5,0,0,5,0,3,패
4.29금,KIA 타이거즈,7,0,0,9,0,0,승
4.29금,SK 와이번스,10,0,0,5,0,2,승
4.29금,키움 히어로즈,7,0,1,7,1,0,패
4.29금,삼성 라이온즈,9,2,1,8,2,0,패
4.29금,한화 이글스,15,3,0,6,1,0,승
4.30토,kt wiz,9,0,0,6,0,0,승
4.30토,LG 트윈스,5,0,0,7,0,0,패
4.30토,NC 다이노스,11,2,0,9,0,1,승
4.30토,롯데 자이언츠,5,0,0,12,1,0,패
4.30토,두산 베어스,10,1,1,6,1,0,승
4.30토,KIA 타이거즈,11,1,0,7,1,1,패
4.30토,SK 와이번스,13,1,1,7,0,0,승
4.30토,키움 히어로즈,5,0,1,7,1,1,패
4.30토,삼성 라이온즈,10,2,0,3,2,1,승
4.30토,한화 이글스,7,0,0,7,0,4,패
