day_text,team_text,score_text
5.2화,한화 이글스,6점
5.2화,SK 와이번스,5점
5.2화,KIA 타이거즈,9점
5.2화,키움 히어로즈,3점
5.2화,롯데 자이언츠,9점
5.2화,kt wiz,0점
5.2화,NC 다이노스,2점
5.2화,LG 트윈스,1점
5.2화,두산 베어스,5점
5.2화,삼성 라이온즈,6점
5.3수,한화 이글스,9점
5.3수,SK 와이번스,8점
5.3수,KIA 타이거즈,2점
5.3수,키움 히어로즈,1점
5.3수,롯데 자이언츠,2점
5.3수,kt wiz,8점
5.3수,NC 다이노스,0점
5.3수,LG 트윈스,13점
5.3수,두산 베어스,10점
5.3수,삼성 라이온즈,4점
5.4목,한화 이글스,2점
5.4목,SK 와이번스,6점
5.4목,KIA 타이거즈,1점
5.4목,키움 히어로즈,9점
5.4목,롯데 자이언츠,3점
5.4목,kt wiz,2점
5.4목,NC 다이노스,3점
5.4목,LG 트윈스,4점
5.4목,두산 베어스,17점
5.4목,삼성 라이온즈,2점
5.5금,KIA 타이거즈,5점
5.5금,롯데 자이언츠,3점
5.5금,kt wiz,1점
5.5금,한화 이글스,13점
5.5금,LG 트윈스,3점
5.5금,두산 베어스,1점
5.5금,SK 와이번스,3점
5.5금,키움 히어로즈,5점
5.5금,삼성 라이온즈,2점
5.5금,NC 다이노스,7점
5.6토,KIA 타이거즈,3점
5.6토,롯데 자이언츠,0점
5.6토,kt wiz,3점
5.6토,한화 이글스,5점
5.6토,LG 트윈스,7점
5.6토,두산 베어스,5점
5.6토,SK 와이번스,13점
5.6토,키움 히어로즈,5점
5.6토,삼성 라이온즈,12점
5.6토,NC 다이노스,1점
5.7일,KIA 타이거즈,5점
5.7일,롯데 자이언츠,3점
5.7일,kt wiz,10점
5.7일,한화 이글스,0점
5.7일,LG 트윈스,10점
5.7일,두산 베어스,4점
5.7일,SK 와이번스,6점
5.7일,키움 히어로즈,6점
5.7일,삼성 라이온즈,3점
5.7일,NC 다이노스,13점
5.9화,kt wiz,4점
5.9화,KIA 타이거즈,9점
5.10수,kt wiz,3점
5.10수,KIA 타이거즈,0점
5.10수,LG 트윈스,6점
5.10수,삼성 라이온즈,1점
5.10수,롯데 자이언츠,8점
5.10수,한화 이글스,1점
5.10수,SK 와이번스,0점
5.10수,두산 베어스,6점
5.10수,키움 히어로즈,0점
5.10수,NC 다이노스,3점
5.11목,kt wiz,4점
5.11목,KIA 타이거즈,2점
5.11목,LG 트윈스,8점
5.11목,삼성 라이온즈,5점
5.11목,롯데 자이언츠,1점
5.11목,한화 이글스,2점
5.11목,SK 와이번스,0점
5.11목,두산 베어스,7점
5.11목,키움 히어로즈,2점
5.11목,NC 다이노스,1점
5.12금,한화 이글스,5점
5.12금,LG 트윈스,3점
5.12금,KIA 타이거즈,2점
5.12금,SK 와이번스,8점
5.12금,NC 다이노스,8점
5.12금,kt wiz,5점
5.12금,키움 히어로즈,1점
5.12금,삼성 라이온즈,4점
5.13토,한화 이글스,10점
5.13토,LG 트윈스,0점
5.13토,KIA 타이거즈,5점
5.13토,SK 와이번스,3점
5.13토,NC 다이노스,2점
5.13토,kt wiz,5점
5.13토,두산 베어스,9점
5.13토,롯데 자이언츠,4점
5.13토,키움 히어로즈,5점
5.13토,삼성 라이온즈,4점
5.14일,한화 이글스,1점
5.14일,LG 트윈스,4점
5.14일,KIA 타이거즈,3점
5.14일,SK 와이번스,4점
5.14일,NC 다이노스,5점
5.14일,kt wiz,10점
5.14일,두산 베어스,15점
5.14일,롯데 자이언츠,1점
5.14일,키움 히어로즈,5점
5.14일,삼성 라이온즈,4점
5.16화,한화 이글스,1점
5.16화,키움 히어로즈,2점
5.16화,kt wiz,0점
5.16화,롯데 자이언츠,6점
5.16화,LG 트윈스,2점
5.16화,KIA 타이거즈,3점
5.16화,NC 다이노스,2점
5.16화,두산 베어스,1점
5.16화,삼성 라이온즈,8점
5.16화,SK 와이번스,2점
5.17수,한화 이글스,8점
5.17수,키움 히어로즈,4점
5.17수,kt wiz,4점
5.17수,롯데 자이언츠,9점
5.17수,LG 트윈스,3점
5.17수,KIA 타이거즈,8점
5.17수,NC 다이노스,2점
5.17수,두산 베어스,1점
5.17수,삼성 라이온즈,5점
5.17수,SK 와이번스,2점
5.18목,한화 이글스,6점
5.18목,키움 히어로즈,8점
5.18목,kt wiz,4점
5.18목,롯데 자이언츠,11점
5.18목,LG 트윈스,4점
5.18목,KIA 타이거즈,9점
5.18목,NC 다이노스,4점
5.18목,두산 베어스,7점
5.18목,삼성 라이온즈,1점
5.18목,SK 와이번스,4점
5.19금,롯데 자이언츠,9점
5.19금,LG 트윈스,4점
5.19금,두산 베어스,7점
5.19금,KIA 타이거즈,6점
5.19금,SK 와이번스,11점
5.19금,NC 다이노스,1점
5.19금,삼성 라이온즈,6점
5.19금,한화 이글스,2점
5.19금,키움 히어로즈,4점
5.19금,kt wiz,3점
5.20토,롯데 자이언츠,2점
5.20토,LG 트윈스,3점
5.20토,두산 베어스,6점
5.20토,KIA 타이거즈,0점
5.20토,SK 와이번스,0점
5.20토,NC 다이노스,1점
5.20토,삼성 라이온즈,9점
5.20토,한화 이글스,8점
5.20토,키움 히어로즈,11점
5.20토,kt wiz,3점
5.21일,롯데 자이언츠,3점
5.21일,LG 트윈스,4점
5.21일,두산 베어스,7점
5.21일,KIA 타이거즈,3점
5.21일,SK 와이번스,9점
5.21일,NC 다이노스,4점
5.21일,삼성 라이온즈,8점
5.21일,한화 이글스,7점
5.21일,키움 히어로즈,4점
5.21일,kt wiz,13점
5.23화,KIA 타이거즈,13점
5.23화,한화 이글스,8점
5.23화,kt wiz,12점
5.23화,삼성 라이온즈,3점
5.23화,NC 다이노스,15점
5.23화,키움 히어로즈,4점
