day_text,team_text,score_text
5.23화,SK 와이번스,6점
5.23화,롯데 자이언츠,7점
5.24수,KIA 타이거즈,9점
5.24수,한화 이글스,3점
5.24수,kt wiz,9점
5.24수,삼성 라이온즈,8점
5.24수,NC 다이노스,5점
5.24수,키움 히어로즈,4점
5.24수,두산 베어스,2점
5.24수,LG 트윈스,1점
5.24수,SK 와이번스,5점
5.24수,롯데 자이언츠,7점
5.25목,KIA 타이거즈,6점
5.25목,한화 이글스,4점
5.25목,kt wiz,4점
5.25목,삼성 라이온즈,6점
5.25목,NC 다이노스,13점
5.25목,키움 히어로즈,3점
5.25목,두산 베어스,9점
5.25목,LG 트윈스,7점
5.25목,SK 와이번스,6점
5.25목,롯데 자이언츠,17점
5.26금,한화 이글스,3점
5.26금,NC 다이노스,5점
5.26금,kt wiz,5점
5.26금,두산 베어스,3점
5.26금,LG 트윈스,1점
5.26금,SK 와이번스,6점
5.26금,롯데 자이언츠,8점
5.26금,KIA 타이거즈,2점
5.26금,삼성 라이온즈,3점
5.26금,키움 히어로즈,18점
5.27토,한화 이글스,6점
5.27토,NC 다이노스,1점
5.27토,kt wiz,4점
5.27토,두산 베어스,10점
5.27토,LG 트윈스,3점
5.27토,SK 와이번스,4점
5.27토,롯데 자이언츠,7점
5.27토,KIA 타이거즈,15점
5.27토,삼성 라이온즈,4점
5.27토,키움 히어로즈,7점
5.28일,한화 이글스,8점
5.28일,NC 다이노스,1점
5.28일,kt wiz,5점
5.28일,두산 베어스,9점
5.28일,LG 트윈스,2점
5.28일,SK 와이번스,5점
5.28일,롯데 자이언츠,4점
5.28일,KIA 타이거즈,8점
5.28일,삼성 라이온즈,3점
5.28일,키움 히어로즈,2점
5.30화,KIA 타이거즈,9점
5.30화,NC 다이노스,7점
5.30화,롯데 자이언츠,1점
5.30화,삼성 라이온즈,0점
5.30화,두산 베어스,2점
5.30화,한화 이글스,5점
5.30화,SK 와이번스,8점
5.30화,kt wiz,3점
5.30화,키움 히어로즈,3점
5.30화,LG 트윈스,1점
5.31수,KIA 타이거즈,10점
5.31수,NC 다이노스,2점
5.31수,롯데 자이언츠,4점
5.31수,삼성 라이온즈,11점
5.31수,두산 베어스,1점
5.31수,한화 이글스,3점
5.31수,SK 와이번스,8점
5.31수,kt wiz,2점
5.31수,키움 히어로즈,2점
5.31수,LG 트윈스,5점
