day_text,day_text,times_text,team_text,location,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text
2015-04-14 19:00,4.14화,18:30,kt wiz,서울,4,0,2,4,2,1,패
2015-04-14 19:00,4.14화,18:30,삼성 라이온즈,대구,11,1,0,5,1,1,패
2015-04-14 19:00,4.14화,18:30,한화 이글스,대구,12,2,0,7,0,1,승
2015-04-15 19:00,4.15수,18:30,KIA 타이거즈,광주,16,0,0,6,0,1,승
2015-04-15 19:00,4.15수,18:30,LG 트윈스,광주,8,0,0,5,3,0,패
2015-04-15 19:00,4.15수,18:30,NC 다이노스,창원,3,0,3,8,0,0,패
2015-04-15 19:00,4.15수,18:30,롯데 자이언츠,창원,8,1,0,9,1,0,승
2015-04-15 19:00,4.15수,18:30,두산 베어스,서울,12,0,0,8,3,0,승
2015-04-15 19:00,4.15수,18:30,kt wiz,서울,9,2,2,13,0,1,패
2015-04-15 19:00,4.15수,18:30,삼성 라이온즈,대구,14,2,3,9,1,2,승
2015-04-15 19:00,4.15수,18:30,한화 이글스,대구,9,0,0,7,1,0,패
2015-04-15 19:00,4.15수,18:30,키움 히어로즈,서울,8,1,1,9,0,0,승
2015-04-15 19:00,4.15수,18:30,SK 와이번스,서울,9,2,1,11,1,1,패
2015-04-16 19:00,4.16목,18:30,KIA 타이거즈,광주,14,0,0,9,1,2,패
2015-04-16 19:00,4.16목,18:30,LG 트윈스,광주,6,2,3,10,0,1,승
2015-04-16 19:00,4.16목,18:30,NC 다이노스,창원,15,0,0,9,1,1,승
2015-04-16 19:00,4.16목,18:30,롯데 자이언츠,창원,6,2,3,7,2,1,패
2015-04-16 19:00,4.16목,18:30,키움 히어로즈,서울,1,0,0,7,0,0,패
2015-04-16 19:00,4.16목,18:30,SK 와이번스,서울,10,1,1,8,1,0,승
2015-04-17 19:00,4.17금,18:30,kt wiz,수원,7,0,2,9,0,0,패
2015-04-17 19:00,4.17금,18:30,삼성 라이온즈,수원,8,1,4,6,0,0,승
2015-04-17 19:00,4.17금,18:30,LG 트윈스,서울,9,4,0,8,1,0,승
2015-04-17 19:00,4.17금,18:30,SK 와이번스,서울,8,0,0,8,2,2,패
2015-04-17 19:00,4.17금,18:30,롯데 자이언츠,부산,4,1,0,7,2,1,패
2015-04-17 19:00,4.17금,18:30,두산 베어스,부산,15,1,0,6,0,0,승
2015-04-17 19:00,4.17금,18:30,NC 다이노스,창원,7,2,0,7,0,2,패
2015-04-17 19:00,4.17금,18:30,한화 이글스,창원,14,1,0,5,0,1,승
2015-04-17 19:00,4.17금,18:30,키움 히어로즈,서울,8,0,1,7,0,1,승
2015-04-17 19:00,4.17금,18:30,KIA 타이거즈,서울,6,0,0,8,0,0,패
2015-04-18 17:00,4.18토,17:00,kt wiz,수원,4,0,2,9,2,0,패
2015-04-18 17:00,4.18토,17:00,삼성 라이온즈,수원,8,1,1,3,0,0,승
2015-04-18 17:00,4.18토,17:00,LG 트윈스,서울,6,1,0,8,0,0,패
2015-04-18 17:00,4.18토,17:00,SK 와이번스,서울,14,2,1,6,1,0,승
2015-04-18 17:00,4.18토,17:00,롯데 자이언츠,부산,13,0,1,11,0,0,패
2015-04-18 17:00,4.18토,17:00,두산 베어스,부산,8,1,0,6,0,1,승
2015-04-18 17:00,4.18토,17:00,NC 다이노스,창원,12,1,1,5,0,0,패
2015-04-18 17:00,4.18토,17:00,한화 이글스,창원,8,1,1,3,0,0,승
2015-04-18 17:00,4.18토,17:00,키움 히어로즈,서울,10,1,0,9,0,1,승
2015-04-18 17:00,4.18토,17:00,KIA 타이거즈,서울,7,0,0,10,2,1,패
2015-04-19 14:00,4.19일,14:00,키움 히어로즈,서울,22,3,0,9,0,1,승
2015-04-19 14:00,4.19일,14:00,KIA 타이거즈,서울,8,1,1,10,1,0,패
2015-04-21 19:00,4.21화,18:30,한화 이글스,대전,4,0,1,9,0,2,패
2015-04-21 19:00,4.21화,18:30,LG 트윈스,대전,11,0,3,3,0,1,승
2015-04-21 19:00,4.21화,18:30,롯데 자이언츠,부산,6,0,1,8,1,0,패
2015-04-21 19:00,4.21화,18:30,KIA 타이거즈,부산,7,0,0,7,0,0,승
2015-04-21 19:00,4.21화,18:30,두산 베어스,서울,6,0,0,9,0,2,패
2015-04-21 19:00,4.21화,18:30,키움 히어로즈,서울,14,3,0,15,0,0,승
2015-04-21 19:00,4.21화,18:30,SK 와이번스,인천,10,0,1,8,1,1,승
2015-04-21 19:00,4.21화,18:30,kt wiz,인천,9,0,1,10,1,1,패
2015-04-21 19:00,4.21화,18:30,삼성 라이온즈,대구,10,1,0,3,3,2,승
2015-04-21 19:00,4.21화,18:30,NC 다이노스,대구,2,0,0,9,0,0,패
2015-04-22 19:00,4.22수,18:30,한화 이글스,대전,5,1,3,8,0,0,승
2015-04-22 19:00,4.22수,18:30,LG 트윈스,대전,9,1,1,8,2,1,패
2015-04-22 19:00,4.22수,18:30,롯데 자이언츠,부산,7,2,1,6,0,0,승
2015-04-22 19:00,4.22수,18:30,KIA 타이거즈,부산,13,0,0,6,1,0,패
2015-04-22 19:00,4.22수,18:30,두산 베어스,서울,15,5,1,7,0,1,승
2015-04-22 19:00,4.22수,18:30,키움 히어로즈,서울,13,3,0,9,1,1,패
2015-04-22 19:00,4.22수,18:30,SK 와이번스,인천,8,0,1,10,1,1,패
2015-04-22 19:00,4.22수,18:30,kt wiz,인천,7,1,1,11,0,0,승
2015-04-22 19:00,4.22수,18:30,삼성 라이온즈,대구,9,2,0,8,0,0,승
2015-04-22 19:00,4.22수,18:30,NC 다이노스,대구,6,1,4,11,1,0,패
2015-04-23 19:00,4.23목,18:30,한화 이글스,대전,6,1,1,8,1,1,패
2015-04-23 19:00,4.23목,18:30,LG 트윈스,대전,12,0,2,4,0,1,승
2015-04-23 19:00,4.23목,18:30,롯데 자이언츠,부산,10,2,2,1,2,0,패
2015-04-23 19:00,4.23목,18:30,KIA 타이거즈,부산,14,1,0,11,2,0,승
2015-04-23 19:00,4.23목,18:30,두산 베어스,서울,9,2,1,5,1,0,승
2015-04-23 19:00,4.23목,18:30,키움 히어로즈,서울,9,0,0,10,0,1,패
2015-04-23 19:00,4.23목,18:30,SK 와이번스,인천,7,0,1,7,1,1,승
2015-04-23 19:00,4.23목,18:30,kt wiz,인천,7,1,1,8,1,2,패
2015-04-23 19:00,4.23목,18:30,삼성 라이온즈,대구,15,1,2,7,0,1,승
2015-04-23 19:00,4.23목,18:30,NC 다이노스,대구,9,0,0,5,1,0,패
2015-04-24 19:00,4.24금,18:30,KIA 타이거즈,광주,6,0,0,9,1,1,패
2015-04-24 19:00,4.24금,18:30,두산 베어스,광주,12,0,0,7,0,2,승
2015-04-24 19:00,4.24금,18:30,LG 트윈스,서울,7,1,0,6,0,3,패
2015-04-24 19:00,4.24금,18:30,NC 다이노스,서울,13,3,1,5,1,1,승
2015-04-24 19:00,4.24금,18:30,SK 와이번스,인천,6,0,0,11,1,0,패
2015-04-24 19:00,4.24금,18:30,한화 이글스,인천,7,1,0,4,1,1,승
2015-04-24 19:00,4.24금,18:30,삼성 라이온즈,대구,6,1,1,9,2,0,패
2015-04-24 19:00,4.24금,18:30,롯데 자이언츠,대구,8,2,0,10,0,1,승
2015-04-24 19:00,4.24금,18:30,키움 히어로즈,서울,12,3,1,8,1,1,승
2015-04-24 19:00,4.24금,18:30,kt wiz,서울,7,0,1,11,0,3,패
2015-04-25 17:00,4.25토,17:00,KIA 타이거즈,광주,7,1,1,9,0,0,승
2015-04-25 17:00,4.25토,17:00,두산 베어스,광주,11,1,1,6,2,0,패
2015-04-25 17:00,4.25토,17:00,LG 트윈스,서울,7,1,3,9,0,0,승
2015-04-25 17:00,4.25토,17:00,NC 다이노스,서울,8,1,0,6,1,0,패
2015-04-25 17:00,4.25토,17:00,SK 와이번스,인천,9,1,1,6,1,2,패
2015-04-25 17:00,4.25토,17:00,한화 이글스,인천,11,0,1,7,0,2,승
2015-04-25 17:00,4.25토,17:00,삼성 라이온즈,대구,14,3,0,5,0,0,패
2015-04-25 17:00,4.25토,17:00,롯데 자이언츠,대구,13,5,0,6,2,6,승
2015-04-25 17:00,4.25토,17:00,키움 히어로즈,서울,9,2,0,9,2,0,승
2015-04-25 17:00,4.25토,17:00,kt wiz,서울,4,0,0,7,1,1,패
2015-04-26 14:00,4.26일,14:00,KIA 타이거즈,광주,5,0,2,13,0,1,패
2015-04-26 14:00,4.26일,14:00,두산 베어스,광주,11,0,1,3,1,0,승
2015-04-26 14:00,4.26일,14:00,SK 와이번스,인천,11,1,0,5,0,1,패
2015-04-26 14:00,4.26일,14:00,한화 이글스,인천,8,0,0,2,0,1,승
2015-04-26 14:00,4.26일,14:00,삼성 라이온즈,대구,3,0,0,6,1,0,패
2015-04-26 14:00,4.26일,14:00,롯데 자이언츠,대구,11,1,0,9,0,0,승
2015-04-26 14:00,4.26일,14:00,키움 히어로즈,서울,11,2,0,6,0,2,승
2015-04-26 14:00,4.26일,14:00,kt wiz,서울,7,0,0,10,1,0,패
2015-04-26 17:00,4.26일,17:00,LG 트윈스,서울,10,1,2,10,0,0,승
2015-04-26 17:00,4.26일,17:00,NC 다이노스,서울,11,1,2,13,0,1,패
2015-04-28 19:00,4.28화,18:30,kt wiz,수원,5,1,0,10,1,2,패
2015-04-28 19:00,4.28화,18:30,두산 베어스,수원,8,2,1,2,1,0,승
2015-04-28 19:00,4.28화,18:30,LG 트윈스,서울,10,1,0,14,1,1,승
2015-04-28 19:00,4.28화,18:30,삼성 라이온즈,서울,7,2,1,6,1,0,패
2015-04-28 19:00,4.28화,18:30,롯데 자이언츠,부산,8,0,0,10,0,0,패
2015-04-28 19:00,4.28화,18:30,키움 히어로즈,부산,11,2,0,4,0,0,승
2015-04-28 19:00,4.28화,18:30,NC 다이노스,창원,14,1,1,3,1,0,승
2015-04-28 19:00,4.28화,18:30,SK 와이번스,창원,12,1,1,11,0,3,패
2015-04-29 19:00,4.29수,18:30,한화 이글스,대전,9,2,0,5,2,0,패
2015-04-29 19:00,4.29수,18:30,KIA 타이거즈,대전,10,1,0,4,0,0,승
2015-04-29 19:00,4.29수,18:30,LG 트윈스,서울,7,0,0,10,0,0,패
2015-04-29 19:00,4.29수,18:30,삼성 라이온즈,서울,10,2,0,3,0,0,승
2015-04-30 19:00,4.30목,18:30,한화 이글스,대전,8,1,3,9,1,0,승
2015-04-30 19:00,4.30목,18:30,KIA 타이거즈,대전,3,0,0,7,2,2,패
2015-04-30 19:00,4.30목,18:30,kt wiz,수원,9,0,1,5,2,1,패
2015-04-30 19:00,4.30목,18:30,두산 베어스,수원,9,1,0,8,1,2,승
2015-04-30 19:00,4.30목,18:30,LG 트윈스,서울,9,2,1,6,1,1,패
2015-04-30 19:00,4.30목,18:30,삼성 라이온즈,서울,14,3,5,6,2,1,승
2015-04-30 19:00,4.30목,18:30,롯데 자이언츠,부산,11,1,0,13,2,1,승
2015-04-30 19:00,4.30목,18:30,키움 히어로즈,부산,13,0,0,7,1,2,패
2015-04-30 19:00,4.30목,18:30,NC 다이노스,창원,9,1,2,6,2,1,패
2015-04-30 19:00,4.30목,18:30,SK 와이번스,창원,11,0,1,4,0,2,승
2015-05-01 19:00,5.1금,18:30,롯데 자이언츠,부산,12,1,0,8,4,0,패
2015-05-01 19:00,5.1금,18:30,한화 이글스,부산,9,2,0,8,0,4,승
2015-05-01 19:00,5.1금,18:30,NC 다이노스,창원,9,1,3,7,0,0,승
2015-05-01 19:00,5.1금,18:30,kt wiz,창원,8,1,0,10,0,1,패
2015-05-01 19:00,5.1금,18:30,두산 베어스,서울,7,1,0,3,1,0,패
2015-05-01 19:00,5.1금,18:30,삼성 라이온즈,서울,14,2,1,4,2,0,승
2015-05-01 19:00,5.1금,18:30,SK 와이번스,인천,8,1,0,6,0,1,승
2015-05-01 19:00,5.1금,18:30,KIA 타이거즈,인천,4,0,3,5,0,2,패
2015-05-01 19:00,5.1금,18:30,키움 히어로즈,서울,9,1,2,11,1,0,승
2015-05-01 19:00,5.1금,18:30,LG 트윈스,서울,2,1,0,5,1,0,패
2015-05-02 17:00,5.2토,17:00,롯데 자이언츠,부산,7,0,0,10,0,1,패
2015-05-02 17:00,5.2토,17:00,한화 이글스,부산,6,2,0,4,0,0,승
2015-05-02 17:00,5.2토,17:00,NC 다이노스,창원,11,1,2,8,0,0,승
2015-05-02 17:00,5.2토,17:00,kt wiz,창원,6,1,0,5,0,2,패
2015-05-02 17:00,5.2토,17:00,두산 베어스,서울,12,1,1,7,1,1,패
2015-05-02 17:00,5.2토,17:00,삼성 라이온즈,서울,8,0,1,7,0,0,승
2015-05-02 17:00,5.2토,17:00,SK 와이번스,인천,6,0,1,5,1,0,패
2015-05-02 17:00,5.2토,17:00,KIA 타이거즈,인천,8,2,0,4,1,1,승
2015-05-02 17:00,5.2토,17:00,키움 히어로즈,서울,8,0,0,4,3,0,승
2015-05-02 17:00,5.2토,17:00,LG 트윈스,서울,6,0,0,9,0,2,패
2015-05-03 14:00,5.3일,14:00,롯데 자이언츠,부산,7,1,3,6,0,0,승
2015-05-03 14:00,5.3일,14:00,한화 이글스,부산,10,0,0,6,1,2,패
2015-05-03 14:00,5.3일,14:00,NC 다이노스,창원,17,2,2,11,1,0,승
2015-05-03 14:00,5.3일,14:00,kt wiz,창원,6,1,0,6,0,1,패
2015-05-03 14:00,5.3일,14:00,키움 히어로즈,서울,9,2,1,10,3,1,승
2015-05-03 14:00,5.3일,14:00,LG 트윈스,서울,3,0,0,9,0,0,패
2015-05-05 14:00,5.5화,14:00,KIA 타이거즈,광주,6,0,0,5,0,0,패
2015-05-05 14:00,5.5화,14:00,NC 다이노스,광주,11,0,2,3,0,1,승
2015-05-05 14:00,5.5화,14:00,kt wiz,수원,15,1,1,4,1,3,패
2015-05-05 14:00,5.5화,14:00,한화 이글스,수원,13,3,0,7,1,1,승
2015-05-05 14:00,5.5화,14:00,LG 트윈스,서울,9,0,2,5,0,0,패
2015-05-05 14:00,5.5화,14:00,두산 베어스,서울,13,1,0,4,2,2,승
2015-05-05 14:00,5.5화,14:00,SK 와이번스,인천,15,2,5,7,3,0,승
2015-05-05 14:00,5.5화,14:00,롯데 자이언츠,인천,8,4,0,12,0,1,패
2015-05-05 14:00,5.5화,14:00,삼성 라이온즈,대구,8,0,2,4,1,0,패
2015-05-05 14:00,5.5화,14:00,키움 히어로즈,대구,11,3,0,7,3,2,승
2015-05-06 19:00,5.6수,18:30,KIA 타이거즈,광주,7,0,0,11,1,1,패
2015-05-06 19:00,5.6수,18:30,NC 다이노스,광주,11,1,3,8,0,0,승
2015-05-06 19:00,5.6수,18:30,kt wiz,수원,14,1,2,6,1,2,승
2015-05-06 19:00,5.6수,18:30,한화 이글스,수원,6,2,0,12,0,1,패
2015-05-06 19:00,5.6수,18:30,LG 트윈스,서울,8,0,2,6,1,0,패
2015-05-06 19:00,5.6수,18:30,두산 베어스,서울,7,0,1,3,2,1,승
2015-05-06 19:00,5.6수,18:30,SK 와이번스,인천,13,2,1,5,1,1,승
2015-05-06 19:00,5.6수,18:30,롯데 자이언츠,인천,7,0,1,9,1,0,패
2015-05-06 19:00,5.6수,18:30,삼성 라이온즈,대구,10,2,1,6,1,0,승
2015-05-06 19:00,5.6수,18:30,키움 히어로즈,대구,8,0,0,9,1,0,패
2015-05-07 19:00,5.7목,18:30,KIA 타이거즈,광주,4,1,1,8,0,1,승
2015-05-07 19:00,5.7목,18:30,NC 다이노스,광주,6,0,2,10,2,2,패
2015-05-07 19:00,5.7목,18:30,kt wiz,수원,11,0,3,7,2,0,승
2015-05-07 19:00,5.7목,18:30,한화 이글스,수원,8,1,0,5,1,1,패
2015-05-07 19:00,5.7목,18:30,LG 트윈스,서울,9,1,2,11,1,0,승
2015-05-07 19:00,5.7목,18:30,두산 베어스,서울,9,0,1,9,1,0,패
2015-05-07 19:00,5.7목,18:30,SK 와이번스,인천,5,2,0,9,0,1,승
2015-05-07 19:00,5.7목,18:30,롯데 자이언츠,인천,7,1,1,10,2,0,패
2015-05-07 19:00,5.7목,18:30,삼성 라이온즈,대구,16,3,0,7,2,0,승
2015-05-07 19:00,5.7목,18:30,키움 히어로즈,대구,6,2,0,14,0,1,패
2015-05-08 19:00,5.8금,18:30,한화 이글스,대전,13,0,1,9,1,0,승
2015-05-08 19:00,5.8금,18:30,두산 베어스,대전,12,2,0,3,1,0,패
2015-05-08 19:00,5.8금,18:30,KIA 타이거즈,광주,9,0,2,10,0,1,패
2015-05-08 19:00,5.8금,18:30,키움 히어로즈,광주,4,4,0,10,0,0,승
2015-05-08 19:00,5.8금,18:30,LG 트윈스,서울,10,2,0,7,1,0,패
2015-05-08 19:00,5.8금,18:30,kt wiz,서울,12,0,2,5,2,0,승
2015-05-08 19:00,5.8금,18:30,롯데 자이언츠,부산,9,1,0,4,2,1,패
2015-05-08 19:00,5.8금,18:30,NC 다이노스,부산,8,2,1,8,1,0,승
2015-05-08 19:00,5.8금,18:30,삼성 라이온즈,대구,3,0,1,9,0,0,패
2015-05-08 19:00,5.8금,18:30,SK 와이번스,대구,5,1,2,6,1,0,승
2015-05-09 17:00,5.9토,17:00,한화 이글스,대전,7,0,0,6,0,2,패
2015-05-09 17:00,5.9토,17:00,두산 베어스,대전,6,1,0,8,0,1,승
2015-05-09 17:00,5.9토,17:00,KIA 타이거즈,광주,9,1,1,12,0,0,패
2015-05-09 17:00,5.9토,17:00,키움 히어로즈,광주,14,1,2,3,3,1,승
2015-05-09 17:00,5.9토,17:00,LG 트윈스,서울,10,0,0,13,1,0,패
2015-05-09 17:00,5.9토,17:00,kt wiz,서울,6,1,1,5,0,1,승
2015-05-09 17:00,5.9토,17:00,롯데 자이언츠,부산,6,2,0,6,2,0,패
2015-05-09 17:00,5.9토,17:00,NC 다이노스,부산,11,0,1,7,0,1,승
2015-05-09 17:00,5.9토,17:00,삼성 라이온즈,대구,6,0,1,6,0,0,승
2015-05-09 17:00,5.9토,17:00,SK 와이번스,대구,3,1,0,7,1,1,패
2015-05-10 14:00,5.10일,14:00,한화 이글스,대전,7,0,0,5,2,0,패
2015-05-10 14:00,5.10일,14:00,두산 베어스,대전,11,1,1,6,0,0,승
2015-05-10 14:00,5.10일,14:00,KIA 타이거즈,광주,15,2,3,8,0,1,승
2015-05-10 14:00,5.10일,14:00,키움 히어로즈,광주,9,3,1,10,0,3,패
2015-05-10 14:00,5.10일,14:00,롯데 자이언츠,부산,11,1,0,9,2,0,패
2015-05-10 14:00,5.10일,14:00,NC 다이노스,부산,11,0,5,7,1,0,승
