day_text,day,times_text,team_text,location,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text
2013-04-02 19:00,4.2화,18:30,KIA 타이거즈,광주,8,0,2,5,1,1,승
2013-04-02 19:00,4.2화,18:30,한화 이글스,광주,11,0,1,8,1,2,패
2013-04-02 19:00,4.2화,18:30,LG 트윈스,서울,6,0,0,2,1,0,패
2013-04-02 19:00,4.2화,18:30,키움 히어로즈,서울,4,1,0,4,3,1,승
2013-04-02 19:00,4.2화,18:30,롯데 자이언츠,부산,11,1,3,5,0,2,승
2013-04-02 19:00,4.2화,18:30,NC 다이노스,부산,4,0,2,7,2,2,패
2013-04-02 19:00,4.2화,18:30,SK 와이번스,인천,4,1,0,6,1,0,패
2013-04-02 19:00,4.2화,18:30,두산 베어스,인천,13,0,1,4,1,1,승
2013-04-03 19:00,4.3수,18:30,KIA 타이거즈,광주,16,0,1,6,3,1,승
2013-04-03 19:00,4.3수,18:30,한화 이글스,광주,5,0,0,3,3,0,패
2013-04-03 19:00,4.3수,18:30,LG 트윈스,서울,16,1,4,5,1,1,승
2013-04-03 19:00,4.3수,18:30,키움 히어로즈,서울,12,3,0,11,2,1,패
2013-04-03 19:00,4.3수,18:30,롯데 자이언츠,부산,6,0,1,8,0,2,승
2013-04-03 19:00,4.3수,18:30,NC 다이노스,부산,8,0,0,4,1,3,패
2013-04-03 19:00,4.3수,18:30,SK 와이번스,인천,8,0,0,4,0,2,승
2013-04-03 19:00,4.3수,18:30,두산 베어스,인천,3,0,1,7,1,1,패
2013-04-04 19:00,4.4목,18:30,KIA 타이거즈,광주,17,0,3,16,0,0,승
2013-04-04 19:00,4.4목,18:30,한화 이글스,광주,10,0,0,10,1,1,패
2013-04-04 19:00,4.4목,18:30,LG 트윈스,서울,6,0,1,3,1,1,패
2013-04-04 19:00,4.4목,18:30,키움 히어로즈,서울,7,1,2,6,0,1,승
2013-04-04 19:00,4.4목,18:30,롯데 자이언츠,부산,8,0,3,3,0,0,승
2013-04-04 19:00,4.4목,18:30,NC 다이노스,부산,6,0,1,9,1,3,패
2013-04-04 19:00,4.4목,18:30,SK 와이번스,인천,11,0,2,6,2,1,승
2013-04-04 19:00,4.4목,18:30,두산 베어스,인천,7,2,0,4,1,0,패
2013-04-05 19:00,4.5금,18:30,KIA 타이거즈,광주,12,0,2,6,2,1,승
2013-04-05 19:00,4.5금,18:30,롯데 자이언츠,광주,10,0,2,10,1,1,패
2013-04-05 19:00,4.5금,18:30,NC 다이노스,창원,11,3,1,5,0,0,패
2013-04-05 19:00,4.5금,18:30,삼성 라이온즈,창원,14,1,0,3,1,0,승
2013-04-05 19:00,4.5금,18:30,두산 베어스,서울,6,1,1,5,1,2,패
2013-04-05 19:00,4.5금,18:30,LG 트윈스,서울,13,0,2,8,0,0,승
2013-04-05 19:00,4.5금,18:30,키움 히어로즈,서울,8,0,0,7,2,1,승
2013-04-05 19:00,4.5금,18:30,한화 이글스,서울,10,0,0,7,0,0,패
2013-04-07 14:00,4.7일,14:00,KIA 타이거즈,광주,7,0,0,8,0,0,승
2013-04-07 14:00,4.7일,14:00,롯데 자이언츠,광주,10,1,0,4,2,0,패
2013-04-07 14:00,4.7일,14:00,NC 다이노스,창원,7,0,0,8,1,0,패
2013-04-07 14:00,4.7일,14:00,삼성 라이온즈,창원,7,0,2,5,0,0,승
2013-04-07 14:00,4.7일,14:00,두산 베어스,서울,12,0,3,5,2,2,승
2013-04-07 14:00,4.7일,14:00,LG 트윈스,서울,11,0,1,9,1,4,패
2013-04-07 14:00,4.7일,14:00,키움 히어로즈,서울,10,0,1,4,0,0,승
2013-04-07 14:00,4.7일,14:00,한화 이글스,서울,3,0,0,10,2,1,패
2013-04-09 19:00,4.9화,18:30,한화 이글스,대전,8,1,0,8,2,0,패
2013-04-09 19:00,4.9화,18:30,삼성 라이온즈,대전,13,0,1,1,0,1,승
2013-04-09 19:00,4.9화,18:30,NC 다이노스,창원,10,0,5,5,0,4,패
2013-04-09 19:00,4.9화,18:30,LG 트윈스,창원,12,0,0,5,1,2,승
2013-04-09 19:00,4.9화,18:30,두산 베어스,서울,17,4,1,6,1,0,승
2013-04-09 19:00,4.9화,18:30,KIA 타이거즈,서울,8,1,2,8,0,1,패
2013-04-09 19:00,4.9화,18:30,키움 히어로즈,서울,6,0,0,11,1,0,패
2013-04-09 19:00,4.9화,18:30,SK 와이번스,서울,7,1,0,8,0,0,승
2013-04-10 19:00,4.10수,18:30,한화 이글스,대전,6,0,1,10,0,0,패
2013-04-10 19:00,4.10수,18:30,삼성 라이온즈,대전,5,2,2,10,0,0,승
2013-04-10 19:00,4.10수,18:30,NC 다이노스,창원,9,0,1,7,0,1,패
2013-04-10 19:00,4.10수,18:30,LG 트윈스,창원,7,0,2,8,0,0,승
2013-04-10 19:00,4.10수,18:30,두산 베어스,서울,9,1,3,9,2,2,패
2013-04-10 19:00,4.10수,18:30,KIA 타이거즈,서울,9,0,0,10,1,0,승
2013-04-10 19:00,4.10수,18:30,키움 히어로즈,서울,2,0,0,8,1,0,패
2013-04-10 19:00,4.10수,18:30,SK 와이번스,서울,9,2,1,3,0,0,승
2013-04-11 19:00,4.11목,18:30,한화 이글스,대전,8,0,1,12,0,1,패
2013-04-11 19:00,4.11목,18:30,삼성 라이온즈,대전,15,0,0,5,0,3,승
2013-04-11 19:00,4.11목,18:30,NC 다이노스,창원,12,0,2,5,1,0,승
2013-04-11 19:00,4.11목,18:30,LG 트윈스,창원,9,0,0,3,1,0,패
2013-04-11 19:00,4.11목,18:30,두산 베어스,서울,13,1,1,6,2,0,승
2013-04-11 19:00,4.11목,18:30,KIA 타이거즈,서울,2,0,2,11,0,0,패
2013-04-11 19:00,4.11목,18:30,키움 히어로즈,서울,7,0,1,9,0,0,승
2013-04-11 19:00,4.11목,18:30,SK 와이번스,서울,7,0,0,9,0,3,패
2013-04-12 19:00,4.12금,18:30,LG 트윈스,서울,12,1,1,6,0,0,승
2013-04-12 19:00,4.12금,18:30,한화 이글스,서울,5,0,0,5,2,0,패
2013-04-12 19:00,4.12금,18:30,롯데 자이언츠,부산,7,0,2,14,0,0,무
2013-04-12 19:00,4.12금,18:30,두산 베어스,부산,10,0,1,11,0,0,무
2013-04-12 19:00,4.12금,18:30,SK 와이번스,인천,10,1,1,6,1,1,승
2013-04-12 19:00,4.12금,18:30,NC 다이노스,인천,8,0,0,6,1,1,패
2013-04-12 19:00,4.12금,18:30,삼성 라이온즈,대구,6,0,2,9,1,0,패
2013-04-12 19:00,4.12금,18:30,키움 히어로즈,대구,5,1,2,5,0,1,승
2013-04-13 17:00,4.13토,17:00,LG 트윈스,서울,11,1,3,4,0,0,승
2013-04-13 17:00,4.13토,17:00,한화 이글스,서울,9,0,1,7,1,1,패
2013-04-13 17:00,4.13토,17:00,롯데 자이언츠,부산,12,0,0,9,0,2,패
2013-04-13 17:00,4.13토,17:00,두산 베어스,부산,6,0,2,3,0,1,승
2013-04-13 17:00,4.13토,17:00,SK 와이번스,인천,2,0,0,4,0,1,패
2013-04-13 17:00,4.13토,17:00,NC 다이노스,인천,5,1,0,3,1,0,승
2013-04-13 17:00,4.13토,17:00,삼성 라이온즈,대구,19,3,1,8,0,1,승
2013-04-13 17:00,4.13토,17:00,키움 히어로즈,대구,8,1,2,9,1,0,패
2013-04-14 14:00,4.14일,14:00,LG 트윈스,서울,9,2,0,5,2,0,승
2013-04-14 14:00,4.14일,14:00,한화 이글스,서울,5,0,0,7,2,1,패
2013-04-14 14:00,4.14일,14:00,롯데 자이언츠,부산,15,1,1,8,0,1,패
2013-04-14 14:00,4.14일,14:00,두산 베어스,부산,8,2,5,5,0,1,승
2013-04-14 14:00,4.14일,14:00,SK 와이번스,인천,8,1,0,7,0,0,패
2013-04-14 14:00,4.14일,14:00,NC 다이노스,인천,7,1,0,9,0,2,승
2013-04-14 14:00,4.14일,14:00,삼성 라이온즈,대구,19,2,0,7,1,0,승
2013-04-14 14:00,4.14일,14:00,키움 히어로즈,대구,9,2,0,8,0,0,패
2013-04-16 19:00,4.16화,18:30,LG 트윈스,서울,8,0,4,6,0,0,패
2013-04-16 19:00,4.16화,18:30,KIA 타이거즈,서울,8,0,0,11,1,0,승
2013-04-16 19:00,4.16화,18:30,NC 다이노스,창원,7,0,2,15,0,3,패
2013-04-16 19:00,4.16화,18:30,한화 이글스,창원,10,1,1,2,2,1,승
2013-04-16 19:00,4.16화,18:30,SK 와이번스,인천,12,1,4,10,0,0,승
2013-04-16 19:00,4.16화,18:30,삼성 라이온즈,인천,7,0,0,6,1,0,패
2013-04-16 19:00,4.16화,18:30,키움 히어로즈,서울,9,2,1,0,1,0,승
2013-04-16 19:00,4.16화,18:30,롯데 자이언츠,서울,9,0,0,6,1,1,패
2013-04-17 19:00,4.17수,18:30,LG 트윈스,서울,9,0,6,5,0,1,패
2013-04-17 19:00,4.17수,18:30,KIA 타이거즈,서울,13,1,3,3,1,0,승
2013-04-17 19:00,4.17수,18:30,NC 다이노스,창원,10,0,3,8,0,2,패
2013-04-17 19:00,4.17수,18:30,한화 이글스,창원,9,0,0,8,1,1,승
2013-04-17 19:00,4.17수,18:30,SK 와이번스,인천,10,0,2,11,0,2,패
2013-04-17 19:00,4.17수,18:30,삼성 라이온즈,인천,10,1,1,6,0,1,승
2013-04-17 19:00,4.17수,18:30,키움 히어로즈,서울,8,1,2,10,0,0,승
2013-04-17 19:00,4.17수,18:30,롯데 자이언츠,서울,5,0,0,2,1,1,패
2013-04-18 18:00,4.18목,18:15,SK 와이번스,인천,12,2,0,8,0,0,승
2013-04-18 18:00,4.18목,18:15,삼성 라이온즈,인천,13,0,2,4,4,0,패
2013-04-18 19:00,4.18목,18:30,LG 트윈스,서울,19,0,3,8,0,2,승
2013-04-18 19:00,4.18목,18:30,KIA 타이거즈,서울,17,2,2,8,2,2,패
2013-04-18 19:00,4.18목,18:30,NC 다이노스,창원,8,0,0,7,0,2,패
2013-04-18 19:00,4.18목,18:30,한화 이글스,창원,8,2,0,6,0,0,승
