day_text,day_text,times_text,team_text,location,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text
2016-04-03 14:00,4.3일,14:00,SK 와이번스,수원,8,0,1,4,0,1,패
2016-04-03 14:00,4.3일,14:00,롯데 자이언츠,부산,12,0,0,5,1,0,패
2016-04-03 14:00,4.3일,14:00,키움 히어로즈,부산,11,0,3,7,0,1,승
2016-04-05 19:00,4.5화,18:30,LG 트윈스,서울,7,0,1,9,0,1,패
2016-04-05 19:00,4.5화,18:30,KIA 타이거즈,서울,6,1,0,10,2,0,승
2016-04-05 19:00,4.5화,18:30,NC 다이노스,창원,5,0,0,9,1,0,패
2016-04-05 19:00,4.5화,18:30,두산 베어스,창원,6,0,2,5,0,0,승
2016-04-05 19:00,4.5화,18:30,SK 와이번스,인천,4,0,1,12,0,2,패
2016-04-05 19:00,4.5화,18:30,롯데 자이언츠,인천,5,0,0,7,0,1,승
2016-04-05 19:00,4.5화,18:30,삼성 라이온즈,대구,10,0,0,6,1,0,패
2016-04-05 19:00,4.5화,18:30,kt wiz,대구,11,1,2,6,1,3,승
2016-04-05 19:00,4.5화,18:30,키움 히어로즈,서울,7,1,2,11,1,1,패
2016-04-05 19:00,4.5화,18:30,한화 이글스,서울,13,0,1,1,1,2,승
2016-04-06 19:00,4.6수,18:30,NC 다이노스,창원,2,0,0,12,1,3,패
2016-04-06 19:00,4.6수,18:30,두산 베어스,창원,5,1,0,8,0,0,승
2016-04-06 19:00,4.6수,18:30,SK 와이번스,인천,1,0,0,2,1,1,패
2016-04-06 19:00,4.6수,18:30,롯데 자이언츠,인천,14,3,1,2,0,1,승
2016-04-06 19:00,4.6수,18:30,삼성 라이온즈,대구,14,0,2,3,1,2,승
2016-04-06 19:00,4.6수,18:30,kt wiz,대구,7,3,0,6,0,2,패
2016-04-06 19:00,4.6수,18:30,키움 히어로즈,서울,6,0,0,12,0,0,승
2016-04-06 19:00,4.6수,18:30,한화 이글스,서울,11,2,1,5,1,1,패
2016-04-07 19:00,4.7목,18:30,LG 트윈스,서울,11,2,2,9,0,0,승
2016-04-07 19:00,4.7목,18:30,KIA 타이거즈,서울,9,0,1,6,1,0,패
2016-04-07 19:00,4.7목,18:30,NC 다이노스,창원,15,0,0,4,0,0,승
2016-04-07 19:00,4.7목,18:30,두산 베어스,창원,10,0,0,9,1,0,패
2016-04-07 19:00,4.7목,18:30,SK 와이번스,인천,12,3,2,5,0,0,승
2016-04-07 19:00,4.7목,18:30,롯데 자이언츠,인천,5,1,0,8,0,0,패
2016-04-07 19:00,4.7목,18:30,삼성 라이온즈,대구,9,1,3,4,0,1,승
2016-04-07 19:00,4.7목,18:30,kt wiz,대구,4,0,0,9,0,1,패
2016-04-07 19:00,4.7목,18:30,키움 히어로즈,서울,7,2,1,4,1,0,승
2016-04-07 19:00,4.7목,18:30,한화 이글스,서울,12,2,0,10,0,1,패
2016-04-08 19:00,4.8금,18:30,한화 이글스,대전,5,1,0,9,1,1,패
2016-04-08 19:00,4.8금,18:30,NC 다이노스,대전,9,1,3,6,2,0,승
2016-04-08 19:00,4.8금,18:30,KIA 타이거즈,광주,3,0,1,7,2,4,패
2016-04-08 19:00,4.8금,18:30,kt wiz,광주,8,0,1,3,3,1,승
2016-04-08 19:00,4.8금,18:30,LG 트윈스,서울,4,1,0,4,1,3,패
2016-04-08 19:00,4.8금,18:30,SK 와이번스,서울,8,0,0,4,0,1,승
2016-04-08 19:00,4.8금,18:30,삼성 라이온즈,대구,10,3,0,8,1,0,승
2016-04-08 19:00,4.8금,18:30,롯데 자이언츠,대구,10,1,1,9,2,2,패
2016-04-08 19:00,4.8금,18:30,키움 히어로즈,서울,9,1,2,12,1,2,패
2016-04-08 19:00,4.8금,18:30,두산 베어스,서울,8,1,2,7,0,0,승
2016-04-09 14:00,4.9토,14:00,삼성 라이온즈,대구,11,1,1,9,1,0,패
2016-04-09 14:00,4.9토,14:00,롯데 자이언츠,대구,15,1,1,6,2,1,승
2016-04-09 17:00,4.9토,17:00,한화 이글스,대전,7,0,0,8,3,0,패
2016-04-09 17:00,4.9토,17:00,NC 다이노스,대전,13,2,0,4,0,0,승
2016-04-09 17:00,4.9토,17:00,KIA 타이거즈,광주,9,0,3,9,0,0,승
2016-04-09 17:00,4.9토,17:00,kt wiz,광주,11,0,2,7,1,3,패
2016-04-09 17:00,4.9토,17:00,LG 트윈스,서울,8,1,0,5,3,0,패
2016-04-09 17:00,4.9토,17:00,SK 와이번스,서울,5,3,0,7,1,1,승
2016-04-09 17:00,4.9토,17:00,키움 히어로즈,서울,16,0,2,9,1,1,무
2016-04-09 17:00,4.9토,17:00,두산 베어스,서울,13,2,0,11,2,0,무
2016-04-10 14:00,4.10일,14:00,한화 이글스,대전,6,0,0,12,0,1,승
2016-04-10 14:00,4.10일,14:00,NC 다이노스,대전,2,0,2,9,0,0,패
2016-04-10 14:00,4.10일,14:00,KIA 타이거즈,광주,14,1,0,6,2,3,패
2016-04-10 14:00,4.10일,14:00,kt wiz,광주,11,2,1,10,1,0,승
2016-04-10 14:00,4.10일,14:00,삼성 라이온즈,대구,6,0,1,9,1,1,패
2016-04-10 14:00,4.10일,14:00,롯데 자이언츠,대구,11,1,2,6,1,0,승
2016-04-10 14:00,4.10일,14:00,키움 히어로즈,서울,8,0,0,10,0,0,승
2016-04-10 14:00,4.10일,14:00,두산 베어스,서울,10,0,0,4,0,0,패
2016-04-10 17:00,4.10일,17:00,LG 트윈스,서울,10,2,1,6,0,1,패
2016-04-10 17:00,4.10일,17:00,SK 와이번스,서울,9,2,0,5,1,1,승
2016-04-12 19:00,4.12화,18:30,KIA 타이거즈,광주,10,4,0,9,0,2,승
2016-04-12 19:00,4.12화,18:30,SK 와이번스,광주,7,2,3,11,0,0,패
2016-04-12 19:00,4.12화,18:30,kt wiz,수원,7,2,1,6,0,1,패
2016-04-12 19:00,4.12화,18:30,키움 히어로즈,수원,11,1,0,5,0,0,승
2016-04-12 19:00,4.12화,18:30,롯데 자이언츠,부산,16,1,0,10,0,0,패
2016-04-12 19:00,4.12화,18:30,LG 트윈스,부산,17,0,1,10,1,1,승
2016-04-12 19:00,4.12화,18:30,NC 다이노스,창원,10,3,0,4,0,2,패
2016-04-12 19:00,4.12화,18:30,삼성 라이온즈,창원,18,2,0,8,1,1,승
2016-04-12 19:00,4.12화,18:30,두산 베어스,서울,9,2,0,7,1,2,승
2016-04-12 19:00,4.12화,18:30,한화 이글스,서울,9,0,0,7,3,0,패
2016-04-13 19:00,4.13수,18:30,KIA 타이거즈,광주,6,0,0,10,2,0,패
2016-04-13 19:00,4.13수,18:30,SK 와이번스,광주,7,1,2,8,1,1,승
2016-04-13 19:00,4.13수,18:30,kt wiz,수원,13,1,2,11,0,2,승
2016-04-13 19:00,4.13수,18:30,키움 히어로즈,수원,13,1,4,10,0,0,패
2016-04-13 19:00,4.13수,18:30,롯데 자이언츠,부산,8,1,0,8,3,0,패
2016-04-13 19:00,4.13수,18:30,LG 트윈스,부산,9,1,1,11,0,1,승
2016-04-13 19:00,4.13수,18:30,NC 다이노스,창원,10,0,1,5,1,0,승
2016-04-13 19:00,4.13수,18:30,삼성 라이온즈,창원,5,0,1,6,1,0,패
2016-04-13 19:00,4.13수,18:30,두산 베어스,서울,15,1,0,6,0,0,승
2016-04-13 19:00,4.13수,18:30,한화 이글스,서울,15,0,1,12,1,2,패
2016-04-14 19:00,4.14목,18:30,KIA 타이거즈,광주,10,1,0,11,0,0,패
2016-04-14 19:00,4.14목,18:30,SK 와이번스,광주,14,0,1,8,1,0,승
2016-04-14 19:00,4.14목,18:30,kt wiz,수원,10,2,1,7,0,2,승
2016-04-14 19:00,4.14목,18:30,키움 히어로즈,수원,7,2,1,9,2,1,패
2016-04-14 19:00,4.14목,18:30,롯데 자이언츠,부산,15,1,0,8,0,1,승
2016-04-14 19:00,4.14목,18:30,LG 트윈스,부산,8,0,0,10,0,1,패
2016-04-14 19:00,4.14목,18:30,NC 다이노스,창원,8,2,2,16,1,2,패
2016-04-14 19:00,4.14목,18:30,삼성 라이온즈,창원,11,0,3,4,2,0,승
2016-04-14 19:00,4.14목,18:30,두산 베어스,서울,14,4,0,7,1,1,승
2016-04-14 19:00,4.14목,18:30,한화 이글스,서울,5,0,0,10,2,2,패
2016-04-15 19:00,4.15금,18:30,LG 트윈스,서울,19,4,2,7,2,1,승
2016-04-15 19:00,4.15금,18:30,한화 이글스,서울,9,0,0,4,4,3,패
2016-04-15 19:00,4.15금,18:30,롯데 자이언츠,부산,4,0,0,13,0,1,패
2016-04-15 19:00,4.15금,18:30,NC 다이노스,부산,9,0,2,10,1,1,승
2016-04-15 19:00,4.15금,18:30,SK 와이번스,인천,9,2,1,9,2,0,승
2016-04-15 19:00,4.15금,18:30,kt wiz,인천,7,0,0,8,1,2,패
2016-04-15 19:00,4.15금,18:30,삼성 라이온즈,대구,6,0,0,5,1,2,패
2016-04-15 19:00,4.15금,18:30,두산 베어스,대구,11,0,0,5,1,3,승
2016-04-15 19:00,4.15금,18:30,키움 히어로즈,서울,10,0,1,6,0,4,패
2016-04-15 19:00,4.15금,18:30,KIA 타이거즈,서울,13,1,3,4,2,1,승
2016-04-17 14:00,4.17일,14:00,롯데 자이언츠,부산,12,2,1,7,1,0,승
2016-04-17 14:00,4.17일,14:00,NC 다이노스,부산,13,1,0,5,2,1,패
2016-04-17 14:00,4.17일,14:00,SK 와이번스,인천,11,1,0,7,2,4,승
2016-04-17 14:00,4.17일,14:00,kt wiz,인천,9,0,1,8,1,1,패
2016-04-17 14:00,4.17일,14:00,삼성 라이온즈,대구,3,0,1,5,1,1,패
2016-04-17 14:00,4.17일,14:00,두산 베어스,대구,12,0,2,7,2,0,승
2016-04-17 14:00,4.17일,14:00,키움 히어로즈,서울,9,0,0,3,3,0,승
2016-04-17 14:00,4.17일,14:00,KIA 타이거즈,서울,11,1,0,5,0,0,패
2016-04-17 17:00,4.17일,17:00,LG 트윈스,서울,10,2,1,11,0,3,승
2016-04-17 17:00,4.17일,17:00,한화 이글스,서울,7,0,1,11,2,0,패
2016-04-19 19:00,4.19화,18:30,한화 이글스,대전,8,1,0,11,0,1,패
2016-04-19 19:00,4.19화,18:30,롯데 자이언츠,대전,5,0,0,8,0,0,승
2016-04-19 19:00,4.19화,18:30,NC 다이노스,창원,12,1,0,6,0,1,승
2016-04-19 19:00,4.19화,18:30,LG 트윈스,창원,1,0,0,8,0,1,패
2016-04-19 19:00,4.19화,18:30,두산 베어스,서울,7,0,0,7,1,1,승
2016-04-19 19:00,4.19화,18:30,kt wiz,서울,10,1,0,4,3,1,패
2016-04-19 19:00,4.19화,18:30,삼성 라이온즈,대구,10,1,0,7,1,0,패
2016-04-19 19:00,4.19화,18:30,KIA 타이거즈,대구,11,2,0,5,1,1,승
2016-04-19 19:00,4.19화,18:30,키움 히어로즈,서울,10,1,0,8,1,0,승
2016-04-19 19:00,4.19화,18:30,SK 와이번스,서울,7,1,1,9,0,1,패
2016-04-20 19:00,4.20수,18:30,한화 이글스,대전,10,1,0,3,1,1,패
2016-04-20 19:00,4.20수,18:30,롯데 자이언츠,대전,17,1,5,6,2,0,승
2016-04-20 19:00,4.20수,18:30,NC 다이노스,창원,11,0,0,6,3,1,패
2016-04-20 19:00,4.20수,18:30,LG 트윈스,창원,6,2,0,5,0,0,승
2016-04-20 19:00,4.20수,18:30,두산 베어스,서울,16,2,0,10,1,1,승
2016-04-20 19:00,4.20수,18:30,kt wiz,서울,8,2,4,13,0,1,패
2016-04-20 19:00,4.20수,18:30,삼성 라이온즈,대구,9,0,0,5,1,1,승
2016-04-20 19:00,4.20수,18:30,KIA 타이거즈,대구,7,0,2,6,2,1,패
2016-04-20 19:00,4.20수,18:30,키움 히어로즈,서울,8,1,0,9,2,3,패
2016-04-20 19:00,4.20수,18:30,SK 와이번스,서울,13,1,0,2,1,0,승
2016-04-21 19:00,4.21목,18:30,한화 이글스,대전,13,0,2,10,0,1,승
2016-04-21 19:00,4.21목,18:30,롯데 자이언츠,대전,9,0,3,9,1,1,패
2016-04-21 19:00,4.21목,18:30,NC 다이노스,창원,14,0,0,6,0,0,승
2016-04-21 19:00,4.21목,18:30,LG 트윈스,창원,12,3,0,11,0,2,패
2016-04-21 19:00,4.21목,18:30,두산 베어스,서울,9,1,0,7,1,0,패
2016-04-21 19:00,4.21목,18:30,kt wiz,서울,14,2,1,3,1,0,승
2016-04-21 19:00,4.21목,18:30,삼성 라이온즈,대구,15,1,0,7,1,0,승
2016-04-21 19:00,4.21목,18:30,KIA 타이거즈,대구,7,0,0,8,0,2,패
2016-04-21 19:00,4.21목,18:30,키움 히어로즈,서울,6,1,1,11,0,2,패
2016-04-21 19:00,4.21목,18:30,SK 와이번스,서울,6,1,2,5,0,1,승
2016-04-22 19:00,4.22금,18:30,한화 이글스,대전,7,1,0,6,0,0,패
2016-04-22 19:00,4.22금,18:30,두산 베어스,대전,13,1,1,4,0,0,승
2016-04-22 19:00,4.22금,18:30,KIA 타이거즈,광주,10,2,0,10,0,2,패
2016-04-22 19:00,4.22금,18:30,롯데 자이언츠,광주,13,0,1,3,0,0,승
2016-04-22 19:00,4.22금,18:30,kt wiz,수원,16,2,0,5,1,0,승
2016-04-22 19:00,4.22금,18:30,삼성 라이온즈,수원,9,1,0,2,1,0,패
2016-04-22 19:00,4.22금,18:30,LG 트윈스,서울,5,1,0,6,1,1,패
2016-04-22 19:00,4.22금,18:30,키움 히어로즈,서울,14,2,0,6,2,0,승
2016-04-22 19:00,4.22금,18:30,NC 다이노스,창원,8,1,0,8,1,0,승
2016-04-22 19:00,4.22금,18:30,SK 와이번스,창원,9,1,0,8,1,2,패
2016-04-23 17:00,4.23토,17:00,한화 이글스,대전,6,1,0,9,0,0,패
2016-04-23 17:00,4.23토,17:00,두산 베어스,대전,7,1,2,5,1,0,승
2016-04-23 17:00,4.23토,17:00,KIA 타이거즈,광주,21,3,0,7,0,1,승
2016-04-23 17:00,4.23토,17:00,롯데 자이언츠,광주,14,2,2,7,1,4,패
2016-04-23 17:00,4.23토,17:00,kt wiz,수원,12,1,2,5,1,0,승
2016-04-23 17:00,4.23토,17:00,삼성 라이온즈,수원,7,0,0,3,1,0,패
2016-04-23 17:00,4.23토,17:00,LG 트윈스,서울,8,0,0,8,0,0,패
2016-04-23 17:00,4.23토,17:00,키움 히어로즈,서울,18,2,0,11,0,2,승
2016-04-23 17:00,4.23토,17:00,NC 다이노스,창원,6,1,0,7,0,3,패
2016-04-23 17:00,4.23토,17:00,SK 와이번스,창원,13,0,0,7,1,0,승
2016-04-24 14:00,4.24일,14:00,KIA 타이거즈,광주,15,2,3,5,0,0,승
2016-04-24 14:00,4.24일,14:00,롯데 자이언츠,광주,8,3,0,10,0,1,패
2016-04-24 14:00,4.24일,14:00,kt wiz,수원,6,0,0,6,1,1,패
2016-04-24 14:00,4.24일,14:00,삼성 라이온즈,수원,10,1,0,3,0,0,승
2016-04-24 14:00,4.24일,14:00,LG 트윈스,서울,10,1,1,8,0,0,승
2016-04-24 14:00,4.24일,14:00,키움 히어로즈,서울,11,0,2,6,0,1,패
2016-04-24 14:00,4.24일,14:00,NC 다이노스,창원,5,2,0,6,1,0,패
2016-04-24 14:00,4.24일,14:00,SK 와이번스,창원,9,1,1,7,0,0,승
2016-04-24 17:00,4.24일,17:00,한화 이글스,대전,4,1,0,9,0,5,패
2016-04-24 17:00,4.24일,17:00,두산 베어스,대전,5,0,0,6,2,1,승
2016-04-26 19:00,4.26화,18:30,KIA 타이거즈,광주,7,0,1,11,0,1,패
2016-04-26 19:00,4.26화,18:30,한화 이글스,광주,6,1,0,5,1,0,승
2016-04-26 19:00,4.26화,18:30,LG 트윈스,서울,7,0,2,8,0,0,승
2016-04-26 19:00,4.26화,18:30,삼성 라이온즈,서울,2,0,0,7,1,0,패
2016-04-26 19:00,4.26화,18:30,롯데 자이언츠,부산,5,0,1,8,0,0,패
2016-04-26 19:00,4.26화,18:30,kt wiz,부산,7,1,0,4,2,0,승
2016-04-26 19:00,4.26화,18:30,SK 와이번스,인천,13,0,0,6,1,1,패
2016-04-26 19:00,4.26화,18:30,두산 베어스,인천,7,1,1,6,2,1,승
2016-04-26 19:00,4.26화,18:30,키움 히어로즈,서울,9,0,0,10,1,0,패
2016-04-26 19:00,4.26화,18:30,NC 다이노스,서울,11,0,0,3,1,0,승
2016-04-27 19:00,4.27수,18:30,롯데 자이언츠,부산,10,0,0,6,0,1,승
2016-04-27 19:00,4.27수,18:30,kt wiz,부산,3,0,0,6,1,0,패
2016-04-27 19:00,4.27수,18:30,SK 와이번스,인천,6,1,1,8,0,0,승
2016-04-27 19:00,4.27수,18:30,두산 베어스,인천,9,0,0,5,1,1,패
2016-04-28 19:00,4.28목,18:30,KIA 타이거즈,광주,7,1,0,13,0,0,패
2016-04-28 19:00,4.28목,18:30,한화 이글스,광주,9,0,2,7,0,3,승
2016-04-28 19:00,4.28목,18:30,LG 트윈스,서울,11,3,0,11,0,2,패
2016-04-28 19:00,4.28목,18:30,삼성 라이온즈,서울,7,1,2,9,0,0,승
2016-04-28 19:00,4.28목,18:30,롯데 자이언츠,부산,12,4,1,5,1,0,승
2016-04-28 19:00,4.28목,18:30,kt wiz,부산,8,1,0,7,2,1,패
2016-04-28 19:00,4.28목,18:30,SK 와이번스,인천,8,0,2,6,2,0,패
2016-04-28 19:00,4.28목,18:30,두산 베어스,인천,9,1,1,1,2,1,승
2016-04-28 19:00,4.28목,18:30,키움 히어로즈,서울,9,1,1,7,0,1,승
2016-04-28 19:00,4.28목,18:30,NC 다이노스,서울,8,0,1,11,0,1,패
2016-04-29 19:00,4.29금,18:30,kt wiz,수원,7,0,1,5,1,2,패
2016-04-29 19:00,4.29금,18:30,LG 트윈스,수원,10,1,0,8,0,0,승
2016-04-29 19:00,4.29금,18:30,NC 다이노스,창원,9,2,0,8,1,0,승
2016-04-29 19:00,4.29금,18:30,롯데 자이언츠,창원,7,1,1,7,1,0,패
2016-04-29 19:00,4.29금,18:30,두산 베어스,서울,5,0,0,5,0,3,패
2016-04-29 19:00,4.29금,18:30,KIA 타이거즈,서울,7,0,0,9,0,0,승
2016-04-29 19:00,4.29금,18:30,SK 와이번스,인천,10,0,0,5,0,2,승
2016-04-29 19:00,4.29금,18:30,키움 히어로즈,인천,7,0,1,7,1,0,패
2016-04-29 19:00,4.29금,18:30,삼성 라이온즈,대구,9,2,1,8,2,0,패
2016-04-29 19:00,4.29금,18:30,한화 이글스,대구,15,3,0,6,1,0,승
2016-04-30 17:00,4.30토,17:00,kt wiz,수원,9,0,0,6,0,0,승
2016-04-30 17:00,4.30토,17:00,LG 트윈스,수원,5,0,0,7,0,0,패
2016-04-30 17:00,4.30토,17:00,NC 다이노스,창원,11,2,0,9,0,1,승
2016-04-30 17:00,4.30토,17:00,롯데 자이언츠,창원,5,0,0,12,1,0,패
2016-04-30 17:00,4.30토,17:00,두산 베어스,서울,10,1,1,6,1,0,승
2016-04-30 17:00,4.30토,17:00,KIA 타이거즈,서울,11,1,0,7,1,1,패
2016-04-30 17:00,4.30토,17:00,SK 와이번스,인천,13,1,1,7,0,0,승
2016-04-30 17:00,4.30토,17:00,키움 히어로즈,인천,5,0,1,7,1,1,패
2016-04-30 17:00,4.30토,17:00,삼성 라이온즈,대구,10,2,0,3,2,1,승
2016-04-30 17:00,4.30토,17:00,한화 이글스,대구,7,0,0,7,0,4,패
2016-05-01 14:00,5.1일,14:00,kt wiz,수원,9,0,0,3,3,1,패
2016-05-01 14:00,5.1일,14:00,LG 트윈스,수원,7,1,3,5,0,0,승
2016-05-01 14:00,5.1일,14:00,NC 다이노스,창원,10,3,0,8,1,1,승
2016-05-01 14:00,5.1일,14:00,롯데 자이언츠,창원,5,0,0,6,0,1,패
2016-05-01 14:00,5.1일,14:00,SK 와이번스,인천,5,0,0,4,1,1,패
2016-05-01 14:00,5.1일,14:00,키움 히어로즈,인천,14,1,1,5,0,0,승
2016-05-01 14:00,5.1일,14:00,삼성 라이온즈,대구,11,0,2,7,1,0,패
2016-05-01 14:00,5.1일,14:00,한화 이글스,대구,8,1,1,8,1,0,승
2016-05-01 17:00,5.1일,17:00,두산 베어스,서울,9,1,0,2,1,1,승
2016-05-01 17:00,5.1일,17:00,KIA 타이거즈,서울,7,1,0,3,1,2,패
2016-05-03 19:00,5.3화,18:30,한화 이글스,대전,5,1,2,6,1,0,승
2016-05-03 19:00,5.3화,18:30,SK 와이번스,대전,8,0,0,9,0,0,패
2016-05-03 19:00,5.3화,18:30,롯데 자이언츠,부산,5,1,1,8,2,1,패
2016-05-03 19:00,5.3화,18:30,KIA 타이거즈,부산,7,1,0,6,0,0,승
2016-05-03 19:00,5.3화,18:30,키움 히어로즈,서울,11,1,0,10,0,0,승
2016-05-03 19:00,5.3화,18:30,삼성 라이온즈,서울,8,0,0,3,3,1,패
2016-05-04 19:00,5.4수,18:30,한화 이글스,대전,7,1,0,6,1,0,패
2016-05-04 19:00,5.4수,18:30,SK 와이번스,대전,10,1,1,2,0,0,승
2016-05-04 19:00,5.4수,18:30,롯데 자이언츠,부산,11,1,1,4,3,0,패
2016-05-04 19:00,5.4수,18:30,KIA 타이거즈,부산,7,1,0,11,1,1,승
2016-05-04 19:00,5.4수,18:30,NC 다이노스,창원,13,1,0,4,2,0,승
2016-05-04 19:00,5.4수,18:30,kt wiz,창원,9,0,0,9,0,1,패
2016-05-04 19:00,5.4수,18:30,두산 베어스,서울,21,4,0,5,0,1,승
2016-05-04 19:00,5.4수,18:30,LG 트윈스,서울,4,0,1,5,1,1,패
2016-05-04 19:00,5.4수,18:30,키움 히어로즈,서울,10,1,1,5,1,0,승
2016-05-04 19:00,5.4수,18:30,삼성 라이온즈,서울,10,0,2,5,2,2,패
2016-05-05 14:00,5.5목,14:00,한화 이글스,대전,13,3,1,7,1,5,패
2016-05-05 14:00,5.5목,14:00,SK 와이번스,대전,21,5,1,5,0,1,승
2016-05-05 14:00,5.5목,14:00,롯데 자이언츠,부산,3,0,0,6,1,1,패
2016-05-05 14:00,5.5목,14:00,KIA 타이거즈,부산,18,2,0,5,2,2,승
2016-05-05 14:00,5.5목,14:00,NC 다이노스,창원,16,2,1,5,0,0,승
2016-05-05 14:00,5.5목,14:00,kt wiz,창원,7,0,2,8,2,2,패
2016-05-05 14:00,5.5목,14:00,두산 베어스,서울,19,0,0,4,3,1,패
2016-05-05 14:00,5.5목,14:00,LG 트윈스,서울,10,1,0,10,0,1,승
2016-05-05 14:00,5.5목,14:00,키움 히어로즈,서울,4,1,0,5,0,1,패
2016-05-05 14:00,5.5목,14:00,삼성 라이온즈,서울,7,0,1,6,0,0,승
2016-05-06 19:00,5.6금,18:30,한화 이글스,대전,10,0,0,9,0,1,패
2016-05-06 19:00,5.6금,18:30,kt wiz,대전,15,3,1,6,3,1,승
2016-05-06 19:00,5.6금,18:30,KIA 타이거즈,광주,13,2,0,5,1,0,패
2016-05-06 19:00,5.6금,18:30,키움 히어로즈,광주,20,3,3,7,0,0,승
2016-05-06 19:00,5.6금,18:30,LG 트윈스,서울,5,0,0,5,2,0,패
2016-05-06 19:00,5.6금,18:30,NC 다이노스,서울,15,2,0,5,2,2,승
2016-05-06 19:00,5.6금,18:30,롯데 자이언츠,부산,12,1,0,9,1,0,승
2016-05-06 19:00,5.6금,18:30,두산 베어스,부산,5,0,0,7,1,0,패
2016-05-06 19:00,5.6금,18:30,SK 와이번스,인천,10,1,0,6,1,1,패
2016-05-06 19:00,5.6금,18:30,삼성 라이온즈,인천,8,1,1,2,0,0,승
2016-05-07 17:00,5.7토,17:00,한화 이글스,대전,12,2,3,6,2,1,패
2016-05-07 17:00,5.7토,17:00,kt wiz,대전,20,0,2,9,0,0,승
2016-05-07 17:00,5.7토,17:00,KIA 타이거즈,광주,6,1,1,5,0,2,패
2016-05-07 17:00,5.7토,17:00,키움 히어로즈,광주,8,0,3,7,1,0,승
2016-05-07 17:00,5.7토,17:00,LG 트윈스,서울,6,0,0,8,0,1,패
2016-05-07 17:00,5.7토,17:00,NC 다이노스,서울,8,3,0,12,0,0,승
2016-05-07 17:00,5.7토,17:00,롯데 자이언츠,부산,9,1,1,10,1,0,승
2016-05-07 17:00,5.7토,17:00,두산 베어스,부산,6,0,0,7,1,0,패
2016-05-07 17:00,5.7토,17:00,SK 와이번스,인천,7,0,1,7,0,2,승
2016-05-07 17:00,5.7토,17:00,삼성 라이온즈,인천,8,0,1,4,1,0,패
2016-05-08 14:00,5.8일,14:00,한화 이글스,대전,4,1,0,9,1,1,패
2016-05-08 14:00,5.8일,14:00,kt wiz,대전,13,1,0,4,1,0,승
2016-05-08 14:00,5.8일,14:00,LG 트윈스,서울,9,1,0,6,1,0,패
2016-05-08 14:00,5.8일,14:00,NC 다이노스,서울,12,0,1,3,2,2,승
2016-05-08 14:00,5.8일,14:00,롯데 자이언츠,부산,21,2,3,6,2,2,승
2016-05-08 14:00,5.8일,14:00,두산 베어스,부산,18,3,0,7,0,1,패
2016-05-08 14:00,5.8일,14:00,SK 와이번스,인천,15,1,1,8,1,3,패
2016-05-08 14:00,5.8일,14:00,삼성 라이온즈,인천,12,1,0,10,0,0,승
2016-05-08 17:00,5.8일,17:00,KIA 타이거즈,광주,11,0,0,9,0,1,패
2016-05-08 17:00,5.8일,17:00,키움 히어로즈,광주,10,2,0,6,0,2,승
2016-05-10 19:00,5.10화,18:30,두산 베어스,서울,13,5,1,6,2,2,승
2016-05-10 19:00,5.10화,18:30,SK 와이번스,서울,13,1,0,11,1,2,패
2016-05-10 19:00,5.10화,18:30,삼성 라이온즈,대구,17,1,3,3,0,0,승
2016-05-10 19:00,5.10화,18:30,LG 트윈스,대구,9,0,0,4,1,1,패
