day_text,day,times_text,team_text,location,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text
2012-04-07 14:00,4.7토,13:55,한화 이글스,대전,11,0,2,6,2,2,패
2012-04-07 14:00,4.7토,13:55,롯데 자이언츠,대전,10,1,2,6,1,1,승
2012-04-07 14:00,4.7토,13:55,KIA 타이거즈,광주,6,0,2,8,0,3,패
2012-04-07 14:00,4.7토,13:55,SK 와이번스,광주,10,0,1,2,1,0,승
2012-04-07 14:00,4.7토,14:00,LG 트윈스,서울,9,1,1,3,2,0,승
2012-04-07 14:00,4.7토,14:00,삼성 라이온즈,서울,8,1,0,4,0,0,패
2012-04-07 14:00,4.7토,14:00,키움 히어로즈,서울,8,1,0,6,1,2,승
2012-04-07 14:00,4.7토,14:00,두산 베어스,서울,6,0,1,6,0,1,패
2012-04-08 14:00,4.8일,14:00,한화 이글스,대전,8,0,0,5,0,1,패
2012-04-08 14:00,4.8일,14:00,롯데 자이언츠,대전,15,0,2,5,0,2,승
2012-04-08 14:00,4.8일,14:00,KIA 타이거즈,광주,6,0,0,3,2,0,패
2012-04-08 14:00,4.8일,14:00,SK 와이번스,광주,8,0,0,5,1,0,승
2012-04-08 14:00,4.8일,14:00,LG 트윈스,서울,7,0,3,9,1,0,승
2012-04-08 14:00,4.8일,14:00,삼성 라이온즈,서울,9,0,3,6,1,0,패
2012-04-08 14:00,4.8일,14:00,키움 히어로즈,서울,18,0,3,3,1,1,패
2012-04-08 14:00,4.8일,14:00,두산 베어스,서울,22,0,1,4,1,1,승
2012-04-11 19:00,4.11수,18:30,롯데 자이언츠,부산,18,0,1,6,1,0,승
2012-04-11 19:00,4.11수,18:30,LG 트윈스,부산,7,0,0,8,0,2,패
2012-04-11 19:00,4.11수,18:30,두산 베어스,서울,11,1,0,3,1,0,승
2012-04-11 19:00,4.11수,18:30,한화 이글스,서울,7,0,0,9,1,0,패
2012-04-11 19:00,4.11수,18:30,SK 와이번스,인천,6,1,3,13,0,0,승
2012-04-11 19:00,4.11수,18:30,키움 히어로즈,인천,3,1,0,8,0,0,패
2012-04-11 19:00,4.11수,18:30,삼성 라이온즈,대구,1,0,1,11,0,1,패
2012-04-11 19:00,4.11수,18:30,KIA 타이거즈,대구,7,0,2,8,1,0,승
2012-04-12 19:00,4.12목,18:30,롯데 자이언츠,부산,6,0,1,4,0,1,패
2012-04-12 19:00,4.12목,18:30,LG 트윈스,부산,5,0,1,5,0,0,승
2012-04-12 19:00,4.12목,18:30,두산 베어스,서울,6,0,1,8,0,0,패
2012-04-12 19:00,4.12목,18:30,한화 이글스,서울,17,0,1,8,3,1,승
2012-04-12 19:00,4.12목,18:30,SK 와이번스,인천,6,0,0,6,0,0,패
2012-04-12 19:00,4.12목,18:30,키움 히어로즈,인천,6,1,1,1,1,1,승
2012-04-12 19:00,4.12목,18:30,삼성 라이온즈,대구,12,0,0,4,0,1,승
2012-04-12 19:00,4.12목,18:30,KIA 타이거즈,대구,5,1,0,8,1,1,패
2012-04-13 19:00,4.13금,18:30,한화 이글스,대전,2,0,0,10,0,1,패
2012-04-13 19:00,4.13금,18:30,SK 와이번스,대전,6,0,0,13,0,0,승
2012-04-13 19:00,4.13금,18:30,KIA 타이거즈,광주,11,0,0,3,0,0,승
2012-04-13 19:00,4.13금,18:30,LG 트윈스,광주,12,1,0,9,2,0,패
2012-04-13 19:00,4.13금,18:30,두산 베어스,서울,9,0,2,2,1,0,승
2012-04-13 19:00,4.13금,18:30,롯데 자이언츠,서울,4,1,0,6,1,0,패
2012-04-13 19:00,4.13금,18:30,키움 히어로즈,서울,3,0,1,9,0,0,패
2012-04-13 19:00,4.13금,18:30,삼성 라이온즈,서울,7,0,2,4,1,0,승
2012-04-14 17:00,4.14토,17:00,한화 이글스,대전,5,0,1,6,1,0,패
2012-04-14 17:00,4.14토,17:00,SK 와이번스,대전,4,1,2,8,0,1,승
2012-04-14 17:00,4.14토,17:00,KIA 타이거즈,광주,9,0,6,3,1,1,승
2012-04-14 17:00,4.14토,17:00,LG 트윈스,광주,11,0,3,7,0,2,패
2012-04-14 17:00,4.14토,17:00,두산 베어스,서울,8,0,2,5,0,0,무
2012-04-14 17:00,4.14토,17:00,롯데 자이언츠,서울,12,0,2,14,1,0,무
2012-04-14 17:00,4.14토,17:00,키움 히어로즈,서울,3,0,1,5,1,0,패
2012-04-14 17:00,4.14토,17:00,삼성 라이온즈,서울,7,0,1,2,0,1,승
2012-04-15 14:00,4.15일,14:00,한화 이글스,대전,9,1,1,8,2,0,패
2012-04-15 14:00,4.15일,14:00,SK 와이번스,대전,12,2,1,7,0,1,승
2012-04-15 14:00,4.15일,14:00,KIA 타이거즈,광주,8,1,0,4,3,0,패
2012-04-15 14:00,4.15일,14:00,LG 트윈스,광주,10,1,2,4,1,1,승
2012-04-15 14:00,4.15일,14:00,두산 베어스,서울,8,0,0,3,2,1,패
2012-04-15 14:00,4.15일,14:00,롯데 자이언츠,서울,16,0,0,8,1,0,승
2012-04-15 14:00,4.15일,14:00,키움 히어로즈,서울,10,3,2,10,1,1,승
