day_text,day_text,times_text,team_text,location,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text
2018-04-01 14:00,4.1일,14:00,KIA 타이거즈,광주,9,2,0,2,1,0,패
2018-04-01 14:00,4.1일,14:00,LG 트윈스,광주,10,1,0,3,0,0,승
2018-04-01 14:00,4.1일,14:00,NC 다이노스,창원,7,0,1,6,0,1,패
2018-04-01 14:00,4.1일,14:00,롯데 자이언츠,창원,10,0,0,5,1,0,승
2018-04-01 14:00,4.1일,14:00,두산 베어스,서울,10,1,1,10,0,1,패
2018-04-01 14:00,4.1일,14:00,kt wiz,서울,13,4,1,7,1,0,승
2018-04-01 14:00,4.1일,14:00,SK 와이번스,인천,15,6,1,5,0,0,승
2018-04-01 14:00,4.1일,14:00,한화 이글스,인천,4,1,0,10,0,1,패
2018-04-01 14:00,4.1일,14:00,키움 히어로즈,서울,9,2,3,6,0,1,패
2018-04-01 14:00,4.1일,14:00,삼성 라이온즈,서울,14,1,2,9,0,2,승
2018-04-03 19:00,4.3화,18:30,KIA 타이거즈,광주,5,2,0,7,0,0,패
2018-04-03 19:00,4.3화,18:30,SK 와이번스,광주,14,6,0,7,0,1,승
2018-04-03 19:00,4.3화,18:30,kt wiz,수원,11,1,0,9,0,0,승
2018-04-03 19:00,4.3화,18:30,키움 히어로즈,수원,6,0,0,7,1,1,패
2018-04-03 19:00,4.3화,18:30,LG 트윈스,서울,16,2,1,11,1,1,패
2018-04-03 19:00,4.3화,18:30,두산 베어스,서울,12,1,2,10,0,0,승
2018-04-03 19:00,4.3화,18:30,롯데 자이언츠,부산,15,1,0,11,1,2,패
2018-04-03 19:00,4.3화,18:30,한화 이글스,부산,11,2,2,5,0,2,승
2018-04-03 19:00,4.3화,18:30,삼성 라이온즈,대구,11,0,0,12,1,0,패
2018-04-03 19:00,4.3화,18:30,NC 다이노스,대구,8,1,0,8,1,2,승
2018-04-04 19:00,4.4수,18:30,KIA 타이거즈,광주,19,3,0,4,2,0,승
2018-04-04 19:00,4.4수,18:30,SK 와이번스,광주,7,1,0,11,1,1,패
2018-04-04 19:00,4.4수,18:30,kt wiz,수원,5,1,0,6,0,0,패
2018-04-04 19:00,4.4수,18:30,키움 히어로즈,수원,12,5,1,8,0,0,승
2018-04-04 19:00,4.4수,18:30,LG 트윈스,서울,12,0,1,6,1,0,패
2018-04-04 19:00,4.4수,18:30,두산 베어스,서울,10,2,3,4,0,0,승
2018-04-04 19:00,4.4수,18:30,롯데 자이언츠,부산,12,2,0,8,0,1,패
2018-04-04 19:00,4.4수,18:30,한화 이글스,부산,10,0,0,10,3,1,승
2018-04-04 19:00,4.4수,18:30,삼성 라이온즈,대구,4,0,0,9,0,0,패
2018-04-04 19:00,4.4수,18:30,NC 다이노스,대구,9,2,1,8,1,1,승
2018-04-05 19:00,4.5목,18:30,kt wiz,수원,6,1,0,8,0,0,패
2018-04-05 19:00,4.5목,18:30,키움 히어로즈,수원,7,1,0,9,0,0,승
2018-04-05 19:00,4.5목,18:30,삼성 라이온즈,대구,13,0,1,5,2,1,승
2018-04-05 19:00,4.5목,18:30,NC 다이노스,대구,7,1,1,11,0,1,패
2018-04-06 19:00,4.6금,18:30,LG 트윈스,서울,14,5,0,4,0,1,승
2018-04-06 19:00,4.6금,18:30,롯데 자이언츠,서울,9,1,0,12,2,0,패
2018-04-06 19:00,4.6금,18:30,키움 히어로즈,서울,13,1,1,13,0,1,패
2018-04-06 19:00,4.6금,18:30,KIA 타이거즈,서울,16,1,0,9,0,1,승
2018-04-07 17:00,4.7토,17:00,한화 이글스,대전,8,0,1,10,1,1,패
2018-04-07 17:00,4.7토,17:00,kt wiz,대전,10,0,1,9,2,1,승
2018-04-07 17:00,4.7토,17:00,LG 트윈스,서울,9,1,0,11,3,0,패
2018-04-07 17:00,4.7토,17:00,롯데 자이언츠,서울,13,2,0,5,0,0,승
2018-04-07 17:00,4.7토,17:00,NC 다이노스,창원,8,1,1,11,0,1,패
2018-04-07 17:00,4.7토,17:00,두산 베어스,창원,7,1,2,7,0,1,승
2018-04-07 17:00,4.7토,17:00,삼성 라이온즈,대구,9,0,1,12,0,1,패
2018-04-07 17:00,4.7토,17:00,SK 와이번스,대구,7,2,1,12,1,3,승
2018-04-07 17:00,4.7토,17:00,키움 히어로즈,서울,10,0,0,6,1,1,패
2018-04-07 17:00,4.7토,17:00,KIA 타이거즈,서울,9,1,0,6,2,0,승
2018-04-08 14:00,4.8일,14:00,한화 이글스,대전,14,1,2,12,1,0,승
2018-04-08 14:00,4.8일,14:00,kt wiz,대전,10,2,1,6,0,2,패
2018-04-08 14:00,4.8일,14:00,LG 트윈스,서울,7,0,0,6,1,4,승
2018-04-08 14:00,4.8일,14:00,롯데 자이언츠,서울,7,1,1,9,1,1,패
2018-04-08 14:00,4.8일,14:00,NC 다이노스,창원,13,1,1,11,1,2,패
2018-04-08 14:00,4.8일,14:00,두산 베어스,창원,14,0,1,9,0,0,승
2018-04-08 14:00,4.8일,14:00,삼성 라이온즈,대구,11,3,1,6,1,0,승
2018-04-08 14:00,4.8일,14:00,SK 와이번스,대구,10,0,0,4,1,2,패
2018-04-08 14:00,4.8일,14:00,키움 히어로즈,서울,13,1,0,6,0,0,패
2018-04-08 14:00,4.8일,14:00,KIA 타이거즈,서울,9,2,0,7,1,0,승
2018-04-10 19:00,4.10화,18:30,KIA 타이거즈,광주,8,0,0,4,2,0,패
2018-04-10 19:00,4.10화,18:30,한화 이글스,광주,7,2,1,8,0,0,승
2018-04-10 19:00,4.10화,18:30,kt wiz,수원,8,2,1,7,1,1,승
2018-04-10 19:00,4.10화,18:30,NC 다이노스,수원,5,1,2,10,0,1,패
2018-04-10 19:00,4.10화,18:30,두산 베어스,서울,12,1,1,7,1,0,승
2018-04-10 19:00,4.10화,18:30,삼성 라이온즈,서울,4,1,0,11,0,4,패
2018-04-10 19:00,4.10화,18:30,SK 와이번스,인천,12,1,1,9,1,2,승
2018-04-10 19:00,4.10화,18:30,LG 트윈스,인천,6,0,1,13,1,1,패
2018-04-10 19:00,4.10화,18:30,키움 히어로즈,서울,6,1,1,11,0,1,패
2018-04-10 19:00,4.10화,18:30,롯데 자이언츠,서울,11,2,0,5,0,0,승
