day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,지점명
9.9화,키움 히어로즈,19,2,0,2,1,1,승,서울
9.9화,LG 트윈스,13,2,1,8,0,2,패,광주
9.9화,KIA 타이거즈,10,0,4,4,0,0,승,광주
9.9화,SK 와이번스,9,3,0,6,0,1,승,부산
9.9화,롯데 자이언츠,10,2,1,6,1,2,패,부산
9.9화,삼성 라이온즈,12,0,1,10,1,0,패,창원
9.9화,NC 다이노스,11,2,4,3,3,0,승,창원
9.10수,한화 이글스,6,0,0,11,2,1,패,서울
9.10수,키움 히어로즈,10,1,2,3,1,0,승,서울
9.10수,LG 트윈스,10,2,2,3,1,2,승,광주
9.10수,KIA 타이거즈,10,0,0,6,1,0,패,광주
9.10수,SK 와이번스,14,1,0,11,2,0,패,부산
9.10수,롯데 자이언츠,19,0,0,5,0,0,승,부산
9.10수,삼성 라이온즈,6,1,1,6,1,0,승,창원
9.10수,NC 다이노스,7,0,2,6,0,0,패,창원
9.11목,한화 이글스,12,1,1,11,0,1,패,서울
9.11목,두산 베어스,16,1,3,6,0,1,승,서울
9.11목,KIA 타이거즈,7,2,0,12,0,0,패,대구
9.11목,삼성 라이온즈,13,0,1,9,0,0,승,대구
9.11목,롯데 자이언츠,9,0,0,10,0,0,승,창원
9.11목,NC 다이노스,7,0,0,6,1,0,패,창원
9.11목,키움 히어로즈,4,0,0,1,0,1,패,인천
9.11목,SK 와이번스,12,1,1,1,0,0,승,인천
9.12금,한화 이글스,7,0,0,6,0,2,패,서울
9.12금,두산 베어스,11,1,0,4,1,0,승,서울
9.12금,KIA 타이거즈,11,0,0,8,1,0,패,대구
9.12금,삼성 라이온즈,19,6,0,6,1,0,승,대구
9.12금,롯데 자이언츠,1,0,0,11,0,1,패,창원
9.12금,NC 다이노스,10,1,0,12,0,0,승,창원
9.12금,키움 히어로즈,4,0,0,7,1,0,패,인천
9.12금,SK 와이번스,7,0,1,8,0,1,승,인천
9.13토,KIA 타이거즈,9,0,1,8,0,0,승,대전
9.13토,한화 이글스,4,1,0,10,0,2,패,대전
9.13토,NC 다이노스,10,3,1,10,0,1,승,인천
9.13토,SK 와이번스,9,0,2,4,1,1,패,인천
9.13토,두산 베어스,14,1,1,9,1,1,승,부산
9.13토,롯데 자이언츠,7,0,0,12,0,0,패,부산
9.13토,삼성 라이온즈,9,0,0,7,2,1,패,서울
9.13토,LG 트윈스,6,0,1,7,0,0,승,서울
9.14일,KIA 타이거즈,13,3,0,5,0,0,패,대전
9.14일,한화 이글스,12,4,0,10,0,0,승,대전
9.14일,NC 다이노스,6,1,0,7,0,2,패,인천
9.14일,SK 와이번스,7,1,1,2,0,0,승,인천
9.14일,두산 베어스,11,0,0,2,0,0,패,부산
9.14일,롯데 자이언츠,8,2,0,6,0,0,승,부산
9.14일,삼성 라이온즈,8,0,0,9,2,1,패,서울
9.14일,LG 트윈스,12,1,0,9,0,1,승,서울
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
team_text,번호,,,,,,,,
NC 다이노스,1,,,,,,,,
두산 베어스,2,,,,,,,,
KT 위즈,3,,,,,,,,
LG 트윈스,4,,,,,,,,
키움 히어로즈,5,,,,,,,,
KIA 타이거즈,6,,,,,,,,
롯데 자이언츠,7,,,,,,,,
삼성 라이온즈,8,,,,,,,,
SK 와이번스,9,,,,,,,,
한화 이글스,10,,,,,,,,
