day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,지점명
5.1금,롯데 자이언츠,12,1,0,8,4,0,패,대전
5.1금,한화 이글스,9,2,0,8,0,4,승,대전
5.1금,NC 다이노스,9,1,3,7,0,0,승,수원
5.1금,kt wiz,8,1,0,10,0,1,패,수원
5.1금,두산 베어스,7,1,0,3,1,0,패,대구
5.1금,삼성 라이온즈,14,2,1,4,2,0,승,대구
5.1금,SK 와이번스,8,1,0,6,0,1,승,광주
5.1금,KIA 타이거즈,4,0,3,5,0,2,패,광주
5.1금,키움 히어로즈,9,1,2,11,1,0,승,서울
5.1금,LG 트윈스,2,1,0,5,1,0,패,서울
5.2토,롯데 자이언츠,7,0,0,10,0,1,패,대전
5.2토,한화 이글스,6,2,0,4,0,0,승,대전
5.2토,NC 다이노스,11,1,2,8,0,0,승,수원
5.2토,kt wiz,6,1,0,5,0,2,패,수원
5.2토,두산 베어스,12,1,1,7,1,1,패,대구
5.2토,삼성 라이온즈,8,0,1,7,0,0,승,대구
5.2토,SK 와이번스,6,0,1,5,1,0,패,광주
5.2토,KIA 타이거즈,8,2,0,4,1,1,승,광주
5.2토,키움 히어로즈,8,0,0,4,3,0,승,서울
5.2토,LG 트윈스,6,0,0,9,0,2,패,서울
5.3일,롯데 자이언츠,7,1,3,6,0,0,승,대전
5.3일,한화 이글스,10,0,0,6,1,2,패,대전
5.3일,NC 다이노스,17,2,2,11,1,0,승,수원
5.3일,kt wiz,6,1,0,6,0,1,패,수원
5.3일,키움 히어로즈,9,2,1,10,3,1,승,서울
5.3일,LG 트윈스,3,0,0,9,0,0,패,서울
5.5화,KIA 타이거즈,6,0,0,5,0,0,패,창원
5.5화,NC 다이노스,11,0,2,3,0,1,승,창원
5.5화,kt wiz,15,1,1,4,1,3,패,대전
5.5화,한화 이글스,13,3,0,7,1,1,승,대전
5.5화,LG 트윈스,9,0,2,5,0,0,패,서울
5.5화,두산 베어스,13,1,0,4,2,2,승,서울
5.5화,SK 와이번스,15,2,5,7,3,0,승,부산
5.5화,롯데 자이언츠,8,4,0,12,0,1,패,부산
5.5화,삼성 라이온즈,8,0,2,4,1,0,패,서울
5.5화,키움 히어로즈,11,3,0,7,3,2,승,서울
5.6수,KIA 타이거즈,7,0,0,11,1,1,패,창원
5.6수,NC 다이노스,11,1,3,8,0,0,승,창원
5.6수,kt wiz,14,1,2,6,1,2,승,대전
5.6수,한화 이글스,6,2,0,12,0,1,패,대전
5.6수,LG 트윈스,8,0,2,6,1,0,패,서울
5.6수,두산 베어스,7,0,1,3,2,1,승,서울
5.6수,SK 와이번스,13,2,1,5,1,1,승,부산
5.6수,롯데 자이언츠,7,0,1,9,1,0,패,부산
5.6수,삼성 라이온즈,10,2,1,6,1,0,승,서울
5.6수,키움 히어로즈,8,0,0,9,1,0,패,서울
5.7목,KIA 타이거즈,4,1,1,8,0,1,승,창원
5.7목,NC 다이노스,6,0,2,10,2,2,패,창원
5.7목,kt wiz,11,0,3,7,2,0,승,대전
5.7목,한화 이글스,8,1,0,5,1,1,패,대전
5.7목,LG 트윈스,9,1,2,11,1,0,승,서울
5.7목,두산 베어스,9,0,1,9,1,0,패,서울
5.7목,SK 와이번스,5,2,0,9,0,1,승,부산
5.7목,롯데 자이언츠,7,1,1,10,2,0,패,부산
5.7목,삼성 라이온즈,16,3,0,7,2,0,승,서울
5.7목,키움 히어로즈,6,2,0,14,0,1,패,서울
5.8금,한화 이글스,13,0,1,9,1,0,승,서울
5.8금,두산 베어스,12,2,0,3,1,0,패,서울
5.8금,KIA 타이거즈,9,0,2,10,0,1,패,서울
5.8금,키움 히어로즈,4,4,0,10,0,0,승,서울
5.8금,LG 트윈스,10,2,0,7,1,0,패,수원
5.8금,kt wiz,12,0,2,5,2,0,승,수원
5.8금,롯데 자이언츠,9,1,0,4,2,1,패,창원
5.8금,NC 다이노스,8,2,1,8,1,0,승,창원
5.8금,삼성 라이온즈,3,0,1,9,0,0,패,인천
5.8금,SK 와이번스,5,1,2,6,1,0,승,인천
5.9토,한화 이글스,7,0,0,6,0,2,패,서울
5.9토,두산 베어스,6,1,0,8,0,1,승,서울
5.9토,KIA 타이거즈,9,1,1,12,0,0,패,서울
5.9토,키움 히어로즈,14,1,2,3,3,1,승,서울
5.9토,LG 트윈스,10,0,0,13,1,0,패,수원
5.9토,kt wiz,6,1,1,5,0,1,승,수원
5.9토,롯데 자이언츠,6,2,0,6,2,0,패,창원
5.9토,NC 다이노스,11,0,1,7,0,1,승,창원
5.9토,삼성 라이온즈,6,0,1,6,0,0,승,인천
5.9토,SK 와이번스,3,1,0,7,1,1,패,인천
5.10일,한화 이글스,7,0,0,5,2,0,패,서울
5.10일,두산 베어스,11,1,1,6,0,0,승,서울
5.10일,KIA 타이거즈,15,2,3,8,0,1,승,서울
5.10일,키움 히어로즈,9,3,1,10,0,3,패,서울
5.10일,롯데 자이언츠,11,1,0,9,2,0,패,창원
5.10일,NC 다이노스,11,0,5,7,1,0,승,창원
5.10일,삼성 라이온즈,7,2,2,6,0,2,패,인천
5.10일,SK 와이번스,11,1,0,11,0,0,승,인천
5.10일,LG 트윈스,7,1,1,11,0,0,승,수원
5.10일,kt wiz,7,0,1,12,0,1,패,수원
5.12화,한화 이글스,10,1,2,11,1,0,승,대구
5.12화,삼성 라이온즈,12,1,0,7,2,1,패,대구
5.12화,kt wiz,1,0,0,10,1,0,패,광주
5.12화,KIA 타이거즈,5,0,1,7,0,1,승,광주
5.12화,키움 히어로즈,10,1,0,9,0,0,패,부산
5.12화,롯데 자이언츠,11,0,0,6,1,0,승,부산
5.13수,한화 이글스,8,0,0,6,2,1,패,대구
5.13수,삼성 라이온즈,7,1,1,3,1,0,승,대구
5.13수,kt wiz,14,1,4,7,0,1,패,광주
5.13수,KIA 타이거즈,12,1,2,7,2,0,승,광주
5.13수,NC 다이노스,7,0,0,8,0,1,패,서울
5.13수,LG 트윈스,13,1,0,10,1,1,승,서울
5.13수,두산 베어스,10,2,1,8,0,1,승,인천
5.13수,SK 와이번스,8,0,1,6,1,1,패,인천
5.13수,키움 히어로즈,12,2,1,11,0,2,패,부산
5.13수,롯데 자이언츠,13,2,0,8,1,0,승,부산
5.14목,한화 이글스,9,2,3,11,0,2,승,대구
5.14목,삼성 라이온즈,10,3,3,11,0,1,패,대구
5.14목,kt wiz,5,0,1,7,1,0,패,광주
5.14목,KIA 타이거즈,12,1,1,3,1,1,승,광주
5.14목,NC 다이노스,7,0,1,7,1,2,무,서울
5.14목,LG 트윈스,4,0,3,11,0,0,무,서울
5.14목,두산 베어스,9,1,0,6,2,0,패,인천
5.14목,SK 와이번스,14,3,0,8,1,1,승,인천
5.14목,키움 히어로즈,18,3,0,9,0,0,승,부산
5.14목,롯데 자이언츠,10,2,2,11,2,2,패,부산
5.15금,롯데 자이언츠,18,2,1,12,2,1,승,수원
5.15금,kt wiz,16,0,5,12,0,1,패,수원
5.15금,NC 다이노스,11,2,0,8,1,0,승,대구
5.15금,삼성 라이온즈,11,1,1,8,0,1,패,대구
5.15금,SK 와이번스,8,0,0,7,1,1,승,서울
5.15금,LG 트윈스,7,0,0,11,0,0,패,서울
5.15금,키움 히어로즈,9,0,4,6,2,1,승,대전
5.15금,한화 이글스,5,1,0,5,0,1,패,대전
5.16토,롯데 자이언츠,11,1,2,8,1,1,승,수원
5.16토,kt wiz,6,0,1,7,2,3,패,수원
5.16토,NC 다이노스,14,2,2,12,0,1,패,대구
5.16토,삼성 라이온즈,12,1,0,6,0,0,승,대구
5.16토,두산 베어스,10,1,2,6,0,0,승,광주
5.16토,KIA 타이거즈,12,1,1,8,1,0,패,광주
5.16토,SK 와이번스,15,0,1,9,0,0,승,서울
5.16토,LG 트윈스,11,0,0,12,0,1,패,서울
5.16토,키움 히어로즈,9,1,1,7,0,1,승,대전
5.16토,한화 이글스,10,0,0,2,2,2,패,대전
5.17일,롯데 자이언츠,7,1,4,8,0,3,승,수원
5.17일,kt wiz,7,0,2,7,1,2,패,수원
5.17일,NC 다이노스,8,1,0,7,0,0,승,대구
5.17일,삼성 라이온즈,3,0,0,8,1,2,패,대구
5.17일,두산 베어스,8,3,0,10,1,1,패,광주
5.17일,KIA 타이거즈,10,0,0,6,0,1,승,광주
5.17일,SK 와이번스,10,0,1,7,1,0,패,서울
5.17일,LG 트윈스,9,1,0,14,0,0,승,서울
5.17일,키움 히어로즈,7,1,2,7,0,1,패,대전
5.17일,한화 이글스,13,1,0,6,0,1,승,대전
5.19화,한화 이글스,8,2,1,12,0,5,패,인천
5.19화,SK 와이번스,10,0,5,3,1,0,승,인천
5.19화,KIA 타이거즈,5,2,1,10,1,3,패,부산
5.19화,롯데 자이언츠,11,1,2,8,2,0,승,부산
5.19화,kt wiz,13,0,1,4,1,0,승,창원
5.19화,NC 다이노스,6,0,1,9,1,0,패,창원
5.19화,LG 트윈스,12,2,0,7,2,1,패,서울
5.19화,키움 히어로즈,17,1,0,9,2,1,승,서울
5.20수,한화 이글스,9,0,1,10,0,1,패,인천
5.20수,SK 와이번스,8,2,1,4,0,2,승,인천
5.20수,KIA 타이거즈,12,1,0,6,0,0,승,부산
5.20수,롯데 자이언츠,11,0,2,11,1,2,패,부산
5.20수,kt wiz,4,0,0,10,0,0,패,창원
5.20수,NC 다이노스,10,1,3,7,0,2,승,창원
5.20수,LG 트윈스,7,2,0,8,1,2,패,서울
5.20수,키움 히어로즈,14,2,0,10,0,1,승,서울
5.20수,삼성 라이온즈,24,4,1,6,1,0,승,서울
5.20수,두산 베어스,11,2,0,5,0,1,패,서울
5.21목,한화 이글스,10,2,0,7,0,0,승,인천
5.21목,SK 와이번스,4,0,1,9,1,3,패,인천
5.21목,KIA 타이거즈,9,1,1,6,0,0,패,부산
5.21목,롯데 자이언츠,8,1,0,6,0,1,승,부산
5.21목,kt wiz,9,0,2,8,0,1,패,창원
5.21목,NC 다이노스,8,2,1,7,0,0,승,창원
5.21목,LG 트윈스,10,2,2,9,1,0,승,서울
5.21목,키움 히어로즈,8,1,0,10,1,1,패,서울
5.21목,삼성 라이온즈,9,1,2,3,1,1,승,서울
5.21목,두산 베어스,5,0,0,7,1,1,패,서울
5.22금,한화 이글스,11,2,0,6,0,0,승,수원
