day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,지점명
5.22금,kt wiz,11,0,1,8,0,1,패,수원
5.22금,LG 트윈스,21,3,1,5,1,1,승,부산
5.22금,롯데 자이언츠,16,1,0,11,0,3,패,부산
5.22금,NC 다이노스,12,3,3,7,0,0,승,서울
5.22금,키움 히어로즈,2,0,0,9,0,0,패,서울
5.22금,SK 와이번스,7,1,1,3,0,0,패,서울
5.22금,두산 베어스,6,0,2,6,0,0,승,서울
5.22금,삼성 라이온즈,15,1,2,3,1,0,승,광주
5.22금,KIA 타이거즈,8,0,0,11,2,1,패,광주
5.23토,한화 이글스,11,0,2,5,2,1,승,수원
5.23토,kt wiz,9,0,2,4,0,0,패,수원
5.23토,LG 트윈스,17,1,0,8,2,1,패,부산
5.23토,롯데 자이언츠,21,7,1,9,0,2,승,부산
5.23토,NC 다이노스,15,2,2,4,1,0,승,서울
5.23토,키움 히어로즈,9,1,1,8,1,1,패,서울
5.23토,SK 와이번스,6,0,0,5,2,2,패,서울
5.23토,두산 베어스,9,0,0,3,0,0,승,서울
5.23토,삼성 라이온즈,7,0,0,10,0,0,패,광주
5.23토,KIA 타이거즈,5,0,0,10,1,0,승,광주
5.24일,한화 이글스,7,0,0,4,1,0,패,수원
5.24일,kt wiz,14,1,0,3,2,0,승,수원
5.24일,LG 트윈스,10,1,0,10,2,1,패,부산
5.24일,롯데 자이언츠,15,4,1,8,3,0,승,부산
5.24일,NC 다이노스,11,1,1,10,0,1,승,서울
5.24일,키움 히어로즈,14,0,0,6,1,3,패,서울
5.24일,삼성 라이온즈,8,0,0,2,3,1,패,광주
5.24일,KIA 타이거즈,8,1,2,10,1,0,승,광주
5.24일,SK 와이번스,8,0,0,8,1,1,패,서울
5.24일,두산 베어스,11,0,2,3,1,1,승,서울
5.26화,KIA 타이거즈,16,1,1,5,4,0,승,대전
5.26화,한화 이글스,7,1,0,13,0,1,패,대전
5.26화,kt wiz,4,0,0,12,1,1,패,서울
5.26화,LG 트윈스,10,1,0,7,0,0,승,서울
5.26화,롯데 자이언츠,12,4,2,5,0,2,승,인천
5.26화,SK 와이번스,9,0,1,8,0,1,패,인천
5.26화,두산 베어스,7,1,0,5,5,0,패,창원
5.26화,NC 다이노스,13,5,3,12,0,0,승,창원
5.26화,키움 히어로즈,7,0,0,5,1,1,패,대구
5.26화,삼성 라이온즈,10,0,0,8,1,1,승,대구
5.27수,KIA 타이거즈,7,0,1,10,1,1,패,대전
5.27수,한화 이글스,12,0,0,3,3,2,승,대전
5.27수,kt wiz,7,1,1,10,2,1,패,서울
5.27수,LG 트윈스,12,1,2,7,1,1,승,서울
5.27수,롯데 자이언츠,6,0,1,8,1,1,패,인천
5.27수,SK 와이번스,9,2,0,6,0,1,승,인천
5.27수,두산 베어스,7,0,1,10,0,2,패,창원
5.27수,NC 다이노스,12,0,1,11,1,1,승,창원
5.27수,키움 히어로즈,17,5,0,8,0,0,승,대구
5.27수,삼성 라이온즈,11,0,2,9,1,0,패,대구
5.28목,KIA 타이거즈,6,0,1,8,0,2,패,대전
5.28목,한화 이글스,3,0,1,7,2,0,승,대전
5.28목,kt wiz,11,0,0,11,2,1,승,서울
5.28목,LG 트윈스,3,0,0,13,0,1,패,서울
5.28목,롯데 자이언츠,10,1,2,13,0,1,승,인천
5.28목,SK 와이번스,7,0,0,5,0,0,패,인천
5.28목,두산 베어스,6,0,0,5,1,0,패,창원
5.28목,NC 다이노스,10,2,2,6,1,0,승,창원
5.28목,키움 히어로즈,16,5,0,10,1,1,승,대구
5.28목,삼성 라이온즈,8,2,0,3,0,0,패,대구
5.29금,한화 이글스,3,0,0,12,1,0,패,부산
5.29금,롯데 자이언츠,11,3,1,5,2,0,승,부산
5.29금,NC 다이노스,9,1,0,7,2,2,패,광주
5.29금,KIA 타이거즈,12,1,0,5,0,0,승,광주
5.29금,두산 베어스,13,0,1,9,0,1,승,수원
5.29금,kt wiz,7,0,1,9,0,2,패,수원
5.29금,삼성 라이온즈,9,3,3,8,1,0,승,서울
5.29금,LG 트윈스,3,0,0,10,0,0,패,서울
5.29금,키움 히어로즈,14,2,0,7,0,0,승,인천
5.29금,SK 와이번스,5,1,0,8,1,0,패,인천
5.30토,한화 이글스,6,1,1,6,0,4,승,부산
5.30토,롯데 자이언츠,8,1,3,12,0,1,패,부산
5.30토,삼성 라이온즈,9,1,1,5,2,0,승,서울
5.30토,LG 트윈스,6,0,0,6,0,0,패,서울
5.30토,NC 다이노스,13,1,2,4,3,1,승,광주
5.30토,KIA 타이거즈,8,2,1,11,0,1,패,광주
5.30토,두산 베어스,9,0,1,6,1,0,승,수원
5.30토,kt wiz,6,2,2,10,1,1,패,수원
5.30토,키움 히어로즈,11,1,2,14,1,0,무,인천
5.30토,SK 와이번스,8,1,2,18,2,0,무,인천
5.31일,한화 이글스,6,2,0,8,0,0,패,부산
5.31일,롯데 자이언츠,16,2,4,8,1,0,승,부산
5.31일,두산 베어스,17,1,3,5,2,0,승,수원
5.31일,kt wiz,9,2,0,8,0,1,패,수원
5.31일,삼성 라이온즈,9,0,0,4,1,1,승,서울
5.31일,LG 트윈스,5,0,1,9,0,2,패,서울
5.31일,키움 히어로즈,10,2,1,8,1,1,승,인천
5.31일,SK 와이번스,10,1,0,10,2,0,패,인천
5.31일,NC 다이노스,11,3,3,9,0,1,승,광주
5.31일,KIA 타이거즈,12,2,3,11,0,1,패,광주
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
team_text,번호,,,,,,,,
NC 다이노스,1,,,,,,,,
두산 베어스,2,,,,,,,,
kt wiz,3,,,,,,,,
LG 트윈스,4,,,,,,,,
키움 히어로즈,5,,,,,,,,
KIA 타이거즈,6,,,,,,,,
롯데 자이언츠,7,,,,,,,,
삼성 라이온즈,8,,,,,,,,
SK 와이번스,9,,,,,,,,
한화 이글스,10,,,,,,,,
