day_text,day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,지점명,,,,,,지점명,일시,기온(°C),강수량(mm),습도(%)
,,,,,,,,,,,,,,,,부산,9.28,23.4,,74
,,,,,,,,,,,,,,,,부산,9.29,22.8,0,74
,,,,,,,,,,,,,,,,부산,9.30,19.5,,77
,,,,,,,,,,,,,,,,부산,10.1,19.9,,72
,,,,,,,,,,,,,,,,부산,10.2,21.6,,72
,,,,,,,,,,,,,,,,부산,10.3,21.4,,58
,,,,,,,,,,,,,,,,부산,10.4,18.4,,59
,,,,,,,,,,,,,,,,부산,10.5,19.2,,57
,,,,,,,,,,,,,,,,부산,10.6,19.3,,54
,,,,,,,,,,,,,,,,부산,10.7,19,,61
,,,,,,,,,,,,,,,,부산,10.8,19.6,,67
,,,,,,,,,,,,,,,,부산,10.9,20.1,,68
,,,,,,,,,,,,,,,,부산,10.10,20.6,,68
,,,,,,,,,,,,,,,,부산,10.11,19.5,,68
,,,,,,,,,,,,,,,,부산,10.12,19.9,0,79
,,,,,,,,,,,,,,,,부산,10.13,17.3,,80
,,,,,,,,,,,,,,,,부산,10.14,16.1,,59
,,,,,,,,,,,,,,,,부산,10.15,17.5,,63
,,,,,,,,,,,,,,,,부산,10.16,18.2,,38
,,,,,,,,,,,,,,,,부산,10.17,16.1,,45
,,,,,,,,,,,,,,,,부산,10.18,18.3,,47
,,,,,,,,,,,,,,,,부산,10.19,19.6,,67
,,,,,,,,,,,,,,,,부산,10.20,20.9,0.5,93
,,,,,,,,,,,,,,,,부산,10.21,15.5,3.5,97
,,,,,,,,,,,,,,,,부산,10.22,14,,78
,,,,,,,,,,,,,,,,부산,10.23,15.8,,63
,,,,,,,,,,,,,,,,부산,10.24,17.7,,73
,,,,,,,,,,,,,,,,부산,10.25,18.7,,76
,,,,,,,,,,,,,,,,부산,10.26,19.6,,69
,,,,,,,,,,,,,,,,부산,10.27,16.5,,67
,,,,,,,,,,,,,,,,부산,10.28,17,,63
,,,,,,,,,,,,,,,,부산,10.29,16.8,,63
,,,,,,,,,,,,,,,,부산,10.30,17.5,,69
,,,,,,,,,,,,,,,,서울,4.1,11.4,,54
