day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,지점명
8.13목,kt wiz,8,1,0,7,1,1,패,수원
8.13목,NC 다이노스,8,0,0,7,1,0,패,서울
8.13목,두산 베어스,11,1,2,6,0,0,승,서울
8.13목,삼성 라이온즈,13,0,0,6,0,0,승,광주
8.13목,KIA 타이거즈,4,1,0,9,1,0,패,광주
8.14금,한화 이글스,8,1,0,7,0,1,패,서울
8.14금,키움 히어로즈,12,0,0,2,2,0,승,서울
8.14금,LG 트윈스,8,0,0,9,1,1,패,인천
8.14금,SK 와이번스,10,2,1,4,0,2,승,인천
8.14금,롯데 자이언츠,12,2,0,8,2,1,패,수원
8.14금,kt wiz,9,1,1,6,1,0,승,수원
8.14금,NC 다이노스,8,0,1,12,0,1,승,서울
8.14금,두산 베어스,8,0,0,4,0,0,패,서울
8.14금,삼성 라이온즈,6,1,1,10,0,1,패,광주
8.14금,KIA 타이거즈,12,4,1,6,0,0,승,광주
8.15토,한화 이글스,6,0,3,12,0,0,패,대구
8.15토,삼성 라이온즈,8,0,4,6,0,0,승,대구
8.15토,KIA 타이거즈,7,0,1,7,1,0,승,서울
8.15토,LG 트윈스,6,0,0,5,1,0,패,서울
8.15토,kt wiz,9,1,0,9,3,0,패,창원
8.15토,NC 다이노스,11,0,5,5,0,0,승,창원
8.15토,롯데 자이언츠,7,2,0,8,1,1,승,서울
8.15토,키움 히어로즈,6,2,2,6,0,0,패,서울
8.15토,두산 베어스,13,2,0,7,1,1,승,인천
8.15토,SK 와이번스,7,0,0,10,0,0,패,인천
8.16일,한화 이글스,8,0,0,8,0,1,패,대구
8.16일,삼성 라이온즈,7,0,1,8,1,0,승,대구
8.16일,kt wiz,7,2,0,6,2,0,승,창원
8.16일,NC 다이노스,7,0,0,9,0,2,패,창원
8.17월,KIA 타이거즈,6,1,0,6,2,0,패,서울
8.17월,LG 트윈스,11,0,1,4,1,0,승,서울
8.17월,롯데 자이언츠,11,0,0,12,1,0,패,서울
8.17월,키움 히어로즈,16,1,0,8,2,1,승,서울
8.17월,두산 베어스,11,0,1,6,1,0,승,인천
8.17월,SK 와이번스,3,1,0,4,1,0,패,인천
8.18화,LG 트윈스,8,0,2,7,0,2,패,부산
8.18화,롯데 자이언츠,8,2,0,8,1,1,승,부산
8.18화,NC 다이노스,6,1,0,4,0,0,승,대전
8.18화,한화 이글스,2,1,0,10,1,0,패,대전
8.18화,SK 와이번스,6,1,0,6,1,1,패,광주
8.18화,KIA 타이거즈,6,1,0,9,0,1,승,광주
8.18화,삼성 라이온즈,15,0,1,7,1,0,승,서울
8.18화,두산 베어스,7,0,0,5,2,0,패,서울
8.18화,키움 히어로즈,9,0,0,4,1,2,패,수원
8.18화,kt wiz,16,2,2,4,2,0,승,수원
8.19수,LG 트윈스,6,0,0,2,2,0,패,부산
8.19수,롯데 자이언츠,9,0,0,7,1,1,승,부산
8.19수,NC 다이노스,7,0,5,5,0,0,승,대전
8.19수,한화 이글스,5,0,0,6,1,0,패,대전
8.19수,SK 와이번스,7,0,0,4,0,0,패,광주
8.19수,KIA 타이거즈,8,0,1,6,2,0,승,광주
8.19수,삼성 라이온즈,12,0,0,9,0,0,승,서울
8.19수,두산 베어스,11,0,0,9,1,0,패,서울
8.19수,키움 히어로즈,10,1,0,5,5,2,패,수원
8.19수,kt wiz,15,1,1,11,1,5,승,수원
8.20목,kt wiz,14,0,3,5,0,1,승,대전
8.20목,한화 이글스,5,2,0,11,0,0,패,대전
8.20목,두산 베어스,8,1,0,6,2,3,패,서울
8.20목,LG 트윈스,8,0,1,4,1,0,승,서울
8.20목,SK 와이번스,8,1,1,9,2,0,패,서울
8.20목,키움 히어로즈,11,2,0,14,0,1,승,서울
8.21금,KIA 타이거즈,5,1,0,6,1,0,패,부산
8.21금,롯데 자이언츠,11,2,0,6,0,0,승,부산
8.21금,kt wiz,5,2,0,6,0,1,패,대전
8.21금,한화 이글스,15,4,0,6,0,0,승,대전
8.21금,NC 다이노스,15,2,1,8,0,0,승,대구
8.21금,삼성 라이온즈,12,0,0,8,0,0,패,대구
8.21금,두산 베어스,6,1,0,4,1,1,승,서울
8.21금,LG 트윈스,7,0,1,13,1,0,패,서울
8.21금,SK 와이번스,10,2,1,1,0,0,승,서울
8.21금,키움 히어로즈,8,3,0,8,0,1,패,서울
8.22토,한화 이글스,10,0,0,4,0,0,승,광주
8.22토,KIA 타이거즈,5,0,0,10,0,0,패,광주
8.22토,롯데 자이언츠,11,2,0,11,1,0,패,대구
8.22토,삼성 라이온즈,18,1,0,3,1,1,승,대구
8.22토,NC 다이노스,8,1,1,6,1,0,승,인천
8.22토,SK 와이번스,4,0,0,9,0,1,패,인천
8.22토,두산 베어스,6,1,1,8,1,0,패,수원
8.22토,kt wiz,9,1,0,6,1,0,승,수원
8.22토,키움 히어로즈,9,0,0,4,2,1,패,서울
8.22토,LG 트윈스,10,0,2,7,0,1,승,서울
8.23일,한화 이글스,7,1,1,6,0,2,패,광주
8.23일,KIA 타이거즈,11,2,1,5,0,0,승,광주
8.23일,롯데 자이언츠,19,3,0,11,1,0,승,대구
8.23일,삼성 라이온즈,7,0,0,10,2,2,패,대구
8.23일,NC 다이노스,8,1,1,7,4,0,승,인천
8.23일,SK 와이번스,4,0,1,10,2,1,패,인천
8.23일,두산 베어스,14,1,0,4,0,0,승,수원
8.23일,kt wiz,12,2,0,11,2,0,패,수원
8.23일,키움 히어로즈,11,1,3,8,0,2,패,서울
8.23일,LG 트윈스,13,1,2,7,1,1,승,서울
8.25화,KIA 타이거즈,5,0,0,13,1,0,승,인천
8.25화,SK 와이번스,6,0,2,8,0,0,패,인천
8.26수,KIA 타이거즈,8,1,2,10,0,1,패,인천
8.26수,SK 와이번스,7,2,0,8,2,0,승,인천
8.26수,kt wiz,6,0,0,6,0,0,패,서울
8.26수,키움 히어로즈,13,2,1,4,2,0,승,서울
8.26수,LG 트윈스,10,1,2,10,1,1,승,창원
8.26수,NC 다이노스,6,0,3,7,2,1,패,창원
8.26수,롯데 자이언츠,11,1,1,9,0,0,패,서울
8.26수,두산 베어스,9,1,1,6,0,0,승,서울
8.26수,삼성 라이온즈,13,1,3,9,1,2,패,대전
8.26수,한화 이글스,16,4,1,17,1,1,승,대전
8.27목,한화 이글스,4,0,0,7,1,0,패,창원
8.27목,NC 다이노스,5,0,2,12,0,0,승,창원
8.27목,KIA 타이거즈,6,0,2,10,2,0,패,수원
8.27목,kt wiz,12,1,1,3,2,1,승,수원
8.27목,두산 베어스,8,0,0,14,0,0,패,대구
8.27목,삼성 라이온즈,8,1,2,4,1,1,승,대구
8.27목,SK 와이번스,7,0,1,8,1,0,승,서울
8.27목,LG 트윈스,9,0,0,7,1,2,패,서울
8.27목,키움 히어로즈,10,1,1,3,1,0,패,부산
8.27목,롯데 자이언츠,13,0,1,10,1,1,승,부산
8.28금,한화 이글스,14,3,0,8,2,0,승,창원
8.28금,NC 다이노스,11,1,2,4,1,0,패,창원
8.28금,KIA 타이거즈,3,0,0,10,0,0,패,수원
8.28금,kt wiz,13,4,2,6,0,0,승,수원
8.28금,두산 베어스,12,0,1,13,1,2,승,대구
8.28금,삼성 라이온즈,8,3,3,12,1,0,패,대구
8.28금,SK 와이번스,11,1,0,3,0,1,승,서울
8.28금,LG 트윈스,4,0,1,5,1,0,패,서울
8.28금,키움 히어로즈,11,1,1,8,0,0,승,부산
8.28금,롯데 자이언츠,9,0,0,10,1,1,패,부산
8.29토,한화 이글스,7,0,2,9,1,1,패,서울
8.29토,두산 베어스,10,1,2,5,2,0,승,서울
8.29토,LG 트윈스,10,2,1,3,1,1,승,대구
8.29토,삼성 라이온즈,8,1,1,10,1,2,패,대구
8.29토,NC 다이노스,11,1,0,6,0,0,승,부산
8.29토,롯데 자이언츠,8,1,0,7,0,0,패,부산
8.29토,SK 와이번스,7,0,1,6,2,0,패,수원
8.29토,kt wiz,12,1,0,4,1,0,승,수원
8.29토,키움 히어로즈,17,2,2,6,1,0,승,광주
8.29토,KIA 타이거즈,11,1,0,9,0,1,패,광주
8.30일,한화 이글스,12,1,3,5,3,0,패,서울
8.30일,두산 베어스,7,2,0,5,0,2,승,서울
8.30일,LG 트윈스,16,3,0,8,0,2,패,대구
8.30일,삼성 라이온즈,19,4,2,5,0,0,승,대구
8.30일,NC 다이노스,14,1,1,8,2,0,승,부산
8.30일,롯데 자이언츠,9,0,1,12,0,1,패,부산
8.30일,SK 와이번스,8,0,0,8,1,0,패,수원
8.30일,kt wiz,11,2,0,10,0,1,승,수원
8.30일,키움 히어로즈,10,1,1,4,0,0,승,광주
8.30일,KIA 타이거즈,8,0,0,8,1,0,패,광주
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
team_text,번호,,,,,,,,
NC 다이노스,1,,,,,,,,
두산 베어스,2,,,,,,,,
kt wiz,3,,,,,,,,
LG 트윈스,4,,,,,,,,
키움 히어로즈,5,,,,,,,,
KIA 타이거즈,6,,,,,,,,
롯데 자이언츠,7,,,,,,,,
삼성 라이온즈,8,,,,,,,,
SK 와이번스,9,,,,,,,,
한화 이글스,10,,,,,,,,
