day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,지점명
9.25금,삼성 라이온즈,6,1,1,9,1,0,패,인천
9.25금,SK 와이번스,8,1,1,6,0,0,승,인천
9.25금,키움 히어로즈,5,0,0,7,0,0,패,대전
9.25금,한화 이글스,8,1,0,5,2,0,승,대전
9.26토,SK 와이번스,13,0,0,10,0,0,패,광주
9.26토,KIA 타이거즈,9,1,1,6,1,0,승,광주
9.26토,삼성 라이온즈,6,1,1,3,0,1,패,서울
9.26토,두산 베어스,13,3,0,8,1,0,승,서울
9.26토,키움 히어로즈,5,1,1,9,1,2,패,대전
9.26토,한화 이글스,14,2,0,4,2,1,승,대전
9.27일,kt wiz,10,0,0,9,1,0,패,서울
9.27일,키움 히어로즈,12,1,2,8,1,1,승,서울
9.27일,LG 트윈스,14,1,0,8,0,1,승,서울
9.27일,두산 베어스,8,0,0,4,0,0,패,서울
9.27일,롯데 자이언츠,9,1,0,5,0,1,승,창원
9.27일,NC 다이노스,6,0,0,5,3,0,패,창원
9.28월,한화 이글스,2,0,0,10,1,0,패,창원
9.28월,NC 다이노스,10,1,0,3,1,1,승,창원
9.28월,KIA 타이거즈,9,2,0,8,1,2,패,서울
9.28월,LG 트윈스,15,0,2,7,2,2,승,서울
9.28월,두산 베어스,15,1,3,8,0,1,승,수원
9.28월,kt wiz,10,1,0,8,1,2,패,수원
9.28월,키움 히어로즈,11,0,0,11,1,0,패,인천
9.28월,SK 와이번스,17,6,0,5,1,0,승,인천
9.29화,KIA 타이거즈,7,0,1,9,0,0,승,부산
9.29화,롯데 자이언츠,7,0,0,10,1,3,패,부산
9.29화,kt wiz,3,0,0,8,0,2,패,인천
9.29화,SK 와이번스,15,3,1,9,0,0,승,인천
9.29화,NC 다이노스,8,1,1,3,0,0,승,서울
9.29화,키움 히어로즈,11,2,2,9,0,0,패,서울
9.29화,삼성 라이온즈,12,2,1,7,2,1,패,대전
9.29화,한화 이글스,11,3,0,8,0,0,승,대전
9.30수,KIA 타이거즈,13,2,3,8,1,2,승,부산
9.30수,롯데 자이언츠,6,0,0,11,1,4,패,부산
9.30수,LG 트윈스,9,0,0,9,1,0,패,인천
9.30수,SK 와이번스,8,2,3,6,0,1,승,인천
9.30수,NC 다이노스,15,2,2,7,2,0,승,서울
9.30수,두산 베어스,11,1,1,6,2,0,패,서울
9.30수,삼성 라이온즈,11,0,0,4,2,1,패,대전
9.30수,한화 이글스,17,2,0,9,0,0,승,대전
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
team_text,번호,,,,,,,,
NC 다이노스,1,,,,,,,,
두산 베어스,2,,,,,,,,
kt wiz,3,,,,,,,,
LG 트윈스,4,,,,,,,,
키움 히어로즈,5,,,,,,,,
KIA 타이거즈,6,,,,,,,,
롯데 자이언츠,7,,,,,,,,
삼성 라이온즈,8,,,,,,,,
SK 와이번스,9,,,,,,,,
한화 이글스,10,,,,,,,,
